カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
通関業の許可,56-12-3,A,財務大臣は、通関業務を行う営業所の新設の許可をしようとするときは、許可申請に係る通関業を営む営業所につき、通関業法第13条の要件を備えることとなっているかどうかを審査しなければならないが、この「通関業法第13条の要件を備えることとなっている」とは、許可申請の際、通関士試験合格者を現に雇用しているか、又は通関士試験合格者を雇用することが雇用契約等により確実と認められる場合をいい、単なる見通しは含まれないこととされている。,○×,○,"財務大臣は、通関業務を行う営業所の新設の許可をしようとするときは、その許可申請に係る通関業務を行う営業所につき、通関業法13条の要件を備えることとなっていることを審査しなければならないとされているが(業8条2項、5条3号)、「通関業法13条の要件を備えることとなっていること」とは、申請の際、通関士試験合格者を現に雇用しているか、又は通関士試験合格者を雇用することが雇用契約等により確実と認められる場合をいい、単なる見通しは含まれないとされる(業通5-4)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件、第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（1）営業所の新設]"
通関業の許可,56-12-4,A,通関業者は、その通関業務に従事する通関士が情報通信機器を活用して、労働時間の全部又は一部において、自宅で通関業務に従事する勤務形態(在宅勤務)を導入する場合においては、当該自宅について通関業務を行う営業所の新設に係る手続を行わなければならない。,○×,×,"在宅勤務を導入する場合においては、当該勤務場所（自宅）は当該従業者の所属する営業所の一部となる。この場合、営業所の新設に係る手続(業8条、9条)は要しない(業通8-1)。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（3）在宅勤務、サテライトオフィス]"
通関業の許可,56-12-5,B,通関業者の施設等で、職員が常駐せず、単に簡単な書類の訂正、待機等のために使用されるものは、通関業法第8条に規定する通関業務を行う営業所に該当しないこととされている。,○×,○,"通関業法8条に規定する営業所とは、通関業務が行われる事務所をいい、営業所の名称が付されていないものであっても、実質的に通関書類の作成審査等が行われる事務所であれば、原則として、同条の営業所に該当するが、①通関業者の施設等で、職員が常駐せず、単に連絡（簡単な書類の訂正を含む。）、待機等のために使用されるものや、②特定の取引先の施設等で、当該特定取引先の依頼により、通関業者が職員を派遣して通関書類を作成するために使用されるもの（当該施設等で通関士の審査又は通関業者の押印が行われていない場合に限る。）は、営業所には該当しない(業通8-1)。本問は①に当たるので営業所には該当しない。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（1）営業所の新設]"
通関業の許可,56-13-1,A,関税法第111条(許可を受けないで輸出入する等の罪)の規定に該当する違反行為をして罰金の刑に処せられた者は、その刑の執行が終わった日から5年を経過したものであっても、通関業の許可を受けることができない。,○×,×,"関税法108条の4から112条までの規定に該当する違反行為をして罰金の刑に処せられた者は、その刑の執行が終わった日から3年を経過しないときは、通関業の許可を受けることができない(業6条4号イ)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業の許可,56-13-2,A,破産手続開始の決定を受けた者は、復権を得た場合であっても、通関業の許可を受けることができない。,○×,×,"破産手続開始の決定を受けて復権を得ていない者は、通関業の許可を受けることができない(業6条2号)。復権を得た者は対象となっていないので、通関業の許可を受けることができる。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業の許可,56-13-3,A,通関業法、関税法又は国税若しくは地方税に関する法律以外の法律の規定に違反して罰金の刑に処せられた者であって、その刑の執行を終わり、又は執行を受けることがなくなった日から3年を経過しないものは、通関業の許可を受けることができない。,○×,×,"通関業法の規定に違反して罰金の刑に処せられた者であって、その刑の執行を終わり、又は執行を受けることがなくなった日から3年を経過しないものは、通関業の許可を受けることができない(業6条5号)。よって、「通関業法、関税法又は国税若しくは地方税に関する法律以外の法律の規定に違反し」という部分が誤りであり、正しくは「通関業法の規定に違反し」となる。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業の許可,56-13-4,A,国家公務員及び地方公務員並びに法令の規定により公務に従事する職員とみなされる者で懲戒免職の処分を受け、当該処分を受けた日から2年を経過しないものは、通関業の許可を受けることができない。,○×,○,"公務員で懲戒免職の処分を受け、当該処分を受けた日から2年を経過しないものは、通関業の許可を受けることができない(業法6条9号)。なお、ここにいう「公務員」には、国家公務員及び地方公務員のほか、法令（例えば、日本銀行法等）の規定により公務に従事する職員とみなされる者を含む(業通6-4)。したがって、本問は正しい。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業の許可,56-13-5,A,法人であって、その役員(いかなる名称によるかを問わず、これと同等以上の職権又は支配力を有する者を含む。)以外の従業者のうちに、通関業法第35条第1項(通関士に対する懲戒処分)の規定により通関業務に従事することを禁止された者があるものは、通関業の許可を受けることができない。,○×,×,"法人であって、その役員（いかなる名称によるかを問わず、これと同等以上の職権又は支配力を有する者を含む。）のうちに、通関士に対する懲戒処分として通関業務従事禁止処分を受けた日から2年を経過しない者があるものは、通関業の許可を受けることができない(欠格事由 業6条10号、8号)。しかし、本問では、役員（同等以上の職権又は支配力を有する者を含む。）ではない従業者が通関業務従事禁止処分を受けたのであり、役員（同等以上の職権又は支配力を有する者を含む。）が受けたものではない。したがって、この欠格事由に該当せず、通関業の許可を受けることができる。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業者、通関士等の義務,56-14-1,A,通関業者は、通関士を置かなければならないこととされる営業所ごとに、通関業務に係る貨物の数量及び種類並びに通関士の審査を要する通関書類の数、種類及び内容に応じて必要な員数の通関士を置かなければならない。,○×,○,"通関業者は、通関士を置かなければならないこととされる営業所ごとに、通関業務に係る貨物の数量及び種類並びに通関士の審査を要する通関書類の数、種類及び内容に応じて必要な員数の通関士を置かなければならない(業13条、業令5条)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務]"
通関業者、通関士等の義務,56-14-2,A,通関業者は、通関業務を行う営業所の新設の許可に条件が付されていない場合には、当該営業所に専任の通関士を置かなければならない。,○×,×,"昔はこのような専任の通関士規定があったが、現在は廃止されている。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務]"
通関業者、通関士等の義務,56-14-3,A,通関業者は、通関業務を行う営業所の新設の許可の条件として、その取り扱う通関手続に係る貨物がコンテナー及びその修理用部分品のみに限られている場合であっても、当該営業所に通関士を置かなければならない。,○×,×,"通関業者は、通関業務を適正に行うため、その通関業務を行う営業所ごとに通関士を置かなければならないのが原則である。ただし、当該営業所において取り扱う通関業務に係る貨物が、営業所の新設の許可の条件として、一定の種類の貨物のみに限られている場合は、この限りではない(業13条、3条2項、8条2項)。本問は、通関業務を行う営業所の新設の許可の条件として、その取り扱う通関手続に係る貨物がコンテナー及びその修理用部分品のみに限られている場合であるから、一定の種類の貨物のみに限られている場合である。したがって、営業所に通関士を置かなければならないわけではない。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務]"
通関業者、通関士等の義務,56-14-4,A,通関業者は、通関業務を行う営業所における通関業務の量からみて当該営業所に通関士を置く必要がないものとして財務大臣の承認を受けた場合には、当該営業所に通関士を置くことを要しない。,○×,×,"通関業者は、通関業務を適正に行うため、その通関業務を行う営業所ごとに通関士を置かなければならないのが原則である。ただし、例外として、当該営業所において取り扱う通関業務に係る貨物が、一定の種類の貨物のみに限られている場合は、この限りではない(業13条、3条2項、8条2項)。本問のような規定は例外として存在しないから、原則どおり営業所に通関士を置かなければならない。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務]"
通関業者、通関士等の義務,56-14-5,A,通関業者は、通関業務を行う営業所の新設の許可に条件が付されている場合には、当該営業所に通関士を置くことはできない。,○×,×,"通関業者は、通関業務を適正に行うため、その通関業務を行う営業所ごとに通関士を置かなければならないのが原則である。ただし、例外として、当該営業所において取り扱う通関業務に係る貨物が、一定の種類の貨物のみに限られている場合は、この限りではない(業13条、3条2項、8条2項)。これは、例外の場合は営業所ごとに通関士を置かなくてもいいというだけで、置くことができないわけではない。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務]"
通関業者の権利,56-15-1,A,通関業法第15条の規定に基づく更正に関する意見の聴取があった場合における通関業者による意見の陳述については、当該通関業者の通関業務を行う営業所の責任者が行うことはできないこととされている。,○×,×,"増額更正に関する意見の聴取は、通関士が設置されている場合にあっては、原則として通関士から行い、その他の場合にあっては、営業所の責任者又はこれに準ずる者から行う(業通15-1)。したがって、聴取に対する意見陳述は、通関業者の通関業務を行う営業所の責任者が行うことができる場合もある。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（1）増額更正について意見を述べる権利]"
通関業者の権利,56-15-2,A,通関業者が他人の依頼に応じて税関官署に対してした納税の申告について、更正をすべき場合において、当該更正が転記の誤りに基因して、納付すべき関税の額を増加するものであるときは、税関長は、当該通関業者に対し、当該誤りに関し意見を述べる機会を与えることを要しない。,○×,○,"通関業者が他人の依頼に応じて税関官署に対してした納税の申告について更正をすべき場合において、当該更正が、当該申告に係る貨物の関税率表の適用上の所属又は課税価格の相違その他関税に関する法令の適用上の解釈の相違に基因して、納付すべき関税の額を増加するものであるときは、税関長は、当該通関業者に対し、当該相違に関し意見を述べる機会を与えなければならない。ただし、当該関税の額の増加が計算又は転記の誤りその他これに類する客観的に明らかな誤りに基因するものである場合は、この限りでない(業15条)。本問は転記の誤りに起因する増額更正であるから、税関長は、通関業者に対し、誤りに関し意見を述べる機会を与えることを要しない。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（1）増額更正について意見を述べる権利]"
通関業者の権利,56-15-3,A,税関長は、通関業者の行う通関手続に関し、税関職員に関税法第62条の3第2項の保税展示場に入れようとする外国貨物についての必要な検査をさせるときは、当該通関業者に対し、当該通関業者又はその従業者の立会いを求めるための通知をすることを要しない。,○×,×,"税関長は、通関業者の行う通関手続に関し、税関職員に関税法62条の3第2項の保税展示場に入れようとする外国貨物についての必要な検査（展示等の承認の際の検査）をさせるときは、当該通関業者に対し、当該通関業者又はその従業者の立会いを求めるための通知をすることを要する(業16条、業令7条3号)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（2）検査の通知を受ける権利]"
通関業者の権利,56-15-4,A,税関長は、通関業者の行う通関手続に関し、税関職員に関税法第61条の4において準用する同法第43条の4第1項の保税作業のため保税工場に置こうとする外国貨物についての必要な検査をさせるときは、当該通関業者に対し、当該通関業者又はその従業者の立会いを求めるための通知をすることを要しない。,○×,×,"税関長は、通関業者の行う通関手続に関し、税関職員に関税法61条の4において準用する同法43条の4第1項の保税作業のため保税工場に置こうとする外国貨物についての必要な検査（移入承認の際の検査）をさせるときは、当該通関業者に対し、当該通関業者又はその従業者の立会いを求めるための通知をすることを要する(業16条、業令7条2号)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（2）検査の通知を受ける権利]"
通関業者の権利,56-15-5,A,税関長は、通関業者の行う通関手続に関し、税関職員に関税法第75条において準用する同法第67条の本邦から外国に向けて積戻ししようとする外国貨物についての必要な検査をさせるときは、当該通関業者に対し、当該通関業者又はその従業者の立会いを求めるための通知をすることを要しない。,○×,×,"税関長は、通関業者の行う通関手続に関し、税関職員に関税法75条において準用する同法67条の本邦から外国に向けて積戻ししようとする外国貨物についての必要な検査（積戻し貨物の検査）をさせるときは、当該通関業者に対し、当該通関業者又はその従業者の立会いを求めるための通知をすることを要する(業16条、業令7条1号)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（2）検査の通知を受ける権利]"
通関業者、通関士等の義務,56-16-1,B,通関業法第18条の規定により通関業者が営業所に掲示する料金の額には、貨物の特性、取扱規模等の事情により料金に割増又は割引が生じる場合等についてはその適用がある旨を記載しなければならないが、料金の額に含まれない実費を別途請求する場合についてはその旨を記載することを要しないこととされている。,○×,×,"通関業者が営業所に掲示する料金の額については、支払額に係る予見可能性を確保するために、貨物の特性、取扱規模等の事情により料金に割増・割引が生じる場合等についてはその適用がある旨を、その料金の額に含まれない実費を別途請求する場合についてはその旨を記載したものでなければならない(業通18-1)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（5）料金の掲示義務]"
通関業者、通関士等の義務,56-16-2,B,通関士は、正当な理由がなくて、通関業務に関して知り得た秘密を他に漏らし、又は盗用してはならないが、この「通関業務に関して知り得た秘密」とは、通関業務を行うに当たって依頼者の陳述又は文書等から知り得た事実で一般に知られておらず、かつ、知られないことにつき、依頼者又はその関係者に利益があると客観的に認められるものをいうこととされている。,○×,○,"通関士は、正当な理由がなくて、通関業務に関して知り得た秘密を他に漏らし、又は盗用してはならないが(業19条)、この「通関業務に関して知り得た秘密」とは、通関業務を行うに当たって依頼者の陳述又は文書等から知り得た事実で、一般に知られておらず、かつ、知られないことにつき、依頼者又はその関係者に利益があると客観的に認められるものをいう(業通19-1(2))。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（6）秘密を守る義務]"
通関業者、通関士等の義務,56-16-3,A,通関士は、正当な理由がなくて、通関業務に関して知り得た秘密を他に漏らし、又は盗用してはならないが、依頼者の許諾がある場合は、この「正当な理由」があるときに該当することとされている。,○×,○,"通関士は、正当な理由がなくて、通関業務に関して知り得た秘密を他に漏らし、又は盗用してはならないが(業19条)、依頼者の許諾がある場合は、正当な理由とされている(業通19-1(1)イ)。秘密を守る義務は依頼者を保護するための規定なのだから、依頼者が許諾しているなら正当な理由となるのである。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（6）秘密を守る義務]"
通関業者、通関士等の義務,56-16-4,A,通関士以外の通関業務の従業者は、正当な理由がなくて、通関業務に関して知り得た秘密を他に漏らし、又は盗用してはならない。,○×,○,"正当な理由がなく通関業務に関して知り得た秘密を他に漏らし、又は盗用してはならない義務を負うのは、通関業者（法人である場合には、その役員）、通関士、その他の通関業務の従業者である(業19条)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（6）秘密を守る義務]"
通関業者、通関士等の義務,56-16-5,A,通関士は、その名義を他人に通関業務のため使用させてはならないが、通関士が自ら通関書類の審査を行うことなく他人に自己の記名をさせる場合は、この「その名義を他人に通関業務のため使用させる」ことに該当することとされている。,○×,○,"通関士が自ら通関書類の審査を行うことなく他人に自己の記名をさせる場合は、「その名義を他人に通関業務のため使用させる」(業33条)ことに該当する(業通33-1(1))。
[参照　第8編（通関業法）-第4章（通関士）-2.名義貸しの禁止]"
通関業者、通関士等の義務,56-17-1,A,通関業者が保存しなければならない通関業務に関する書類については、電磁的記録により保存することができることとされている。,○×,○,"通関業者が保存しなければならない通関業務に関する書類については、電磁的記録（電子データ）により保存することができる(業22条1項、業通22-2)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業者、通関士等の義務,56-17-2,A,通関業務に関する料金の受領を証する書類の写しは、通関業者が保存しなければならない通関業務に関する書類に該当する。,○×,○,"通関業務に関する料金の受領を証する書類の写しは、通関業者が保存しなければならない通関業務に関する書類に該当する(業22条1項、業令8条2項3号)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業者、通関士等の義務,56-17-3,A,通関業者が、通関業法第22条第1項の規定により、通関業務に関し税関官署に提出した輸出申告書の写しを保存するに当たっては、その輸出申告に係る輸出許可書の写しを当該輸出申告書の写しに準ずる書類として取り扱って差し支えないこととされている。,○×,○,"通関業者は、通関業務に関し税関官署に提出した輸出入申告書の写しを保存する義務がある(業22条1項)。そしてこの際、その輸出申告に係る輸出許可書の写しを当該輸出入申告書の写しに準ずる書類として取り扱って差し支えない（つまり、申告書の写しの代わりに許可書の写しを保存すればいい）こととされている(業通22-1(2))。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業者、通関士等の義務,56-17-4,A,通関業務に関し、財務大臣に提出した不服申立書の写しは、通関業者が保存しなければならない通関業務に関する書類に該当する。,○×,○,"通関業務に関し、財務大臣に提出した不服申立書の写しは、通関業者が保存しなければならない通関業務に関する書類に該当する(業22条1項、業令8条2項1号)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業者、通関士等の義務,56-17-5,A,通関業務に関し、依頼者から受領した輸出申告に係る仕入書は、通関業者が保存しなければならない通関業務に関する書類に該当しない。,○×,○,"通関業務に関し、依頼者から受領した輸出申告に係る仕入書は、通関業者が保存しなければならない通関業務に関する書類に該当しない(業22条1項、業令8条2項参照)。輸出申告に係る仕入書は関税関係書類に該当するので、保存義務を負うのは輸出者である。
[参照　第2編（関税法）-第7章（関税関係帳簿等）-1.関税関係帳簿等-（1）関税関係帳簿、関税関係書類、電子取引の取引情報に係る電磁的記録、（3）保存義務者、第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関士の資格喪失,56-18-1,A,通関士が、通関業法第31条第1項の確認(通関業者が通関士試験に合格した者を通関士としてその通関業務に従事させようとする場合における財務大臣の確認)を受けた通関業者の通関業務に従事しないこととなった場合であっても、引き続き、当該通関業者に所属しているときは、その通関士の資格を喪失しない。,○×,×,"確認を受けた通関業者の通関業務に従事しないこととなったときは、通関士の資格を喪失する(業32条1号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由]"
通関士試験,56-18-2,A,税関長は、通関士試験に合格した者が関税法第110条第1項(関税を免れる等の罪)の規定に該当する違反行為をして罰金の刑に処せられた場合には、その者の通関士試験合格の決定を取り消すことができる。,○×,×,"通関士試験合格の決定が取り消されるのは、不正の手段によって通関士試験を受け、若しくは受けようとし、又は試験科目の免除を受け、若しくは受けようとしたときのみである(業29条)。
[参照　第8編（通関業法）-第4章（通関士）-3.通関士試験]"
通関士試験,56-18-3,A,税関長は、不正の手段によって通関士試験の試験科目の免除を受けようとした者に対しては、通関士試験を受けることを禁止することができ、その禁止の処分を受けた者に対し、情状により2年以内の期間を定めて通関士試験を受けることができないものとすることができる。,○×,○,"税関長は、不正の手段によって通関士試験の試験科目の免除を受けようとした者に対しては、通関士試験を受けることを禁止することができる(業29条1項)。そして、その禁止の処分を受けた者に対し、情状により2年以内の期間を定めて通関士試験を受けることができないものとすることができる(業29条2項)。
[参照　第8編（通関業法）-第4章（通関士）-3.通関士試験]"
通関士の資格喪失,56-18-4,A,偽りその他不正の手段により通関業法第31条第1項の確認(通関業者が通関士試験に合格した者を通関士としてその通関業務に従事させようとする場合における財務大臣の確認)を受けたことが判明したことにより、通関士でなくなった者は、当該確認を受けた通関業者のその他の通関業務の従業者として通関業務に従事することはできない。,○×,×,"通関士には資格の喪失という概念があるが(業法32条)通関業務の従事者にはそのような概念は無いので、通関士の資格の喪失により通関士でなくなった者も、当該確認を受けた通関業者のその他の通関業務の従業者として通関業務に従事することはできる(業通32-1(1))。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由]"
通関士の資格喪失,56-18-5,A,通関士が、通関業法第35条第1項の規定に基づく懲戒処分として戒告処分を受けた場合には、通関士でなくなる。,○×,×,"通関士が、通関業法35条第1項の規定に基づく懲戒処分として通関業務に従事することを禁止された場合には、通関士の資格を喪失し、通関士でなくなるが(業32条2号、6条8号)、戒告処分にとどまる場合には、通関士の資格は喪失しない。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由]"
通関業者に対する業務改善命令,56-19-1,A,財務大臣は、通関業の適正な遂行のために必要があると認めるときは、その必要の限度において、通関業者に対し、その業務の運営の改善に必要な措置をとるべきことを命ずることができる。,○×,○,"財務大臣は、通関業の適正な遂行のために必要があると認めるときは、その必要の限度において、通関業者に対し、その業務の運営の改善に必要な措置をとるべきことを命ずることができる(業務改善命令 業33条の2)。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-2.通関業者に対する業務改善命令]"
通関業者に対する監督処分,56-19-2,A,財務大臣は、通関業者に対する監督処分をしようとするときは審査委員の意見を、通関士に対する懲戒処分をしようとするときは当該通関士がその業務に従事する通関業者の意見を、それぞれ聴かなければならない。,○×,○,"財務大臣は、通関業者に対する監督処分(業34条1項)をしようとするときは審査委員(業39条1項)の意見を、通関士に対する懲戒処分(業35条1項)をしようとするときは当該通関士がその業務に従事する通関業者の意見を、それぞれ聴かなければならない(業37条1項)。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-4.監督処分、懲戒処分の手続-（3）審査委員等からの意見聴取]"
通関士に対する懲戒処分,56-19-3,A,財務大臣は、通関士に対する懲戒処分として、通関士に対し、その者が通関業務に従事することを停止し、又は禁止することができることとされており、この「通関業務に従事することを停止し、又は禁止する」とは、通関士として通関業務に従事することを停止し、又は禁止することのほか、その他の通関業務の従業者として通関業務に従事することをも停止し、又は禁止することをいうこととされている。,○×,○,"財務大臣は、通関士に対する懲戒処分として、通関士に対し、その者が通関業務に従事することを停止し、又は禁止することができることとされており(業35条1項)、この「通関業務に従事することを停止し、又は禁止する」とは、通関士として通関業務に従事することを停止し、又は禁止することのほか、その他の通関業務の従業者として通関業務に従事することをも停止し、又は禁止することをいう(業通35-1(1))。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-3.通関士に対する懲戒処分-（2）懲戒処分の種類]"
通関業者に対する監督処分,56-19-4,A,財務大臣は、法人である通関業者の通関士につき、関税法の規定に違反する行為があった場合において、その通関業者の責めに帰すべき理由があるときは、その通関業者に対し、1年以内の期間を定めて通関業務の全部若しくは一部の停止を命じ、又は許可の取消しをすることができる。,○×,○,"通関業者の役員その他通関業務に従事する者につき、関税法の規定に違反する行為があった場合で、その通関業者の責めに帰すべき理由があるときは、財務大臣は、その通関業者に対し、1年以内の期間を定めて通関業務の全部若しくは一部の停止を命じ、又は許可の取消しをすることができる(業34条1項2号)。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-1.通関業者に対する監督処分]"
通関士に対する懲戒処分,56-19-5,A,財務大臣は、通関士が通関業法の規定に違反したときは、その通関士に対し、戒告し、2年以内の期間を定めてその者が通関業務に従事することを停止し、又は3年間その者が通関業務に従事することを禁止することができる。,○×,×,"財務大臣は、通関士が通関業法に関する法令の規定に違反したときは、その通関士に対し、戒告し、1年以内の期間を定めてその者が通関業務に従事することを停止し、又は2年間その者が通関業務に従事することを禁止することができる(業35条1項)。したがって、「2年以内」の期間を定めてその者が通関業務に従事することを停止し、又は「3年間」その者が通関業務に従事することを禁止することができるとするのは誤りである。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-3.通関士に対する懲戒処分]"
罰則（通関業法）,56-20-1,A,偽りその他不正の手段により通関業の許可を受けた者は、1年以下の拘禁刑又は100万円以下の罰金に処せられることがある。,○×,○,"偽りその他不正の手段により通関業の許可を受けた者は、1年以下の拘禁刑又は100万円以下の罰金に処せられることがある(業41条1項1号)。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
罰則（通関業法）,56-20-2,A,通関業法第19条の規定に違反して、通関業務に関して知り得た秘密を他に漏らした者は、同法の規定に基づき拘禁刑又は罰金に処せられることがあるが、この罪は告訴がなければ公訴を提起することができない。,○×,○,"通関業法19条の規定に違反して、通関業務に関して知り得た秘密を他に漏らした者は、1年以下の拘禁刑又は100万円以下の罰金に処せられることがあるが(業41条1項3号)、この罪は告訴がなければ公訴を提起することができない(業41条2項)。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
罰則（通関業法）,56-20-3,A,通関業者でない者が、通関業法第40条第1項の規定に違反して、通関業者という名称を使用したときは、その使用した者が同法の規定に基づき罰金に処せられることがあるが、この罪は告訴がなければ公訴を提起することができない。,○×,×,"通関業者でない者は、通関業者という名称を使用してはならない(業40条1項)。そして、これに違反したときは、その使用したものが30万円以下の罰金に処せられることがあるが(業44条3号)、この罪は告訴がなくても公訴を提起できる。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-2.名称の使用制限、4.罰則]"
罰則（通関業法）,56-20-4,A,通関業者である法人の従業者が、その法人の業務に関し、通関業法第17条の規定に違反してその通関業者の名義を他人に通関業のため使用させたときは、同法の規定に基づき、当該従業者が罰せられることがあるほか、その法人に対しても罰金刑が科せられることがある。,○×,○,"通関業者である法人の従業者が、その法人の業務に関し、通関業法第17条の規定に違反してその通関業者の名義を他人に通関業のため使用させたときは、同法の規定に基づき、当該従業者が罰せられることがあるが(業44条1号)、その法人に対しても罰金刑が科せられることがある(両罰規定 45条)。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
罰則（通関業法）,56-20-5,A,通関業者である法人の従業者が、その法人の業務に関し、通関業法第38条第1項の規定に基づく税関職員による通関業者の業務に関する帳簿書類の検査を妨げたときは、同法の規定に基づき、当該従業者が罰せられることがあるほか、その法人に対しても罰金刑が科せられることがある。,○×,○,"通関業者である法人の従業者が、その法人の業務に関し、通関業法第38条第1項の規定に基づく税関職員による通関業者の業務に関する帳簿書類の検査を妨げたときは、同法の規定に基づき、当該従業者が罰せられることがあるが(業43条2号)、その法人に対しても罰金刑が科せられることがある(両罰規定 45条)。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
