カテゴリー,問題番号,問題,選択肢,正解,解説
通関業法（通関業者・通関士の義務）,52-16-1,通関業者は、通関業務について帳簿を設けなければならないが、関連業務について帳簿を設けることを要しない。,○×,×,業法22条1項で「通関業者は、…通関業務（第七条に規定する関連業務を含む。…）に関して帳簿を設け…なければならない。」とされている。
通関業法（通関業者・通関士の義務）,52-16-2,通関業者は、通関業務に関し税関官署又は財務大臣に提出した申告書、申請書、不服申立書その他これらに準ずる書類の写しを、その作成の日後5年間保存しなければならない。,○×,×,「5年間」ではなく「3年間」である(業法22条1項、施行令8条2項1号、3項)。
通関業法（通関業者・通関士の義務）,52-16-3,通関業者が帳簿に記載しなければならない通関業務1件ごとの明細の記載については、当該通関業者が保管するその通関業務に関し税関官署又は財務大臣に提出した申告書、申請書、不服申立書その他これらに準ずる書類の写しに所要の事項を追記することによってすることができる。,○×,○,"通関業者が設ける帳簿には、通関業者の通関業務を行う営業所ごとに、その営業所において取り扱った通関業務（関連業務を含む。）の種類に応じ、①その取り扱った件数及び受ける料金を記載するとともに、②その一件ごとに、依頼者の氏名又は名称、貨物の品名及び数量、通関業務に係る申告書、申請書、不服申立書その他これらに準ずる書類の税関官署又は財務大臣への提出年月日、その受理番号、通関業務につき受ける料金の額その他参考となるべき事項を記載しなければならない(業法22条1項、施行令8条1項)。

この帳簿は、「通関業務取扱台帳」(税関様式B-1170)と「通関業務取扱明細簿」(税関様式B-1171)に分けられ、①は台帳へ、②は明細なので明細簿へ記載する。この明細の記載は、通関業者が保管する、通関業務に関し税関官署又は財務大臣に提出した申告書、申請書、不服申立書その他これらに準ずる書類の写し(同令8条2項1号)に、所要の事項を追記することによってすることができる(同条4項)。したがって、本問は正しい。

なお、明細簿への記入については、当該写しの保管をもって代えることができる(同法基本通達22-1(1))。つまり、明細を追記した当該写しを保管していれば、その追記の部分については明細簿の保管が不要となる。"
通関業法（通関業者・通関士の義務）,52-16-4,法人である通関業者は、通関業務を担当する役員に異動があった場合には、その異動の日後1月以内に財務大臣に届け出なければならない。,○×,×,「その異動の日後1月以内に」ではなく、「そのつど」である(業法22条2項、施行令9条1項)。
通関業法（通関業者・通関士の義務）,52-16-5,通関業者が財務大臣に提出しなければならないこととされているその取扱いに係る通関業務の件数、これらについて受けた料金の額その他通関業務に係る事項を記載した報告書(定期報告書)については、毎年5月31日までに提出しなければならない。,○×,×,「5月31日まで」ではなく「6月30日まで」である(業法22条3項、施行令10条1項)。
通関業法（通関士の資格）,52-17-1,通関士試験に合格した者は、その受験地を管轄する税関の管轄区域内においてのみ、通関士となる資格を有する。,○×,×,管轄区域の制限は無く、どの管轄区域内においても通関士となる資格を有する(業法25条)。
通関業法（通関士の資格）,52-17-2,通関士が、通関業法第31条第1項の確認を受けた通関業者の通関業務に従事しないこととなった場合であっても、引き続き、当該通関業者に所属しているときは、その通関士の資格を喪失しない。,○×,×,通関士が確認を受けた通関業者の通関業務に従事しないこととなったときは、通関士の資格を喪失する(業法32条1号)。例外は無い。
通関業法（通関士の資格）,52-17-3,通関士が、疾病により3月間通関業務に従事することができなくなった場合には、その者がその職にあるときであっても、その通関士の資格を喪失する。,○×,×,通関士が疾病により通関業務に従事できないこととなったときでも、当該通関士がその職にある限り通関士の資格を喪失しない業法基本通達32-1(1)。
通関業法（通関士の資格）,52-17-4,通関士試験に合格した者が、その合格の日から5年間通関士として通関業務に従事しないときは、通関士となる資格を喪失する。,○×,×,通関士の資格を喪失する事由ではない(業法32条)。
通関業法（通関士の資格）,52-17-5,通関士が、関税法第111条(許可を受けないで輸出入する等の罪)の規定に該当する違反行為をして関税法の規定により通告処分を受けた場合には、その通関士の資格を喪失する。,○×,○,通関士が、関税法108条の4から112条の規定に該当する違反行為をして、罰金の刑に処せられた場合又は関税法の規定により通告処分を受けた場合には、その通関士の資格を喪失する(業法32条2号、6条4号イ)。
通関業法（行政処分）,52-18-1,財務大臣は、法人である通関業者の役員につき、貨物自動車運送事業法の規定に違反する行為があった場合において、当該行為が当該通関業者の信用を害するような行為に該当し、かつ、当該通関業者の責めに帰すべき理由があるときであっても、当該通関業者に対する監督処分を行うことはできない。,○×,×,業法34条1項2号は「通関業者の役員…につき、…通関業者の信用を害するような行為があつた場合において、その通関業者の責めに帰すべき理由があるとき」は監督処分の対象とする。
通関業法（行政処分）,52-18-2,何人も、通関士に対する懲戒処分に該当する事実があると認めたときは、財務大臣に対し、その事実を申し出て、適当な措置をとるべきことを求めることができる。,○×,○,何人も、通関業者に、通関業者に対する監督処分に該当する事実、又は通関士に、通関士に対する懲戒処分に該当する事実があると認めたときは、財務大臣に対し、その事実を申し出て、適当な措置をとるべきことを求めることができる(業法36条)。
通関業法（行政処分）,52-18-3,財務大臣は、通関士に対する懲戒処分をしたときは、遅滞なくその旨を公告しなければならない。,○×,○,財務大臣は、通関業者に対する監督処分や通関士に対する懲戒処分をしたときは、遅滞なくその旨を公告しなければならない(業法35条2項、34条2項)。
通関業法（行政処分）,52-18-4,財務大臣は、通関業者が通関業法の規定に違反したときは、その通関業者に対し、1年以内の期間を定めて通関業務の全部又は一部の停止を命じることができる。,○×,○,財務大臣は、通関業者が、通関業法若しくはこの法律に基づく命令若しくはこれらに基づく処分若しくは通関業の許可に付された条件又は関税法その他関税に関する法令の規定に違反したときは、その通関業者に対し、1年以内の期間を定めて通関業務の全部若しくは一部の停止を命じ、又は許可の取消しをすることができる(業法34条1項1号)。
通関業法（行政処分）,52-18-5,財務大臣は、通関業者に対する監督処分をしたときは、遅滞なくその旨を公告しなければならない。,○×,○,財務大臣は、通関業者に対する監督処分や通関士に対する懲戒処分をしたときは、遅滞なくその旨を公告しなければならない(業法35条2項、34条2項)。
通関業法（その他）,52-19-1,財務大臣は、通関業法第39条の規定に基づく審査委員を委嘱したときは、遅滞なくその旨を公告しなければならない。,○×,×,そのような規定は無い。
通関業法（通関業の許可）,52-19-2,財務大臣は、通関業者がその通関業務を行う営業所の所在地を変更したときは、遅滞なくその旨を公告しなければならない。,○×,×,そのような規定は無い。
通関業法（通関業の許可）,52-19-3,財務大臣は、通関業の許可が消滅したときは、遅滞なくその旨を公告しなければならない。,○×,○,業法10条2項にその通りの規定がある。
通関業法（通関業者・通関士の義務）,52-19-4,財務大臣は、通関業者がその通関業務を行う営業所に新たに通関士を設置したときは、遅滞なくその旨を公告しなければならない。,○×,×,そのような規定は無い。
通関業法（通関士の資格）,52-19-5,財務大臣は、偽りその他不正な手段により通関業法第31条第1項に規定する財務大臣の確認を受けたことが判明したことにより、通関士が通関士の資格を喪失したときは、遅滞なくその旨を公告しなければならない。,○×,×,そのような規定は無い。
通関業法（行政処分）,52-20-1,財務大臣は、通関士に対する懲戒処分をしようとするときは、審査委員の意見を聴くとともに、当該通関士がその業務に従事する通関業者の意見を聴かなければならない。,○×,×,通関業者の監督処分の際には審査委員の意見を聴く必要があるものの(業法37条1項)、通関士の懲戒処分の際には、当該通関士がその業務に従事する通関業者の意見だけ聴けばよい。
通関業法（行政処分）,52-20-2,財務大臣が通関業者に対する監督処分をしようとする場合において、当該監督処分に係る法令の規定に違反する行為の内容が明らかであると認めるときは、審査委員に意見を聴くことなく当該監督処分をすることができる。,○×,×,通関業者の監督処分の際には審査委員の意見を聴く必要があり、例外は無い(業法37条1項)。
通関業法（行政処分）,52-20-3,財務大臣は、通関業者の通関業務に従事する者につき、関税法の規定に違反する行為があった場合において、その通関業者に対する監督処分をしようとするときは、その違反する行為を行った者の意見を聴かなければならない。,○×,×,通関業者の監督処分の際には審査委員の意見を聴く必要はあるが、他の者の意見を聴く必要は無い(業法37条1項)。
通関業法（行政処分）,52-20-4,財務大臣は、通関業者に対し、その業務の運営の改善に必要な措置をとるべきことを命ずるときは、審査委員の意見を聴かなければならない。,○×,×,業務改善命令の際に審査委員の意見を聴く必要は無い(業法33条の2)。
通関業法（行政処分）,52-20-5,財務大臣が通関業者に対する監督処分をしようとするときに意見を聴かなければならない審査委員は、通関業務に関し学識経験のある者のうちから委嘱することとされている。,○×,○,業法39条2項にその通りの規定がある。
