カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
定義、目的（通関業法）,55-11-5,A,関税法その他関税に関する法令によってされた処分につき、他人の依頼によってその依頼をした者を代理してする関税法の規定に基づいて税関長又は財務大臣に対してする不服申立ては、関連業務である。,○×,×,"関税法その他関税に関する法令によってされた処分につき、他人の依頼によってその依頼をした者を代理してする関税法の規定に基づいて税関長又は財務大臣に対してする不服申立ては、通関業務である(業2条1号イ(2))。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務-③不服申立て]"
通関業の許可,55-12-1,A,認定通関業者である通関業者は、通関業務を行う営業所を新たに設けようとする場合には、財務大臣にその旨を届け出ることにより、当該営業所を新設することができる。,○×,○,"認定通関業者は、通常の通関業者のように財務大臣の許可を受けなくても、届出で営業所の新設ができる(業9条1項)。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（2）営業所の新設に係る許可の特例]"
通関業の許可,55-12-2,B,通関業者の通関士その他の通関業務の従業者が使用する施設等については、職員が常駐せず、単に連絡、待機等のために使用されているものであっても、通関業法第8条に規定する通関業務を行う営業所に該当することとされている。,○×,×,"通関業務を行う営業所とは、通関業務が行われる事務所をいい、営業所の名称が付されていないものであっても、実質的に通関書類の作成審査等が行われる事務所であれば、原則として、この営業所に該当する。しかし、通関業者の施設等で、職員が常駐せず、単に連絡（簡単な書類の訂正を含む。）、待機等のために使用されるものは、営業所には該当しない(業通8-1)。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（1）営業所の新設]"
通関業の許可,55-12-3,A,財務大臣は、通関業務を行う営業所の新設の許可に条件を付することができる。,○×,○,"財務大臣は、通関業の許可に条件を付することができるが(業3条2項)、通関業務を行う営業所の新設の許可にも条件を付することができる(業8条2項)。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（1）営業所の新設]"
通関業の許可,55-12-4,A,財務大臣は、通関業の許可をしようとするときは、許可申請者が、その人的構成に照らして、その行おうとする通関業務を適正に遂行することができる能力を有することに適合するかどうかを審査しなければならないこととされており、この「人的構成に照らし」とは、許可申請者(法人である場合には、その役員)及び通関士その他の従業者全体の人的資質に関する評価をいうほか、全体として、組織体制が確立しているかどうかの評価も含むこととされている。,○×,○,"その通りである(業法5条2号、業通5-2(1))。働いている人それぞれの評価だけでなく、組織全体としての評価も含むのである。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業の許可,55-12-5,A,財務大臣が通関業の許可をする場合に、当該許可に付することができる条件は、取り扱う貨物の種類の限定及び許可の期限に限ることとされている。,○×,○,"通関業の許可に付することができる条件は、取り扱う貨物の種類の限定及び許可の期限に限られる(業通3-1)。
[参照　第8編（通関業法）-第2章（通関業の許可）-2.許可の条件]"
通関業の許可,55-13-1,A,通関業務を行う営業所の移転により、当該営業所に関し、通関業法第13条に規定する通関士の設置に係る基準について新たに審査する必要があると財務大臣が認める場合には、通関業者は、同法第12条の規定に基づく営業所の廃止の届出と同法第8条の規定に基づく営業所の新設の許可手続を行うこととされている。,○×,○,"複数ある営業所のうち一部だけを廃止するとき（営業所の廃止）は、通関業の廃止には当たらないが、通関業務を行おうとする営業所の名称及び所在地の変更に当たるので、許可の申請事項の変更の届出を要する(業12条1号、4条2号)。そのため、営業所の移転を行う場合で、営業所新設の許可基準について新たに財務大臣が審査する必要が認められるときは、通関業務を行おうとする営業所の名称及び所在地の変更の届出（営業所の廃止の届出）と、営業所新設の許可申請(業8条1項)の両方を行う必要がある(業通12-2)。したがって、本問は正しい。なお、営業所新設の許可基準について新たに財務大臣が審査する必要が認められないとき、つまり認定通関業者が営業所の新設に係る許可の特例により届出(業9条1項)で営業所を新設するときは、通関業務を行おうとする営業所の名称及び所在地の変更の届出（営業所の廃止の届出）と、営業所新設の届出(業9条1項)の両方を行うことになる。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業の許可,55-13-2,A,通関業者である法人が合併又は破産手続開始の決定以外の理由により解散し、その通関業の許可が消滅した場合には、通関業法第12条の規定に基づき、当該通関業者であった法人を代表する役員であった者は、遅滞なくその旨を財務大臣に届け出なければならない。,○×,×,"「当該通関業者であった法人を代表する役員であった者」ではなく「清算人」である(業令4条5号)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業の許可,55-13-3,A,通関業者は、通関業務を行う営業所ごとの責任者の氏名及び通関業法第13条の規定により置く通関士の数に変更があった場合には、同法第12条の規定に基づき、遅滞なくその旨を財務大臣に届け出なければならない。,○×,○,"通関業者は、通関業務を行う営業所ごとの責任者の氏名及び通関業法第13条の規定により置く通関士の数に変更があった場合には、遅滞なくその旨を財務大臣に届け出なければならない(業12条1号、4条1項3号)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業の許可,55-13-4,A,通関業者は、通関業以外に営む事業の種類に変更があった場合には、通関業法第12条の規定に基づき、遅滞なくその旨を財務大臣に届け出なければならない。,○×,○,"通関業者は、通関業以外に営む事業の種類に変更があった場合には、遅滞なくその旨を財務大臣に届け出なければならない(業12条1号、4条1項5号)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業の許可,55-13-5,A,通関業者である法人が通関業を廃止し、その通関業の許可が消滅した場合には、通関業法第12条の規定に基づき、当該通関業者であった法人を代表する役員は、遅滞なくその旨を財務大臣に届け出なければならない。,○×,○,"通関業者である法人が通関業を廃止した場合、通関業の許可は消滅するが(業10条1項1号)、通関業の許可が消滅したときは、通関業者であった法人を代表する役員は、遅滞なくその旨を財務大臣に届け出なければならない(業12条3号、業令4条1号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-②消滅事由、第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業者、通関士等の義務,55-14-1,A,通関業者は、通関士が通関業務に従事している営業所における通関業務に関連して、他人の依頼に応じて税関官署に提出する関税法第7条第3項の規定に基づく関税率表の適用上の所属の教示に係る照会書について、通関士にその内容を審査させなければならない。,○×,×,"関税法7条3項の規定に基づく関税率表の適用上の所属の教示に係る照会書（事前教示の照会書）は、通関士の審査が必要な書類ではない(業14条、業令6条)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（3）通関士の審査記名]"
通関業者、通関士等の義務,55-14-2,A,通関業者は、通関士が通関業務に従事している営業所における通関業務に関連して、他人の依頼に応じて税関官署に提出する関税法第63条第1項の保税運送の申告書について、通関士にその内容を審査させなければならない。,○×,×,"通関士が通関業務に従事している営業所における通関業務に関連して、他人の依頼に応じて税関官署に提出する保税運送の申告書は、通関士の審査が必要な書類ではない(業14条、業令6条)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（3）通関士の審査記名]"
通関業者、通関士等の義務,55-14-3,A,通関業者は、通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する関税法第67条の3第1項第1号の特定輸出者の承認の申請書について、通関士にその内容を審査させることを要しない。,○×,×,"通関士が通関業務に従事している営業所における通関業務に関連して、他人の依頼に応じて税関官署に提出する特定輸出者の承認の申請書は、通関士の審査が必要な書類である(業14条、業令6条1号、業2条1号イ(1)(五))。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（3）通関士の審査記名]"
通関業者、通関士等の義務,55-14-4,A,通関業者は、通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する関税法の規定に基づいて税関長に対してする不服申立てに係る不服申立書について、通関士にその内容を審査させることを要しない。,○×,×,"通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する関税法の規定に基づいて税関長に対してする不服申立てに係る不服申立書は、通関士の審査が必要な書類である(業14条、業令6条2号、業2条1号イ(2))。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（3）通関士の審査記名]"
通関業者、通関士等の義務,55-14-5,A,通関業者は、通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する関税法第7条の2第1項に規定する特例申告書について、通関士にその内容を審査させなければならない。,○×,○,"通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する特例申告書は、通関士の審査が必要な書類である(業14条、業令6条3号)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（3）通関士の審査記名]"
通関業者、通関士等の義務,55-15-1,A,通関業法第18条の規定により通関業者が営業所に掲示する料金の額は、依頼者に対する透明性を確保する観点から、依頼者にとって分かりやすいものでなければならないこととされている。,○×,○,"通関業者は、通関業務（関連業務を含む。）の料金の額を営業所において依頼者の見やすいように掲示しなければならないが(業18条)、掲示する料金の額は、依頼者に対する透明性を確保する観点から、依頼者にとって分かりやすいものでなければならない(業通18-1)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（5）料金の掲示義務]"
通関業者、通関士等の義務,55-15-2,B,通関業法第18条の規定により通関業者が営業所に掲示する料金の額には、貨物の特性、取扱規模等の事情により料金に割増又は割引が生じる場合等についてはその適用がある旨を、料金の額に含まれない実費を別途請求する場合についてはその旨を記載しなければならないこととされている。,○×,○,"通関業者が営業所に掲示する料金の額については、支払額に係る予見可能性を確保するために、貨物の特性、取扱規模等の事情により料金に割増・割引が生じる場合等についてはその適用がある旨を、その料金の額に含まれない実費を別途請求する場合についてはその旨を記載したものでなければならない(業通18-1)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（5）料金の掲示義務]"
通関業者、通関士等の義務,55-15-3,A,通関業法第18条の規定により通関業者が営業所に掲示する料金の額の掲示に係る様式及び掲示場所については、社会通念上妥当と考えられる方法により通関業者が自由に定めるものとされている。,○×,○,"通関業者は、通関業務及び関連業務の料金の額を営業所において依頼者の見やすいように掲示しなければならないこととされており(業18条)、料金の額の掲示に係る様式及び掲示場所については、社会通念上妥当と考えられる方法により各通関業者が自由に定めることができる(業通18-2)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（5）料金の掲示義務]"
通関業者、通関士等の義務,55-15-4,A,通関業者は、通関業務を行う営業所に通関士を置くことを要しない場合には、当該営業所に通関士を置いたときであっても、通関業法第14条に規定する通関士による通関書類の審査の義務を負わないこととされている。,○×,×,"通関士の審査及び記名の義務は、通関士を設置する必要のない営業所に通関士を置いた場合であっても負う(業通14-1)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（3）通関士の審査記名]"
通関業者に対する業務改善命令,55-15-5,A,財務大臣は、通関業者が通関業者の義務に係る通関業法の規定に違反した場合に、通関業の適正な遂行のために必要があると認めるときは、その必要の限度において、当該通関業者に対し、その業務の運営の改善に必要な措置をとるべきことを命ずることができることとされている。,○×,○,"財務大臣は、通関業の適正な遂行のために必要があると認めるときは、その必要の限度において、通関業者に対し、その業務の運営の改善に必要な措置をとるべきことを命ずることができるとされている(業33条の2)。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-2.通関業者に対する業務改善命令]"
通関業者、通関士等の義務,55-16-1,A,通関業者は、通関士その他の通関業務の従業者の氏名及びその異動を財務大臣に届け出なければならないこととされており、この「通関業務の従業者」とは、当該通関業者において通関業務に携わる従業者全員をいい、当該通関業者に所属しているものの通関業務に関与していない者は含まないこととされている。,○×,○,"異動の届出の対象となる「通関業務の従業者」とは、通関業者において通関業務に携わる従業者全員をいい、通関業者に所属しているものの通関業務に関与していない者（例えば経理事務や施設管理のための庶務作業のみを行う者等。）は含まない(業通22-1(3))。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-②届出義務]"
通関業者、通関士等の義務,55-16-2,A,通関業者は、定期報告書(その取扱いに係る通関業務及び関連業務の件数、これらについて受けた料金の額その他通関業務及び関連業務に係る事項を記載した報告書)を毎年6月30日までに財務大臣に提出しなければならない。,○×,○,"通関業者は、その取扱いに係る通関業務の件数、これらについて受けた料金の額その他通関業務に係る事項を記載した報告書を、毎年6月30日までに財務大臣に提出しなければならない(定期報告書 業22条3項、業令10条1項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-③報告義務]"
罰則（通関業法）,55-16-3,A,通関業法第22条第1項の規定に違反して、通関業務及び関連業務に関して設けられた帳簿に、その収入に関する事項を記載せず、又は虚偽の記載をした者は、同法の規定に基づき罰金刑に処せられることがある。,○×,×,"通関業者は、通関業務（関連業務を含む。）に関して帳簿を設け、その収入に関する事項を記載する義務を負うが(記帳義務 業22条1項)、その収入に関する事項を記載せず、又は虚偽の記載をすることについて、通関業法に罰則は規定されていない(業6章)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務、第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
通関業者、通関士等の義務,55-16-4,A,通関業者が通関業務及び関連業務に関する帳簿に記載しなければならない通関業務及び関連業務1件ごとの明細の記載は、当該通関業者が保管する通関業務及び関連業務に関し税関官署又は財務大臣に提出した申告書、申請書、不服申立書その他これらに準ずる書類の写しに所要の事項を追記することによってすることができる。,○×,○,"通関業者が帳簿に記載しなければならない通関業務（関連業務を含む。）1件ごとの明細の記載は、通関業者が保管する通関業務（関連業務を含む。）に関し税関官署又は財務大臣に提出した申告書、申請書、不服申立書その他これらに準ずる書類の写しに所要の事項を追記することによってできる(業令8条4項、8条2項1号、3項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業者、通関士等の義務,55-16-5,A,通関業務及び関連業務に関し、依頼者から依頼を受けたことを証する書類は、通関業者が保存しなければならない通関業務及び関連業務に関する書類に該当する。,○×,○,"通関業務及び関連業務に関し、依頼者から依頼を受けたことを証する書類は、通関業者が保存しなければならない通関業務及び関連業務に関する書類である(業22条1項、業令8条2項、3項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関士の確認,55-17-1,A,通関業者は、通関士という名称を用いてその通関業務に従事させていた者であって現に通関士ではない者について、通関士という名称を用いてその通関業務に従事させようとする場合には、財務大臣の確認を受けることを要しない。,○×,×,"通関士が、通関士の確認を受けた通関業者の通関業務に従事しないこととなったときは、通関士の資格を喪失する(業32条1号)。したがって、再度通関士という名称を用いてその通関業務に従事させようとするときは、財務大臣の確認を受けることを要する(業31条)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由、第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関士の確認,55-17-2,A,通関士試験に合格した者は、その合格後3年以内に、財務大臣に対し、通関士試験合格証書の写しを添付した届出書を提出して確認を受けなければならない。,○×,×,"いつまでに確認を受けなければならないといったような期間制限は無い(業31条参照)。
[参照　第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関士の確認,55-17-3,A,通関業者は、他の通関業者の通関業務に従事する通関士について、当該他の通関業者の承諾がある場合であっても、財務大臣の確認を受け、当該他の通関業者における通関士と併任して、通関士という名称を用いてその通関業務に従事させることができない。,○×,×,"通関業者は、他の通関業者の通関業務に従事する通関士について、当該他の通関業者に係る通関士と併任して、通関士という名称を用いて自己の通関業務に従事させることもできる(業31条1項、業通31-1(4))。
[参照　第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関士の確認,55-17-4,A,通関業法第35条第1項に規定する通関士に対する懲戒処分により通関業務に従事することを停止された者であって、その停止の期間が経過しないものは、通関士となることができない。,○×,○,"通関士に対する懲戒処分により通関業務に従事することを停止された者であって、その停止の期間が経過しないものは、通関士となることができない(業31条2項3号ロ)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関士の確認,55-17-5,A,港湾運送事業法に違反する行為をして罰金の刑に処せられた者であって、その刑の執行が終わった日から2年を経過しないものは、通関士となることができない。,○×,×,"そのような者は欠格事由に当たらないので、通関士の確認を受けることができる(業31条参照)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関士の資格喪失,55-18-1,A,偽りその他不正の手段により通関業法第31条第1項の確認(通関業者が通関士試験に合格した者を通関士という名称を用いてその通関業務に従事させようとする場合における財務大臣の確認)を受けたことが判明した者は、通関士の資格を喪失し、通関士でなくなるとともに、通関士試験の合格の決定が取り消される。,○×,×,"通関士の資格は喪失するが(業32条4号)、通関士試験の合格の決定が取り消されるのは、不正の手段によって通関士試験を受け、若しくは受けようとし、又は試験科目の免除を受け、若しくは受けようとした者に限られるため(業29条1項)、偽りその他不正の手段により通関士の確認を受けたとしても、合格の決定は取り消されない。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由、第8編（通関業法）-第4章（通関士）-3.通関士試験]"
通関士試験,55-18-2,A,税関長は、不正の手段によって通関士試験を受けようとした者に対しては、その試験を受けることを禁止することができ、その禁止の処分を受けた者に対し、情状により3年以内の期間を定めて通関士試験を受けることができないものとすることができる。,○×,×,"「3年以内」ではなく「2年以内」である(業29条2項)。
[参照　第8編（通関業法）-第4章（通関士）-3.通関士試験]"
通関士の資格喪失,55-18-3,A,通関士が通関業法の規定に違反する行為をして罰金の刑に処せられたときは、当該通関士は、通関士の資格を喪失し、通関士でなくなるとともに、通関士試験の合格の決定が取り消される。,○×,×,"通関士の資格は喪失するが(業32条2号、6条5号)、通関士試験の合格の決定が取り消されるのは、不正の手段によって通関士試験を受け、若しくは受けようとし、又は試験科目の免除を受け、若しくは受けようとした者に限られるため(業29条1項)、偽りその他不正の手段により通関士の確認を受けたとしても、合格の決定は取り消されない。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由、第8編（通関業法）-第4章（通関士）-3.通関士試験]"
通関士の資格喪失,55-18-4,A,通関士が関税法の規定に違反する行為をして拘禁刑以上の刑に処せられたときは、当該通関士は、通関士の資格を喪失し、通関士でなくなるとともに、通関士試験の合格の決定が取り消される。,○×,×,"通関士の資格は喪失するが(業32条2号、6条3号)、通関士試験の合格の決定が取り消されるのは、不正の手段によって通関士試験を受け、若しくは受けようとし、又は試験科目の免除を受け、若しくは受けようとした者に限られるため(業29条1項)、偽りその他不正の手段により通関士の確認を受けたとしても、合格の決定は取り消されない。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由、第8編（通関業法）-第4章（通関士）-3.通関士試験]"
通関士の資格喪失,55-18-5,A,通関士が通関業法第31条第1項の確認(通関業者が通関士試験に合格した者を通関士という名称を用いてその通関業務に従事させようとする場合における財務大臣の確認)を受けた通関業者の通関業務に従事しないこととなったときは、当該通関士は、通関士の資格を喪失し、通関士でなくなる。,○×,○,"確認を受けた通関業者の通関業務に従事しないこととなるのは、通関士の資格の喪失事由である(業32条1号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由]"
通関士に対する懲戒処分,55-19-1,A,財務大臣は、通関士に対する懲戒処分として、通関士に対し、その者が通関業務に従事することを停止し、又は禁止することができることとされており、この「通関業務に従事することを停止し、又は禁止する」とは、通関士として通関業務に従事することを停止し、又は禁止することのほか、その他の通関業務の従業者として通関業務に従事することをも停止し、又は禁止することをいう。,○×,○,"財務大臣は、通関士が懲戒処分の対象となるときに該当すれば、通関士に対し、戒告し、1年以内の期間を定めてその者が通関業務に従事することを停止し（従事停止処分）、又は2年間その者が通関業務に従事することを禁止する（従事禁止処分）ことができる(業35条1項)。通関業務に従事することの停止又は禁止とは、通関士として通関業務に従事することの停止又は禁止に加えて、その他の通関業務の従業者として通関業務に従事することも停止又は禁止される(業通35-1(1))。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-3.通関士に対する懲戒処分-（2）懲戒処分の種類]"
通関業者に対する監督処分,55-19-2,A,何人も、通関業者に、財務大臣が通関業者に対する監督処分をすることができる場合に該当する事実があると認めたときは、財務大臣に対し、その事実を申し出て、適当な措置をとるべきことを求めることができる。,○×,○,"何人（なんびと）も、通関業者に監督処分の対象となる事実があると認めたときは、財務大臣に対し、その事実を申し出て、適当な措置をとるべきことを求めることができる(調査の申出 業36条)。何人もというのは、誰でも、という意味である。懲戒処分の対象となりそうな事実を知ったのであれば、誰でも、財務大臣に対して、適切な処分を行うことを求めてよいのである。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-4.監督処分、懲戒処分の手続-（1）調査の申出]"
通関士に対する懲戒処分,55-19-3,A,通関士が、通関士に対する懲戒処分として、通関業務に従事することを禁止された場合にあっては、当該通関士は、当該禁止の期間の経過後、改めて通関業法第31条第1項の確認(通関業者が通関士試験に合格した者を通関士という名称を用いてその通関業務に従事させようとする場合における財務大臣の確認)を受けることなく、通関士として通関業務に従事することができる。,○×,×,"通関業務従事禁止の場合は通関士の資格喪失事由に当たり通関士の資格を喪失するので(業32条2号、6条8号)、禁止期間経過後通関士として通関業務に従事しようとするときは、改めて通関士の確認を受ける必要がある(業31条)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由、第8編（通関業法）-第5章（監督処分、懲戒処分等）-3.通関士に対する懲戒処分-（2）懲戒処分の種類]"
通関士に対する懲戒処分,55-19-4,A,財務大臣は、通関士に対する懲戒処分をしようとするときは、当該通関士がその業務に従事する通関業者の意見を聴かなければならない。,○×,○,"財務大臣は、通関士に対する懲戒処分をしようとするときは、当該通関士がその業務に従事する通関業者の意見を聴かなければならない(業37条1項)。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-4.監督処分、懲戒処分の手続-（3）審査委員等からの意見聴取]"
通関業者に対する監督処分,55-19-5,A,通関業者が、関税法の規定に違反したときは、財務大臣は、その通関業者に対し監督処分をすることができることとされており、この「通関業者が関税法の規定に違反したとき」とは、法人である通関業者の代表者又は個人業者たる通関業者自らが違反した場合のほか、従業者等(通関業務に従事する者に限らず、他の業務に従事する者も含む。)が違反した場合で、その違反が通関業者の業務に関して行われ又はその結果が通関業者に帰属するものである場合をいう。,○×,○,"通関業者が、関税法の規定に違反したときは、財務大臣は、その通関業者に対し監督処分をすることができることとされている(業34条1項1号)。この「通関業者が関税法の規定に違反したとき」とは、法人である通関業者の代表者が違反した場合や個人事業主である通関業者自らが違反した場合に加えて、従業者等（通関業務に従事する者に限らず、通関業務以外の業務に従事する者も含む。）が違反した場合で、その違反が通関業者の業務に関して行われ又はその結果が通関業者に帰属するものである場合も含む(業通34-1(1))。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-1.通関業者に対する監督処分-（1）監督処分の対象]"
罰則（通関業法）,55-20-1,A,通関業法第38条第1項の規定に基づく税関職員による通関業者の業務に関する帳簿書類の検査を忌避した者は、同法の規定に基づき拘禁刑に処せられることがある。,○×,×,"「拘禁刑」ではなく「50万円以下の罰金」である(業43条2号)。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
罰則（通関業法）,55-20-2,A,通関業法第35条第1項に規定する通関士に対する懲戒処分により通関業務に従事することを停止されている者が、通関業者の関連業務に従事した場合には、同法の規定に基づき拘禁刑又は罰金に処せられることがある。,○×,×,"通関士の懲戒処分としての通関業務従事停止処分(業35条1項)に違反して「通関業務に従事」した者は、6月以下の拘禁刑又は50万円以下の罰金に処するが(業42号2号)「関連業務に従事」した場合は対象とされていない。通関業務従事停止処分は通関業務への従事を停止されるのであり、関連業務への従事は停止されないからである。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
罰則（通関業法）,55-20-3,A,通関業者である法人の従業者である通関士が、その法人の業務に関し、関税法第111条(許可を受けないで輸出入する等の罪)の規定に該当する違反行為をして罰せられた場合には、通関業法の規定に基づき、その法人に対して罰金刑が科されることがある。,○×,×,"通関業者である法人の従業者が違反行為をして罰せられた場合に、その法人も罰せられるとする両罰規定(業45条)の対象となっているのは、通関業法違反のうちの一部であり、関税法違反は対象となっていないため、両罰規定の適用がない。したがって、本問は誤りとなる。なお、通関業法では両罰規定の対象とはなっていないものの、関税法では両罰規定の対象となっているが(関117条1項)。本問では「通関業法の規定に基づき」両罰規定が適用されるかを問われている。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
罰則（通関業法）,55-20-4,A,通関業法第33条の2の規定による業務改善命令に違反した者は、同法の規定に基づき1年以下の拘禁刑又は100万円以下の罰金に処せられることがある。,○×,×,"「1年以下の拘禁刑又は100万円以下の罰金」ではなく「50万円以下の罰金」である(業43条1号)。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
罰則（通関業法）,55-20-5,A,通関業者である法人の従業者が、偽りその他不正の手段により通関業法第31条第1項の確認(通関業者が通関士試験に合格した者を通関士という名称を用いてその通関業務に従事させようとする場合における財務大臣の確認)を受けたときには、同法の規定に基づき、当該従業者が罰せられることがあるほか、その法人に対して罰金刑が科されることがある。,○×,○,"法人の従業者が、その法人の業務に関し、偽りその他不正の手段により通関士の確認を受けたときには、通関業法の規定に基づき、当該従業者が罰せられることがあるほか、その法人に対して罰金刑が科されることがある(両罰規定 業45条、42条1号)。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
