カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
通関業法（定義、目的（通関業法））,53-11-1,A,通関業者は、通関業法以外の法律において行うことが制限されている事項を除き、関連業務として、通関業者の名称を用いて、他人の依頼に応じ、通関業務に先行し、後続し、その他当該業務に関連する業務を行うことができる。,○×,○,"通関業者は、通関業務のほか、その関連業務として、通関業者の名称を用いて、他人の依頼に応じ、通関業務に先行し、後続し、その他その業務に関連する業務を行なうことができる。ただし、他の法律においてその業務を行なうことが制限されている事項については、この限りでない(業7条)。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（3）関連業務]"
通関業法（定義、目的（通関業法））,53-11-2,A,他人の依頼によってその依頼をした者を代理してする関税法第7条第3項の規定による輸入貨物に係る課税標準の教示の求めは、関連業務である。,○×,○,"事前教示照会のことであるから、関連業務に当たる(業7条、業通7-1(1)イ)。なお、通関士試験で具体的な内容につき問われる事前教示照会は、輸入しようとする貨物の税番（HSコード）がよく分からないときに教示してもらう「関税定率法別表（関税率表）の適用上の所属」についてのものが殆どであるが、課税標準についての事前教示を求める事前教示照会もあるので、本問はそれのことを指している。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（3）関連業務]"
通関業法（定義、目的（通関業法））,53-11-3,A,通関業者は、関連業務の料金の額を営業所において依頼者の見やすいように掲示しなければならないこととされており、掲示する料金の額については、依頼者の支払額に係る予見可能性を確保するために、貨物の特性、取扱規模等の事情により料金に割増・割引が生じる場合等についてはその適用がある旨を、料金の額に含まれない実費を別途請求する場合についてはその旨を記載しなければならないこととされている。,○×,○,"通関業者は、関連業務の料金の額を営業所において依頼者の見やすいように掲示しなければならないこととされている(業法18条)。この料金の額については、支払額に係る予見可能性を確保するために、貨物の特性、取扱規模等の事情により料金に割増・割引が生じる場合等についてはその適用がある旨を、その料金の額に含まれない実費を別途請求する場合についてはその旨を記載したものでなければならない(業通18-1)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（5）料金の掲示義務]"
通関業法（定義、目的（通関業法））,53-11-4,A,他人の依頼によってその依頼をした者を代理してする関税法第32条の規定による保税地域にある外国貨物の見本の一時持出に係る許可の申請は、関連業務である。,○×,○,"「見本一時持出許可申請」として関連業務に当たる(業7条、業通7-1(1)ニ)。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（3）関連業務]"
通関業法（定義、目的（通関業法））,53-11-5,A,他人の依頼によってその依頼をした者を代理してする関税法第43条の3第1項の規定による保税蔵置場に外国貨物を置くことの承認の申請は、関連業務である。,○×,×,"他人の依頼によってその依頼をした者を代理してする関税法43条の3第1項の規定による保税蔵置場に外国貨物を置くことの承認の申請（蔵入承認の申請）は、通関手続の代理であり、通関業務である(業2条1号イ(1)(四))。したがって、関連業務ではない。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務-②通関手続]"
通関業法（通関業の許可）,53-12-1,B,通関業の許可に条件が付されている通関業者が、当該条件の範囲を超えて通関業務を行う営業所を新たに設けようとする場合において、当該通関業者が認定通関業者であるときは、その通関業の許可の条件を変更することを要しない。,○×,×,"通関業の許可に条件が付されている場合において、当該条件の範囲を超えて通関業務を行う営業所を新たに設けようとするときは、通関業の許可の条件変更を要する(業通8-2(5))。例えば通関業の許可に貨物限定の条件が付されている場合に、貨物を限定せず通関業務を行う営業所を新設するときである。これは認定通関業者だからといって除外する規定はないので、認定通関業者の場合も許可の条件変更を要する。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（1）営業所の新設]"
通関業法（通関業の許可）,53-12-2,A,通関業者の通関業の許可に条件が付されていない場合において、財務大臣が当該通関業者の通関業務を行う営業所の新設について許可を行うときは、その営業所の新設についての許可に条件を付すことはできない。,○×,×,"財務大臣は、通関業の許可と同様、営業所新設の許可に条件を付すことができる(業8条2項、3条2項)。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（1）営業所の新設]"
通関業法（通関業の許可）,53-12-3,A,通関業者の通関業務に従事する通関士及びその他の通関業務の従業者が情報通信機器を活用して、労働時間の全部又は一部において、自宅で通関業務に従事する勤務形態(在宅勤務)を導入する場合においては、当該勤務場所(自宅)は当該従業者の所属する営業所の一部となることとされており、当該勤務場所について通関業法第8条に規定する営業所の新設に係る手続は要しない。,○×,○,"在宅勤務を導入する場合においては、当該勤務場所（自宅）は当該従業者の所属する営業所の一部となる。この場合、営業所の新設に係る手続(業8条、9条)は要しない(業通8-1)。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（3）在宅勤務、サテライトオフィス]"
通関業法（通関業の許可）,53-12-4,A,認定通関業者である通関業者が通関業務を行う営業所を新たに設けようとするときは、当該営業所の名称及び所在地を記載した許可申請書を財務大臣に提出し許可を受けなければならない。,○×,×,"認定通関業者が通関業務を行う営業所を新たに設けようとする場合には、財務大臣への届出をすればよく、この届出が受理された時に許可を受けたとみなされる(業9条)。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（2）営業所の新設に係る許可の特例]"
通関業法（通関業者に対する監督処分）,53-12-5,A,財務大臣が通関業者に対する監督処分として通関業の許可を取り消した場合において、現に進行中の通関手続があるときは、当該手続については、当該許可を受けていた者が引き続き当該許可を受けているものとみなすこととされている。,○×,×,"通関業の許可が取り消された場合において、現に進行中の通関手続があるときは、その手続を依頼者に返戻するか、依頼者の指示する通関業者に引き継がせる(業通10-1)。つまり、依頼者に戻して依頼者が自分で手続の続きを行うか、依頼者が探してきた他の通関業者に引き継がせ続きを行ってもらうのである。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-1.通関業者に対する監督処分-（2）監督処分の種類]"
通関業法（通関業の許可）,53-13-1,A,通関業者である法人が合併により解散し、その通関業の許可が消滅した場合には、当該法人を代表する役員であった者が、遅滞なくその旨を財務大臣に届け出なければならない。,○×,○,"通関業者である法人が合併により解散し、その通関業の許可が消滅した場合には、当該法人を代表する役員であった者が、遅滞なくその旨を財務大臣に届け出なければならない(業12条3号、10条1項3号、業令4条4号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-②消滅事由、第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業法（通関業の許可）,53-13-2,A,通関業者が破産手続開始の決定を受け、その通関業の許可が消滅した場合において、現に進行中の通関手続があるときは、当該手続については、破産管財人が引き続き当該許可を受けているものとみなす。,○×,×,"「破産管財人」ではなく「当該許可を受けていた者」が引き続き当該許可を受けているものとみなされる(業10条3項)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-②消滅事由]"
通関業法（通関業の許可）,53-13-3,A,通関業者が偽りその他不正の手段により通関業の許可を受けたことが判明したときは、その通関業の許可は消滅する。,○×,×,"通関業者が偽りその他不正の手段により通関業の許可を受けたことが判明したときは、財務大臣が許可を取り消すことができるとされているのであり、許可が勝手に消滅するのではない(業11条1項1号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-③取消事由]"
通関業法（通関業の許可）,53-13-4,A,通関業者である法人が合併により解散し、その通関業の許可が消滅した場合において、現に進行中の通関手続があるときは、当該手続については、当該法人を代表する役員であった者が引き続き当該許可を受けているものとみなす。,○×,×,"「当該法人を代表する役員であった者」ではなく「合併後存続する法人又は合併により設立された法人」が引き続き当該許可を受けているものとみなされる(業10条3項)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-②消滅事由]"
通関業法（通関業の許可）,53-13-5,A,通関業者が関税法第111条(許可を受けないで輸出入する等の罪)の規定に該当する違反行為をして同法の規定により通告処分を受けた者に該当するに至ったときは、その通関業の許可は消滅する。,○×,×,"許可を取り消すことはできるが(業11条1項2号、6条4号イ)、消滅するわけではない。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-③取消事由]"
通関業法（通関業の許可）,53-14-1,A,通関業者は、氏名又は名称及び住所並びに法人である通関業者にあってはその役員の氏名及び住所に変更があった場合には、遅滞なくその旨を財務大臣に届け出なければならない。,○×,○,"通関業者は、氏名又は名称及び住所並びに法人である通関業者にあってはその役員の氏名及び住所に変更があった場合には、遅滞なくその旨を財務大臣に届け出なければならない(業12条1号、4条1項1号)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業法（通関業の許可）,53-14-2,A,通関業者は、通関業務を行う営業所の名称及び所在地に変更があった場合には、遅滞なくその旨を財務大臣に届け出なければならない。,○×,○,"通関業者は、通関業務を行う営業所の名称及び所在地に変更があった場合には、遅滞なくその旨を財務大臣に届け出なければならない(業12条1号、4条1項2号)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業法（通関業の許可）,53-14-3,A,通関業者は、通関業務を行う営業所ごとの責任者の氏名及び通関業法第13条の規定により置く通関士の数に変更があった場合には、遅滞なくその旨を財務大臣に届け出なければならない。,○×,○,"通関業者は、通関業務を行う営業所ごとの責任者の氏名及び置く通関士の数に変更があった場合には、遅滞なくその旨を財務大臣に届け出なければならない(業12条1号、4条1項3号)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業法（通関業の許可）,53-14-4,A,通関業者は、通関業以外に営む事業の種類に変更があった場合には、遅滞なくその旨を財務大臣に届け出なければならない。,○×,○,"通関業者は、通関業以外に営む事業の種類に変更があった場合には、遅滞なくその旨を財務大臣に届け出なければならない(業12条1号、4条1項5号)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業法（通関業の許可）,53-14-5,A,通関業者である法人が合併又は破産手続開始の決定以外の理由により解散し、その通関業の許可が消滅した場合には、清算人は、遅滞なくその旨を財務大臣に届け出なければならない。,○×,○,"通関業者である法人が合併又は破産手続開始の決定以外の理由により解散し、その通関業の許可が消滅した場合には、清算人は、遅滞なくその旨を財務大臣に届け出なければならない(業12条3号、10条1項3号、業令4条5号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-②消滅事由、第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業法（通関業者に対する監督処分）,53-15-1,C,財務大臣は、通関業者が通関士を置かなければならないこととされる営業所に通関士を置かない場合には、その理由にかかわらず、当該通関業者に対する監督処分を行うことができる。,○×,×,通関業者が、通関士を置かなければならないこととされる営業所に通関士を置かないことは、通関業法13条違反であるから、財務大臣は、当該通関業者に対する監督処分を行うことができる(業34条1項1号)。しかし、監督処分が「その理由にかかわらず」できるのかと言えばそうではない。財務大臣のような行政の行う処分は、法律上可能とされていればどんな場合でも出来るとは限らず、個別事情を考えると、処分をすることがあまりにも理不尽な場合は違法な処分となり許されないことがある。これを行政権濫用というが、通関士試験においては重要度が低いため詳しいことを知らなくてよい。
通関業法（通関業者、通関士等の義務）,53-15-2,A,通関業者は、通関士を置かなければならないこととされる営業所ごとに、通関業務に係る貨物の数量及び種類並びに通関書類の数、種類及び内容に応じて2人以上の通関士を置かなければならない。,○×,×,"「2人以上」ではなく、「必要な員数」である(業13条、業令5条)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務]"
通関業法（通関業者、通関士等の義務）,53-15-3,A,通関業者は、通関士を置くことを要しない営業所に通関士を置かない場合には通関業法第14条に規定する通関士の審査等の義務を負わないが、当該営業所に通関士を置いた場合には当該義務を負うこととなる。,○×,○,"通関業者が通関士に審査や記名をさせる義務がある通関書類は「通関士が通関業務に従事している営業所における通関業務に係るものに限る。」ので、貨物限定の条件が付されているため通関士が設置されていない営業所においては審査や記名の義務はないが、通関士設置義務のない営業所に通関士を設置した場合は審査及び記名の義務がある(業通14-1)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（3）通関士の審査記名]"
通関業法（通関業者、通関士等の義務）,53-15-4,A,通関業者は、通関士を置かなければならないこととされる営業所ごとに、専任の通関士1人以上を置かなければならないが、営業所における通関業務の量からみて専任の通関士を置く必要がないものとして財務大臣の承認を受けた場合には、専任であることを要しない。,○×,×,"過去にはこのような専任通関士の設置義務が存在したが、現在は廃止され、通関士の設置義務の内容は、通関業務を行う営業所ごとに、通関業務に係る貨物の数量及び種類並びに通関書類の数、種類及び内容に応じて必要な員数の通関士を置かなければならないとされている(業13条、業令5条)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務]"
通関業法（通関業者、通関士等の義務）,53-15-5,A,通関業者は、通関士を置かなければならないこととされる営業所に設置した通関士が通関士の資格を喪失し、当該営業所に通関士を置かない状況に至ったときは、2月以内に当該営業所に通関士を置くため必要な措置をとらなければならないこととされている。,○×,×,"そのような規定は無い。しかし、通関業者は、通関業務を適正に行うため、その通関業務を行う営業所ごとに、通関業務に係る貨物の数量及び種類並びに通関書類の数、種類及び内容に応じて必要な員数の通関士を置かなければならないので(業13条、業令5条)、営業所に通関士を置かない状況に至った状況が続けば業務改善命令を受けたり(業33条の2)、必要な員数の通関士を置かないことが通関業法違反になるとして通関業者に対する監督処分を受けることはある(業34条1項1号)。
参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務]"
通関業法（通関業者、通関士等の義務）,53-16-1,A,通関業者は、通関業務の料金の額を営業所において依頼者の見やすいように掲示しなければならない。,○×,○,"通関業者は、通関業務（関連業務含む。）の料金の額を営業所において依頼者の見やすいように掲示しなければならない(業18条)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（5）料金の掲示義務]"
通関業法（許可等に基づく地位の承継）,53-16-2,A,通関業者が合併しようとするときは、その合併について財務大臣の承認を受けなければならない。,○×,×,"合併により通関業の許可に基づく地位を承継することについてはあらかじめ財務大臣の承認を要するが(業11条の2第4項)、合併すること自体に承認を要するとの規定は無い。合併は財務大臣の承認を受けずにできるが、あらかじめ通関業の許可に基づく地位を承継することについて承認を受けていないと、通関業の許可は引き継がれないのである。
[参照　第2編（関税法）-第9章（許可等に基づく地位の承継）-2.合併、分割、業務の譲渡の場合]"
通関業法（通関業者、通関士等の義務）,53-16-3,A,通関業者は、その名義を他人に通関業のため使用させてはならない。,○×,○,"通関業者は、その名義を他人に通関業のため使用させてはならない(名義貸しの禁止 業17条)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（4）名義貸しの禁止]"
通関業法（通関業者、通関士等の義務）,53-16-4,A,通関業者(法人である場合には、その役員)は、正当な理由がなくて、通関業務に関して知り得た秘密を他に漏らし、又は盗用してはならない。,○×,○,"通関業者（法人である場合には、その役員）者は、正当な理由がなくて、通関業務に関して知り得た秘密を他に漏らし、又は盗用してはならない(業19条)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（6）秘密を守る義務]"
通関業法（通関業者、通関士等の義務）,53-16-5,A,通関業者(法人である場合には、その役員)及び通関士は、通関業者又は通関士の信用又は品位を害するような行為をしてはならない。,○×,○,"通関業者（法人である場合には、その役員）及び通関士は、通関業者又は通関士の信用又は品位を害するような行為をしてはならない(業20条)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（7）信用失墜行為の禁止]"
通関業法（通関業者、通関士等の義務）,53-17-1,A,通関業者は、その取扱いに係る関連業務に関する書類をその作成の日後3年間保存しなければならない。,○×,○,"通関業者は、その取扱いに係る関連業務に関する書類をその作成の日後3年間保存しなければならない(業22条1項、業令8条3項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業法（通関業者、通関士等の義務）,53-17-2,A,通関業者は、通関士その他の通関業務の従業者(当該通関業者が法人である場合には、通関業務を担当する役員及び通関士その他の通関業務の従業者)の氏名及びその異動を財務大臣に届け出なければならないこととされており、この「通関業務の従業者」とは、通関業者において通関業務に携わる従業者全員をいい、当該通関業者に所属しているものの通関業務に関与していない者(例えば経理事務や施設管理のための庶務作業のみを行う者等。)については含まないこととされている。,○×,○,"通関業者は、通関士その他の通関業務の従業者（通関業者が法人である場合には、通関業務を担当する役員及び通関士その他の通関業務の従業者）の氏名及びその異動を財務大臣に届け出なければならない(業22条2項)。この異動の届出における「通関業務の従業者」とは、通関業者において通関業務に携わる従業者全員をいい、当該通関業者に所属しているものの通関業務に関与していない者（例えば経理事務や施設管理のための庶務作業のみを行う者等。）については、含まないとされる(業通22-1(3))。  
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-②届出義務]"
通関業法（通関業者、通関士等の義務）,53-17-3,A,通関業者は、通関士その他の通関業務の従業者(当該通関業者が法人である場合には、通関業務を担当する役員及び通関士その他の通関業務の従業者)の氏名及びその異動を財務大臣に届け出なければならないが、当該通関業者が認定通関業者である場合にはこれを要しない。,○×,×,"通関業者は、通関士その他の通関業務の従業者（当該通関業者が法人である場合には、通関業務を担当する役員及び通関士その他の通関業務の従業者）の氏名及びその異動を財務大臣に届け出なければならない(業22条2項)。そして、認定通関業者であるからといってこの届出を要しないとする規定は無いので、認定通関業者である場合も届出を要する。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-②届出義務]"
通関業法（通関業者、通関士等の義務）,53-17-4,A,"通関業者が保存しなければならないこととされているその取扱いに係る通関業務に関する書類は、
・ 通関業務に関し税関官署又は財務大臣に提出した申告書、申請書、不服申立書その他これらに準ずる書類の写し
・ 通関業務に関し、依頼者から依頼を受けたことを証する書類
・ 通関業務に関する料金の受領を証する書類の写しである。",○×,○,"通関業者は、通関業務（関連業務を含む。）に関して帳簿を設け、その収入に関する事項を記載するとともに、その取扱いに係る通関業務（関連業務を含む。）に関する書類を一定期間保存しなければならないとされているが(業22条1項)、この書類とは本問に挙げられた書類である(業令8条2項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業法（通関業者、通関士等の義務）,53-17-5,A,法人である通関業者が提出する定期報告書(その取扱いに係る通関業務及び関連業務の件数、これらについて受けた料金の額その他通関業務及び関連業務に係る事項を記載した報告書)には、報告期間に係る事業年度の貸借対照表及び損益計算書を添付しなければならない。,○×,○,"通関業者は、その取扱いに係る通関業務（関連業務を含む。）の件数、これらについて受けた料金の額その他通関業務（関連業務を含む。）に係る事項を記載した報告書を毎年一回財務大臣に提出しなければならないが(業22条3項)、法人である通関業者が提出するこの報告書には、報告期間に係る事業年度の貸借対照表及び損益計算書を添付しなければならない(業令10条2項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-③報告義務]"
通関業法（通関士の確認）,53-18-1,A,通関業者は、通関士を置かなければならないこととされる営業所に通関士を置いている場合において、当該営業所に当該通関士に加え、現に通関士ではない通関士試験の合格者を新たに通関士として置き、その通関業務に従事させようとするときは、その者につき財務大臣の確認を受けることを要しない。,○×,×,"通関士となるには財務大臣の確認を受けなければならず、確認を受けずに通関士となれるような例外は無い(業31条1項参照)。
[参照　第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関業法（通関士の確認）,53-18-2,A,通関士試験に合格した者は、その合格後2年以内に財務大臣の確認を受けないときは、通関士となる資格を喪失することとなる。,○×,×,"一定期間確認を受けてないことを理由に通関士となる資格を喪失するような規定は無い。そもそも通関士の確認を受けていなければ、喪失するまでもなく通関士ではない(業32条参照)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由]"
通関業法（通関士の確認）,53-18-3,A,関税法第111条(許可を受けないで輸出入する等の罪)の規定に該当する違反行為をした者であって、当該違反行為があった日から2年を経過しないものは、通関士となることができない。,○×,○,"関税法108条の4から112条までの規定に該当する違反行為をした者であって、当該違反行為があった日から2年を経過しないものは、通関士となることができない(業31条2項2号、6条4号イ)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業法（通関業者、通関士等の義務）,53-18-4,A,通関業者は、その営業所において通関士として通関業務に従事させている者について、当該通関業者の他の営業所において通関業務に従事させようとする場合には、改めて財務大臣の確認を受けなければならない。,○×,×,"この場合は改めて財務大臣の確認を受ける必要が無い(業31条、業通31-1(3))。通関士が別の営業所で通関士となるのだから、元々通関業務に従事していた営業所においては通関士でなくなった場合として、これから通関業務に従事する営業所においては新たに通関士が置かれた場合として、異動の届出をする必要はある(業22条2項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-②届出義務]"
通関業法（通関士の確認）,53-18-5,A,通関業法第31条の規定による財務大臣の確認の有効期間は、当該確認を受けた日から起算して5年である。,○×,×,"通関士の確認に有効期間は無い(業31条参照)。
[参照　第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関業法（通関業者に対する監督処分）,53-19-1,A,財務大臣は、通関業者に対する監督処分をしたときは、遅滞なくその旨を公告しなければならないが、通関士に対する懲戒処分をしたときは、公告することを要しない。,○×,×,"財務大臣は、通関業者に対する監督処分、通関士に対する懲戒処分のいずれの場合も、遅滞なくその旨を公告しなければならない(業34条2項、35条2項)。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-4.監督処分、懲戒処分の手続-（4）処分の通知、公告]"
通関業法（通関士に対する懲戒処分）,53-19-2,A,財務大臣は、通関士に対する懲戒処分をしようとするときは、当該通関士がその業務に従事する通関業者及び審査委員の意見を聴かなければならない。,○×,×,"当該通関士がその業務に従事する通関業者の意見を聴く必要はあるが、審査委員の意見を聴く必要はない。審査委員の意見を聴く必要があるのは、通関業者への監督処分を行う場合である(業37条1項)。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-4.監督処分、懲戒処分の手続-（3）審査委員等からの意見聴取]"
通関業法（通関業者に対する業務改善命令）,53-19-3,A,財務大臣は、通関業者に対し、その業務の運営の改善に必要な措置をとるべきことを命ずるときは、審査委員の意見を聴かなければならない。,○×,×,"業務改善命令(業33条の2)をする場合には、審査委員の意見を聴く必要はない。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-2.通関業者に対する業務改善命令、4.監督処分、懲戒処分の手続-（3）審査委員等からの意見聴取]"
通関業法（通関士に対する懲戒処分）,53-19-4,A,何人も、通関士に、通関士に対する懲戒処分に該当する事実(通関士が通関業法又は関税法その他関税に関する法令の規定に違反した事実)があると認めたときは、財務大臣に対し、その事実を申し出て、適当な措置をとるべきことを求めることができる。,○×,○,"何人も、通関士に、通関士に対する懲戒処分に該当する事実があると認めたときは、財務大臣に対し、その事実を申し出て、適当な措置をとるべきことを求めることができる(業36条)。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-4.監督処分、懲戒処分の手続-（1）調査の申出]"
通関業法（通関業者に対する業務改善命令）,53-19-5,A,財務大臣は、通関業の適正な遂行のために必要があると認めるときは、その必要の限度において、通関士に対し、その業務の運営の改善に必要な措置をとるべきことを命ずることができる。,○×,×,"業務改善命令は通関士に対して行うのではなく、通関業者に対して行う(業33条の2)。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-2.通関業者に対する業務改善命令]"
通関業法（罰則（通関業法））,53-20-1,A,通関業法第19条の規定に違反して、通関業務に関して知り得た秘密を他に漏らし、又は盗用した者は、同法の規定に基づき拘禁刑又は罰金に処せられることがあるが、この罪は告訴がなければ公訴を提起することができないこととされている。,○×,○,"通関業法19条の規定に違反して、通関業務に関して知り得た秘密を他に漏らし、又は盗用した者は、1年以下の拘禁刑又は100万円以下の罰金に処せられることがあるが(業41条1項3号)、この罪は告訴がなければ公訴を提起することができない(業41条2項)。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
通関業法（罰則（通関業法））,53-20-2,A,通関業法第33条の2の規定による業務改善命令に違反した者は、同法の規定に基づき罰金に処せられることがある。,○×,○,"通関業法33条の2の規定による業務改善命令に違反した者は、50万円以下の罰金に処せられることがある(業43条1号)。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
通関業法（罰則（通関業法））,53-20-3,A,通関業法第33条の規定に違反して自らの通関士の名義を他人に通関業務のため使用させた者は、同法の規定に基づき罰金に処せられることがある。,○×,○,"通関業法33条の規定に違反して自らの通関士の名義を他人に通関業務のため使用させた者は、30万円以下の罰金に処せられることがある(業44条2号)。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
通関業法（罰則（通関業法））,53-20-4,A,通関業法第40条の規定に違反して通関業者という名称を使用した通関業者でない者は、同法の規定に基づき罰金に処せられることがある。,○×,○,"通関業法40条の規定に違反して通関業者という名称を使用した通関業者でない者は、30万円以下の罰金に処せられることがある(業44条3号)。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
通関業法（罰則（通関業法））,53-20-5,A,法人である通関業者の従業者が、その法人の業務に関し、通関業法第17条の規定に違反してその通関業者の名義を他人に通関業のため使用させたときは、当該従業者が同法の規定に基づき罰せられることがあるほか、その法人に対しても罰金刑が科されることがある。,○×,○,"法人である通関業者の従業者が、その法人の業務に関し、通関業法17条の規定に違反してその通関業者の名義を他人に通関業のため使用させたときは、当該従業者が同法の規定に基づき罰せられることがあるほか、その法人に対しても罰金刑が科されることがある(両罰規定 業44条1号、45条)。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
