カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
通関業法（通関業の許可）,57-12-2,A,通関業の許可を受けようとする者は、通関業許可申請書に、年間において取り扱う見込みの通関業務の量を記載した書面及び当該通関業務を依頼しようとする者の推薦状を添付しなければならない。,○×,×,"通関業の許可を受けようとする者は、通関業許可申請書に、年間において取り扱う見込みの通関業務の量を記載した書面を添付しなければならないが(業4条2項、業規1条6号)、当該通関業務を依頼しようとする者の推薦状は添付する必要がない。
[参照　第8編（通関業法）-第2章（通関業の許可）-3.許可の申請]"
通関業法（通関業の許可）,57-12-3,B,財務大臣は、通関業の許可をしようとするときは、その許可申請に係る通関業の経営の基礎が確実であることに適合するかどうかを審査しなければならないとされており、この「通関業の経営の基礎が確実であること」とは、許可申請者の資産内容が充実し、収支の状況が健全であり、かつ、通関業務を営むための必要な設備が整っていると認められることをいうこととされている。,○×,○,"財務大臣は、通関業の許可をしようとするときは、その許可申請に係る通関業の経営の基礎が確実であることに適合するかどうかを審査しなければならないとされているが(業5条1号)、「通関業の経営の基礎が確実であること」とは、申請者の資産が充実し、収支の状況が健全であり、通関業務を営むための必要な設備が整っていることとされる(業通5-1(1))。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業法（通関業の許可）,57-12-4,A,財務大臣は、通関業務を行う営業所の新設の許可をしようとするときは、その許可申請に係る通関業務を行う営業所につき、通関業法第13条の要件を備えることとなっていることを審査しなければならないとされており、この「通関業法第13条の要件を備えることとなっていること」には、許可申請の際、通関士試験合格者を雇用する単なる見通しがある場合を含むこととされている。,○×,×,"財務大臣は、通関業務を行う営業所の新設の許可をしようとするときは、その許可申請に係る通関業務を行う営業所につき、通関業法13条の要件を備えることとなっていることを審査しなければならないとされているが(業8条2項、5条3号)、「通関業法13条の要件を備えることとなっていること」とは、申請の際、通関士試験合格者を現に雇用しているか、又は通関士試験合格者を雇用することが雇用契約等により確実と認められる場合をいい、単なる見通しは含まれないとされる(業通5-4)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件、第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（1）営業所の新設]"
通関業法（通関業の許可）,57-12-5,A,認定通関業者である通関業者が通関業務を行う営業所を新たに設けようとする場合には、財務大臣にその旨を届け出ることにより当該営業所を新設することはできない。,○×,×,"通常の通関業者が通関業務を行う営業所を新たに設けようとする場合には、財務大臣の許可を受けることを要するが、認定通関業者である通関業者が通関業務を行う営業所を新たに設けようとする場合には、財務大臣にその旨を届け出るだけでよい(業8条1項、9条1項)。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（2）営業所の新設に係る許可の特例]"
通関業法（通関業の許可）,57-13-1,A,通関業者が通関業を廃止したことにより通関業の許可が消滅した場合において、現に進行中の通関手続があるときは、当該通関手続については、当該通関業の許可を受けていた者が引き続き当該通関業の許可を受けているものとみなすこととされている。,○×,○,"通関業の許可が廃止によって消滅した場合において、現に進行中の通関手続があるときは、その手続については、許可を受けていた者が引き続き許可を受けているものとみなす(業10条3項)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-②消滅事由]"
通関業法（通関業の許可）,57-13-2,A,財務大臣は、通関業者が偽りその他不正の手段により通関業の許可を受けたことが判明したときは、通関業法第11条の規定に基づき、当該通関業の許可を取り消すことができる。,○×,○,"偽りその他不正の手段により通関業の許可を受けたことが判明したときは、通関業の許可の取消事由となる(業11条1項1号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-③取消事由]"
通関業法（通関業の許可）,57-13-3,A,財務大臣は、法人である通関業者であって、その役員が通関業法第6条第7号に規定する暴力団員に該当するに至ったときは、同法第11条の規定に基づき、当該通関業者の通関業の許可を取り消すことができる。,○×,○,"法人である通関業者の役員が通関業法6条7号に規定する暴力団員に該当するに至ったことは、通関業の許可の取消事由となる(業11条1項2号、6条10号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-③取消事由]"
通関業法（通関業の許可）,57-13-4,A,通関業者が関税法第111条(許可を受けないで輸出入する等の罪)の規定に該当する違反行為をして同法の規定により通告処分を受けた者に該当するに至ったときは、当該通関業者の通関業の許可は消滅する。,○×,×,"通関業者が関税法111条(許可を受けないで輸出入する等の罪)の規定に該当する違反行為をして同法の規定により通告処分を受けた者に該当するに至ったときは、通関業の許可の消滅事由ではないが、取消事由となる(業11条1項2号、6条4号イ)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-③取消事由]"
通関業法（通関業の許可）,57-13-5,A,通関業の許可を受けた者がその許可の日から1年以内に通関業務を開始しない場合であっても、当該通関業の許可は消滅しない。,○×,○,"通関業の許可を受けた者がその許可の日から1年以内に通関業務を開始しないことは、通関業の許可の消滅事由ではない(業10条1項参照)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-②消滅事由]"
通関業法（許可等に基づく地位の承継）,57-14-1,A,通関業者が死亡し相続があった場合において、当該通関業者の通関業の許可に基づく地位を承継した者は、当該通関業者の死亡後60日以内に、その承継について財務大臣に承認の申請をすることができる。,○×,○,"通関業者が死亡し相続があった場合において、当該通関業者の通関業の許可に基づく地位を承継した者は、当該通関業者の死亡後60日以内に、その承継について財務大臣に承認の申請をすることができる(業11条の2第2項)。財務大臣が承認しなかった場合は、許可が消滅する(業10条1項2号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-②消滅事由、第2編（関税法）-第9章（許可等に基づく地位の承継）-1.死亡（相続）の場合]"
通関業法（許可等に基づく地位の承継）,57-14-2,A,法人である通関業者が合併する場合において、あらかじめ財務大臣の承認を受けたときは、その合併後存続する法人は、当該合併により消滅した法人の通関業の許可に基づく地位を承継することができる。,○×,○,"法人である通関業者が合併する場合において、あらかじめ財務大臣の承認を受けたときは、その合併後存続する法人は、当該合併により消滅した法人の通関業の許可に基づく地位を承継することができる(業11条の2第4項)。通関業者の死亡による承継の場合と異なり、あらかじめ承認を受けることを要する。
[参照　第2編（関税法）-第9章（許可等に基づく地位の承継）-2.合併、分割、業務の譲渡の場合]"
通関業法（許可等に基づく地位の承継）,57-14-3,A,財務大臣は、法人である通関業者が合併する場合において、その合併後存続する法人が通関業の経営の基礎が確実であることについての基準に適合しないときは、通関業の許可に基づく地位の承継の承認をしないものとされている。,○×,○,"財務大臣は、法人である通関業者が合併する場合において、合併後存続する法人が通関業の許可基準(業5条)に適合するかを審査し、これに適合しないときは、通関業の許可に基づく地位の承継の承認をしない(業11条の2第5項)。そして、通関業の経営の基礎が確実であることは許可基準の1つであるから(業5条1号)、これに適合しないときは、通関業の許可に基づく地位の承継の承認をしない。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件、第2編（関税法）-第9章（許可等に基づく地位の承継）-2.合併、分割、業務の譲渡の場合]"
通関業法（許可等に基づく地位の承継）,57-14-4,A,財務大臣は、通関業者について相続により通関業の許可に基づく地位の承継の承認をするに際しては、当該承認をしようとする承継に係る通関業の許可に付された条件を変更することはできない。,○×,×,"財務大臣は、通関業の許可に基づく地位の承継の承認をする際には、通関業の許可に付された条件を取り消し、変更し、又は新たに条件を付することができる(業11条の2第6項)。
[参照　第2編（関税法）-第9章（許可等に基づく地位の承継）-3.共通事項]"
通関業法（許可等に基づく地位の承継）,57-14-5,A,財務大臣は、法人である通関業者について合併により通関業の許可に基づく地位の承継の承認をするに際しては、当該承認をしようとする承継に係る通関業務を行う営業所の許可について新たに条件を付することができる。,○×,○,"財務大臣は、通関業の許可に基づく地位の承継の承認をする際には、通関業の許可に付された条件を取り消し、変更し、又は新たに条件を付することができる(業11条の2第6項)。
[参照　第2編（関税法）-第9章（許可等に基づく地位の承継）-3.共通事項]"
通関業法（通関業者、通関士等の義務）,57-15-1,A,通関業者は、通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する関税法の規定に基づいて税関長に対してする不服申立てに係る不服申立書について、通関士にその内容を審査させなければならない。,○×,○,"通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する関税法の規定に基づいて税関長に対してする不服申立てに係る不服申立書は、通関士にその内容を審査させなければならない(業14条、業令6条2号、業2条1号イ(2))。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（3）通関士の審査記名]"
通関業法（通関業者、通関士等の義務）,57-15-2,A,通関業者は、通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する修正申告書について、通関士にその内容を審査させなければならない。,○×,○,"通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する修正申告書は、通関士にその内容を審査させなければならない(業14条、業令6条4号、関令4条の16第1項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（3）通関士の審査記名]"
通関業法（通関業者、通関士等の義務）,57-15-3,A,通関業者は、通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する更正請求書について、通関士にその内容を審査させなければならない。,○×,○,"通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する更正請求書は、通関士にその内容を審査させなければならない(業14条、業令6条4号、関令4条の17第1項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（3）通関士の審査記名]"
通関業法（通関業者、通関士等の義務）,57-15-4,A,通関業者は、通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する関税の納期限の延長に係る申請書について、通関士にその内容を審査させなければならない。,○×,×,"通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する関税の納期限の延長に係る申請書は、通関士にその内容を審査させる必要がない(業14条、業令6条)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（3）通関士の審査記名]"
通関業法（通関業者、通関士等の義務）,57-15-5,A,通関業者は、通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する保税工場に外国貨物を置くことの承認に係る申請書について、通関士にその内容を審査させなければならない。,○×,○,"通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する保税工場に外国貨物を置くことの承認（移入承認）に係る申請書は、通関士にその内容を審査させなければならない(業14条、業令6条1号、業2条1号イ(1)(四)、関61条の4、43条の3第1項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（3）通関士の審査記名]"
通関業法（通関業者、通関士等の義務）,57-16-1,A,法人である通関業者の役員及び通関士は、正当な理由がなくて、通関業務に関して知り得た秘密を盗用してはならないこととされており、これらの者がこれらの者でなくなった後も、同様とされている。,○×,○,"法人である通関業者の役員と、通関士と、その他の通関業務従事者は、正当な理由がないのに通関業務に関して知り得た秘密を他に漏らし、又は盗用してはならないこととされており、これらの者がこれらの者でなくなった後も、同様である(業19条)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（6）秘密を守る義務]"
通関業法（通関業者、通関士等の義務）,57-16-2,A,法人である通関業者の役員及び通関士は、通関業者又は通関士の信用又は品位を害するような行為をしてはならない。,○×,○,"法人である通関業者の役員及び通関士は、通関業者又は通関士の信用又は品位を害するような行為をしてはならない(業20条)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（7）信用失墜行為の禁止]"
通関業法（通関業者、通関士等の義務）,57-16-3,A,通関業法の規定により通関業者が保存しなければならない通関業務に関する書類については、電磁的記録により保存することができることとされている。,○×,○,"通関業者はその取扱いに係る通関業務に関する書類を一定期間保存しなければならないが(業22条1項)、これを電磁的記録（電子データ）により保存することもできる(業通22-2)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業法（通関業者、通関士等の義務）,57-16-4,A,通関業法第18条の規定により通関業者が掲示する料金の額は、依頼者に対する透明性を確保する観点から、依頼者にとって分かりやすいものでなければならないこととされている。,○×,○,"通関業者は、通関業務（関連業務を含む。）の料金の額を営業所において依頼者の見やすいように掲示しなければならないが(業18条)、掲示する料金の額は、依頼者に対する透明性を確保する観点から、依頼者にとって分かりやすいものでなければならない(業通18-1)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（5）料金の掲示義務]"
通関業法（通関業者、通関士等の義務）,57-16-5,A,法人である通関業者が財務大臣に提出する定期報告書(その取扱いに係る通関業務及び関連業務の件数、これらについて受けた料金の額その他通関業務及び関連業務に係る事項を記載した報告書)には、その報告期間に係る事業年度の貸借対照表及び損益計算書を添付しなければならない。,○×,○,"通関業者は、その取扱いに係る通関業務の件数、これらについて受けた料金の額その他通関業務に係る事項を記載した報告書を毎年1回財務大臣に提出しなければならない(定期報告書  業22条3項)。そして、通関業者が法人である場合、この報告書には、報告期間に係る事業年度の貸借対照表及び損益計算書を添付しなければならない(業令10条2項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-③報告義務]"
通関業法（通関業者、通関士等の義務）,57-17-1,A,通関業者は、通関業務に関する料金の受領を証する書類の写しについて、その作成後に保存することを要しない。,○×,×,"通関業者は、通関業務（関連業務を含む。）に関して帳簿を設け、その収入に関する事項を記載するとともに、その取扱いに係る通関業務に関する書類を一定期間保存しなければならないが(業22条1項)、通関業務に関する料金の受領を証する書類の写しは、この保存しなければならない書類に含まれる(業令8条2項3号)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業法（通関業者、通関士等の義務）,57-17-2,A,通関業者は、通関業務に関し、依頼者から依頼を受けたことを証する書類について、その作成の日後3年間保存しなければならない。,○×,○,"通関業者は、通関業務（関連業務を含む。）に関して帳簿を設け、その収入に関する事項を記載するとともに、その取扱いに係る通関業務に関する書類を一定期間保存しなければならないが(業22条1項)、通関業務に関し、依頼者から依頼を受けたことを証する書類は、この保存しなければならない書類に含まれる(業令8条2項2号)。そして、保存期間は作成の日後3年間となる(業令8条3項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業法（通関業者、通関士等の義務）,57-17-3,A,通関業者は、通関業務に関し、依頼者から受領した仕入書、運賃明細書及び保険料明細書について、その受領の日後3年間保存しなければならない。,○×,×,"通関業者は、通関業務（関連業務を含む。）に関して帳簿を設け、その収入に関する事項を記載するとともに、その取扱いに係る通関業務に関する書類を一定期間保存しなければならないが(業22条1項)、通関業務に関し、依頼者から受領した仕入書、運賃明細書及び保険料明細書は、この保存しなければならない書類に含まれない(業令8条2項)。こういった書類は関税関係書類に該当するので、保存義務を負うのは輸出者や輸入者である。
[参照　第2編（関税法）-第7章（関税関係帳簿等）-1.関税関係帳簿等-（1）関税関係帳簿、関税関係書類、電子取引の取引情報に係る電磁的記録、（3）保存義務者、第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業法（通関業者、通関士等の義務）,57-17-4,A,通関業者が財務大臣に提出する定期報告書(その取扱いに係る通関業務及び関連業務の件数、これらについて受けた料金の額その他通関業務及び関連業務に係る事項を記載した報告書)には、その報告期間の末日における通関業務の用に供される資産の明細を記載することを要しない。,○×,×,"通関業者は、その取扱いに係る通関業務の件数、これらについて受けた料金の額その他通関業務に係る事項を記載した報告書を毎年1回財務大臣に提出しなければならない(定期報告書  業22条3項)。
そしてこの定期報告書には、
①報告期間中に取り扱った通関業務についての種類別の件数及び受ける料金の額
②報告期間中における通関業務に関する支出の総額及びその内訳
③報告期間の末日における通関業務の用に供される資産の明細
④その他参考となるべき事項
を記載する(業令10条1項)。そうすると、本問は③を記載することを要しないと述べている点が誤りとなる。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-③報告義務]"
通関業法（通関業者、通関士等の義務）,57-17-5,A,通関業者は、定期報告書(その取扱いに係る通関業務及び関連業務の件数、これらについて受けた料金の額その他通関業務及び関連業務に係る事項を記載した報告書)を毎年4月30日までに財務大臣に提出しなければならない。,○×,×,"定期報告書の提出期限は毎年6月30日までである(業22条3項、業令10条1項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-③報告義務]"
通関業法（通関士の確認）,57-18-1,A,通関業者は、他の通関業者の通関業務に従事する通関士について、当該他の通関業者に係る通関士と併任して、通関士という名称を用いて自己の通関業務に従事させようとするときは、当該他の通関業者の承諾を得なければならないこととされている。,○×,○,"通関業者は、他の通関業者の通関業務に従事する通関士について、当該他の通関業者に係る通関士と併任して、通関士という名称を用いて自己の通関業務に従事させることもできる。その場合、当該他の通関業者の承諾を得なければならない(業31条1項、業通31-1(4))。
[参照　第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関業法（通関士の確認）,57-18-2,A,通関業者は、他の通関業者の通関業務に従事する通関士について、当該他の通関業者に係る通関士と併任して、通関士という名称を用いて自己の通関業務に従事させようとするときは、財務大臣の確認を受けることを要しない。,○×,×,"通関業者は、他の通関業者の通関業務に従事する通関士について、当該他の通関業者に係る通関士と併任して、通関士という名称を用いて自己の通関業務に従事させることもできる。その場合、併任について異議がない旨の当該他の通関業者の承諾書を添付した上で、財務大臣の確認を受けなければならない(業31条1項、業通31-1(4))。
[参照　第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関業法（通関士の確認）,57-18-3,A,通関業者は、通関士試験に合格した者である派遣労働者(労働者派遣事業の適正な運営の確保及び派遣労働者の保護等に関する法律第2条第2号に規定する派遣労働者をいう。)について、財務大臣の確認を受け、通関士という名称を用いてその通関業務に従事させることができる。,○×,○,"派遣労働者も、財務大臣の確認を受け、通関士という名称を用いて通関業者の通関業務に従事できる(業31条、業通31-1(5))。
[参照　第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関業法（通関士の確認）,57-18-4,A,通関業者でない者は、通関士試験に合格した者について、財務大臣の確認を受けて通関士という名称を用いてその業務に従事させることはできない。,○×,○,"通関士試験に合格した者について、財務大臣の確認を受けて通関士として業務に従事させるためには、通関業者であることが条件となる(業31条1項)。
[参照　第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関業法（通関士の確認）,57-18-5,A,通関業者は、通関士試験に合格した者について財務大臣の確認を受けようとする場合には、その確認に係る届出に関する書面に、その合格した者が通関業法第31条第2項第1号及び第2号に規定する通関士の欠格事由に該当しないことを証する書面を添付しなければならない。,○×,○,"通関業者は、通関士試験に合格した者について財務大臣の確認を受けようとする場合には、その確認に係る届出に関する書面に、その合格した者が通関業法第31条第2項第1号及び第2号に規定する通関士の欠格事由に該当しないことを証する書面を添付しなければならない(業令13条2項)。
[参照　第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関業法（通関士の資格喪失）,57-19-1,A,通関士が、退職により通関業務に従事しないこととなった場合であっても、その通関士の資格を喪失しないこととされている。,○×,×,"通関士は、確認を受けた通関業者を退職したために通関業務に従事しないこととなった場合、通関士の資格を喪失する(業32条1号、業通32-1(2)イ)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由]"
通関業法（通関士の資格喪失）,57-19-2,A,通関士が、疾病により通関業務に従事できないこととなった場合であっても、当該通関士がその職にある限り、その通関士の資格を喪失しないこととされている。,○×,○,"通関士は、確認を受けた通関業者の通関業務に従事しないこととなった場合、通関士の資格を喪失する。疾病により通関業務に従事できないこととなった場合であっても、当該通関士がその職にある限りは「通関業者の通関業務に従事しないこととなった場合」には当たらず、通関士の資格を喪失しない(業32条1号、業通32-1(2))。つまり、例えば病気で休職中でも通関士としての職についている状態であれば、通関士の資格を喪失しない。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由]"
通関業法（通関士の確認）,57-19-3,A,通関士試験に合格した者は、その受験地を管轄する税関の管轄区域内においてのみ、通関士となる資格を有する。,○×,×,"通関士試験に合格した者は、どの税関の管轄区域内においても、通関士となる資格を有する(業25条)。全国どこでも確認を受ければ通関士になれる。
[参照　第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関業法（通関士の資格喪失）,57-19-4,A,不正な手段により通関業法第31条第1項の確認(通関業者が通関士試験に合格した者を通関士という名称を用いてその通関業務に従事させようとする場合における財務大臣の確認)を受けたことが判明した者については、税関長により通関士試験の合格の決定が取り消される。,○×,×,"偽りその他不正な手段により通関士の確認を受けたことが判明したときは、通関士の資格を喪失するが(業32条4号)、通関士試験の合格の決定が取り消されるわけではない。合格の決定が取り消されるのは、不正の手段によって通関士試験や試験科目の免除を受けたり、受けようとした場合である(業29条1項)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由、第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関業法（通関士の資格喪失）,57-19-5,A,通関士試験に合格した者が、その合格に係る官報での公告の日から3年間通関士として通関業務に従事しないときは、通関士となる資格を喪失する。,○×,×,"一度通関士試験に合格すれば、通関士試験の合格の決定が取り消されない限りは、通関士となる資格を喪失することはない。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由]"
通関業法（通関士に対する懲戒処分）,57-20-1,A,財務大臣は、通関士に対する懲戒処分として、通関士に対し、戒告したときは、その旨を公告することを要しない。,○×,×,"財務大臣は、通関士に対する懲戒処分を行ったときは、遅滞なくその旨を公告しなければならない(業35条、34条2項)。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-4.監督処分、懲戒処分の手続-（4）処分の通知、公告]"
通関業法（通関士に対する懲戒処分）,57-20-2,A,財務大臣は、通関士に対する懲戒処分として、通関士に対し、1年以内の期間を定めてその者が通関業務に従事することを停止することができる。,○×,○,"財務大臣は、通関士が通関業法又は関税法その他関税に関する法令の規定に違反したときは、その通関士に対し、戒告し、1年以内の期間を定めてその者が通関業務に従事することを停止することができる(業35条1項)。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-3.通関士に対する懲戒処分]"
通関業法（通関士に対する懲戒処分）,57-20-3,A,財務大臣は、通関士に対する懲戒処分として、通関士に対し、2年間その者が通関業務に従事することを禁止することができる。,○×,○,"財務大臣は、通関士が通関業法又は関税法その他関税に関する法令の規定に違反したときは、その通関士に対し、戒告し、1年以内の期間を定めてその者が通関業務に従事することを停止し、又は2年間その者が通関業務に従事することを禁止することができる(業35条1項)。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-3.通関士に対する懲戒処分-（2）懲戒処分の種類]"
通関業法（通関士に対する懲戒処分）,57-20-4,A,通関士が、通関士に対する懲戒処分として、通関業務に従事することを停止された場合にあっては、当該通関士は、その停止の期間の経過後、直ちに通関士として通関業務に従事することができることとされている。,○×,○,"通関士が禁止処分を受けた場合には、通関士の資格を喪失するので(業32条2号、6条8号)、禁止期間経過後通関士として通関業務に従事しようとするときは、改めて通関士の確認を受ける必要がある。しかし、通関士が停止処分を受けた場合にあっては、停止期間経過後、直ちに通関士として通関業務に従事することができる(業通35-1(2))。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-3.通関士に対する懲戒処分-（2）懲戒処分の種類]"
通関業法（通関士に対する懲戒処分）,57-20-5,A,何人も、通関士に、財務大臣が通関士に対する懲戒処分をすることができる場合に該当する事実があると認めたときは、財務大臣に対し、その事実を申し出て、適当な措置をとるべきことを求めることができる。,○×,○,"何人（なんびと）も、通関士に懲戒処分の対象となる事実があると認めたときは、財務大臣に対し、その事実を申し出て、適当な措置をとるべきことを求めることができる(調査の申出 業36条)。何人もというのは、誰でも、という意味である。懲戒処分の対象となりそうな事実を知ったのであれば、誰でも、財務大臣に対して、適切な処分を行うことを求めてよいのである。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-4.監督処分、懲戒処分の手続-（1）調査の申出]"
