カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
通関業の許可,51-14-4,B,認定通関業者が、営業所の新設に係る許可の特例により届出をする際には、いかなる場合であっても、当該営業所に所属する通関士を雇用していなければならない。,○×,×,"営業所の新設の許可を受けるためには、許可申請に係る営業所について通関士の設置要件を満たしていることを要するが(業8条2項、5条3号、13条)、これは申請の際、通関士試験合格者を現に雇用しているという場合に限らず、通関士試験合格者を雇用することが雇用契約等により確実と認められる場合も含まれる(業通5-4)。そして、営業所の新設に係る許可の特例が適用される場合は届出によって許可を受けたとみなされるので(業9条2項)、営業所の新設の許可を受けるのと同じこととなる。そうすると、営業所の新設の許可を受ける場合と同じく、通関士試験合格者を現に雇用しているという場合に限らず、通関士試験合格者を雇用することが雇用契約等により確実と認められる場合も通関士の設置要件を満たしていることになる。したがって、いかなる場合であっても当該営業所に所属する通関士を雇用していなければならないとする本問は、誤りとなる。ただし、営業所の新設に係る許可の特例の適用により届出で営業所を新設する場合は、届出があったときに営業所新設の許可を受けたものとみなされるため(業9条2項)、許可申請に係る営業所について通関士の設置要件を満たしているのかどうかの審査はされない。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件、第8編（通関業法）-第2章（通関業の許可）-1.通関業の許可、5.営業所の新設-（2）営業所の新設に係る許可の特例]"
通関業の許可,51-14-5,A,認定通関業者が、営業所の新設に係る許可の特例により届出で営業所を新設した場合は、当該営業所の新設から5年を経過するまでに当該認定通関業者の認定をした税関長に対して営業所設置の更新の届出を要する。,○×,×,"そのような規定は無い。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（2）営業所の新設に係る許可の特例]"
通関業の許可,51-15-1,B,通関業者が破産手続開始の申立てを行ったときは、当該通関業者の通関業の許可は消滅する。,○×,×,"破産手続は開始の申立てを行った後に、破産手続開始の決定が行われる。通関業の許可が消滅するのは破産手続開始の決定がされたときであり(業10条1項4号)、申立ての段階では消滅しない。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-1.特定輸出者、特例輸入者-（2）失効事由、取消事由-②失効事由、第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-②消滅事由]"
通関業の許可,51-15-2,A,通関業の許可を受けた者がその許可の日から3年以内に通関業務を開始しないときは、財務大臣は当該通関業の許可を取り消すことができる。,○×,×,"そのような規定はない(業11条1項参照)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-③取消事由]"
通関業の許可,51-15-3,A,通関業を廃止したことにより通関業の許可が消滅した場合において現に進行中の通関手続があるときは、当該手続については依頼者の指示する通関業者に引き継がなければならない。,○×,×,"通関業を廃止したことにより通関業の許可が消滅した場合において、現に進行中の通関手続があるときは、当該手続については、当該許可を受けていた者が引き続き当該許可を受けているものとみなす(業10条3項)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-②消滅事由]"
通関業の許可,51-15-4,A,通関業者の役員が通関業法第6条第7号に規定する暴力団員に該当するに至った場合には、財務大臣は当該通関業者の通関業の許可を取り消すことができる。,○×,○,"通関業者の役員が暴力団員となったことは、通関業の許可の取消事由である(業11条1項2号、6条7号、10号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-③取消事由]"
通関業の許可,51-15-5,A,法人である通関業者が通関業を廃止した場合において、当該法人がその旨を財務大臣に届け出るまでは、当該通関業の許可は消滅しない。,○×,×,"廃止したことにより消滅するので、届け出なくても消滅する(業10条1号)。しかし、廃止により消滅したことについて遅滞なく財務大臣に届け出る必要はある(業12条3号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-②消滅事由]"
許可等に基づく地位の承継,51-16-1,A,通関業者が通関業を譲り渡した場合において、あらかじめ財務大臣の承認を受けたときは、通関業を譲り受けた者は当該通関業を譲り渡した者の当該通関業の許可に基づく地位を承継することができる。,○×,○,"通関業者が通関業を譲り渡した場合において、あらかじめ財務大臣の承認を受けたときは、通関業を譲り受けた者は当該通関業を譲り渡した者の当該通関業の許可に基づく地位を承継することができる(業11条の2第4項)。
[参照　第2編（関税法）-第9章（許可等に基づく地位の承継）-2.合併、分割、業務の譲渡の場合]"
許可等に基づく地位の承継,51-16-2,A,財務大臣は、通関業者について合併があった場合において、その合併後存続する法人が通関業法第6条(欠格事由)に規定する欠格事由のいずれかに該当するときは、通関業の許可に基づく地位の承継の承認をしないこととされている。,○×,○,"財務大臣は、通関業者について合併があった場合において、その合併後存続する法人が欠格事由(業6条)に該当するときは、通関業の許可に基づく地位の承継の承認をしない(業11条の2第5項)。
[参照　第2編（関税法）-第9章（許可等に基づく地位の承継）-2.合併、分割、業務の譲渡の場合]"
許可等に基づく地位の承継,51-16-3,B,通関業者が会社法第2条第26号(定義)に規定する組織変更を行った場合には、通関業法第11条の2(許可の承継)に規定する通関業の許可に基づく地位の承継に係る承認の申請手続は要しない。,○×,○,"通関業者が組織変更(会社法2条26号)を行った場合には、通関業の許可の承継の規定は適用されない(業通11の2-2)。組織変更とは株式会社を持分会社と呼ばれる会社に変更するか又はその逆に変更する手続だが、会社への出資や運営等の形態が変わるだけで、事業は他の者に移らないからである。組織変更の場合、例えば「合同会社A」という名称の会社を「株式会社A」という名称に変更するので、法人の名称の変更として許可申請事項の変更の届出(業12条)による。
[参照　第2編（関税法）-第9章（許可等に基づく地位の承継）-2.合併、分割、業務の譲渡の場合]"
許可等に基づく地位の承継,51-16-4,A,通関業者について相続があったときは、その相続人は、被相続人の当該通関業の許可に基づく地位を承継するが、被相続人の死亡後60日以内に財務大臣に対して当該地位の承継をした旨の届出を行わなければ、通関業の許可は消滅する。,○×,×,"通関業の許可に基づく地位の承継と、承継についての承認は別物である。許可に基づく地位の承継自体は、相続人が届出をしなくても起こる(業11条の2第1項)。しかし、承継をした旨の届出ではなく、承継についての承認を受けないと、通関業の許可は消滅する(業10条1項2号)。
[参照　第2編（関税法）-第9章（許可等に基づく地位の承継）-1.死亡（相続）の場合]"
許可等に基づく地位の承継,51-16-5,A,財務大臣は、通関業の許可に基づく地位の承継を承認するに際しては、当該承認をしようとする承継に係る通関業の許可に付された条件を取り消し、変更し、又は新たに条件を付することができる。,○×,○,"財務大臣は、通関業の許可に基づく地位の承継を承認するに際しては、当該承認をしようとする承継に係る通関業の許可に付された条件を取り消し、変更し、又は新たに条件を付することができる(業11条の2第6項)。
[参照　第2編（関税法）-第9章（許可等に基づく地位の承継）-3.共通事項]"
通関業の許可,51-17-1,A,法人である通関業者が解散したことにより通関業の許可が消滅した場合であっても、財務大臣に対する届出は要しない。,○×,×,"法人である通関業者が解散したことにより通関業の許可が消滅した場合は、その旨を遅滞なく財務大臣に届け出なければならない(業12条3号、10条1項3号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-②消滅事由]"
通関業の許可,51-17-2,A,法人である通関業者の議決権のある発行済み株式の100分の10以上を保有する株主に変更がある場合は、遅滞なくその旨を財務大臣に届け出なければならない。,○×,×,"そのような規定は無い。株主については通関業の許可を受ける際の申請事項となっていないし、変更の届出の対象ともなっていない(業12条)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業の許可,51-17-3,A,複数の営業所で通関業務を行う通関業者が、一の営業所を廃止する場合であっても、他の営業所で通関業を引き続き営むときは、財務大臣に対する変更の届出は要しない。,○×,×,"廃止するということは、通関業務を行おうとする営業所の名称及び所在地に変更があるということになるため、財務大臣に対する変更の届出を要する(業12条1号、4条1項2号)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業の許可,51-17-4,B,通関業務を行う営業所の所在地を変更することなくその名称のみを変更した場合は、遅滞なくその旨を財務大臣に届け出なければならない。,○×,○,"通関業務を行おうとする営業所の名称及び所在地に変更があるときは、財務大臣に対する変更の届出を要する(業12条1号、4条1項2号)。条文上は営業所の名称「及び」所在地とされているので紛らわしいが、これは、許可申請の際は営業所の名称と所在地のいずれも記載するので(業4条1項2号)、営業所の名称か所在地のいずれかに変更があれば届出を要するという読み方をするからである(業12条1号)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業の許可,51-17-5,A,通関業務を行う営業所の責任者の氏名に変更があった場合であっても、財務大臣に対する変更の届出は要しない。,○×,×,"営業所ごとの責任者の氏名に変更があったときは、財務大臣に対する変更の届出を要する(業12条1号、4条1項3号)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業者の権利,51-18-1,A,税関長は、通関業者が他人の依頼に応じてした納税の申告について更正をすべき場合において、当該更正が関税に関する法令の適用上の解釈の相違に基因して納付すべき関税の額を増加するものであるときは、当該通関業者に対し、当該相違に関し意見を述べる機会を与えなければならない。,○×,○,"通関業者が他人の依頼に応じて税関官署に対してした納税の申告について、更正をすべき場合において、当該更正が、当該申告に係る貨物の関税率表の適用上の所属又は課税価格の相違その他関税に関する法令の適用上の解釈の相違に基因して、納付すべき関税の額を増加するものであるときは、税関長は、当該通関業者に対し、当該相違に関し意見を述べる機会を与えなければならない(業15条)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（1）増額更正について意見を述べる権利]"
通関業者の権利,51-18-2,A,税関長は、通関業者が他人の依頼に応じてした納税の申告について更正をすべき場合において、当該更正が転記の誤りに基因して納付すべき関税の額を増加するものであるときであっても、当該通関業者に対し、当該相違に関し意見を述べる機会を与えなければならない。,○×,×,"通関業者が他人の依頼に応じて税関官署に対してした納税の申告について更正をすべき場合において、当該更正が、当該申告に係る貨物の関税率表の適用上の所属又は課税価格の相違その他関税に関する法令の適用上の解釈の相違に基因して、納付すべき関税の額を増加するものであるときは、税関長は、当該通関業者に対し、当該相違に関し意見を述べる機会を与えなければならない。ただし、当該関税の額の増加が計算又は転記の誤りその他これに類する客観的に明らかな誤りに基因するものである場合は、この限りでない(業15条)。つまり、増額更正が行われる場合は、原則として通関業者に意見を述べる機会を与えなければならないが、計算ミスや転記ミス等により納税の申告が間違っていたために増額更正することになった場合は、意見を述べる機会を与えなくてもよいのである。したがって、転記の誤りに起因する本問では意見を述べる機会を与えることを要しない。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（1）増額更正について意見を述べる権利]"
通関業者の権利,51-18-3,A,税関長は、通関業者の行う通関手続に関し税関職員に関税法第67条(輸出又は輸入の許可)に規定する検査をさせるときは、当該通関業者又はその従業者の立会いを求めるための通知を書面でのみ行うこととされている。,○×,×,"税関長は、通関業者の行なう通関手続に関し、輸出貨物又は輸入貨物の検査をさせるときは、当該通関業者又はその従業者の立会いを求めるため、その旨を当該通関業者に通知しなければならないが(業16条)、検査の立会いを求めるための通知は、口頭又は書面のいずれでも差し支えないものとし、また、検査指定票の交付をもってこれに代えることもできる(業通16-1(1))。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（2）検査の通知を受ける権利]"
通関業者の権利,51-18-4,A,税関長は、通関業者の行う通関手続に関し税関職員に関税法第67条(輸出又は輸入の許可)に規定する検査をさせるときは、当該通関手続に係る通関書類の内容を審査した通関士に対し、当該検査の立会いを求めるための通知をしなければならない。,○×,×,"税関長は、通関業者の行なう通関手続に関し、輸出貨物又は輸入貨物の検査をさせるときは、当該通関業者又はその従業者の立会いを求めるため、その旨を当該通関業者に通知しなければならない(業16条)。審査した通関士ではなく、通関業者に対して通知しなければならないのである。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（2）検査の通知を受ける権利]"
通関業者の権利,51-18-5,A,税関職員は、通関業者の行う通関手続に関し関税法第67条(輸出又は輸入の許可)に規定する検査を行うときは、当該通関業者又はその従業者の立会いがなければその検査を実施することはできない。,○×,×,"税関長は、通関業者の行なう通関手続に関し、輸出貨物又は輸入貨物の検査をさせるときは、当該通関業者又はその従業者の立会いを求めるため、その旨を当該通関業者に通知しなければならない(業16条)。通知はしたけれど、通関業者又はその従業者が立ち会わないときは、立会いのないまま検査を行ってよい(業通16-1(2))。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（2）検査の通知を受ける権利]"
通関業者、通関士等の義務,51-19-1,A,通関業者は、通関業務のほか関連業務についても、その料金の額を営業所において依頼者の見やすいように掲示しなければならない。,○×,○,"通関業者は、通関業務（関連業務を含む。）の料金の額を営業所において依頼者の見やすいように掲示しなければならない(業18条)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（5）料金の掲示義務]"
通関業者、通関士等の義務,51-19-2,A,法人である通関業者の役員は、通関業者の信用又は品位を害するような行為をしてはならない。,○×,○,"通関業者（法人である場合には、その役員）は、通関業者の信用又は品位を害するような行為をしてはならない(業20条)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（7）信用失墜行為の禁止]"
通関業者、通関士等の義務,51-19-3,A,通関士は、正当な理由がなくて、通関業務に関して知り得た秘密を他に漏らしてはならない。,○×,○,"通関士は、正当な理由がなくて、通関業務に関して知り得た秘密を他に漏らし、又は盗用してはならない(業19条)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（6）秘密を守る義務]"
通関業者、通関士等の義務,51-19-4,A,通関業者は、通関士の設置を要しないこととされた営業所に通関士を置いた場合には、当該通関士に通関書類の内容を審査させなければならない。,○×,○,"通関業者は、他人の依頼に応じて税関官署に提出する通関書類のうち政令で定めるもの（通関士が通関業務に従事している営業所における通関業務に係るものに限る。）については、通関士にその内容を審査させなければならない(業14条)。この審査義務は、通関士を設置する必要のない営業所に通関士を置いた場合であっても負う(業通14-1)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（3）通関士の審査記名]"
通関業者、通関士等の義務,51-19-5,A,法人である通関業者は、通関業務を担当する役員について異動があった場合には、その都度、その異動した役員の氏名及びその異動の内容その他参考となるべき事項を記載した届出書を財務大臣に提出しなければならない。,○×,○,"法人である通関業者は、通関業務を担当する役員について異動があった場合には、その都度、その異動した役員の氏名及びその異動の内容その他参考となるべき事項を記載した届出書を財務大臣に提出しなければならない(業22条2項、業令9条1項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-②届出義務]"
通関業者、通関士等の義務,51-20-1,A,通関業者は、税関官署に提出した関連業務に係る申請書の写しを、その作成の日後3年間保存しなければならない。,○×,○,"通関業者は、税関官署に提出した関連業務に係る申請書の写しを、その作成の日後3年間保存しなければならない(業令8条2項1号、3項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業者、通関士等の義務,51-20-2,A,通関業者は、通関業務のほか、関連業務に関しても帳簿を設け、その収入に関する事項を記載しなければならない。,○×,○,"通関業者は、通関業務（関連業務を含む。）に関して帳簿を設け、その収入に関する事項を記載しなければならない(業22条1項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業者、通関士等の義務,51-20-3,A,通関業者は、通関業務に関し依頼者から依頼を受けたことを証する書類を、その作成の日後3年間保存しなければならない。,○×,○,"通関業者は、通関業務に関し依頼者から依頼を受けたことを証する書類を、その作成の日後3年間保存しなければならない(業令8条2項2号、3項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業者、通関士等の義務,51-20-4,A,通関業者は、その取扱いに係る通関業務の件数、これらについて受けた料金の額その他通関業務に関する事項を記載した報告書を通関業務を行う営業所が所在する地域を管轄するすべての税関長に対して提出しなければならない。,○×,×,"通関業者は、その取扱いに係る通関業務の件数、これらについて受けた料金の額その他通関業務に係る事項を記載した報告書を毎年1回財務大臣に提出しなければならない(定期報告書 業22条3項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-③報告義務]"
通関業者、通関士等の義務,51-20-5,A,通関業者は、通関業務の従業者に異動があった場合には、その者の氏名及びその異動の内容を財務大臣に届け出なければならないが、通関業者において施設管理のための庶務作業のみを行う者に異動があった場合には、財務大臣に対する届出は要しない。,○×,○,"通関業者は、通関業務の従業者の氏名及び異動を財務大臣に届け出なければならない(業22条2項)。この異動の届出における「通関業務の従業者」とは、通関業者において通関業務に携わる従業者全員をいい、当該通関業者に所属しているものの通関業務に関与していない者（例えば経理事務や施設管理のための庶務作業のみを行う者等。）については、含まない(業通22-1(3))。  
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-②届出義務]"
