カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
通関業法（通関業の許可）,58-12-4,A,認定通関業者である通関業者が財務大臣に届け出て通関業務を行う営業所を新たに設ける場合には、当該営業所については、その届出が受理された時において、通関業法第8条第1項の営業所の新設に係る財務大臣の許可を受けたものとみなして、同法の規定が適用される。,○×,○,"認定通関業者である通関業者は、通関業務を行う営業所を新たに設けようとする場合には、財務大臣に、その旨を届け出ることができ、その届出が受理された時において、営業所新設の許可を受けたものとみなして、通関業法の規定を適用する(業9条)。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（2）営業所の新設に係る許可の特例]"
通関業法（通関業の許可）,58-12-5,A,認定通関業者である通関業者が財務大臣に届け出て通関業務を行う営業所を新たに設ける場合には、その届出書に、当該営業所においてその通関業務の用に供される資産の明細を記載した書面を添付しなければならないこととされている。,○×,×,"営業所新設の許可申請においては許可を受けようとする営業所において通関業務の用に供される資産の明細が添付書類となっているが(業8条1項、業令1条2項)、営業所新設の許可の特例においては添付書類となっていない(業9条1項、業令2条2項、業通9-1(1)イ)。
[参照　第8編（通関業法）-第2章（通関業の許可）-3.許可の申請]"
通関業法（通関業の許可）,58-13-1,A,偽りその他不正の手段により通関業の許可を受けたことが判明し、その許可を取り消された者であっても、その処分を受けた日から1年を経過した場合には、通関業の許可を受けることができる。,○×,×,"偽りその他不正の手段により通関業の許可を受けたこと(業11条1項1号)を理由に通関業の許可を取り消された者であって、これらの処分を受けた日から2年を経過しないものは、欠格事由に該当し通関業の許可を受けることができない(業6条8号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業法（通関業の許可）,58-13-2,A,法人であって、その役員以外の従業者のうちに、破産手続開始の決定を受けて復権を得ない者があるものは、通関業の許可を受けることができない。,○×,×,"役員（役員と同等以上の職権又は支配力を有する者を含む。）以外の従業者が破産手続開始決定を受けても、欠格事由に該当しない(業6条2号、10号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業法（通関業の許可）,58-13-3,A,法人であって、その役員以外の従業者が関税法第111条（許可を受けないで輸出入する等の罪）の規定に該当する違反行為をしたことにより、当該法人が同法第117条第1項の両罰規定に基づき罰金の刑に処せられたときは、その刑の執行を終わった日から3年を経過しない当該法人は通関業の許可を受けることができないこととされている。,○×,×,"関税法第111条の規定に該当する違反行為をして罰金の刑に処せられ、その刑の執行を終わった日から3年を経過しない者は欠格事由に該当するが(業6条4号イ)、これに該当するのは、行為者として罰金の刑に処せられるか通告処分を受けた場合をいい、両罰規定の適用により罰金の刑に処せられた場合は含まれない(業通6-2)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業法（通関業の許可）,58-13-4,A,関税法以外の国税に関する法律中偽りその他不正の行為により国税を免れることに関する罪を定めた規定に該当する違反行為をして、国税通則法の規定により通告処分を受けた者であっても、その通告の旨を履行した日から2年を経過した場合には、通関業の許可を受けることができる。,○×,×,"「2年を経過した場合」ではなく「3年を経過した場合」である(業6条4号ロ)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業法（通関業の許可）,58-13-5,A,通関業法第6条第1号に規定する心身の故障により通関業務を適正に行うことができない者とは、精神の機能の障害により通関業務を適正に行うに当たって必要な認知、判断及び意思疎通を適切に行うことができない者をいい、当該者は通関業の許可を受けることができない。,○×,○,"心身の故障により通関業務を適正に行うことができない者は通関業の許可を受けることができないが(業6条1号)、具体的には、精神の機能の障害により通関業務を適正に行うに当たって必要な認知、判断及び意思疎通を適切に行うことができない者を指す(業規1条の2)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業法（通関業の許可）,58-14-1,A,財務大臣は、法人である通関業者が解散したときは、その通関業の許可を取り消すことができる。,○×,×,"法人である通関業者が解散すれば、通関業の許可は消滅する(業10条1項3号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-②消滅事由]"
通関業法（通関業の許可）,58-14-2,A,通関業者が破産手続開始の申立てを行ったときは、当該通関業者の通関業の許可は消滅する。,○×,×,"破産手続開始の申立てではなく、破産手続開始の決定を受けることによって消滅する(業10条1項4号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-②消滅事由]"
通関業法（通関業の許可）,58-14-3,A,通関業を廃止したことにより通関業の許可が消滅した場合において、現に進行中の通関手続があるときは、当該手続については、依頼者の指示する通関業者に引き継がなければならない。,○×,×,"通関業の許可が廃止によって消滅した場合において、現に進行中の通関手続があるときは、その手続については、許可を受けていた者が引き続き許可を受けているものとみなす(業10条3項)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-②消滅事由]"
通関業法（通関業の許可）,58-14-4,A,財務大臣は、偽りその他不正の手段により通関業の許可を受けたことが判明した通関業者について、その通関業の許可の取消しをしようとする場合には、当該通関業者の意見を聞かなければならない。,○×,×,"財務大臣は、通関業の許可の取消しをしようとするときは、審査委員の意見を聴かなければならない(業11条2項)。通関業者の意見ではない。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-③取消事由]"
通関業法（通関業の許可）,58-14-5,A,財務大臣は、法人である通関業者の役員が関税法第108条の4（輸出してはならない貨物を輸出する罪）の規定に該当する違反行為をして罰金の刑に処せられたときは、その通関業の許可を取り消すことができる。,○×,○,"法人である通関業者の役員が関税法108条の4（輸出してはならない貨物を輸出する罪）の規定に該当する違反行為をして罰金の刑に処せられたことは、通関業の許可の取消事由となる(業11条1項2号、6条10号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-③取消事由]"
通関業法（許可等に基づく地位の承継）,58-15-1,A,通関業者について相続があったときは、その相続人（相続人が2人以上ある場合において、その過半数の同意により通関業の許可に基づく地位を承継すべき相続人を選定したときは、その者）は、被相続人の当該許可に基づく地位を承継する。,○×,×,"相続人が2人以上ある場合においては、その過半数の同意ではなく、相続人全員の同意により通関業の許可に基づく地位を承継すべき相続人を選定したときは、その者が承継する(業11条の2第1項)。
[参照　第2編（関税法）-第9章（許可等に基づく地位の承継）-1.死亡（相続）の場合]"
通関業法（許可等に基づく地位の承継）,58-15-2,A,通関業者について合併があり、当該合併後存続する法人が当該合併により消滅する法人の通関業の許可に基づく地位を承継することについて、あらかじめ財務大臣に承認の申請があった場合において、当該合併後存続する法人について通関業法第6条に規定する通関業の許可に係る欠格事由のいずれかに該当するときは、財務大臣は当該承認をしないものとされている。,○×,○,"通関業の許可に基づく地位の承継において承継人が通関業の許可基準に適合しない場合や欠格事由に該当する場合、財務大臣は承認をしない(業11条の2第3項)。
[参照　第2編（関税法）-第9章（許可等に基づく地位の承継）-2.合併、分割、業務の譲渡の場合]"
通関業法（許可等に基づく地位の承継）,58-15-3,A,通関業者が会社法第2条第26号（定義）に規定する組織変更を行った場合には、通関業法第11条の2（許可の承継）に規定する通関業の許可に基づく地位の承継に係る承認の申請手続を要することとされている。,○×,×,"通関業者が組織変更(会社法2条26号)を行った場合には、許可の承継の規定は適用されない(業通11の2-2)。組織変更とは株式会社を持分会社と呼ばれる会社に変更するか、あるいはその逆に変更する手続等であるが、会社への出資や運営等の形態が変わるだけであり事業が他の者に移されるわけではないからである。
[参照　第2編（関税法）-第9章（許可等に基づく地位の承継）-2.合併、分割、業務の譲渡の場合]"
通関業法（許可等に基づく地位の承継）,58-15-4,A,財務大臣は、通関業の許可に基づく地位の承継を承認するに際しては、当該承認をしようとする承継に係る通関業の許可に付された条件を取り消し、又は新たに条件を付することができるが、変更することはできない。,○×,×,"通関業の許可に基づく地位の承継について財務大臣が承認をするに際しては、その通関業の許可に付された条件の取消しや変更ができるし、新たに条件を付すこともできる。この条件は、通常の通関業の許可に付された条件と同様、通関業法の目的を達成するために必要な最少限度のものでなければならない(業11条の2第6項、3条2項、3項)。
[参照　第2編（関税法）-第9章（許可等に基づく地位の承継）-3.共通事項]"
通関業法（許可等に基づく地位の承継）,58-15-5,A,通関業者について分割があり、あらかじめ財務大臣の承認を受けて、当該分割により通関業を承継した法人が当該分割をした法人の当該通関業の許可に基づく地位を承継した場合には、財務大臣はその承認をした旨を公告することを要しない。,○×,×,"通関業の許可に基づく地位の承継の承認をした財務大臣は、承認をしたとき直ちにその旨を公告しなければならない(業11条の2第7項)。
[参照　第2編（関税法）-第9章（許可等に基づく地位の承継）-3.共通事項]"
通関業法（通関業の許可）,58-16-1,A,法人である通関業者が解散したときは、通関業法第12条（変更等の届出）の規定により財務大臣に届け出なければならない。,○×,○,"法人である通関業者が解散すると、業10条1項3号の規定により通関業の許可が消滅するが、このとき遅滞なく届け出ることを要する(業12条3号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-②消滅事由]"
通関業法（通関業の許可）,58-16-2,A,通関業務を行う営業所の名称に変更があったときは、通関業法第12条（変更等の届出）の規定により財務大臣に届け出なければならない。,○×,○,"通関業務を行う営業所の名称に変更があったとき(業4条1項2号)は、変更等の届出を要する(業12条1号)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業法（通関業の許可）,58-16-3,A,通関業務を行う営業所に置く通関士の数に変更があったときは、通関業法第12条（変更等の届出）の規定により財務大臣に届け出なければならない。,○×,○,"通関業務を行う営業所に置く通関士の数に変更があったとき(業4条1項3号)は、変更等の届出を要する(業12条1号)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業法（通関業の許可）,58-16-4,A,通関業務を行う営業所において掲示している通関業務の料金の額に変更があったときは、通関業法第12条（変更等の届出）の規定により財務大臣に届け出なければならない。,○×,×,"このときは、変更等の届出が必要なときとして定められていない(業12条)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業法（通関業の許可）,58-16-5,A,法人である通関業者の役員が拘禁刑以上の刑に処せられたときは、通関業法第12条（変更等の届出）の規定により財務大臣に届け出なければならない。,○×,○,"法人である通関業者の役員が拘禁刑以上の刑に処せられたとき(業6条10号)は、変更等の届出を要する(業12条2号)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業法（通関業の許可）,58-17-1,A,法人である通関業者の役員が通関業法の規定に違反する行為をして罰金の刑に処せられた場合であっても、当該通関業者が当該役員を遅滞なく解任したときは通関業の許可の欠格事由に該当せず、当該役員がその罰金の刑に処せられた旨を財務大臣に届け出ることを要しない。,○×,×,"法人である通関業者の役員が通関業法の規定に違反する行為をして罰金の刑に処せられた場合、遅滞なくその旨を財務大臣に届け出る必要があるが(業12条2号、6条10号)、解任したからといって欠格事由に該当しないという規定はないし、届け出ることを要しないという規定もない。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業法（通関業の許可）,58-17-2,A,通関業の許可が消滅したときの届出について、通関業者である法人が合併又は破産手続開始の決定以外の理由により解散した場合には、清算人が遅滞なくその旨を財務大臣に届け出なければならないが、通関業者である法人が破産手続開始の決定を受けた場合には、その通関業者であった法人を代表する役員が遅滞なくその旨を財務大臣に届け出なければならない。,○×,×,"通関業の許可が消滅したときの届出について、通関業者である法人が合併又は破産手続開始の決定以外の理由により解散した場合には、清算人が遅滞なくその旨を財務大臣に届け出なければならないが、通関業者である法人が破産手続開始の決定を受けた場合には、その「破産管財人」が遅滞なくその旨を財務大臣に届け出なければならない(業12条3号、業令4条3号、5号)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業法（通関業者、通関士等の義務）,58-17-3,A,通関業法第14条（通関士の審査等）に規定する通関士の審査及び記名の義務は、通関士を設置する必要のない営業所に通関士を置いた場合であっても負うものとされている。,○×,○,"通関士設置義務のない営業所に通関士を設置した場合は、審査及び記名の義務がある(業通14-1)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（3）通関士の審査記名]"
通関業法（通関業者、通関士等の義務）,58-17-4,A,通関業者（法人である場合には、その役員）及び通関士その他の通関業務の従業者は、正当な理由がなくて、通関業務に関して知り得た秘密を他に漏らし、又は盗用してはならないが、これらの者がこれらの者でなくなった後においては、この限りではない。,○×,×,"通関業者（法人である場合には、その役員）及び通関士その他の通関業務の従業者は、正当な理由がなくて、通関業務に関して知り得た秘密を他に漏らし、又は盗用してはならない。これらの者がこれらの者でなくなった後も、同様である(業19条)。つまり、その立場ではなくなっても、この義務は継続する。例えば、通関士を辞めたからといって、通関士であったときに通関業務に関して知った秘密を他に漏らしてはいけない。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（6）秘密を守る義務]"
通関業法（通関業の許可）,58-17-5,A,通関業者が通関業以外の事業を新たに営むときは、当該事業を営むことについての財務大臣の承認を受けなければならない。,○×,×,"承認は受けなくてよいが、通関業以外の事業を営んでいるときはその事業の種類が変更等の届出対象事項となるので、変更等の届出を財務大臣へ行う必要がある(業12条1号、4条1項5号)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業法（通関業者、通関士等の義務）,58-18-1,A,通関業者は、通関業務を行う営業所ごとにその営業所において取り扱った通関業務に関する帳簿を設け、当該帳簿を、当該帳簿の閉鎖の日後3年間保存しなければならない。,○×,○,"通関業者は、通関業者の通関業務を行う営業所ごとに、通関業務（関連業務を含む。）に関して帳簿を設け、帳簿は閉鎖の日後3年間保存しなければならない(業22条1項、業令8条3項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業法（通関業者、通関士等の義務）,58-18-2,A,通関業者は、通関業務に関する料金の受領を証する書類の写しを保存しなければならないこととされており、その保存については、電磁的記録（電子的方式、磁気的方式その他の人の知覚によっては認識することができない方式で作られる記録であって、電子計算機による情報処理の用に供されるもの）により行うことができることとされている。,○×,○,"通関業者の記帳、保存義務がある帳簿や書類は、電磁的記録（電子データのこと。）やマイクロフィルムで作成、保存してもよい(業通22-2)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業法（通関業者、通関士等の義務）,58-18-3,A,通関業者が保存しなければならない通関業務に関し税関官署に提出した輸入申告書の写しについては、その申告に係る輸入許可書の写しを当該輸入申告書の写しに準ずる書類として取り扱って差し支えないこととされている。,○×,○,"通関業務（関連業務を含む。）に関し税関官署に提出した輸入申告書の写しは、作成の日後3年間保存しなければならないが(業令8条2項1号、3項)、輸入申告に係る輸入許可書の写しは、輸入申告書の写しに準ずる書類と取り扱って差し支えない(業通22-1(2))。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業法（通関業者、通関士等の義務）,58-18-4,A,通関業者が帳簿に記載しなければならない通関業務1件ごとの明細の記載は、当該通関業者が保管する通関業務に関し税関官署又は財務大臣に提出した申告書、申請書、不服申立書その他これらに準ずる書類の写しに所要の事項を追記することによってすることは認められない。,○×,×,"通関業者が帳簿に記載しなければならない通関業務（関連業務を含む。）1件ごとの明細の記載は、通関業者が保管する通関業務（関連業務を含む。）に関し税関官署又は財務大臣に提出した申告書、申請書、不服申立書その他これらに準ずる書類の写しに所要の事項を追記することによってできる(業令8条4項、8条2項1号、3項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業法（通関業者、通関士等の義務）,58-18-5,A,通関業者は、その取扱いに係る通関業務の件数、これらについて受けた料金の額その他通関業務に係る事項を記載した定期報告書に、当該定期報告書の報告期間中における通関業務に関する支出の総額及びその内訳を記載しなければならない。,○×,○,"通関業者は、その取扱いに係る通関業務の件数、これらについて受けた料金の額その他通関業務に係る事項を記載した報告書を毎年1回財務大臣に提出しなければならないが(定期報告書 業22条3項)、この定期報告書の記載事項に、報告期間中における通関業務に関する支出の総額及びその内訳が挙げられている(業令10条1項2号)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-③報告義務]"
通関業法（通関業者、通関士等の義務）,58-19-1,A,既に財務大臣の確認を受けて通関業務に従事していた通関士が、同一通関業者の他の営業所に異動又は兼務した場合については、新たに通関士の確認のための届出は要しないが、通関業法第22条第2項（記帳、届出、報告等）の届出は要することとされている。,○×,○,"既に確認を受けて通関業務に従事していた通関士が、同一通関業者の他の営業所に異動若しくは兼務した場合については、既にその通関業者の通関士であるため新たに通関士の確認のための届出は要しないが、通関業法22条2項の異動の届出は要する(業通31-1(3))。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-②届出義務]"
通関業法（通関士の確認）,58-19-2,A,関税法第108条の4（輸出してはならない貨物を輸出する罪）の規定に該当する違反行為をした者であって、当該違反行為があった日から2年を経過しないものは通関士となることができないが、この「違反行為をした者」とは当該規定に該当する違反行為があったことにつき、税関長が心証を得た者をいうこととされている。,○×,○,"関税法108条の4から112条までの規定に該当する違反行為をした者であって、違反行為があった日から2年を経過しないものは通関士の確認を受けることができないが、関税法108条の4から112条までの規定に該当する違反行為をした者とは、 関税法108条の4から112条までの規定に該当する違反行為があったことにつき、税関長が心証を得た者をいう(業31条2項2号、業通31-4)。つまり、関税法108条の4から112条までの規定に該当する違反行為があったと税関長が認識した者であり、税関長の認識を基準に判断する。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業法（権限の委任）,58-19-3,C,通関業者は、通関士試験に合格した者を通関士という名称を用いてその通関業務に従事させようとするときは、その者が通関士試験を受験した地を管轄する、財務大臣から権限を委任された税関長の確認を受けなければならない。,○×,×,"通関士の確認は財務大臣に行ってもらうか、権限を委任するときは確認を受けようとする者が通関業務を行う営業所の所在地（当該営業所が2以上ある場合には、主たるものの所在地）を管轄する税関長に行ってもらう(業40条の3、業令14条1項2号、業31条1項)。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-3.権限の委任]"
通関業法（通関士の確認）,58-19-4,A,通関業法第34条第1項（通関業者に対する監督処分）の規定により通関業務の停止の処分を受けた通関業者において、当該処分の基因となった違反行為をした当該通関業者の従業者については、その通関業務の停止の期間が経過しなければ、通関士となることができない。,○×,○,"通関業者に対する監督処分(業34条1項)として通関業務停止処分を受けた者（処分の基因となった違反行為をした者を含む。）で、停止期間が経過していないものは、通関士の確認を受けることができない(業31条2項3号イ)。停止の期間が経過すれば、確認を受けることができる。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件、（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由]"
通関業法（通関士の確認）,58-19-5,A,通関業者は、他の通関業者の通関業務に従事する通関士について財務大臣の確認を受けようとするときは、当該確認に係る届出の際に併任について異議がない旨の当該他の通関業者の承諾書を添付しなければならないこととされている。,○×,○,"通関士は、複数の通関業者の通関士を併任できる。併任のため他の通関業者が財務大臣の確認を受けようとする場合は、現在確認を受けている通関業者の、併任について異議がない旨の承諾書を添付させて確認を行う(業令31-1(4))。
[参照　第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関業法（通関業者に対する監督処分）,58-20-1,A,通関業者の通関業務以外の業務に従事する者に関税法の規定に違反する行為があった場合においては、その違反が当該通関業者の業務に関して行われたものであっても、財務大臣は、当該通関業者に対して監督処分を行うことができないこととされている。,○×,×,"通関業務以外の業務に従事する者が関税法の規定に違反する行為を行った場合も、その違反が通関業者の業務に関してたものであれば、通関業者に対する監督処分の対象となる(業34条1項1号、業通34-1(1))。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-1.通関業者に対する監督処分-（1）監督処分の対象]"
通関業法（通関業者に対する監督処分）,58-20-2,A,通関業者の役員に通関業法第33条（名義貸しの禁止）の規定に違反する行為があった場合においては、その違反につき、当該通関業者の責めに帰すべき理由がないときであっても、財務大臣は、当該通関業者に対して監督処分を行うことができることとされている。,○×,×,"通関業法33条は通関士の名義貸しの禁止であるから、本問では通関士である役員が自己の名義貸しを行なっている。この場合に行われた監督処分は、通関業者の役員が通関業法に違反したために行われているから、通関業者の責めに帰すべき理由があることが要件となっている(業34条1項2号)。したがって、通関業者の責めに帰すべき理由がないときは、監督処分を行うことはできない。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-1.通関業者に対する監督処分-（1）監督処分の対象]"
通関業法（通関業者に対する監督処分）,58-20-3,A,通関業者の通関士に通関業法の規定に違反する行為があった場合に、その違反につき、当該通関業者の責めに帰すべき理由があるときにおいては、当該通関士が、当該通関業者の業務としてではなく、専ら自己のためにその違反を犯したときであっても、財務大臣は、当該通関業者に対して監督処分を行うことができることとされている。,○×,○,"通関業者の通関士が特定の違反行為をしたことを理由として、その通関業者の責めに帰すべき理由があるときに行われる通関業者に対する監督処分(業34条1項2号)は、通関業者の通関士が、通関業者本人の業務としてではなく、専ら自己若しくは第三者のために違反を犯した場合に行われる(業通34-1(2))。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-1.通関業者に対する監督処分-（1）監督処分の対象]"
通関業法（通関業者に対する監督処分）,58-20-4,A,通関業者の通関士に通関業法の規定に違反する行為があった場合においては、その違反につき、当該通関業者に選任上の故意があるときであっても、財務大臣は、当該通関業者に対して監督処分を行うことができないこととされている。,○×,×,"通関業者の通関士に通関業法の規定に違反する行為があったことによる通関業者に対する監督処分は、通関業者の責めに帰すべき理由があることを要件とするが(業34条1項2号)、通関業者の責めに帰すべき理由があるとは、通関業者に選任、監督上の故意、過失があることを指す(業通34-1(3))。よって、選任上の故意があれば、通関業者に対して監督処分を行うことができる。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-1.通関業者に対する監督処分-（1）監督処分の対象]"
通関業法（通関業者に対する監督処分）,58-20-5,A,通関業者の通関業務に従事する者に関税法の規定に違反する行為があった場合においては、その違反につき、当該通関業者に監督上の過失があるときであっても、財務大臣は、当該通関業者に対して監督処分を行うことができないこととされている。,○×,×,"通関業者の通関業務に従事する者が関税法の規定に違反する行為があったことによる通関業者に対する監督処分は、通関業者の責めに帰すべき理由があることを要件とするが(業34条1項2号)、通関業者の責めに帰すべき理由があるとは、通関業者に選任、監督上の故意、過失があることを指す(業通34-1(3))。よって、監督上の過失があれば、通関業者に対して監督処分を行うことができる。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-1.通関業者に対する監督処分-（1）監督処分の対象]"
