カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
通関業の許可,59-13-2,A,法人である通関業者の役員が、関税法第110条（関税を免れる等の罪）の規定に該当する違反行為をして同法の規定により罰金の刑に処せられた者に該当するに至ったときは、当該通関業者の通関業の許可は消滅する。,○×,×,"法人である通関業者の役員が、関税法110条（関税を免れる等の罪）の規定に該当する違反行為をして同法の規定により罰金の刑に処せられた者に該当するに至ったときは、通関業の許可の取消事由に該当するため、財務大臣は通関業の許可を取り消すことはできるが(業11条1項2号、6条10号、4号イ)、通関業の許可の消滅事由には該当しないので、許可が消滅するわけではない。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-②消滅事由、③取消事由]"
通関業の許可,59-13-3,A,財務大臣は、通関業者が破産手続開始の決定を受けたときは、当該通関業者の通関業の許可を取り消すことができる。,○×,×,"通関業者が破産手続開始の決定を受けたときは、通関業の許可が消滅する(業10条1項4号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-②消滅事由]"
通関業の許可,59-13-4,A,通関業者が偽りその他不正の手段により通関業の許可を受けたことが判明したときは、財務大臣は、当該許可を取り消すことができるが、この「偽りその他不正の手段」とは、例えば、その許可申請に当たって通関業法第5条に規定する通関業の許可の基準に係る事項についての偽った内容の書類を提出することにより、当該許可の可否に関する税関の判断を誤らせるに至った場合がこれに該当することとされている。,○×,○,"通関業者が偽りその他不正の手段により通関業の許可を受けたことが判明したときは、財務大臣は、当該許可を取り消すことができるが、この「偽りその他不正の手段」とは、例えば、その許可申請に当たって通関業の許可の基準に係る事項についての偽った内容の書類を提出することにより、当該許可の可否に関する税関の判断を誤らせるに至った場合がこれに該当する(業通11-1)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-③取消事由]"
通関業の許可,59-13-5,A,法人である通関業者が合併により解散し、その通関業の許可が消滅した場合には、清算人が、遅滞なくその旨を財務大臣に届け出なければならない。,○×,×,"法人である通関業者が合併により解散し、その通関業の許可が消滅した場合には、通関業者であった法人を代表する役員であった者が、遅滞なくその旨を財務大臣に届け出なければならない(業12条3号、業令4条4号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-②消滅事由、第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業の許可,59-14-1,A,法人である通関業者の役員の住所に変更があった場合は、通関業法第12条（変更等の届出）の規定により財務大臣に届け出なければならない。,○×,○,"法人である通関業者の役員の住所に変更があった場合は、財務大臣に届け出なければならない(業12条1号、4条1項1号)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業の許可,59-14-2,A,通関業務に係る取扱貨物が一定の種類のもののみに限られている通関業者が、当該取扱貨物の種類を変更した場合は、通関業法第12条（変更等の届出）の規定により財務大臣に届け出なければならない。,○×,×,"通関業務に係る取扱貨物が一定の種類のもののみに限られている通関業者が、当該取扱貨物の種類を変更した場合は、許可条件の変更申請によるので(業通3-7)、財務大臣に変更等の届出(業12条)を行うのではない(業12条1号、4条1項1号)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業の許可,59-14-3,A,通関業務を行う営業所の責任者の氏名に変更があった場合は、通関業法第12条（変更等の届出）の規定により財務大臣に届け出なければならない。,○×,○,"通関業務を行う営業所の責任者の氏名に変更があった場合は、財務大臣に届け出なければならない(業12条1号、4条1項3号)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業の許可,59-14-4,A,通関業以外の事業を営んでいる通関業者が、当該通関業以外の事業の種類を変更した場合は、通関業法第12条（変更等の届出）の規定により財務大臣に届け出なければならない。,○×,○,"通関業以外の事業を営んでいる通関業者が、当該通関業以外の事業の種類を変更した場合は、財務大臣に届け出なければならない(業12条1号、4条1項5号)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業の許可,59-14-5,A,法人である通関業者の役員が、心身の故障により通関業務を適正に行うことができない者として通関業法施行規則第1条の2に定めるものに該当することとなった場合は、通関業法第12条（変更等の届出）の規定により財務大臣に届け出なければならない。,○×,○,"法人である通関業者の役員が、心身の故障により通関業務を適正に行うことができない者となった場合は、財務大臣に届け出なければならない(業12条2号、6条1号)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業者、通関士等の義務,59-15-1,A,通関士は、通関業務に従事しなくなった日から3年を経過する日までに限り、正当な理由なくして、通関業務に関して知り得た秘密を他に漏らしてはならない。,○×,×,"通関士は、通関業務に従事しなくなった後も、正当な理由なくして、通関業務に関して知り得た秘密を他に漏らしてはならない(業19条)。この秘密を守る義務に期間の限定はない。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（6）秘密を守る義務]"
通関業者、通関士等の義務,59-15-2,A,通関業者は、通関業務の料金の額を営業所において依頼者の見やすいように掲示しなければならないが、営業所において料金の額を表示する方法によらず、インターネット上で閲覧を可能とする方法により行う場合には、当該営業所においては当該閲覧の方法について何ら掲示することを要しないこととされている。,○×,×,"通関業者は、通関業務の料金の額を営業所において依頼者の見やすいように掲示しなければならないが、営業所において料金の額を表示する方法によらず、インターネット上で閲覧を可能とする方法により行う場合には、料金の額を掲載したホームページのアドレス（QRコードのような二次元コードでもよい。）を営業所において依頼者に見やすいように掲示することが求められる(業通18-2)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（5）料金の掲示義務]"
通関業者、通関士等の義務,59-15-3,A,通関業法第13条ただし書の規定により通関業者が営業所に通関士を置くことを要しない場合における、当該営業所において取り扱う通関業務に係る貨物が「一定の種類の貨物のみに限られている場合」とは、その行う通関業務に係る貨物が一定種類に限られており、通関業務の内容が簡易、かつ、定型化されている場合をいうこととされている。,○×,○,"営業所において取り扱う通関業務に係る貨物が「一定の種類の貨物のみに限られている場合」は通関士設置義務を負わない(業13条)。「一定の種類の貨物のみに限られている場合」とは、その行う通関業務に係る貨物が一定種類に限られており、通関業務の内容が簡易、かつ、定型化されている場合をいうこととされる(業通13-1)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務]"
通関業者、通関士等の義務,59-15-4,A,通関業者は、通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する総合保税地域に外国貨物を置くことの承認に係る申請書については、通関士にその内容を審査させ、かつ、これに記名させることを要しない。,○×,×,"通関業者は、通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する総合保税地域に外国貨物を置くことの承認に係る申請書（総保入承認申請書）については、通関士にその内容を審査させ、かつ、これに記名させることを要する(業14条、業令6条1号、業2条1号イ(1)(四))。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（3）通関士の審査記名]"
通関業者、通関士等の義務,59-15-5,A,通関業者は、その取扱いに係る通関業務及び関連業務の件数、これらについて受けた料金の額その他通関業務及び関連業務に係る事項を記載した報告書を、当該通関業者の事業年度終了の日の翌日から起算して2月以内に財務大臣に提出しなければならない。,○×,×,"通関業者は、その取扱いに係る通関業務及び関連業務の件数、これらについて受けた料金の額その他通関業務及び関連業務に係る事項を記載した報告書を、当該通関業者の事業年度終了の「翌年6月30日までに」財務大臣に提出しなければならない(業令10条1項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-③報告義務]"
通関業者、通関士等の義務,59-16-1,A,通関業務に関し、依頼者から受領した輸入申告に係る仕入書は、通関業者が保存しなければならない通関業務に関する書類に該当する。,○×,×,"通関業者は、その取扱いに係る通関業務に関する書類を一定期間保存しなければならないが(業22条1項)、通関業務に関し、依頼者から受領した仕入書は、この保存しなければならない書類に含まれない(業令8条2項)。こういった書類は関税関係書類に該当するので、保存義務を負うのは輸入者である。
[参照　第2編（関税法）-第7章（関税関係帳簿等）-1.関税関係帳簿等-（1）関税関係帳簿、関税関係書類、電子取引の取引情報に係る電磁的記録、（3）保存義務者、第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業者、通関士等の義務,59-16-2,A,通関業務に関する料金の受領を証する書類の写しは、通関業者が保存しなければならない通関業務に関する書類に該当しない。,○×,×,"通関業務に関する料金の受領を証する書類の写しは、通関業者が保存しなければならない通関業務に関する書類に該当する(業22条1項、業令8条2項3号)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業者、通関士等の義務,59-16-3,A,通関業務に関し、依頼者から依頼を受けたことを証する書類は、通関業者が保存しなければならない通関業務に関する書類に該当する。,○×,○,"通関業務に関し、依頼者から依頼を受けたことを証する書類は、通関業者が保存しなければならない通関業務に関する書類に該当する(業22条1項、業令8条2項2号)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業者、通関士等の義務,59-16-4,B,法人である通関業者の通関業務を担当する役員が、通関業法の規定に違反する行為をして罰金の刑に処せられた場合において、当該通関業者が当該役員を速やかに更迭したときは、当該通関業務を担当する役員の氏名及びその異動を財務大臣に届け出ることを要しない。,○×,×,"法人である通関業者の通関業務を担当する役員が、通関業法の規定に違反する行為をして罰金の刑に処せられた場合は、その通関業者の欠格事由となるため、財務大臣は、通関業の許可を取り消すことができる(業11条1項2号、6条10号、5号)。その場合でも、通関業の許可が取り消される前に欠格事由に該当した役員を更迭し、役員の氏名及び住所の変更等の届出(業12条1号)を行ったときは、許可の存続を認めてよい(業通11-3)。通関業務を担当する役員の氏名及びその異動を財務大臣に届け出ることを要しないというのは誤りである。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-③取消事由]"
通関業者、通関士等の義務,59-16-5,A,認定通関業者は、通関士その他の通関業務の従業者の氏名及びその異動を財務大臣に届け出ることを要しない。,○×,×,"通関業者は、通関士その他の通関業務の従業者の氏名及びその異動を財務大臣に届け出ることを要する(業22条2項)。認定通関業者であることを理由にこの届出義務が免除される規定はない。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-②届出義務]"
通関士の確認,59-17-1,A,通関業者が、通関士試験に合格した派遣労働者を通関士という名称を用いてその通関業務に従事させようとするときは、財務大臣の確認を受けなければならないこととされている。,○×,○,"通関業者が、通関士試験に合格した者を通関士という名称を用いてその通関業務に従事させようとするときは、財務大臣の確認を受けなければならない(通関士の確認 業31条1項)。派遣労働者でも通関士となることはできるが(業通31-1(5))、通関士の確認が不要というわけではない。
[参照　第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関士の確認,59-17-2,A,関税法第109条（輸入してはならない貨物を輸入する罪）の規定に該当する違反行為があったことにつき税関長が心証を得た者であって、当該違反行為があった日から2年を経過しないものは、財務大臣の確認を受けて通関士となることができないこととされている。,○×,○,"関税法109条（輸入してはならない貨物を輸入する罪）の規定に該当する違反行為をした者で、違反行為があった日から2年を経過しないものは、欠格事由に該当するため、財務大臣の確認を受けて通関士となることができない(業31条2項2号、6条4号イ)。この違反行為をした者とは、関税法109条の規定に該当する違反行為があったことにつき、税関長が心証を得た者を指す(業通31-4)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関士の確認,59-17-3,A,通関業者が、通関士を設置する必要のない通関業務を行う営業所において、通関士試験に合格した者を通関士という名称を用いてその通関業務に従事させようとする場合には、財務大臣の確認を受けなければならない。,○×,○,"営業所において取り扱う通関業務に係る貨物が一定の種類の貨物のみに限られている場合（貨物限定の条件が付されている場合）は、その営業所に通関士を設置する義務はない(業13条)。設置してもよいが、通関士として通関業務に従事させるのだから、通関士の確認(業31条1項)を受けることを要する。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務、第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関士の確認,59-17-4,A,通関業者が、既に財務大臣の確認を受けて当該通関業者の通関業務を行う営業所で通関業務に従事している通関士を、自己の他の営業所に通関士として兼務させる場合には、当該通関業者が認定通関業者であるときに限り、新たに財務大臣の確認を受けることを要しないこととされている。,○×,×,"通関業者が、既に財務大臣の確認を受けて当該通関業者の通関業務を行う営業所で通関業務に従事している通関士を、自己の他の営業所に通関士として兼務させる場合には、当該他の営業所において新たに通関士が置かれた場合として異動の届出を要するが(業22条2項)、その通関業者の通関業務に従事する通関士であることには変わりがないのだから、新たに通関士の確認(業31条1項)を受けることは要しない(業通31-1(3))。このことは、通関業者が認定通関業者であってもなくても、同様である。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-②届出義務]"
通関士の確認,59-17-5,A,破産手続開始の決定を受けて復権を得ない者は、財務大臣の確認を受けて通関士となることができない。,○×,○,"破産手続開始の決定を受けて復権を得ない者は、欠格事由に該当するため、財務大臣の確認を受けて通関士となることができない(業31条2項1号、6条2号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関士の確認,59-18-1,A,通関士試験に合格した者は、その試験地を管轄する税関の管轄区域内においてのみ、通関士となる資格を有する。,○×,×,"通関士試験に合格すれば全国どの税関の管轄区域内においても通関士となる資格がある(業25条)。
[参照　第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関士の確認,59-18-2,A,通関士が、通関業法第31条第1項の確認を受けた通関業者の通関業務に従事しないこととなった場合であっても、引き続き、当該通関業者に所属しているときは、その通関士の資格を喪失しないこととされている。,○×,×,"確認を受けた通関業者の通関業務に従事しないこととなったときは、通関士でなくなる(通関士の資格の喪失 業32条1号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由]"
通関士の確認,59-18-3,A,通関士が、疾病により通関業務に従事できないこととなったときは、当該通関士がその職にあるか否かにかかわらず、通関士の資格を喪失することとされている。,○×,×,"確認を受けた通関業者の通関業務に従事しないこととなったときは、通関士でなくなる(通関士の資格の喪失 業32条1号)。これは退職や通関業務以外の業務だけを担当することになった場合のように職としては通関業務を離れる場合を指し、 職としては通関業務に従事しているが疾病により通関業務に事実上従事できないこととなっただけであれば、これに該当しない(業通32-1(2))。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由]"
通関士の確認,59-18-4,A,通関業法の規定に違反する行為をして罰金の刑に処せられ、通関士でなくなくなった者であって、その刑の執行を終わり、又は執行を受けることがなくなった日から5年を経過しないものは、通関士となることができない。,○×,×,"通関業法の規定に違反する行為をして罰金の刑に処せられ、通関士でなくなくなった者であって、その刑の執行を終わり、又は執行を受けることがなくなった日から「3年」を経過しないものは、通関士となることができない(業31条2項1号、6条5号)。「5年」ではない。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関士の確認,59-18-5,A,偽りその他不正な手段により通関業法第31条第1項の確認を受けたことが判明したことにより、通関士でなくなった者は、当該確認を受けた通関業者のその他の通関業務の従業者として通関業務に従事することはできない。,○×,×,"偽りその他不正の手段により通関士の確認を受けたことが判明したときは、通関士でなくなる(通関士の資格の喪失 業32条4号)。通関士でなくなるとは、通関士として通関業務に従事する資格を失うことをいう。したがって、通関士に対する懲戒処分(業35条1項)によって通関業務に従事することを停止又は禁止された場合とは異なり、その他の通関業務の従業者として通関業務に従事することはできる(業通32-1(1))。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由]"
通関業者に対する業務改善命令,59-19-1,A,財務大臣は、通関業の適正な遂行のために必要があると認めるときは、その必要の限度において、通関業者又は通関士に対し、その業務の運営の改善に必要な措置をとるべきことを命ずることができる。,○×,×,"財務大臣は、通関業の適正な遂行のために必要があると認めるときは、その必要の限度において、通関業者に対し、その業務の運営の改善に必要な措置をとるべきことを命ずることができる(業務改善命令 業33条の2)。通関業者が対象であり、通関士は対象ではない。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-2.通関業者に対する業務改善命令]"
通関業者に対する業務改善命令,59-19-2,B,誤った申告が多い通関業者に対する改善指導を実施し、相当の期間が経過した後もなお、当該通関業者において改善指導の効果が見受けられないときは、業務改善命令を行うことができる場合に該当することとされている。,○×,○,"誤った申告が多い通関業者に対する改善指導を実施し、相当の期間が経過した後もなお、当該通関業者において改善指導の効果が見受けられないときは、業務改善命令を行うことができる場合に該当することとされている(業通33の2-1ニ)。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-2.通関業者に対する業務改善命令]"
通関業者に対する業務改善命令,59-19-3,A,財務大臣は、通関業法第34条第1項（通関業者に対する監督処分）の規定に基づき通関業務の全部又は一部の停止を命ずる場合には、その通関業務の停止を命じられた者に対して業務改善命令を併せて発することはできないこととされている。,○×,×,"通関業者に対する監督処分として業務停止を命ずる場合であって、停止期間終了後の通関業者につき通関業の適正な執行のために必要があると認めるときは、業務改善命令を併せて発することとされている(業通34-7)。停止の範囲に限定はないので、業務の全部の停止でも一部の停止でも、この規定が適用される。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-2.通関業者に対する業務改善命令]"
通関業者に対する業務改善命令,59-19-4,A,業務改善命令は業務の改善のために必要な期限を明記した書面をもって通知することとされており、その通知を受けた者は、通関業務につき当該期限内に改善すべき事項を自ら明らかにし、遅滞なく財務大臣へ報告することとされている。,○×,×,"財務大臣は、業務改善命令を行うこととしたときは、改善すべき事項、改善のため必要な期限を明記した書面をもって通関業者に通知する(業通33の2-3)。しかし、その通知を受けた者は、通関業務につき当該期限内に改善すべき事項を自ら明らかにし、遅滞なく財務大臣へ報告するという規定はない。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-2.通関業者に対する業務改善命令]"
通関業者に対する業務改善命令,59-19-5,A,業務改善命令により通知された改善のために必要な期限の経過後、その通知を受けた通関業者の業務の運営の改善が行われない場合は、財務大臣は直ちに通関業法第34条第1項（通関業者に対する監督処分）の規定に基づく処分を行うこととされている。,○×,×,"そのような規定はない。通関業者に対する監督処分を行うためには、聴聞の機会の付与(業通34-2(1)、行政手続法3章2節)や審査委員からの意見聴取(業37条1項)のように、監督処分を行うために必要な手続を経る必要があり、業務改善命令に従わないからといっていきなり監督処分ができるわけではない。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-2.通関業者に対する業務改善命令]"
罰則（通関業法）,59-20-1,A,通関業法第14条の規定に違反して、通関業者が、他人の依頼に応じて税関官署に提出する通関書類について、通関士にその内容を審査させなかった場合には、同法の規定に基づき罰金に処せられることがある。,○×,×,"通関業法14条の規定に違反して、通関業者が、他人の依頼に応じて税関官署に提出する通関書類について、通関士にその内容を審査させなかったとしても、通関業法の規定による罰則はない(業41条から45条)。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
罰則（通関業法）,59-20-2,A,通関業法第19条の規定に違反して、通関業務に関して知り得た秘密を他に漏らし、又は盗用した者は、同法の規定に基づき拘禁刑又は罰金に処せられることがあり、この罪は告訴がなくとも公訴を提起することができる。,○×,×,"通関業法19条の規定に違反して、通関業務に関して知り得た秘密を他に漏らし、又は盗用した者は、同法の規定に基づき拘禁刑又は罰金に処せられることがある(業41条3号)。しかし、この罪は告訴がなければ公訴を提起することができない(親告罪 業41条2項)。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
罰則（通関業法）,59-20-3,A,通関業法第33条の規定に違反して、法人である通関業者の通関士が、自らの通関士の名義を他人に通関業務のため使用させたときは、同法の規定に基づき当該通関士が罰せられることがあるほか、その法人に対しても罰金刑が科されることがある。,○×,×,"通関業法33条の規定に違反して、法人である通関業者の通関士が、自らの通関士の名義を他人に通関業務のため使用させたとき（通関士の名義貸し）は、同法の規定に基づき当該通関士が罰せられることがある(業44条2号)。しかし、通関業者の名義貸し禁止(業17条)違反の場合と異なり、通関士の名義貸しは両罰規定の対象となっていないため(業45条)、その法人に対しても罰金刑が科されることはない。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
罰則（通関業法）,59-20-4,A,通関業法第38条第1項の規定による報告をせず、又は偽りの報告をした通関業者は、同法の規定に基づき拘禁刑に処せられることがある。,○×,×,"報告の徴取等の規定(業38条1項)により財務大臣が求めた報告をせず、又は偽りの報告をした通関業者は、通関業法の規定に基づき50万円以下の罰金に処せられることがあるものの(業43条2号)、拘禁刑に処せられることはない。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
罰則（通関業法）,59-20-5,A,通関業法第33条の2の規定による業務改善命令に違反した者は、同法の規定に基づき罰金に処せられることがある。,○×,○,"業務改善命令(業33条の2)に違反した者は、通関業法の規定に基づき50万円以下の罰金に処せられることがある(業43条1号)。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
