カテゴリー,問題番号,問題,選択肢,正解,解説
通関業法（通関業者・通関士の義務）,55-14-2,通関業者は、通関士が通関業務に従事している営業所における通関業務に関連して、他人の依頼に応じて税関官署に提出する関税法第63条第1項の保税運送の申告書について、通関士にその内容を審査させなければならない。,○×,×,業法14条、施行令6条によると、関税法63条第1項の保税運送の申告書は、通関士の審査対象の書類に挙げられていない。
通関業法（通関業者・通関士の義務）,55-14-3,通関業者は、通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する関税法第67条の3第1項第1号の特定輸出者の承認の申請書について、通関士にその内容を審査させることを要しない。,○×,×,業法14条、施行令6条1号、法2条1号イ(1)(五)により、関税法67条の3第1項1号の特定輸出者の承認の申請書は通関士の審査対象となる。
通関業法（通関業者・通関士の義務）,55-14-4,通関業者は、通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する関税法の規定に基づいて税関長に対してする不服申立てに係る不服申立書について、通関士にその内容を審査させることを要しない。,○×,×,業法14条、施行令6条2号、法2条1号イ(2)により、関税法の規定に基づいて税関長に対してする不服申立てに係る不服申立書は通関士の審査対象となる。
通関業法（通関業者・通関士の義務）,55-14-5,通関業者は、通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する関税法第7条の2第1項に規定する特例申告書について、通関士にその内容を審査させなければならない。,○×,○,業法14条、施行令6条3号により、関税法7条の2第1項に規定する特例申告書は通関士の審査対象となる。
通関業法（通関業者・通関士の義務）,55-15-1,通関業法第18条の規定により通関業者が営業所に掲示する料金の額は、依頼者に対する透明性を確保する観点から、依頼者にとって分かりやすいものでなければならないこととされている。,○×,○,業法基本通達18-1により、法18条（料金の掲示）の規定により掲示する料金の額は、依頼者に対する透明性を確保する観点から、依頼者にとって分かりやすいものでなければならないとされる。
通関業法（通関業者・通関士の義務）,55-15-2,通関業法第18条の規定により通関業者が営業所に掲示する料金の額には、貨物の特性、取扱規模等の事情により料金に割増又は割引が生じる場合等についてはその適用がある旨を、料金の額に含まれない実費を別途請求する場合についてはその旨を記載しなければならないこととされている。,○×,○,業法基本通達18-1により、法18条（料金の掲示）の規定により掲示する料金の額の掲示に係る様式については、支払額に係る予見可能性を確保するために、貨物の特性、取扱規模等の事情により料金に割増・割引が生じる場合等についてはその適用がある旨を、料金の額に含まれない実費を別途請求する場合についてはその旨を記載しなければならないとされる。
通関業法（通関業者・通関士の義務）,55-15-3,通関業法第18条の規定により通関業者が営業所に掲示する料金の額の掲示に係る様式及び掲示場所については、社会通念上妥当と考えられる方法により通関業者が自由に定めるものとされている。,○×,○,業法基本通達18-2により、法18条（料金の掲示）の規定により掲示する料金の額の掲示に係る様式及び掲示場所については、社会通念上妥当と考えられる方法により各通関業者が自由に定めることとして差し支えないとされる。
通関業法（通関業者・通関士の義務）,55-15-4,通関業者は、通関業務を行う営業所に通関士を置くことを要しない場合には、当該営業所に通関士を置いたときであっても、通関業法第14条に規定する通関士による通関書類の審査の義務を負わないこととされている。,○×,×,業法基本通達14-1により、法14条（通関士の審査等）に規定する通関士の審査及び記名の義務は、通関士を設置する必要のない営業所に通関士を置いた場合であっても負うとされる。
通関業法（通関業者・通関士の義務）,55-15-5,財務大臣は、通関業者が通関業者の義務に係る通関業法の規定に違反した場合に、通関業の適正な遂行のために必要があると認めるときは、その必要の限度において、当該通関業者に対し、その業務の運営の改善に必要な措置をとるべきことを命ずることができることとされている。,○×,○,業法33条の2により、財務大臣は、通関業の適正な遂行のために必要があると認めるときは、その必要の限度において、通関業者に対し、その業務の運営の改善に必要な措置をとるべきことを命ずることができるとされている。
通関業法（通関業者・通関士の義務）,55-16-1,通関業者は、通関士その他の通関業務の従業者の氏名及びその異動を財務大臣に届け出なければならないこととされており、この「通関業務の従業者」とは、当該通関業者において通関業務に携わる従業者全員をいい、当該通関業者に所属しているものの通関業務に関与していない者は含まないこととされている。,○×,○,業法基本通達21-2(3)により、「通関業務の従業者」とは、通関業者において通関業務に携わる従業者全員をいい、当該通関業者に所属しているものの通関業務に関与していない者(例えば経理事務や施設管理のための庶務作業のみを行う者等。) については、含まないとされる。
通関業法（通関業者・通関士の義務）,55-16-2,通関業者は、定期報告書(その取扱いに係る通関業務及び関連業務の件数、これらについて受けた料金の額その他通関業務及び関連業務に係る事項を記載した報告書)を毎年6月30日までに財務大臣に提出しなければならない。,○×,○,通関業者は、その取扱いに係る通関業務の件数、これらについて受けた料金の額その他通関業務に係る事項を記載した報告書を毎年一回財務大臣に提出しなければならない(業法22条3項)。この報告書は、毎年4月1日から翌年3月31日までの間に終了する通関業者の事業年度（当該期間内に2以上の事業年度が終了するときは、これらを通じた期間とし、個人である通関業者については、歴年とする。）ごとに作成し、翌年6月30日までにこれを提出しなければならない(施行令10条1項)。ちなみに、事業年度とは会社の決算書類を作成するための期間であり、普通は1年だが法律上は1年未満にも設定できるので、「当該期間内に2以上の事業年度が終了するときは」とされている。
通関業法（通関業者・通関士の義務）,55-16-3,通関業法第22条第1項の規定に違反して、通関業務及び関連業務に関して設けられた帳簿に、その収入に関する事項を記載せず、又は虚偽の記載をした者は、同法の規定に基づき罰金刑に処せられることがある。,○×,×,業法22条に違反しても罰金刑とされる定めはない。
通関業法（通関業者・通関士の義務）,55-16-4,通関業者が通関業務及び関連業務に関する帳簿に記載しなければならない通関業務及び関連業務1件ごとの明細の記載は、当該通関業者が保管する通関業務及び関連業務に関し税関官署又は財務大臣に提出した申告書、申請書、不服申立書その他これらに準ずる書類の写しに所要の事項を追記することによってすることができる。,○×,○,"通関業者が設ける帳簿には、通関業者の通関業務を行う営業所ごとに、その営業所において取り扱った通関業務（関連業務を含む。）の種類に応じ、①その取り扱った件数及び受ける料金を記載するとともに、②その一件ごとに、依頼者の氏名又は名称、貨物の品名及び数量、通関業務に係る申告書、申請書、不服申立書その他これらに準ずる書類の税関官署又は財務大臣への提出年月日、その受理番号、通関業務につき受ける料金の額その他参考となるべき事項を記載しなければならない(業法22条1項、施行令8条1項)。

この帳簿は、「通関業務取扱台帳」(税関様式B-1170)と「通関業務取扱明細簿」(税関様式B-1171)に分けられ、①は台帳へ、②は明細なので明細簿へ記載する。この明細の記載は、通関業者が保管する、通関業務に関し税関官署又は財務大臣に提出した申告書、申請書、不服申立書その他これらに準ずる書類の写し(同令8条2項1号)に、所要の事項を追記することによってすることができ(同条4項)、明細簿への記入については、当該写しの保管をもって代えることができる(同法基本通達22-1(1))。つまり、明細を追記した当該写しを保管していれば、その追記の部分については明細簿の保管が不要となる。"
通関業法（通関業者・通関士の義務）,55-16-5,通関業務及び関連業務に関し、依頼者から依頼を受けたことを証する書類は、通関業者が保存しなければならない通関業務及び関連業務に関する書類に該当する。,○×,○,通関業者は、通関業務（関連業務を含む。）に関して帳簿を設け、その収入に関する事項を記載するとともに、その取扱いに係る通関業務（通関業務を含む。）に関する書類を一定期間保存しなければならないが、この書類には、①通関業務に関し税関官署又は財務大臣に提出した申告書、申請書、不服申立書その他これらに準ずる書類の写し、②通関業務に関し、依頼者から依頼を受けたことを証する書類、③通関業務に関する料金の受領を証する書類の写しがある(業法22条1項、施行令8条2項)。本問は②である。
通関業法（通関士の資格）,55-17-1,通関業者は、通関士という名称を用いてその通関業務に従事させていた者であって現に通関士ではない者について、通関士という名称を用いてその通関業務に従事させようとする場合には、財務大臣の確認を受けることを要しない。,○×,×,業法32条1号により、通関士の確認を受けた通関業者の通関業務に従事しないこととなったときは通関士の資格を喪失する。したがって、再度通関士という名称を用いてその通関業務に従事させようとするときは、財務大臣の確認を受けることを要する(31条)。
通関業法（通関士の資格）,55-17-2,通関士試験に合格した者は、その合格後3年以内に、財務大臣に対し、通関士試験合格証書の写しを添付した届出書を提出して確認を受けなければならない。,○×,×,いつまでに確認を受けなければならないといったような期間制限は無い(業法31条参照)。
通関業法（通関士の資格）,55-17-3,通関業者は、他の通関業者の通関業務に従事する通関士について、当該他の通関業者の承諾がある場合であっても、財務大臣の確認を受け、当該他の通関業者における通関士と併任して、通関士という名称を用いてその通関業務に従事させることができない。,○×,×,業法31条1項には、通関士の確認のためには財務大臣への届出を要することが規定されているが、 この届出について基本通達31-(4)では「届出に係る通関士が他の通関業者の通関業務に従事する通関士であるときは、 当該併任について異議がない旨の当該通関業者の承諾書を添付させて確認を行う。」とされており併任が可能であることを前提にしている。
通関業法（通関士の資格）,55-17-4,通関業法第35条第1項に規定する通関士に対する懲戒処分により通関業務に従事することを停止された者であって、その停止の期間が経過しないものは、通関士となることができない。,○×,○,通関業法35条1項に規定する通関士に対する懲戒処分により通関業務に従事することを停止された者であって、その停止の期間が経過しないものは、通関士となることができない(業法31条2項3号ロ)。
通関業法（通関士の資格）,55-17-5,港湾運送事業法に違反する行為をして罰金の刑に処せられた者であって、その刑の執行が終わった日から2年を経過しないものは、通関士となることができない。,○×,×,通関士の確認について定めた業法31条にそのような規定はない。
通関業法（通関士の資格）,55-18-1,偽りその他不正の手段により通関業法第31条第1項の確認(通関業者が通関士試験に合格した者を通関士という名称を用いてその通関業務に従事させようとする場合における財務大臣の確認)を受けたことが判明した者は、通関士の資格を喪失し、通関士でなくなるとともに、通関士試験の合格の決定が取り消される。,○×,×,通関士の資格の喪失はするが(業法32条4号)、通関士試験の合格の決定が取り消されるのは、不正の手段によって通関士試験を受け、若しくは受けようとし、又は試験科目の免除を受け、若しくは受けようとした者に限られるため(29条1項)、偽りその他不正の手段により通関士の確認を受けたとしても合格の決定は取り消されない。
通関業法（通関士の資格）,55-18-2,税関長は、不正の手段によって通関士試験を受けようとした者に対しては、その試験を受けることを禁止することができ、その禁止の処分を受けた者に対し、情状により3年以内の期間を定めて通関士試験を受けることができないものとすることができる。,○×,×,「3年以内」ではなく「2年以内」である(業法29条2項)。
通関業法（通関士の資格）,55-18-3,通関士が通関業法の規定に違反する行為をして罰金の刑に処せられたときは、当該通関士は、通関士の資格を喪失し、通関士でなくなるとともに、通関士試験の合格の決定が取り消される。,○×,×,通関士の資格の喪失はするが(業法32条2号、6条5号)、通関士試験の合格の決定が取り消されるのは、不正の手段によって通関士試験を受け、若しくは受けようとし、又は試験科目の免除を受け、若しくは受けようとした者に限られるため(29条1項)、合格の決定は取り消されない。
通関業法（通関士の資格）,55-18-4,通関士が関税法の規定に違反する行為をして拘禁刑以上の刑に処せられたときは、当該通関士は、通関士の資格を喪失し、通関士でなくなるとともに、通関士試験の合格の決定が取り消される。,○×,×,通関士の資格の喪失はするが(業法32条2号、6条3号)、通関士試験の合格の決定が取り消されるのは、不正の手段によって通関士試験を受け、若しくは受けようとし、又は試験科目の免除を受け、若しくは受けようとした者に限られるため(29条1項)、合格の決定は取り消されない。
通関業法（通関士の資格）,55-18-5,通関士が通関業法第31条第1項の確認(通関業者が通関士試験に合格した者を通関士という名称を用いてその通関業務に従事させようとする場合における財務大臣の確認)を受けた通関業者の通関業務に従事しないこととなったときは、当該通関士は、通関士の資格を喪失し、通関士でなくなる。,○×,○,確認を受けた通関業者の通関業務に従事しないこととなるのは、通関士の資格の喪失事由である(業法32条1号)。
通関業法（行政処分）,55-19-1,財務大臣は、通関士に対する懲戒処分として、通関士に対し、その者が通関業務に従事することを停止し、又は禁止することができることとされており、この「通関業務に従事することを停止し、又は禁止する」とは、通関士として通関業務に従事することを停止し、又は禁止することのほか、その他の通関業務の従業者として通関業務に従事することをも停止し、又は禁止することをいう。,○×,○,業法基本通達35-1(1)にその通りの規定がある。
通関業法（行政処分）,55-19-2,何人も、通関業者に、財務大臣が通関業者に対する監督処分をすることができる場合に該当する事実があると認めたときは、財務大臣に対し、その事実を申し出て、適当な措置をとるべきことを求めることができる。,○×,○,誰でも、通関業者に通関業者に対する監督処分に該当する事実や、通関士に通関士に対する懲戒処分に該当する事実があると認識したときは、財務大臣に対し、その事実を申し出て、適当な措置をとるべきことを求めることができる(業法36条)。
通関業法（行政処分）,55-19-3,通関士が、通関士に対する懲戒処分として、通関業務に従事することを禁止された場合にあっては、当該通関士は、当該禁止の期間の経過後、改めて通関業法第31条第1項の確認(通関業者が通関士試験に合格した者を通関士という名称を用いてその通関業務に従事させようとする場合における財務大臣の確認)を受けることなく、通関士として通関業務に従事することができる。,○×,×,業法32条1号により、通関士の確認を受けた通関業者の通関業務に従事しないこととなったときは通関士の資格を喪失する。したがって、再度通関士という名称を用いてその通関業務に従事させようとするときは、財務大臣の確認を受けることを要する(31条)。
通関業法（行政処分）,55-19-4,財務大臣は、通関士に対する懲戒処分をしようとするときは、当該通関士がその業務に従事する通関業者の意見を聴かなければならない。,○×,○,財務大臣は、通関業者に対する監督処分をしようとするときは審査委員の意見を、通関士に対する懲戒処分をしようとするときは当該通関士がその業務に従事する通関業者の意見を、それぞれ聴かなければならない(業法37条1項)。
通関業法（行政処分）,55-19-5,通関業者が、関税法の規定に違反したときは、財務大臣は、その通関業者に対し監督処分をすることができることとされており、この「通関業者が関税法の規定に違反したとき」とは、法人である通関業者の代表者又は個人業者たる通関業者自らが違反した場合のほか、従業者等(通関業務に従事する者に限らず、他の業務に従事する者も含む。)が違反した場合で、その違反が通関業者の業務に関して行われ又はその結果が通関業者に帰属するものである場合をいう。,○×,○,"通関業者が、通関業法若しくは通関業法に基づく命令若しくはこれらに基づく処分若しくは通関業の許可に付された条件、又は関税法その他関税に関する法令の規定に違反したとき、財務大臣は、その通関業者に対し、1年以内の期間を定めて通関業務の全部若しくは一部の停止を命じ、又は許可の取消しをすることができる(通関業者に対する監督処分 業法34条1項1号)。

そして、この「通関業者が…違反したとき」とは、法人である通関業者の代表者又は個人業者たる通関業者自らが違反した場合のほか、従業者等(通関業務に従事する者に限らず、他の業務に従事する者も含む。)が違反した場合で、その違反が通関業者の業務に関して行われ又はその結果が通関業者に帰属するものである場合をいう(同法基本通達34-1(1))。

「違反が通関業者の業務に関して行われ又はその結果が通関業者に帰属するものである場合」とされているが、これはつまり、通関業者自身の義務とされている規定や命令等(例 通関業者の名義貸しの禁止 業法17条)に違反していることを意味する。)"
通関業法（罰則）,55-20-1,通関業法第38条第1項の規定に基づく税関職員による通関業者の業務に関する帳簿書類の検査を忌避した者は、同法の規定に基づき拘禁刑に処せられることがある。,○×,×,「拘禁刑」ではなく「50万円以下の罰金」である(業法43条2号)。
通関業法（罰則）,55-20-2,通関業法第35条第1項に規定する通関士に対する懲戒処分により通関業務に従事することを停止されている者が、通関業者の関連業務に従事した場合には、同法の規定に基づき拘禁刑又は罰金に処せられることがある。,○×,×,業法43条2号では、35条1項の規定による通関業務に従事することの停止の処分に違反して「通関業務に従事」した者は、6月以下の拘禁刑又は50万円以下の罰金に処するとされる。そのため「関連業務に従事」した場合は対象外となる。
通関業法（罰則）,55-20-3,通関業者である法人の従業者である通関士が、その法人の業務に関し、関税法第111条(許可を受けないで輸出入する等の罪)の規定に該当する違反行為をして罰せられた場合には、通関業法の規定に基づき、その法人に対して罰金刑が科されることがある。,○×,×,通関業者である法人の従業者が違反行為をして罰せられた場合に、その法人も罰せられるとする両罰規定(業法45条)の対象となっているのは、通関業法違反のうち一部の違反行為であり、関税法に該当する違反行為は対象となっていないため、両罰規定の適用が無い。なお、通関業法では両罰規定の対象とはなっていないものの、関税法では両罰規定の対象となっている(117条1項)。本問では「通関業法の規定に基づき」両罰規定となるかを問われているので、それは誤りとなる。
通関業法（罰則）,55-20-4,通関業法第33条の2の規定による業務改善命令に違反した者は、同法の規定に基づき1年以下の拘禁刑又は100万円以下の罰金に処せられることがある。,○×,×,「1年以下の懲役又は100万円以下の罰金」ではなく「50万円以下の罰金」である(業法43条1号)。
通関業法（罰則）,55-20-5,通関業者である法人の従業者が、偽りその他不正の手段により通関業法第31条第1項の確認(通関業者が通関士試験に合格した者を通関士という名称を用いてその通関業務に従事させようとする場合における財務大臣の確認)を受けたときには、同法の規定に基づき、当該従業者が罰せられることがあるほか、その法人に対して罰金刑が科されることがある。,○×,○,法人の代表者、法人又は人の代理人、使用人その他の従業者が、その法人又は人の業務に関し、偽りその他不正の手段により通関業法第31条第1項の確認（通関業者が通関士試験に合格した者を通関士という名称を用いてその通関業務に従事させようとする場合における財務大臣の確認）を受けたときには、同法の規定に基づき、当該代表者、代理人又は従業者が罰せられることがあるほか、その法人に対して罰金刑が科されることがある(両罰規定 同法45条、42条1号)。
