カテゴリー,問題番号,問題,選択肢,正解,解説
通関業法（通関業の許可）,54-14-4,通関業者は、その氏名又は名称及び住所並びに法人である通関業者にあってはその役員の氏名及び住所に変更があった場合には、通関業法第12条の規定に基づき、遅滞なくその旨を財務大臣に届け出なければならない。,○×,○,通関業者は、その氏名又は名称及び住所並びに法人である通関業者にあってはその役員の氏名及び住所に変更があった場合には、遅滞なくその旨を財務大臣に届け出なければならない(業法第12条1号、4条1項1号)。
通関業法（行政処分）,54-14-5,通関業法第12条に規定する通関業者の変更等の届出に係る義務違反については、通関業者に対する監督処分の対象とされている。,○×,○,通関業者が、通関業法、通関業法に基づく命令、これらに基づく処分、通関業の許可に付された条件、又は関税法その他関税に関する法令の規定に違反したときは、通関業者に対する監督処分の対象となる(業法34条1項1号)。したがって、通関業法12条に規定する通関業者の変更等の届出に係る義務違反についても、通関業者に対する監督処分の対象とされている(基本通達34-6)。
通関業法（通関業者・通関士の義務）,54-15-1,通関業者は、通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する修正申告書について、通関士にその内容を審査させることを要しない。,○×,×,この書類は通関士に内容を審査させることを要する(業法第14条、施行令6条4号)。
通関業法（通関業者・通関士の義務）,54-15-2,通関業者は、通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する輸出申告書について、通関士にその内容を審査させなければならない。,○×,○,この書類は通関士に内容を審査させることを要する(業法第14条、施行令6条1号、業法2条1号イ(1)(一))。
通関業法（通関業者・通関士の義務）,54-15-3,通関業者は、通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する特例申告書について、通関士にその内容を審査させることを要しない。,○×,×,この書類は通関士に内容を審査させることを要する(業法第14条、施行令6条3号)。
通関業法（通関業者・通関士の義務）,54-15-4,通関業者は、通関業務を行う営業所に通関士を置くことを要しない場合には、当該営業所に通関士を置いたときであっても、当該営業所における通関業務として、他人の依頼に応じ税関官署に提出する輸入申告書について、通関士にその内容を審査させることを要しない。,○×,×,この書類は、①通関業務を行う営業所に通関士を置くことを要するときでも、②通関業務を行う営業所に通関士を置くことを要しない場合で、当該営業所に通関士を置いたときであったときでも、通関士に内容を審査させることを要する(業法第14条、施行令6条1号、業法2条1号イ(1)(一)、基本通達14-1)。
通関業法（通関業者・通関士の義務）,54-15-5, 認定通関業者である通関業者は、通関士が通関業務に従事している営業所における通関業務として、他人の依頼に応じて税関官署に提出する輸入申告書について、通関士にその内容を審査させることを要しない。,○×,×,この書類は通関士に内容を審査させることを要するとされ(業法第14条、施行令6条1号、業法2条1号イ(1)(一))、認定通関業者であれば要しないという規定はない。
通関業法（通関業者の権利）,54-16-1,税関長が、通関業者の行う通関手続に関し、税関職員に関税法第67条の輸出しようとする貨物についての必要な検査をさせるため、当該通関業者又はその従業者の立会いを求めるための通知を当該通関業者に行った場合において、当該通関業者又はその従業者が立ち会わないときは、税関職員は立会いのないまま当該検査を行って差し支えないこととされている。,○×,○,税関長は、通関業者の行なう通関手続に関し、税関職員に輸出又は輸入の際の検査をさせるときは、当該通関業者又はその従業者の立会いを求めるため、その旨を当該通関業者に通知しなければならない(業法第16条)。この通知に対し、通関業者又はその従業者が立ち会わないときは、立会いのないまま検査を行って差し支えない(同法基本通達16-1(2))。
通関業法（通関業者の権利）,54-16-2,通関業者が他人の依頼に応じて税関官署に対してした納税の申告について、更正をすべき場合において、当該更正が当該申告に係る貨物の関税率表の適用上の所属の相違に基因して、納付すべき関税の額を減少するものであるときは、税関長は、当該通関業者に対し、当該相違に関し意見を述べる機会を与えなければならない。,○×,×,通関業者が他人の依頼に応じて税関官署に対してした納税の申告について、更正をすべき場合において、当該更正が、当該申告に係る貨物の関税率表の適用上の所属又は課税価格の相違その他関税に関する法令の適用上の解釈の相違に基因して、納付すべき関税の額を増加するものであるときは、税関長は、当該通関業者に対し、当該相違に関し意見を述べる機会を与えなければならない(業法15条本文)。納付すべき関税の額を増加するものであるときは納税者に不利益があるため、通関業者に意見を述べる機会を与えて納税者を保護しているが、本問のように納付すべき関税の額を減少するものであるときはこのような不利益はないので、この規定が適用されない。
通関業法（通関業者の権利）,54-16-3,通関業者が他人の依頼に応じて税関官署に対してした納税の申告について、更正をすべき場合において、当該更正が転記の誤りに基因して、納付すべき関税の額を増加するものであるときは、税関長は、当該通関業者に対し、当該誤りに関し意見を述べる機会を与えることを要しない。,○×,○,通関業者が他人の依頼に応じて税関官署に対してした納税の申告について、更正をすべき場合において、当該更正が、当該申告に係る貨物の関税率表の適用上の所属又は課税価格の相違その他関税に関する法令の適用上の解釈の相違に基因して、納付すべき関税の額を増加するものであるときは、税関長は、当該通関業者に対し、当該相違に関し意見を述べる機会を与えなければならない。ただし、当該関税の額の増加が計算又は転記の誤りその他これに類する客観的に明らかな誤りに基因するものである場合は、この限りでない(業法15条)。客観的に見て明らかな誤りであれば、通関業者の意見を聞かなくても更正に間違いはないと考えられるから、ただし書きのような規定がある。本問はただし書きに当たる場合なので、正しい。
通関業法（通関業者の権利）,54-16-4,税関長は、通関業者の行う通関手続に関し、税関職員に関税法第43条の4第1項の保税蔵置場に置こうとする外国貨物についての必要な検査をさせるときは、当該通関業者又はその従業者の立会いを求めるため、その旨を当該通関業者に通知しなければならない。,○×,○,税関長は、通関業者の行う通関手続に関し、税関職員に関税法第43条の4第1項の保税蔵置場に置こうとする外国貨物についての必要な検査をさせるときは、当該通関業者又はその従業者の立会いを求めるため、その旨を当該通関業者に通知しなければならない(業法第16条、同法施行令7条2号)。
通関業法（通関業者の権利）,54-16-5,通関業法第16条の規定に基づく検査の立会いを求めるための税関長の通知は、口頭又は書面のいずれでも差し支えないものとされており、また、検査指定票の交付をもってこれに代えることができることとされている。,○×,○,税関長は、通関業者の行なう通関手続に関し、税関職員に関税法第六十七条の検査その他これに準ずる関税に関する法律の規定に基づく検査で政令で定めるものをさせるときは、当該通関業者又はその従業者の立会いを求めるため、その旨を当該通関業者に通知しなければならないが(業法16条)、検査の立会いを求めるための通知は、口頭又は書面のいずれでも差し支えないものとし、また、検査指定票の交付をもってこれに代えることができる(業法基本通達16-1(1))。
通関業法（通関業者・通関士の義務）,54-17-1,通関業者は、その名義を他人に通関業のため使用させてはならないこととされており、この「その名義を他人に通関業のため使用させ」とは、例えば、他人に自己の名義の印章を使用させ、自己の名義で通関業務を行わせるような場合をいう。,○×,○,業法第17条、同法基本通達17-1にその通りの規定がある。
通関業法（通関業者・通関士の義務）,54-17-2,通関業法第20条の規定に違反して、通関士の信用を害するような行為をした通関士の当該行為については、通関士に対する懲戒処分の対象とされている。,○×,○,財務大臣は、通関士が通関業法又は関税法その他関税に関する法令の規定に違反したときは、その通関士に対し、戒告し、1年以内の期間を定めてその者が通関業務に従事することを停止し、又は2年間その者が通関業務に従事することを禁止することができる(通関士に対する懲戒処分 業法35条1項)。そうすると、通関業法第20条の規定に違反して、通関士の信用を害するような行為をした通関士の当該行為については、通関士に対する懲戒処分の対象とされる。
通関業法（通関業者・通関士の義務）,54-17-3,通関士は、その名義を他人に通関業務のため使用させてはならないこととされており、通関士が自ら通関書類の審査を行うことなく他人に自己の記名をさせる場合は、この「その名義を他人に通関業務のため使用させる」ことに該当する。,○×,○,通関士は、その名義を他人に通関業務のため使用させてはならないとされており(業法33条)、「その名義を他人に通関業務のために使用させる」とは、①通関士が自ら通関書類の審査を行うことなく他人に自己の記名をさせる場合や、②同法32条1号（通関士の資格の喪失）の規定に該当し、通関士でなくなった者で異動の届出のない者が、通関書類に通関士としての自己の記名をさせる場合をいう(基本通達33-1(1))。
通関業法（通関業者・通関士の義務）,54-17-4,通関業者(法人である場合には、その役員)及び通関士その他の通関業務の従業者は、正当な理由がなくて、通関業務に関して知り得た秘密を他に漏らし、又は盗用してはならないこととされており、法令に規定する証人、鑑定人等として裁判所において陳述する場合は、この「正当な理由」があるときに該当するが、その他法令に基づく求めに応じて陳述する場合は、この「正当な理由」があるときには該当しない。,○×,×,その他法令に基づく求めに応じて陳述する場合も、「正当な理由」に当たる(業法第19条、基本通達19-1(1)ハ)。
通関業法（通関業者・通関士の義務）,54-17-5,通関業者(法人である場合には、その役員)及び通関士その他の通関業務の従業者は、正当な理由がなくて、通関業務に関して知り得た秘密を他に漏らし、又は盗用してはならないこととされており、これらの者がこれらの者でなくなった後も、同様とされている。,○×,○,業法19条にその通りの規定がある。守秘義務は、通関業者（法人である場合には、その役員）、通関士、その他の通関業務の従業者でなくなった後も、引き続き負うのである。
通関業法（通関業者・通関士の義務）,54-18-1,通関業者は、定期報告書(その取扱いに係る通関業務及び関連業務の件数、これらについて受けた料金の額その他通関業務及び関連業務に係る事項を記載した報告書)を毎年4月30日までに財務大臣に提出しなければならない。,○×,×,毎年4月30日までではなく、毎年6月30日までである(業法第22条3項、施行令10条1項)。
通関業法（通関業者・通関士の義務）,54-18-2,通関業者は、通関士その他の通関業務の従業者の異動を財務大臣に届け出なければならないこととされており、この「通関業務の従業者」とは、通関業者において通関業務に携わるかどうかにかかわらず、当該通関業者に所属している従業者全員をいう。,○×,×,この届け出における「通関業務の従業者」とは、通関業者において通関業務に携わる従業者全員をいい、当該通関業者に所属しているものの通関業務に関与していない者(例えば経理事務や施設管理のための庶務作業のみを行う者等。) については、含まないとされる(業法22条2項、基本通達22-1(3))。  
通関業法（通関業者・通関士の義務）,54-18-3,認定通関業者である通関業者は、通関士その他の通関業務の従業者の異動を財務大臣に届け出ることを要しない。,○×,×,業法22条2項により通関士その他の通関業務の従事者の異動を財務大臣に届け出る義務が通関業者には課されているが、認定通関業者だからといってこの義務を免除する規定はない。
通関業法（通関業者・通関士の義務）,54-18-4,通関業者は、通関士に異動があった場合には、当該異動の日後30日以内に、その異動の内容を財務大臣に届け出なければならない。,○×,×,「30日以内」ではなく「その都度」である(業法第22条2項、施行令9条1項)。
通関業法（通関業者・通関士の義務）,54-18-5,通関業者が帳簿に記載しなければならない通関業務及び関連業務1件ごとの明細の記載は、当該通関業者が保管する通関業務及び関連業務に関し税関官署又は財務大臣に提出した申告書、申請書、不服申立書その他これらに準ずる書類の写しに所要の事項を追記することによってすることができる。,○×,○,"通関業者が設ける帳簿には、通関業者の通関業務を行う営業所ごとに、その営業所において取り扱った通関業務（関連業務を含む。）の種類に応じ、①その取り扱った件数及び受ける料金を記載するとともに、②その一件ごとに、依頼者の氏名又は名称、貨物の品名及び数量、通関業務に係る申告書、申請書、不服申立書その他これらに準ずる書類の税関官署又は財務大臣への提出年月日、その受理番号、通関業務につき受ける料金の額その他参考となるべき事項を記載しなければならない(業法22条1項、施行令8条1項)。

この帳簿は、「通関業務取扱台帳」(税関様式B-1170)と「通関業務取扱明細簿」(税関様式B-1171)に分けられ、①は台帳へ、②は明細なので明細簿へ記載する。この明細の記載は、通関業者が保管する、通関業務に関し税関官署又は財務大臣に提出した申告書、申請書、不服申立書その他これらに準ずる書類の写し(同令8条2項1号)に、所要の事項を追記することによってすることができ(同条4項)、明細簿への記入については、当該写しの保管をもって代えることができる(同法基本通達22-1(1))。つまり、明細を追記した当該写しを保管していれば、その追記の部分については明細簿の保管が不要となる。"
通関業法（通関士の資格）,54-19-1,通関業者は、他の通関業者の通関業務に通関士として従事している者について、通関業法第31条の規定による財務大臣の確認を受け、当該他の通関業者における通関士と併任して、その通関業務に通関士として従事させることができる。,○×,○,業法31条1項には、通関士の確認のためには財務大臣への届出を要することが規定されているが、 この届出について基本通達31-(4)では「届出に係る通関士が他の通関業者の通関業務に従事する通関士であるときは、 当該併任について異議がない旨の当該通関業者の承諾書を添付させて確認を行う。」とされており設問のような併任が可能であることを前提にしている。
通関業法（通関士の資格）,54-19-2,精神の機能の障害により通関業務を適正に行うに当たって必要な認知、判断及び意思疎通を適切に行うことができない者は、通関士となることができない。,○×,○,業法第31条2項1号、6条1号では、心身の故障により通関業務を適正に行うことができない者として財務省令で定めるものは、通関士となることができないと定められている。そして、この「心身の故障により通関業務を適正に行うことができない者として財務省令で定めるもの」とは、同法施行規則1条の2により、精神の機能の障害により通関業務を適正に行うに当たって必要な認知、判断及び意思疎通を適切に行うことができない者とされている。「心身の故障により通関業務を適正に行うことができない者として財務省令で定めるもの」＝「精神の機能の障害により通関業務を適正に行うに当たって必要な認知、判断及び意思疎通を適切に行うことができない者」である。
通関業法（通関士の資格）,54-19-3,通関業者は、通関士試験に合格した者であれば派遣労働者(労働者派遣事業の適正な運営の確保及び派遣労働者の保護等に関する法律第 2 条第 2 号に規定する派遣労働者をいう。)であっても、通関業法第31条の規定による財務大臣の確認を受け、通関士という名称を用いてその通関業務に従事させることができる。,○×,○,業法31条1項には、通関士の確認のためには財務大臣への届出を要することが規定されているが、基本通達22-1(4)では派遣労働者も確認を受けて通関士として通関業務に従事できることが前提となっている。
通関業法（通関士の資格）,54-19-4,通関業者の通関業務に従事する者が、通関士試験に合格したときは、通関業法第31条の規定による財務大臣の確認を受けることなく、通関士という名称を使用することができる。,○×,×,財務大臣の確認を受けないと通関士という名称は名乗れない(業法2条4号、31条1項、40条2項)。
通関業法（通関士の資格）,54-19-5,通関業法又は関税法その他関税に関する法令の規定に違反して、通関士に対する懲戒処分として通関業務に従事することを禁止された者であって、その処分を受けた日から2年を経過しないものは、通関士となることができない。,○×,○,"通関士に対する懲戒処分として通関業務に従事することを停止された者であって、停止の期間が経過しないものは、通関士となることができないが(業法31条2項3号ロ)、通関士に対する懲戒処分として通関業務に従事することを禁止された者であって、その処分を受けた日から2年を経過しないものは、通関士となることができない(同項1号、6条8号)。停止と禁止で扱いが異なるので紛らわしいが、本問は禁止の方であり、正しい。

なお、通関士が禁止処分を受けた場合には、同法32条2号（通関士の資格の喪失）の規定に該当し、その資格を喪失するので、禁止期間経過後通関士として通関業務に従事しようとするときは、改めて通関士の確認(同法31条)を受ける必要があるが、通関士が停止処分を受けた場合は、停止期間経過後、直ちに通関士として通関業務に従事することができる(同法基本通達35-1(2))。"
通関業法（行政処分）,54-20-1,財務大臣は、通関業の適正な遂行のために必要があると認めるときは、その必要の限度において、通関士に対し、その業務の運営の改善に必要な措置をとるべきことを命ずることができる。,○×,×,「通関士に対し」ではなく、「通関業者に対し」である(業法33条の2)。
通関業法（行政処分）,54-20-2,財務大臣は、通関士に対する懲戒処分として、通関士に対し、その者が通関業務に従事することを停止し、又は禁止することができることとされており、この「通関業務に従事することを停止し、又は禁止する」とは、通関士として通関業務に従事することを停止し、又は禁止することをいい、その他の通関業務の従業者として通関業務に従事することを停止し、又は禁止することは含まれない。,○×,×,懲戒処分(業法35条1項)にいう「通関業務に従事することを停止し、又は禁止する」とは、 通関士として通関業務に従事することを停止し、又は禁止することのほか、その他の通関業務の従業者として通関業務に従事することをも停止し、又は禁止することをいうとされる(基本通達35-1(1))。
通関業法（行政処分）,54-20-3,財務大臣は、通関士が通関業法の規定に違反したときは、通関士に対する懲戒処分として、その通関士に対し、戒告し、2年以内の期間を定めてその者が通関業務に従事することを停止し、又は3年間その者が通関業務に従事することを禁止することができる。,○×,×,「2年以内」→「1年以内」、「3年間」→「2年間」である(業法35条1項)。
通関業法（行政処分）,54-20-4,通関業法第22条に規定する通関業者の記帳、届出、報告等に係る義務違反については、通関業者に対する監督処分の対象とされていない。,○×,×,業法34条1項1号により、通関業法の違反はすべて監督処分の対象とされている。
通関業法（行政処分）,54-20-5,通関業者に対する監督処分として、通関業者に対し、通関業務の停止を命ずる場合において、当該停止の期間が終了した後の当該通関業者につき通関業の適正な執行のために必要があると認めるときは、当該通関業者に対し、業務改善命令を併せて発することとされている。,○×,○,業法基本通達34-7にその通りの規定がある。
