カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
法定納期限と納期限,58-9-5,A,賦課課税方式が適用される郵便物に係る関税については、当該郵便物につき関税法第63条第1項（保税運送）又は第77条第6項（郵便物の関税の納付等）の税関長の承認を受けた場合を除き、当該郵便物を受け取った日の翌日から起算して1月を経過する日までに、これを納付し、又はその納付を日本郵便株式会社に委託しなければならない。,○×,×,"賦課課税方式が適用される郵便物ということは簡易手続の対象となる郵便物である。この郵便物の納期限については、郵便物を受け取ろうとする者は、受け取る前に、税額に相当する関税を納付し、又は関税の納付を日本郵便株式会社に委託しなければならない旨が規定されていることから(関77条3項)、郵便物の交付までに納付すればよいということになる。つまり納期限は、交付の日となる。
[参照　第2編（関税法）-第17章（関税の納付、法定納期限と納期限、還付）-2.法定納期限と納期限-（2）原則、（3）例外-⑨簡易手続対象となる郵便物]"
関税法等の特例法,58-10-1,A,コンテナーに関する通関条約の規定により関税及び消費税の免除を受けて輸入したコンテナーを輸出しようとする者が、その輸出申告に際し、当該コンテナーの種類、記号及び番号等を記載した「積卸コンテナー一覧表」を税関長に提出した場合には、税関長は、関税法第67条の規定による輸出申告があったものとみなすことができる。,○×,○,"積卸コンテナー一覧表を税関長に提出した場合、税関長は、輸出申告があったものとみなすことができる(コンテナー特例令2条)。
[参照　第2編（関税法）-第3章（輸出入申告）-3.申告の方法-（3）例外2 申告書以外の書面提出、第5編（関税法等の特例法）-1.コンテナー特例法-（2）手続]"
輸出通関,58-10-2,A,航空機によって輸出される貨物であって、1品目の価格が30万円以下のものの輸出手続については、Air Waybillをもって輸出申告書に代えることができるものとされている。,○×,×,"航空機によって輸出される貨物であって、1品目の価格が「20万円」以下のものの輸出手続については、Air Way billをもって輸出申告書に代えることができる(関通67-2-1(2))。
[参照　第2編（関税法）-第3章（輸出入申告）-3.申告の方法-（3）例外2 申告書以外の書面提出]"
輸出通関,58-10-3,C,本邦から出国する旅客が外国為替令第8条の2第1項第2号（支払手段等の輸出入の届出）に掲げる貴金属を携帯して輸出する場合には、税関長は、輸出申告を口頭で行わせることができる。,○×,×,"携帯品であっても、合計重量1kgを超える貴金属（金に限る。）で、金の含有量が90%以上のものは、「支払手段等の携帯輸出申告書」という書面の提出により申告する(関令58条、外国為替令8条の2第1項2号)。外国為替令8条の2第1項2号という条文がこのことを指していると暗記している受験生はほぼいないと思われるが、内容を書かずに特定の条文に該当する貴金属だと書いているのだから、その内容は受験生レベルでも知っているものであり、おそらく口頭で輸出申告が可能な携帯品の貴金属のことではないかと推測するくらいはできる。確実に正解できる保証はないが、勘のいい受験生はこういうところで試験委員の意図を推測して正答率を上げている。
[参照　第2編（関税法）-第3章（輸出入申告）-3.申告の方法-（2）例外1 携帯品の輸出申告]"
輸出通関,58-10-4,A,コンテナーに詰められた状態で輸出の許可を受けるため保税地域に搬入される貨物について、輸出申告の後、保税地域に搬入される前に関税法第67条の規定による検査が行われた場合は、税関職員は、当該貨物が保税地域に搬入された後に検査を行うことはできないこととされている。,○×,×,"搬入前検査を行った貨物であっても、必要があると認めるときは、保税地域等への搬入後に検査を行うことができる(関67条、関通67-1-7(5))。
[参照　第2編（関税法）-第3章（輸出入申告）-7.審査、検査]"
輸出申告の特例,58-10-5,A,特定輸出者は、輸出しようとする貨物を他の貨物と混載することなく外国貿易船に積み込んだ状態で特定輸出申告をする場合には、あらかじめ税関長から本船扱いの承認を受けることを要しないこととされている。,○×,○,"貨物を混載することなく外国貿易船に積み込んだ状態で輸出申告をする場合（本船扱い）には、税関長の承認を受けて本船扱いの手続をしなければならないが(関67条の2第2項)、このような貨物について特定輸出申告を行う場合には、本船扱いの手続を要しない(関67条の3第1項、関通67の2-1)。 つまり、本船扱いをすることにつき税関長の承認を受けなくても、本船に貨物を載せたまま検査や輸出許可が受けられる。
[参照　第2編（関税法）-第3章（輸出入申告）-1.申告先-（2）例外1 本船扱い、ふ中扱い、（3）例外2 申告の特例、第2編（関税法）-第4章（輸出入申告の特例）-1.輸出申告の特例-（1）特徴]"
輸入申告の特例,58-11-1,A,貨物を輸入しようとする者であって、当該貨物の輸入に係る通関手続を認定通関業者に委託した者は、当該貨物が保税地域等に搬入される前に輸入申告を行った場合であっても、当該貨物が保税地域等に搬入された後でなければ輸入の許可を受けることができないこととされている。,○×,○,"貨物を輸入しようとする者であって、貨物の輸入に係る通関手続を認定通関業者に委託した者が、貨物が保税地域等に搬入される前に輸入申告を行った場合というのは、特例委託輸入者として輸入申告の特例を利用するということだから、貨物が保税地域等に搬入される前でも輸入申告ができる(関67条の2第3項3号)。しかし、搬入した後でなければ輸入の許可は受けることができない(関通67-3-18)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（1）特徴]"
輸入申告の特例,58-11-2,A,特例輸入者であって、その特例申告に係る期限内特例申告書をその提出期限までに提出していない者は、その提出期限後においては、関税法第7条の16第2項（決定）の規定による決定がされる前であっても、その期限内特例申告書に記載すべきものとされている事項を記載した特例申告書を税関長に提出することができない。,○×,×,"期限後は、期限後特例申告書を提出できる(関7条の4)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（7）期限内特例申告と期限後特例申告]"
特恵関税、経済連携協定,58-11-3,A,輸入しようとする外国貨物を保税蔵置場に置くことの承認の申請の際に、当該外国貨物につき経済連携協定における関税についての特別の規定による便益の適用を受けるために締約国原産地証明書を税関長に提出した場合にあっては、当該外国貨物の輸入申告の際には、当該締約国原産地証明書の写しを当該税関長に提出することを要しない。,○×,○,"締約国原産地証明書は、外国貨物を保税蔵置場に置くことの承認（蔵入承認）の申請の際に提出すれば、その後の輸入申告の際の提出は不要となる(関令36条の3第3項)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,58-11-4,A,輸入しようとする貨物について、世界貿易機関を設立するマラケシュ協定附属書一Aの千九百九十四年の関税及び貿易に関する一般協定における関税の規定による便益に係る税率（WTO協定税率）の適用を受けようとする場合において、当該貨物の課税価格の総額が20万円以下であるときは、当該貨物が当該便益の適用を受ける外国（その一部である地域を含む。）の生産物であることを証明した原産地証明書を税関長に提出することを要しない。,○×,○,"WTO協定税率の適用を受けようとする場合において、貨物の課税価格の総額が20万円以下であるときは、原産地証明書の提出が不要となる(関令61条1項1号)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
輸入してはならない貨物,58-11-5,A,税関長は、輸入されようとする貨物が特許権を侵害する物品に該当するか否かについての認定手続において、関税法第69条の12第1項（輸入してはならない貨物に係る認定手続）の規定による認定をするために必要があると認めるときは、当該特許権に関し学識経験を有する者であってその認定手続に係る事案の当事者と特別の利害関係を有しないものを専門委員として委嘱し、当該専門委員に対し、当該貨物が当該特許権を侵害する物品に該当するか否かに関する技術的範囲について意見を求めることができる。,○×,×,"特許権を侵害する物品に該当するか否かについての認定手続において、技術的範囲について意見を求めることができる先は、専門委員ではなく特許庁長官である(関67条の17第1項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-2.認定手続]"
保税地域,58-12-1,A,関税法第34条の2（記帳義務）の規定に基づき、保税蔵置場において貨物を管理する者は、その管理する外国貨物（信書を除く。）についての帳簿を設け、当該外国貨物の搬出入に立ち会った者の氏名を当該帳簿に記載しなければならない。,○×,×,"保税蔵置場において貨物を管理する者は、その管理する外国貨物（信書を除く。）についての帳簿を設け、その外国貨物の搬出入についての事項を記載しなければならないが、立ち会った者の氏名は記載事項となっていない(関令29条の2第1項1号、7号)。
[参照　第2編（関税法）-第10章（保税地域）-8.共通ルール2（保税地域に共通する事項）-（2）記帳義務]"
保税地域,58-12-2,A,保税工場において、税関長の承認を受けて、外国貨物と内国貨物とを混じて使用したときは、これによってできた製品は、すべて外国から本邦に到着した外国貨物とみなされる。,○×,×,"税関長の承認を受けて内外貨混合使用をしたときは、できた製品のうち外国貨物の数量に対応するものを外国から本邦に到着した外国貨物とみなす(関59条2項)。
[参照　第2編（関税法）-第10章（保税地域）-4.保税工場-（3）内外貨混合使用]"
保税地域,58-12-3,A,税関長は、指定保税地域において貨物を管理する者が指定保税地域の業務について関税法の規定に違反したときは、期間を指定して、当該指定保税地域において貨物を管理する者の管理に係る外国貨物又は輸出しようとする貨物を当該指定保税地域に入れることを停止させることができる。,○×,○,"税関長は、指定保税地域において貨物を管理する者（貨物管理者）又はその代理人、支配人その他の従業者が指定保税地域の業務について関税法に違反したときは、期間を指定して、その貨物管理者の管理する外国貨物や輸出しようとする貨物について、指定保税地域に入れることを停止させることができる(関41条の2第1項)。
[参照　第2編（関税法）-第10章（保税地域）-2.指定保税地域-（4）取消し、搬入停止-②外国貨物の搬入停止]"
保税地域,58-12-4,A,財務大臣は、指定保税地域を利用して行われる外国貿易の減少その他の事由によりその全部又は一部を存置する必要がないと認めるときは、その指定保税地域の指定を取り消すことができる。,○×,○,"財務大臣は、指定保税地域を利用して行われる外国貿易の減少等の理由で、その全部又は一部を存置する必要がないと認めるときは、指定保税地域の指定を取り消すことができる(関37条2項)。
[参照　第2編（関税法）-第10章（保税地域）-2.指定保税地域-（4）取消し、搬入停止-①指定保税地域の取消し]"
保税地域,58-12-5,A,保税蔵置場の許可を受けた者は、当該保税蔵置場の貨物の収容能力の減少を伴う工事をしたときは、その工事の後に遅滞なく、その旨を税関に届け出なければならない。,○×,×,"保税地域の許可を受けた者は、保税地域の貨物の収容能力を増減させるときや、改築、移転その他の工事をしようとするときは、あらかじめその旨を税関に届け出なければならない(関44条1項、61条の4、62条の7、62条の15)。あらかじめなので、工事後に届け出てはいけない。
[参照　第2編（関税法）-第10章（保税地域）-9.共通ルール3（指定保税地域以外の保税地域に共通する事項）-（2）貨物の収容能力の増減等の届出]"
課税価格の決定,58-13-1,A,輸入取引の契約において、FOB契約により買手が輸入港までの運賃を負担し、船舶により運送されることとされていた輸入貨物が航空機によって運送された場合には、航空運送貨物に係る課税価格の決定の特例の規定の適用を受ける場合を除き、その運送方法の変更に伴う費用の額は、その負担者を問わず、現実支払価格に加算するが、当該費用の額が当該輸入取引の契約における取決めに従って売手により負担されるときは、その売手により負担される額は現実支払価格に含まれているものとして取り扱うこととされている。,○×,○,"船舶により運送されることとされていた輸入貨物が航空機によって運送されることになったため運賃が増加したような場合、FOBのように元々輸入港までの運賃を買手が負担する契約であれば、その増加分は売手と買手のどちらが負担しても別途加算するが、CIFのように売手が負担する契約であれば、その増加分も売手が元々負担すべきなのだから現実支払価格に既に含まれている（加算済み）として別途加算はしない(関率通4-8(6)ハ)。なお、航空運賃特例(関率4条の6第1項)の適用があるときはそれによる。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（2）輸入港に到着するまでの運送に要する運賃、保険料その他当該運送に関連する費用-①運賃等（運賃、保険料その他当該運送に関連する費用）-ⅱ運賃等と現実支払価格]"
課税価格の決定,58-13-2,A,輸入貨物が輸入港に到着するまでの運送に係る保険料は課税価格に算入することとされているが、国内運送に係る保険料は、いかなる場合でも課税価格に含まれないこととされている。,○×,×,"基本的には国内運送の保険料は課税価格に含まれないが、輸入港到着後の保険料の額が明らかでなく、その明らかでない額を含んだ額しか分からない場合は、その明らかでない額を含んだ額を輸入港までの保険料とする(関率通4-8(7)ヘ)。輸入港到着までの保険料と国内運送の保険料の内訳が不明で、両方合わせた額だけが分かるなら、両方合わせた額を輸入港までの保険料として加算するのである。つまり、国内運送の保険料であっても金額が明らかでない部分は課税価格に含まれる。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（2）輸入港に到着するまでの運送に要する運賃、保険料その他当該運送に関連する費用-⑤運賃等に含まれない費用]"
課税価格の決定,58-13-3,B,輸入貨物が輸入港に到着するまでの運送に要する運賃、保険料その他当該運送に関連する費用は課税価格に算入することとされており、この「その他当該運送に関連する費用」には、当該輸入貨物につき現実支払価格に含まれていない限度において、輸出の際に税関手続等に要した費用を含むこととされている。,○×,○,"輸出の際に税関手続等に要した費用は、「その他当該運送に関連する費用」に含まれる(関率通4-8(5)ロ)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（2）輸入港に到着するまでの運送に要する運賃、保険料その他当該運送に関連する費用-④その他当該運送に関連する費用]"
課税価格の決定,58-13-4,C,輸入貨物の生産及び輸入取引に関連して、買手により無償で直接に提供された当該輸入貨物に組み込まれている材料である物品のうち、当該買手と特殊関係にない者から当該買手が取得したものについては、当該物品を取得するために当該買手が通常要する費用が課税価格に加算されるが、この「通常要する費用」には、一般的な競争的条件の下に輸入貨物の買手が当該物品を購入するとした場合に、その購入のために通常必要とされる費用を含むこととされている。,○×,○,"その通りである(関率通4-12(5))。一般的な競争条件の下に輸入貨物の買手が当該物品を購入するとした場合にその購入のために通常必要とされる費用とは、普通の市場で買うときの価格という意味であり、特別に安いルートや高いルートで購入する場合ではないことを意味している。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（4）無償提供物品・役務-②共通ルール-ⅲ特殊関係者からの取得等]"
課税価格の決定,58-13-5,A,輸入貨物に係る取引の状況その他の事情からみて、買手により支払われた当該輸入貨物を本邦において再販売するための権利を取得するための対価は、当該輸入貨物の輸入取引をするために支払われたものでない場合であっても、当該輸入貨物の課税価格に算入することとされている。,○×,×,"輸入貨物に係る取引の状況その他の事情からみて、買手により支払われた当該輸入貨物を本邦において頒布し又は再販売するための権利を取得するための対価は、当該輸入貨物の輸入取引をするために支払われたものでないときは、当該輸入貨物の課税価格に算入しない(関率通4-13(6))。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（5）特許権等-①概要]"
外国為替及び外国貿易法,58-14-1,C,絶滅のおそれのある野生動植物の種の国際取引に関する条約附属書Ⅱに掲げる種に属する動物又は植物を輸入する場合であっても、その輸入申告の際に、輸出国の管理当局が発給した原産地証明書を税関に提出したときは、経済産業大臣の輸入の承認を受けることを要しない。,○×,×,"絶滅のおそれのある野生動植物の種の国際取引に関する条約（ワシントン条約）附属書Ⅱに掲げる種に属する動植物は、そのうち一部の輸入に際しては経済産業大臣の輸入承認を要するが(輸入令4条1項2号、3号)、管理当局の発給した原産地証明書があれば承認が不要となる規定は存在しない。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-②輸入承認を要する場合（原則）、③輸入承認及び輸入割当てが不要な場合（特例、逆委託加工貿易）-ⅰ特例]"
外国為替及び外国貿易法,58-14-2,B,委託加工貿易契約による加工原材料の輸出について輸出貿易管理令第2条第1項第2号の規定による経済産業大臣の輸出の承認を受けた者が、その承認を受けたところに従って輸出した加工原材料を加工した貨物につき、当該承認を受けた日から2年以内に輸入する場合には、経済産業大臣の輸入の承認を受けることを要しない。,○×,×,"委託加工貿易契約（革、毛皮、皮革製品及びこれらの半製品の加工に限る。）による貨物（皮革及び皮革製品の半製品を加工原材料とするものに限る。）の輸出については原則として輸出承認を要するが、輸出承認を受けた日から1年以内に再輸入するするときは、輸入承認は不要となる(輸入令4条3項、輸入規3条1項)。2年以内ではない。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-③輸入承認及び輸入割当てが不要な場合（特例、逆委託加工貿易）-ⅰ特例]"
外国為替及び外国貿易法,58-14-3,B,輸入割当証明書は、その交付の日から4月（経済産業大臣がこれと異なる期間を定めたときは、その期間）以内に、当該交付に係る貨物について、経済産業大臣への輸入承認申請書の提出又は輸入承認申請様式に記載すべき事項の入出力装置からの入力がなされないときは、経済産業大臣が特に必要があると認めてその期間を延長したときを除き、その効力を失うものとされている。,○×,○,"輸入割当証明書の有効期間は交付の日から4月（経済産業大臣が延長可。）であり、この有効期間内に輸入承認を申請する必要がある(輸入規2条2項、4項)。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-②輸入承認を要する場合（原則）-ⅱ輸入割当品目（IQ品目）]"
外国為替及び外国貿易法,58-14-4,B,経済産業大臣の輸入の承認を受けるべきものとして公表された品目に該当する貨物を仮に陸揚げしようとするときは、当該承認を受けることを要しない。,○×,○,"仮陸揚貨物は、経済産業大臣の輸入承認が不要となる(輸入令14条3号)。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-③輸入承認及び輸入割当てが不要な場合（特例、逆委託加工貿易）-ⅰ特例]"
外国為替及び外国貿易法,58-14-5,B,政府機関が経済産業大臣の定める貨物の輸入を行う場合には、輸入貿易管理令の規定は適用されず、経済産業大臣以外の政府機関は、当該輸入について、あらかじめ、経済産業大臣に協議することも要しない。,○×,×,"政府機関が経済産業大臣の定める貨物の輸入を行う場合は、輸入貿易管理令の規定を適用しない。ただし、経済産業大臣以外の政府機関は、その輸入について、あらかじめ経済産業大臣に協議しなければならない(輸入令19条1項)。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（2）手続]"
罰則（関税法）,58-15-1,C,関税法第67条（輸出又は輸入の許可）の申告に際し、通関業者の偽った申告により貨物を輸入した場合には、当該偽った申告をした通関業者についても罰せられることがある。,○×,○,"輸入申告に際し、通関業者の偽った申告により貨物を輸入した場合には、その偽った申告をした通関業者について5年以下の拘禁刑若しくは1,000万円以下の罰金に処し、又はこれを併科する。ただし、当該犯罪に係る貨物の価格の5倍が1,000万円を超えるときは、罰金は、当該価格の5倍以下とする(関111条1項、2項)。
[参照　第2編（関税法）-第25章（罰則）-2.関税法の罰則-（3）無許可輸出入等の罪]"
罰則（関税法）,58-15-2,C,関税法第110条第1項（関税を免れる等の罪）の犯罪に係る貨物について、その関税が納付されていないことを知って当該貨物を有償で取得した者は、関税法に基づき罰せられることはない。,○×,×,"関税法第110条第1項（関税を免れる等の罪）の犯罪に係る貨物について、その関税が納付されていないことを知って貨物を有償で取得した者は、5年以下の拘禁刑若しくは500万円以下の罰金に処し、又はこれを併科する(関112条1項)。
[参照　第2編（関税法）-第25章（罰則）-2.関税法の罰則-（4）密輸貨物の運搬等の罪]"
罰則（関税法）,58-15-3,C,法人の従業者がその法人の業務について、関税法第111条第1項第1号（許可を受けないで輸出入する等の罪）に該当する違反行為をしたときは、その違反行為をした法人の従業者は関税法に基づき罰せられることがあり、その法人も関税法に基づき罰せられることがある。,○×,○,"法人の従業者がその法人の業務について、関税法111条1項1号（許可を受けないで輸出入する等の罪）に該当する違反行為をしたときは、両罰規定が存在する(関117条1項)。
[参照　第2編（関税法）-第25章（罰則）-2.関税法の罰則-（3）無許可輸出入等の罪]"
罰則（関税法）,58-15-4,C,税関長の許可を受けないで金の地金を輸入したとして、関税法第111条第1項第1号（許可を受けないで輸出入する等の罪）に基づき罰せられたときは、関税法第118条第1項の規定により当該金の地金は没収されることがある。,○×,×,"関税法111条1項1号（許可を受けないで輸出入する等の罪）犯罪に係る貨物は没収されるが(関118条1項本文)、没収対象の貨物は輸入制限貨物等（酒、たばこ、国の専売品又は非自由化品目（輸入割当対象品目のこと。））のいずれかに限られる(関118条3項)。金の地金は対象となっていない。
[参照　第2編（関税法）-第25章（罰則）-2.関税法の罰則-（2）関税を免れる等の罪、（3）無許可輸出入等の罪]"
罰則（関税法）,58-15-5,C,関税法第23条第1項（船用品又は機用品の積込み等）に規定する税関長の承認を受けないで外国貨物である機用品を本邦と外国との間を往来する航空機に積み込んだ者は、1年以下の拘禁刑又は50万円以下の罰金に処せられることがある。,○×,○,"税関長の承認を受けずに船用品又は機用品を積み込んだ者は、1年以下の懲役（令和7年度改正により現在は拘禁刑。）若しくは50万円以下の罰金に処する(関114条の2第7号)。
[参照　第2編（関税法）-第25章（罰則）-2.関税法の罰則-（5）その他の罪-②承認を受けず船用品又は機用品を積み込む罪]"
定義（関税法等）,58-16-1,A,外国から本邦に到着した貨物（本邦の船舶により外国の排他的経済水域の海域で採捕された水産物を含む。）又は輸出の許可を受けた貨物を本邦に（保税地域を経由するものについては、保税地域を経て本邦に）引き取ることは、関税法第2条第1項第1号（定義）に規定する「輸入」に該当する。,○×,×,"輸入とは、外国から本邦に到着した貨物（外国の船舶により公海で採捕された水産物を含む。）又は輸出の許可を受けた貨物を本邦に（保税地域を経由するものについては、保税地域を経て本邦に）引き取ることをいう(関2条1項1号)。外国から本邦に到着した貨物には、本邦の船舶により公海で採捕された水産物を含まない。
[参照　第2編（関税法）-第1章（関税法の定義）-1.定義-（8）輸入]"
輸入申告の特例,58-16-2,A,特例委託輸入者が行う特例申告（特例申告書の提出によって行う関税法第7条第1項（申告）の申告）に係る貨物は、同法第7条の2第2項（申告の特例）に規定する「特例申告貨物」に該当しない。,○×,×,"特例申告貨物とは、特例輸入者が行う特例申告に係る貨物と、特例委託輸入者が行う特例申告に係る貨物である(関7条の2第1項)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（1）特徴]"
関税の確定,58-16-3,A,先にした納税申告、更正又は関税法第7条の16第2項の規定による決定により納付すべき税額に不足額がある場合において、当該納税申告、更正又は決定に係る課税標準又は納付すべき税額を修正する申告は、同法第7条の14第1項（修正申告）に規定する「修正申告」に該当する。,○×,○,"該当する(関7条の14第1項)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-1.申告納税方式-（2）輸入者が行う手続-②修正申告]"
特恵関税、経済連携協定,58-16-4,A,輸入申告に係る貨物が経済連携協定の規定に基づき当該経済連携協定の締約国の原産品とされるものであることを申告する書類であって、当該経済連携協定の規定に基づき作成されたものは、関税法施行令第61条第1項第2号ハに規定する「締約国品目証明書」に該当する。,○×,×,"輸入申告に係る貨物が経済連携協定の規定に基づき当該経済連携協定の締約国の原産品とされるものであることを「申告」する書類であって、当該経済連携協定の規定に基づき作成されたものは、締約国原産品申告書であり、締約国品目証明書ではない(関令61条1項2号イ(2))。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
定義（関税法等）,58-16-5,A,貨物を特定の国（公海並びに本邦の排他的経済水域の海域及び外国の排他的経済水域の海域で採捕された水産物については、これを採捕したその国の船舶を含む。）から他の国に向けて送り出すことは、関税定率法第2条に規定する「輸出」に該当しない。,○×,×,"関税定率法にいう輸出とは、内国貨物を外国に向けて送り出すことに加えて、貨物を特定の国から他の国に向けて送り出すことや、特定の国の船舶が公海（排他的経済水域を含む。）で採捕した水産物を他の国に向けて送り出すことも含む(関率2条)。
[参照　第2編（関税法）-第1章（関税法の定義）-1.定義-（10）輸出、積戻し]"
関税の確定,58-17-1,A,申告納税方式とは、納付すべき税額が納税義務者のする申告により確定することを原則とし、その申告がない場合又はその申告に係る税額の計算が関税に関する法律の規定に従っていなかった場合その他当該税額が税関長の調査したところと異なる場合に限り、税関長の処分により確定する方式をいい、納付すべき税額がないことの確定については、賦課課税方式が適用される。,○×,×,"申告納税方式とは、納付すべき税額「又は納付すべき税額がないこと」が納税義務者のする申告により確定することを原則とし、その申告がない場合又はその申告に係る税額の計算が関税に関する法律の規定に従っていなかった場合その他当該税額が税関長の調査したところと異なる場合に限り、税関長の処分により確定する方式である(関6条の2第1項1号)。納付すべき税額がないことの確定について、賦課課税方式が適用されるのではない。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-1.申告納税方式-（1）申告納税方式の内容]"
関税の確定,58-17-2,A,関税定率法第7条第1項の規定により、貨物、当該貨物の供給者及び期間を指定し、当該指定された供給者に係る当該指定された貨物で当該指定された期間内に輸入されるものについて課される相殺関税の額の確定については、すべて賦課課税方式が適用される。,○×,×,"相殺関税や不当廉売関税は原則申告納税方式であるが、遡及適用の場合は賦課課税方式となる(関率7条3項、8条2項)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-2.賦課課税方式-（2）賦課課税方式の適用範囲]"
減免戻し税,58-17-3,C,関税定率法第17条第1項（再輸出免税）の規定により関税の免除を受けた貨物が同項各号に掲げる用途以外の用途に供された場合には、当該貨物の納税義務者はその旨を税関に届け出た後に、当該貨物の品名並びに数量及び価格その他必要な事項を税関長に申告し、その免除を受けた関税を税関長に納付しなければならない。,○×,×,"再輸出免税を受けた貨物を再輸出の期間内に用途以外の用途に供する場合には、あらかじめ、貨物の置かれている場所を所轄する税関長へ、品名、数量、輸入の許可に係る税関、その許可の年月日及び輸入の許可書の番号（特例申告貨物にあつては、特例申告書の提出の年月日及び特例申告書の番号を含む。）並びに新たに供しようとする用途及びその年月日を記載した届出書をその置かれている場所を所轄する税関長に提出しなければならない(関率令37条1項)。つまり、問題文に書かれているような必要事項を届け出るのであって、届け出た後に別途申告するのではない。少し細かいことを問われているように思えるが、届出を行うのにわざわざ必要事項を分けてその後申告するという点に違和感を感じることはできる。また、用途外用途に「供された場合」に届出を行うとしているが、あらかじめ届出を行なってから用途外用途に供するので、この点は明確に誤りとなる。
 [参照　第3編（関税定率法、関税暫定措置法）-第6章（減免戻し税4（再輸出））-1.再輸出免税（関率17条）-（3）手続]"
関税の確定,58-17-4,A,過少申告加算税及び無申告加算税は、税関長から納税の告知がされた後、納税義務者が納付すべき税額を申告することにより当該税額が確定する。,○×,×,"加算税額の確定は賦課課税方式であるが、納税告知は不要である(関9条の3第1項)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-2.賦課課税方式-（3）賦課決定と納税告知]"
関税額,58-17-5,A,関税の確定金額に1,000円未満の端数があるとき、又はその全額が1,000円未満であるときは、その端数金額又はその全額を切り捨てる。,○×,×,"関税の確定金額に100円未満の端数があるとき、又はその全額が100円未満であるときは、その端数金額又はその全額を切り捨てる(関13条の4、国税通則法119条1項)。関税額の計算において、計算結果の端数は100円未満切り捨てということである。1,000円未満で切り捨てるのは課税価格である。
 [参照　第3編（関税定率法、関税暫定措置法）-第1章（課税要件2（課税標準、税率、関税額計算））-3.関税額計算-（2）従価税品]"
輸出通関,58-18-1,A,輸出しようとする貨物の本船甲板渡し価格を計算する場合において、外国通貨により表示された価格の本邦通貨への換算は、当該貨物を外国貿易船等に積み込む日の属する週の前々週における実勢外国為替相場の週間の平均値による。,○×,×,"輸出申告の申告価格は、本邦の輸出港における本船甲板渡し価格（FOB価格）であり、申告価格は原則として、輸出申告の⽇の属する週の前々週における実勢外国為替相場の当該週間の平均値に基づき税関⻑が公⽰する相場で日本円に換算して計算する(関令59条の2第4項、5項)。これはつまり、為替レートは通常、輸出申告の⽇の属する週の2週間前（前々週）のもので計算するということである。本問は、「貨物を外国貿易船等に積み込む日の」という点が誤りとなる。
[参照　第2編（関税法）-第3章（輸出入申告）-5.申告すべき数量と価格]"
輸出申告の特例,58-18-2,A,特定輸出申告は、その申告に係る貨物を保税地域等に入れることなく行うことができるが、当該貨物についての輸出の許可は、当該貨物を保税地域等に入れた後でなければ受けることができない。,○×,×,"特定輸出申告は、その申告に係る貨物を保税地域等に入れることなく行うことができるし、貨物を保税地域等に搬入せず輸出許可を受けることができる(関67条の3第3項)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-1.輸出申告の特例-（1）特徴]"
輸出通関,58-18-3,A,特定輸出者は、輸出しようとする貨物について、いずれかの税関長の許可を受けることにより、税関長が指定した場所以外の場所で関税法第67条（輸出又は輸入の許可）の検査を受けることができる。,○×,×,"指定された場所以外の場所で検査を受けようとする者は、貨物の品名、数量、検査を受けようとする期間、場所、事由を記載した申請書を、検査を受けようとする貨物の置かれている保税地域等を所轄する税関長に提出し許可を受けなければならない(指定地外検査 関69条2項、関令62条)。輸出申告の特例を利用するからといって、許可を受けずに指定地外検査が受けられるのではない。
[参照　第2編（関税法）-第3章（輸出入申告）-7.審査、検査]"
