カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
輸入通関,59-9-3,A,輸入しようとする貨物について、WTO協定税率（世界貿易機関を設立するマラケシュ協定附属書一Aの千九百九十四年の関税及び貿易に関する一般協定における関税についての規定による便益に係る税率）の適用を受けようとする場合においては、当該貨物の課税価格の総額が20万円以下であっても、当該貨物が当該便益の適用を受ける外国の生産物であることを証明した原産地証明書を税関長に提出しなければならない。,○×,×,"輸入しようとする貨物について、課税価格の総額が20万円以下であれば、WTO協定税率の適用を受けようとする場合であっても、原産地証明書の提出は不要となる(関68条、関令61条1項1号)。なお、「世界貿易機関を設立するマラケシュ協定附属書一Aの千九百九十四年の関税及び貿易に関する一般協定における関税についての規定による便益に係る税率」とはWTO協定税率の正式名称である。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,59-9-4,A,経済連携協定における関税についての特別の規定による便益の適用を受けようとする貨物であって、その適用を受けるために締約国原産地証明書の提出を要する貨物について、関税法第43条の3第1項の規定により保税蔵置場に置くことの承認を受ける場合（税関長が災害その他やむを得ない理由があると認める場合を除く。）には、当該承認の申請の際に、締約国原産地証明書を税関長に提出しなければならない。,○×,○,"「保税蔵置場に置くことの承認」(関43条の3第1項)とは、蔵入承認を指している。蔵入承認の申請をする際、経済連携協定における関税についての特別の規定による便益（EPA税率のこと。）の適用を受けようとする場合は、締約国原産地証明書の提出を要する(関令36条の3第3項、関令61条1項2号イ(1))。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書、第2編（関税法）-第10章（保税地域）-7.共通ルール1（保税地域等に共通する事項）-（2）蔵置期間]"
特恵関税、経済連携協定,59-9-5,A,経済連携協定における関税についての特別の規定による便益の適用を受けようとする貨物であって、その適用を受けるために締約国原産地証明書の提出を要する貨物について、関税法第67条の規定により輸入の許可を受けようとする場合には、その輸入の許可の日に、締約国原産地証明書を税関長に提出しなければならない。,○×,×,"経済連携協定における関税についての特別の規定による便益（EPA税率のこと。）の適用を受けようとする場合、原則として輸入申告の際に締約国原産地証明書の提出を要する(関68条、関令61条1項2号イ(1)、4項)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
定義（関税法等）,59-10-1,A,輸入者が、輸入しようとする外国貨物の関税率表の適用上の所属を確認するため、関税法第32条の規定による税関長の許可を受けて保税地域にある当該外国貨物を見本として一時持ち出し、自ら検査して消費した場合には、当該輸入者がその消費の時にその消費した外国貨物を輸入したものとみなされる。,○×,○,"外国貨物が輸入される前に本邦において消費される場合には、その消費する者がその消費する時に貨物を輸入するものとみなす(みなし輸入 関2条3項)。税関職員が採取した外国貨物の見本を検査のため消費する場合は、例外としてみなし輸入とならないが(関令1条の2第3号)、本問は輸入者自ら消費しているのでこの例外に当たらない。したがって、輸入者がその消費の時にその消費した外国貨物を輸入したものとみなす。
[参照　第2編（関税法）-第1章（関税法の定義）-1.定義-（9）みなし輸入-②使用又は消費によるみなし輸入]"
輸入申告の特例,59-10-2,A,特例申告を行う場合は、特例申告に係る貨物で輸入の許可を受けたものについて、特例申告書を作成し、当該許可の日の属する月の翌月末日までに当該貨物の輸入地を所轄する税関長に提出しなければならない。,○×,×,"輸入地を所轄する税関長ではなく輸入許可をした税関長に提出する(関7条の2第2項)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（7）期限内特例申告と期限後特例申告]"
輸入してはならない貨物,59-10-3,A,業として輸入した場合に特許権を侵害する物品に該当することとなる貨物について、外国から日本国内にある者（当該物品を業として輸入する者を除く。）に宛てて発送し、外国にある者が外国から日本国内に他人をして持ち込ませる場合には、その貨物は、関税法第69条の11第2項（輸入してはならない貨物）の規定により没収されることがある。,○×,×,"意匠権又は商標権を侵害する物品を、外国から日本国内にある者（当該物品を業として輸入する者を除く。）に宛てて発送し、持ち込み行為によって輸入する場合、その貨物は輸入してはならない貨物に該当するので(関69条の11第1項9号の2)、没収されることがある(関69条の11第2項)。しかし、特許権侵害物品については持ち込み行為によって輸入する場合、輸入してはならない貨物に該当しないため、没収されない。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（6）知的財産侵害物品のグループ（⑪から⑬）、第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（7）税関長の措置]"
輸入してはならない貨物,59-10-4,A,業として輸入した場合に意匠権を侵害する物品に該当することとなる貨物について、外国から日本国内にある者（当該物品を業として輸入する者を除く。）に宛てて発送し、外国にある者が外国から日本国内に他人をして持ち込ませる場合には、その貨物は、関税法第69条の11第2項（輸入してはならない貨物）の規定により没収されることがある。,○×,○,"意匠権を侵害する物品を、外国から日本国内にある者（当該物品を業として輸入する者を除く。）に宛てて発送し、持ち込み行為によって輸入する場合、その貨物は輸入してはならない貨物に該当するので(関69条の11第1項9号の2)、没収されることがある(関69条の11第2項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（6）知的財産侵害物品のグループ（⑪から⑬）、第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（7）税関長の措置]"
収容、留置,59-10-5,B,収容され公売に付された外国貨物の買受人は、その買受け後において、買い受けた貨物について税関長に輸入申告をして輸入の許可を受けることを要しない。,○×,○,"収容され公売又により売却されて買受人が買い受けた貨物は、輸入を許可された貨物とみなす(みなし内国貨物 関74条)。そのため、買受人は輸入申告して輸入許可を受ける必要がない。
[参照　第2編（関税法）-第1章（関税法の定義）-1.定義-（7）みなし外国貨物、みなし内国貨物、第2編（関税法）-第12章（収容、留置）-1.収容-（5）公売、随意契約]"
加算税,59-11-1,A,本邦に入国する旅客がその入国の際に携帯して輸入する貨物に係る関税については、当該貨物に係る関税法第67条の規定による輸入申告における価格に不足額がある場合であっても、過少申告加算税は課されない。,○×,○,"過少申告加算税が課されるのは、輸入(納税)申告があった場合か、期限内特例申告書が提出された場合で、かつ、修正申告又は更正がされたときであるから(関12条の2第1項)、申告納税方式の関税についてである。本邦に入国する旅客がその入国の際に携帯して輸入する貨物（携帯品）に係る関税については、課税標準の申告は行うものの、賦課課税方式である(関6条の2第1項2号イ)。したがって、過少申告加算税は課されない。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効））-2.賦課課税方式-（2）賦課課税方式の適用範囲、（3）賦課決定と納税告知、第2編（関税法）-第20章（附帯税2（加算税））-1.過少申告加算税と無申告加算税-概要、（1）過少申告加算税又は無申告加算税が課される場合1]"
加算税,59-11-2,C,貨物を業として輸入する保存義務者が、関税の納税義務の適正な履行に資するものとして定められた要件を満たして関税関係帳簿に係る電磁的記録の備付け及び保存をしている場合において、当該電磁的記録に記録された事項に関し修正申告があったときは、当該修正申告に基づき納付すべき税額から、その税額の計算の基礎となるべき事実のうち当該修正申告の起因となる当該電磁的記録に記録された事項に係るものに基づく税額を控除した税額について、過少申告加算税が課される。,○×,×,"「関税の納税義務の適正な履行に資するものとして定められた要件を満たして関税関係帳簿に係る電磁的記録の備付け及び保存」とあるので、過少申告加算税における優良帳簿の5%控除(関12条の3第3項)に関する記述だと考えられる。あらかじめ控除を受ける旨を税関長に届け出ているのかや、税額の計算の基礎となるべき事実で隠蔽・仮装されたものがないのかは不明だが、「電磁的記録に記録された事項に係るものに基づく税額を控除した税額について、過少申告加算税が課される」という部分は、優良帳簿に記載された事項に係るものに基づく税額を全額控除して過少申告加算税を計算することを意味するため、この点が明確に誤りである。優良帳簿に記載された事項に係るものに基づく税額の5%（百分の五の割合を乗じて計算した金額）が控除されるからである。
[参照　第2編（関税法）-第20章（附帯税2（加算税））-1.過少申告加算税と無申告加算税-（3）加算税額計算-③加算税率-ⅴ優良帳簿の5%控除（過少申告加算税のみ）]"
加算税,59-11-3,A,過少申告加算税の額の計算の基礎となる税額が10,000円未満である場合においては、過少申告加算税は課されない。,○×,○,"過少申告加算税の額の計算の基礎となる税額が10,000円未満である場合は、加算税が課されない(関12条3項、12条の2第6項)。
[参照　第2編（関税法）-第20章（附帯税2（加算税））-1.過少申告加算税と無申告加算税-（3）加算税額計算-①加算税額の計算公式、②納付すべき税額-ⅰ納付すべき税額とは]"
加算税,59-11-4,A,過少申告加算税の額が10,000円未満である場合においては、その過少申告加算税は徴収されない。,○×,×,"加算税額が「5,000円」未満である場合においては、その過少申告加算税は徴収されない(関12条4項、12条の2第6項)。「10,000円未満」ではない。
[参照　第2編（関税法）-第20章（附帯税2（加算税））-1.過少申告加算税と無申告加算税-（3）加算税額計算-①加算税額の計算公式、④加算税額]"
加算税,59-11-5,C,期限後特例申告書が提出された場合（期限内特例申告書の提出がなかったことについて正当な理由があると認められる場合に限る。）において、更正がされたときは、その納税義務者に対し、当該更正に基づき納付すべき税額について無申告加算税が課される。,○×,×,"期限後特例申告書が提出された場合（期限内特例申告書の提出がなかったことについて正当な理由があると認められる場合に限る。）において、更正がされたときは、その納税義務者に対し、当該更正に基づき納付すべき税額について、「無申告加算税」は課されず、「過少申告加算税」が課される(関12条の2第1項、関12条の3第1項)。
[参照　第2編（関税法）-第20章（附帯税2（加算税））-1.過少申告加算税と無申告加算税-概要、（2）過少申告加算税又は無申告加算税が課される場合2]"
保税地域,59-12-1,A,保税蔵置場に外国貨物を置くことができる期間は、当該貨物を最初に保税蔵置場に置くことが承認された日から6年とされており、税関長は、特別の事由があると認める場合には、申請により、その期間を延長することができる。,○×,×,"保税蔵置場に外国貨物を「置くことができる期間」というのは蔵入承認を受けた貨物を蔵置することができる期間であり、最初に蔵入承認された日から「2年」であるが、税関長は、特別の事由があると認めるときは、申請により、必要な期間を指定してこの2年の期間を延長できる(関43条の2)。つまり「6年」ではない。
[参照　第2編（関税法）-第10章（保税地域）-7.共通ルール1（保税地域等に共通する事項）-（2）蔵置期間]"
保税地域,59-12-2,A,保税蔵置場において貨物を管理する者は、その管理する外国貨物についての帳簿を設け、必要な事項を記載しなければならないが、関税法第32条の規定による許可を受けて当該保税蔵置場から見本として一時持ち出した外国貨物については、この限りではない。,○×,×,"保税蔵置場において貨物を管理する者は、その管理する外国貨物についての帳簿を設け、必要な事項を記載しなければならない(関34条の2)。そして、税関長の許可を受けて見本として一時持ち出した外国貨物についての事項は、記載事項とされている(関32条、関令29条の2第1項6号)。記載事項を全て覚えるのは難しいが、試験対策としては、貨物の出し入れ（搬出入）や各保税地域で行うことが法律上認められている行為に関連することは殆ど記載事項であると覚えておくとよい。すると、税関長の許可を受けての見本の一時持ち出しは、保税蔵置場において認められているのだから記載事項である、と考えて正解にたどりつけるようになっている。
[参照　第2編（関税法）-第10章（保税地域）-7.共通ルール1（保税地域等に共通する事項）-（3）見本の一時持出し、第2編（関税法）-第10章（保税地域）-8.共通ルール2（保税地域に共通する事項）-（2）記帳義務]"
AEO事業者等になるための要件と失効・取消し等,59-12-3,B,保税蔵置場の許可を受けた者が、当該保税蔵置場の業務について関税法の規定に違反した場合には、税関長は、期間を指定して外国貨物を当該保税蔵置場に入れることを停止させることができる。,○×,○,"保税蔵置場の許可を受けた者が、当該保税蔵置場の業務について関税法の規定に違反した場合には、税関長は、期間を指定して外国貨物を当該保税蔵置場に入れることを停止させることができる(搬入停止 関48条1項1号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-3.保税蔵置場、保税工場、保税展示場-（2）失効事由、取消事由、搬入停止事由-②取消事由、搬入停止事由]"
保税地域,59-12-4,B,保税蔵置場においては、外国貨物について見本の展示、簡単な加工その他これらに類する行為で税関長の許可を受けたものを行うことができるが、保税蔵置場に置かれている個別に識別及び管理される外国貨物を注文の取集めのために閲覧に供することは、この「その他これらに類する行為」には当たらないこととされている。,○×,×,"保税蔵置場においては、外国貨物について見本の展示、簡単な加工その他これらに類する行為で税関長の許可を受けたものを行うことができ、保税蔵置場に置かれている個別に識別及び管理される外国貨物を注文の取集めのために閲覧に供することは、この「その他これらに類する行為」の例として挙げられる(関40条2項、49条、関通40-1(7))。見本の展示ほど簡易な一般向け展示ではないが、個別注文を受けるため、保税地域への入場者へ行う限定的な展示であり、入場者名簿の記録又は監視カメラによる監視等、入場者に対してある程度厳格な管理を要求する(関通42-17)。
[参照　第2編（関税法）-第10章（保税地域）-10.共通ルール4（指定保税地域、保税蔵置場、他所蔵置許可場所に共通する事項）-（1）貨物の取扱い]"
AEO事業者等になるための要件と失効・取消し等,59-12-5,B,保税蔵置場の許可を受けようとする者が、保税蔵置場の業務を遂行するのに十分な能力がないと認められる場合においては、税関長は、その許可をしないことができる。,○×,○,"保税蔵置場の許可を受けようとする者が、保税蔵置場の業務を遂行するのに十分な能力がないと認められる場合においては、許可の要件を満たさないとして、税関長は、許可をしないことができる(関43条8号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-3.保税蔵置場、保税工場、保税展示場-（1）要件]"
減免戻し税,59-13-1,A,国際的な運動競技会において使用される物品で輸入されるものは、その輸入の許可の日から6月以内に輸出されるものに限り、関税定率法第17条第1項（再輸出免税）の規定による関税の免除を受けることができる。,○×,×,"国際的な運動競技会において使用される物品で輸入されるものは、その輸入の許可の日から1年以内（税関長の承認を受ければ延長可。）に輸出されるものに限り、再輸出免税の適用を受けることができる(関率17条1項7号の2)。原則として「6月」以内ではなく「1年」以内であり、また、原則に限られず延長規定もある。
 [参照　第3編（関税定率法、関税暫定措置法）-第6章（減免戻し税4（再輸出））-1.再輸出免税（関率17条）-（1）要件、金額]"
減免戻し税,59-13-2,C,特例申告貨物が、輸入の許可後引き続き、保税地域に置かれており、かつ、当該特例申告貨物に係る特例申告書が提出されるまでの間に、災害により滅失した場合においては、当該特例申告書がその提出期限後に提出されたときであっても、関税定率法第10条第4項（変質、損傷等の場合の減税又は戻し税等）の規定により、その関税の全部に相当する額を当該特例申告貨物に課されるべき関税の額から控除することができる。,○×,×,"特例申告貨物が、輸入の許可後引き続き、保税地域に置かれており、かつ、当該特例申告貨物に係る特例申告書が提出されるまでの間に、災害により滅失した場合においては、当該特例申告書がその提出期限内に提出されたときに限り、関税額の控除を受けることができる(関率10条4項)。特例申告書がその提出期限後に提出されたとき、つまり期限後特例申告のときは受けることができない。
[参照　第3編（関税定率法、関税暫定措置法）-第3章（減免戻し税1（無条件））-1.変質、損傷等の場合の減税、戻し税等（関率4条の5、10条1項、2項）-（4）納期限延長と特例申告貨物の払戻しに代わる減額又は控除]"
減免戻し税,59-13-3,B,本邦から出漁した本邦の船舶によって外国で採捕された水産物及び本邦から出漁した本邦の船舶内において当該水産物に加工し、又はこれを原料として製造して得た製品で、輸入されるものについては、関税定率法第14条の3第1項（外国で採捕された水産物等の減税又は免税）の規定による関税の免除を受けることができる。,○×,○,"本邦から出漁した本邦の船舶によって外国で採捕された水産物及び本邦から出漁した本邦の船舶内において当該水産物に加工し、又はこれを原料として製造して得た製品で、輸入されるものについては、外国で採捕された水産物等の免税の規定によって関税の免除を受けることができる(関率14条の3第1項)。
[参照　第3編（関税定率法、関税暫定措置法）-第3章（減免戻し税1（無条件））-4.外国で採捕された水産物等の減免税（関率14条の3）-（1）要件]"
減免戻し税,59-13-4,B,関税を納付して輸入された貨物で、その輸入の時の性質及び形状が変わっていないものを本邦から輸出する場合には、その輸入の際における税関長への届出の有無にかかわらず、当該貨物がその輸入の許可の日から1年以内に輸出されるものであるときに限り、当該貨物について関税定率法第19条の3第1項（輸入時と同一状態で再輸出される場合の戻し税等）の規定による関税の払戻しを受けることができる。,○×,×,"輸入時と同一状態で再輸出される場合の戻し税の適用を受けるためには、輸入の際、戻し税の適用を受けようとする旨を税関長に届け出たことを要する(関率19条の3)。したがって、「輸入の際における税関長への届出の有無にかかわらず」払戻しを受けることができるとする部分が誤りとなる。
[参照　第3編（関税定率法、関税暫定措置法）-第6章（減免戻し税4（再輸出））-5.輸入時と同一状態で再輸出される場合の戻し税（関率19条の3）-（1）要件、金額]"
減免戻し税,59-13-5,A,赤十字国際機関から日本赤十字社に寄贈された機械であって、日本赤十字社が直接医療用に使用するものと認められるもので、輸入され、その輸入の許可の日から2年以内にその用途以外の用途に供されないものについては、関税定率法第15条第1項（特定用途免税）の規定による関税の免除を受けることができる。,○×,○,"赤十字国際機関から日本赤十字社に寄贈された機械であって、日本赤十字社が直接医療用に使用するものと認められるもので、輸入され、その輸入の許可の日から2年以内にその用途以外の用途に供されないものについては、特定用途免税の規定による関税の免除を受けることができる(関率15条1項5号)。
[参照　第3編（関税定率法、関税暫定措置法）-第4章（減免戻し税2（条件付き））-3.特定用途免税（関率15条）-（1）要件、金額]"
通則,59-14-1,A,関税率表の解釈に関する通則1においては、関税率表の適用に当たっては、物品の所属は、項の規定及びこれに関係する部又は類の注の規定に従い、かつ、これらの項又は注に別段の定めがある場合を除くほか、通則2から6までの原則に定めるところに従って決定することとされている。,○×,○,"関税率表の解釈に関する通則1においては、関税率表の適用に当たっては、物品の所属は、項の規定及びこれに関係する部又は類の注の規定に従い、かつ、これらの項又は注に別段の定めがある場合を除くほか、通則2から6までの原則に定めるところに従って決定することとされている。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第2章（通則）-1.通則1]"
通則,59-14-2,B,関税率表の解釈に関する通則2(b)においては、関税率表の各項に記載するいずれかの材料には、通則1及び部又は類の注にかかわらず、当該材料に他の材料を混合した物品を含むこととされている。,○×,×,"関税率表の解釈に関する通則2(b)においては、関税率表の各項に記載するいずれかの材料には、当該材料に他の材料を混合した物品を含むこととされている。しかし、項、部注、類注に、通則2以下の適用を否定するような「別段の定め」（特別の規定のこと。）があれば、通則2以下は適用されないので、「通則1及び部又は類の注にかかわらず」という部分が誤りとなる。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第2章（通則）-1.通則1、2.通則2]"
通則,59-14-3,B,関税率表の解釈に関する通則4においては、通則1から3までの原則によりその所属を決定することができない物品は、当該物品に最も類似する物品が属する項に属することとされている。,○×,○,"関税率表の解釈に関する通則4においては、通則1から3までの原則によりその所属を決定することができない物品は、当該物品に最も類似する物品が属する項に属することとされている。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第2章（通則）-4.通則4]"
通則,59-14-4,B,関税率表の解釈に関する通則5(b)においては、物品とともに提示し、かつ、当該物品の包装に通常使用する包装容器であって、反復使用に適することが明らかなものについては、当該物品に含まれることとされている。,○×,×,"関税率表の解釈に関する通則5(b)においては、物品とともに提示し、かつ、当該物品の包装に通常使用する包装容器であれば、当該物品に含まれることとされている。しかし、反復使用に適することが明らかなものについては、当該物品に含まれない。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第2章（通則）-5.通則5]"
通則,59-14-5,A,関税率表の解釈に関する通則6においては、関税率表の適用に当たっては、項のうちのいずれの号に物品が属するかは、項の規定及び号の規定に従い決定することとされている。,○×,×,"関税率表の解釈に関する通則6においては、関税率表の適用に当たっては、項のうちのいずれの号に物品が属するかは、「号」の規定及び号の「注」の規定に従い決定することとされている。通則6は項の分類を終えその次に号の分類を行う段階で適用するものである。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第2章（通則）-6.通則6]"
外国為替及び外国貿易法,59-15-1,B,原産地を誤認させるべき貨物のうち、仮に陸揚げした貨物であって、「MADE IN JAPAN」又はこれと類似の表示を付した外国製のものを輸出しようとする場合には、経済産業大臣の輸出の承認を受けることを要しない。,○×,×,"原則として経済産業大臣の輸出承認を要する貨物であっても、仮陸揚貨物を輸出しようとするときは特例として不要となる(輸出令2条、4条2項1号)。しかし、特例の例外として、輸出令別表2の37から41まで及び43から45までの貨物については、やはり輸出承認を要する(輸出令4条2項)。そして、仮陸揚貨物であって「MADE IN JAPAN」又はこれと類似の表示をした外国製のものは、輸出令別表2の44項の「原産地を誤認させるべき貨物」に該当するため(経済産業省告示56号)、特例の例外が適用される。よって、経済産業大臣の輸出承認を受けることを要する。 
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（2）輸出承認-②輸出承認を要する場合（原則）、③輸出承認が不要な場合（特例）、④輸出承認を要する場合（特例の例外）]"
外国為替及び外国貿易法,59-15-2,B,財務大臣が貨物の輸出を行う場合には、当該貨物が輸出貿易管理令別表第1の1の項の中欄に掲げる貨物に該当するときであっても、経済産業大臣の輸出の許可を受けることを要しない。,○×,×,"輸出貿易管理令別表第1の1の項の中欄に掲げる貨物を輸出する場合は、原則として経済産業大臣の輸出許可を受けることを要する(輸出令1条1項)。そして、経済産業大臣が輸出を行う場合は、輸出貿易管理令の規定を適用しない(輸出令13条1項)。そのため、経済産業大臣による輸出許可を受ける必要がない。しかし、本問は財務大臣が輸出を行う場合であるから、これに当てはまらない。そのため、経済産業大臣の輸出許可を受けることを要する。
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（1）輸出許可-②輸出許可を要する場合（原則）、第6編（外国為替及び外国貿易法）-2.輸出の規制-（3）手続]"
外国為替及び外国貿易法,59-15-3,B,輸出貿易管理令別表第1の1の項の中欄に掲げる銃砲に該当する猟銃を輸出する場合には、これを一時的に出国する者が本邦から出国する際、職業用具として本人が携帯して輸出しようとするときであっても、経済産業大臣の輸出の許可を受けることを要する。,○×,○,"輸出令別表1の1項の銃砲を輸出する場合は、原則として経済産業大臣の輸出許可を要する(輸出令1条1項)。そしてこの物品を一時的に出国する者が本邦から出国する際、職業用具として携帯して輸出しようとするときについては、特例の対象となっていないため特例が適用されない(輸出令4条1項)。更に、そもそも輸出令別表1の1項に該当する物品は、基本的に特例の例外の対象となり輸出許可を要する(輸出令4条1項、2号ホ、通商産業省告示746号)。したがって、本問は正しい。
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（1）輸出許可-②輸出許可を要する場合（原則）、③輸出許可が不要な場合（特例）、④輸出許可を要する場合（特例の例外）]"
外国為替及び外国貿易法,59-15-4,B,外国にある者に外国での加工を委託する委託加工貿易契約に係る加工原材料を輸出しようとする場合には、当該加工の内容にかかわらず経済産業大臣の輸出の承認を受けることを要する。,○×,×,"外国にある者に外国での加工を委託する委託加工貿易契約に係る加工原材料を輸出しようとする場合には、加工の内容が革、毛皮、皮革製品及びこれらの半製品の加工であるときに限り、経済産業大臣の輸出の承認を受けることを要する(輸出令2条1項2号、輸出規3条)。。
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（2）輸出承認-②輸出承認を要する場合（原則）]"
外国為替及び外国貿易法,59-15-5,B,経済産業大臣の輸出の承認の有効期間は、その承認をした日から6月であるが、経済産業大臣は、特に必要があると認めるときは、当該承認について、6月と異なる有効期間を定め、又はその有効期間を延長することができる。,○×,○,"経済産業大臣の輸出の承認の有効期間は、原則として承認をした日から6月であるが、経済産業大臣は、特に必要があると認めるときは、これと異なる有効期間を定め、又は有効期間を延長できる(輸出令8条)。
[第6編（外国為替及び外国貿易法）-2.輸出の規制-（3）手続]"
関税の確定,59-16-1,A,環太平洋パートナーシップに関する包括的及び先進的な協定の規定に基づき同協定の原産品とされる貨物について納税申告をした者は、当該貨物につき同協定の規定に基づく関税の譲許の便益の適用を受けていない場合において、当該貨物につき当該譲許の便益の適用を受けることにより、当該納税申告に係る納付すべき税額が過大になるときであって、当該納税申告につき重大な錯誤があった場合に限り、当該税額について更正の請求をすることができる。,○×,×,"環太平洋パートナーシップに関する包括的及び先進的な協定（CPTPP）においては、CPTPPによる関税の譲許の便益の適用を受けることにより納付すべき税額が過大となるとき（CPTPP協定税率の適用を受けていたならば納付すべき税額が過大となるとき）は、輸入許可の日から1年以内に限り、更正の請求ができる(暫12条の2)。このように期間の限定はあるものの、重大な錯誤があることは要件とされていない。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効））-1.申告納税方式-（2）輸入者が行う手続-③更正の請求]"
関税の確定,59-16-2,A,関税法第7条の4第1項の規定により特例輸入者が期限後特例申告書を提出した場合において、当該期限後特例申告書の内容に誤りがあり納付すべき税額に不足額があるときは、その申告について税関長による更正があるまでは、当該税額について修正申告をすることができる。,○×,○,"特例輸入者が期限後特例申告書を提出したということは、納税申告をしたということであるから(関7条1項、7条の2第1項)、当該期限後特例申告書の内容に誤りがあり納付すべき税額に不足額があるときは、修正申告ができる。修正申告がは、その申告について税関長による更正があるまでできる(関7条の14第1項)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効））-1.申告納税方式-（2）輸入者が行う手続-②修正申告]"
関税の確定,59-16-3,A,特例申告をした者は、当該特例申告に係る税額等の計算に誤りがあったことにより、当該特例申告により納付すべき税額が過大である場合には、当該特例申告に係る貨物の輸入の許可の日から5年以内に限り、当該税額等について更正の請求をすることができる。,○×,×,"特例申告貨物にかかる関税については、更正の請求ができるのは特例申告書の提出期限から5年以内であり、輸入許可の日から5年以内ではない(関7条の15第1項)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効））-1.申告納税方式-（2）輸入者が行う手続-③更正の請求]"
関税の確定,59-16-4,A,納税申告が必要とされている貨物について、その輸入の時までに当該納税申告がないときは、税関長は、その調査により、当該貨物に係る納付すべき関税の額及び延滞税の額を決定する。,○×,×,"このとき税関長が決定するのは、課税標準及び納付すべき税額である(関7条の16第2項)。延滞税の額は決定しない。納税申告が必要な場合であるから、申告納税方式が適用される場合である。そうすると、延滞税は特別の手続を要しないで確定し、申告納税方式ではないから(関6条の2第2項)、「延滞税の額を決定する」という部分は誤りだと分かる。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効））-概要、1.申告納税方式-（3）税関長が行う手続-②決定]"
関税の確定,59-16-5,A,税関長は、輸入の許可前における貨物の引取りの承認を受けて引き取られた貨物に係る納付すべき税額につきその納税申告に誤りがないと認めた場合には、当該納税申告に係る税額を関税法第7条の16第2項の規定に基づき決定し、当該引取りの承認を受けた者に同条第4項の規定に基づき、その納付すべき税額を決定通知書により通知する。,○×,×,"輸入許可前引取承認を受けて引き取られる貨物の関税の確定は、税関長が、課税標準及び税額につきその納税申告に誤りがないと認めた場合には、申告に係る税額等を、「納付通知書」により、引取承認を受けた者に通知する(関7条の17、関通7の17-1(1))。決定して「決定通知書」により通知するのではない。なお、納付すべき税額がない場合には、輸入許可書により通知する(関通7の17-1(3))。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-1.申告納税方式-（4）輸入許可前引取承認を受ける貨物にかかる税額等の通知]"
関税関係帳簿等,59-17-1,B,貨物（本邦から出国する者がその出国の際に携帯して輸出する貨物及び郵便物並びに特定輸出貨物を除く。）を業として輸出する者は、当該貨物に係る取引に関して作成した書類について、関税法第68条の規定により輸出申告に際して税関に提出したものを除き、当該貨物の輸出の許可の日の翌日から5年間保存しなければならない。,○×,○,"貨物（本邦から出国する者がその出国の際に携帯して輸出する貨物及び郵便物並びに特定輸出貨物を除く。）を業として輸出する者は、当該貨物に係る取引に関して作成した書類（関税関係書類）について、輸出申告の際に税関に提出したものを除き、保存義務を負う(関94条)。そして、この場合の保存期間は、輸出の許可の日の翌日から5年間である(関令83条8項)。
[参照　第2編（関税法）-第7章（関税関係帳簿等）-1.関税関係帳簿等-（1）関税関係帳簿、関税関係書類、電子取引の取引情報に係る電磁的記録、（3）保存義務者、（4）保存期間]"
