カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
減免戻し税,51-10-3,A,関税暫定措置法第8条第1項(加工又は組立てのため輸出された貨物を原材料とした製品の減税)の規定により関税の軽減を受けることができる物品は、本邦から輸出された貨物を材料として加工又は組立てされた製品であって、本邦においてその加工又は組立てをすることが困難であると認められるものに限られる。,○×,×,"「本邦から輸出された貨物を材料」ではなく「本邦から輸出された貨物を原料又は材料」であり、また、「本邦においてその加工又は組立てをすることが困難であると認められるものに限られる」との条件は無い(暫8条1項)。
[参照　第3編（関税定率法、関税暫定措置法）-第5章（減免戻し税3（再輸入））-5.加工又は組立てのため輸出された貨物を原材料とした製品の減税（暫8条）-（1）要件]"
減免戻し税,51-10-4,B,関税暫定措置法第8条第1項(加工又は組立てのため輸出された貨物を原材料とした製品の減税)の規定により関税の軽減を受けようとする貨物の原材料である生地を輸出しようとする者は、その輸出の際に、必ず生地見本を提出しなければならない。,○×,×,"暫定措置法8条1項の規定により関税の軽減を受けようとする貨物の原材料として生地を輸出しようとする者は「加工・組立輸出貨物確認申告書」を提出して税関長の確認を受けなければならないが、必ず生地見本を提出しなければならないという規定はない(暫8条1項、暫令22条1項、3項、暫通8-4(5))。 
[参照　第3編（関税定率法、関税暫定措置法）-第5章（減免戻し税3（再輸入））-5.加工又は組立てのため輸出された貨物を原材料とした製品の減税（暫8条）-（3）手続]"
減免戻し税,51-10-5,C,関税定率法第17条第1項(再輸出免税)に規定する関税の免除の適用を受けて輸入され、再輸出した貨物を原料又は材料の一部として使用した製品については、関税暫定措置法第8条第1項の規定による関税の軽減を受けることはできない。,○×,×,"例えば、①物品Aを日本へ輸入する際、再輸出免税(関率17条1項)の適用を受けた→②物品Aと物品Bを外国へ輸出した（物品Aについては一旦日本に輸入したものを輸出しているので再輸出となる）→③物品Aと物品Bを原材料として一緒に使用し輸出先の外国で製品Cを作った→④製品Cを日本へ輸入し、暫8を適用したい、という状況があるとする。このとき、製品Cの関税のうち、物品Bの課税価格に対応する部分については暫8の適用要件を満たせば減税できる。しかし、物品Aは①で外国から輸入する際に再輸出免税を適用し関税を払っていないのだから、製品化後に④で輸入する際にも関税を払わなくてよいとなれば結局一度も関税を払わないことになるので、物品Aの課税価格に対応する部分については暫8による減税を受けることができない（つまり、再輸出免税により免税された分の関税額は、暫8により減税されない）。そうすると、物品Aを一部に使用した製品Cについては、物品Aの課税価格に対応する部分については暫8による減税を受けることができないが、物品Bの課税価格に対応する部分については暫8による減税を受けることができるので、暫8による減税を全く受けることができないわけではない。こういった状況があり得る以上、本問は誤りとなる。事実関係が複雑な上、この規定についての出題も少ないので、よく分からなければ本問は無視してよい。
[参照　第3編（関税定率法、関税暫定措置法）-第5章（減免戻し税3（再輸入））-5.加工又は組立てのため輸出された貨物を原材料とした製品の減税（暫8条）-（2）金額]"
課税価格の決定,51-11-1,A,輸入取引契約に付されている価格調整条項の適用により、輸入貨物に係る仕入書価格を引き上げるための調整が行われる場合、調整を行った後の当該輸入貨物に係る価格が、現実支払価格である。,○×,○,"価格調整条項が付されている場合、価格が高くなった分（増えた金額）をプラスしたり、低くなった分（減った金額）をマイナスしたりしたものが現実支払価格となる(関率通4-2(3)ニ)。本問は、「仕入書価格を引き上げるための調整」であるから価格が高くなったときを指しており、そうすると「調整を行った後の当該輸入貨物に係る価格」とは増えた金額をプラスして調整した価格であるから、これが現実支払価格となる。よって、正しい。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-4.現実支払価格-（6）価格調整条項]"
課税価格の決定,51-11-2,A,輸入貨物が、その輸入取引に係る取引条件に従って売手から買手に引き渡されるまでの間に輸出国(積替え国を含む。)で保管される場合であって、当該保管に要する費用を買手が負担するときは、買手が負担した保管に要する費用は、現実支払価格に含まれる。,○×,○,"輸出国における保管費用で、貨物の引渡し前に買手が負担したものであるから、現実支払価格に含まれる費用であり、課税価格に加算する(関率通4-2(5))。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-4.現実支払価格-（3）保管費用-①概要、②買手に引き渡されるまで]"
課税価格の決定,51-11-3,A,輸入貨物の輸入港における船内荷役に係る費用は、その額が明らかである場合には、現実支払価格に含まれない。,○×,○,"輸入貨物の輸入港における船内荷役に係る費用は、輸入港到着後の費用であるから、その額が明らかな場合には、現実支払価格に含まれない(関率令1条の4第2号、関率通4-8(7)イ)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-4.現実支払価格-（7）その他控除費用-④輸入港到着後の運送に要する運賃、保険料その他当該運送に関連する費用、第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（2）輸入港に到着するまでの運送に要する運賃、保険料その他当該運送に関連する費用-⑤運賃等に含まれない費用]"
課税価格の決定,51-11-4,A,本邦において輸入貨物に課される関税は、その額が明らかであるか否かにかかわらず、現実支払価格に含まれる。,○×,×,"本邦において当該輸入貨物に課される関税その他の公課であるから現実支払価格には含まれない(関率令1条の4第3号)。なお、関税その他の公課は、その性質上その額を明らかにすることができることから(関率通4-2(2)ハ)、その額が明らかでないということは有り得ない。課税標準さえ判明していれば、関税額は法律に沿って明確に決まる以上、明らかなのである。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-4.現実支払価格-（7）その他控除費用-⑥本邦において当該輸入貨物に課される関税その他の公課]"
課税価格の決定,51-11-5,A,輸入取引において、買手が、輸入貨物の代金について、売手から現金値引きを受けた場合であって、当該輸入貨物に係る納税申告の際に当該値引き額が確定しているときは、当該値引き額は現実支払価格に含まれない。,○×,○,"値引き額は、現実支払価格に含まれない(関率通4-4(2))。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-4.現実支払価格-（2）値引き-①値引きの原則-ⅰ概要、ⅱ現金値引き]"
通則,51-12-1,B,項又は注に別段の定めがある場合を除くほか、未完成の物品で、提示の際に完成した物品としての重要な特性を有しているものは、たとえ提示の際に組み立てられていないもの又は分解されたものであっても、当該完成した物品が属する項に属する。,○×,○,"関税率表の各項に記載されている物品は、本来、完成品としての物品であるが、通則2(a)前段により各項に記載されている物品の範囲は拡大され、未完成だが提示の際に完成した物品としての重要な特性を有するもの（未完成の物品）も含まれる。提示の際というのは、輸入のため税関に貨物や書類を見せる（提示する）ときのことである。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第2章（通則）-2.通則2-（2）解説-①2(a)前段 未完成の物品]"
通則,51-12-2,B,項又は注に別段の定めがある場合を除くほか、物品が関税率表の二以上の項に属するとみられる場合において、他に定める方法により所属を決定することができないものは、等しく考慮に値する項のうち、数字上の配列において最初となる項に属する。,○×,×,"項又は注に別段の定めがある場合は関税率表の解釈に関する通則1で処理されるが、そうではないときに、物品が関税率表の二以上の項に属するとみられる場合において、他に定める方法により所属を決定することができないものは、等しく考慮に値する項のうち、数字上の配列において「最後」となる項に属する(通則3(c))。よって、数字上の配列において「最初」となる項に属するという点が誤りとなる。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第2章（通則）-3.通則3-（1）内容、（2）解説-①概要、④3(c) その他]"
通則,51-12-3,B,関税率表の解釈に関する通則1から通則3までの原則によりその所属を決定することができない物品は、当該物品に最も類似する物品が属する項に属する。,○×,○,"関税率表の解釈に関する通則4にその通りの規定がある。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第2章（通則）-4.通則4]"
通則,51-12-4,B,項又は注に別段の定めがある場合を除くほか、各項に記載するいずれかの材料又は物質には、当該材料又は物質に他の材料又は物質を混合し又は結合した物品を含む。,○×,○,"関税率表の解釈に関する通則2(b)にその通りの規定があり、材料や物質が記載された項の物品には、他の材料や物質を混合（まぜる）や結合（くっつける）したものも含むという意味である。なお、「項又は注に別段の定めがある場合を除くほか」というのは、項の規定、部注、類注に特別な定めがあるときは項の規定、部注、類注によって分類するという通則1のみが適用されるので通則2(b)は適用されないという意味である。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第2章（通則）-2.通則2-（2）解説-③2(b) 2以上の材料又は物質を混合し又は結合した物品]"
通則,51-12-5,B,楽器であるバイオリンを収納するために特に製作され、長期間の使用に適するケースは、収納するバイオリンとは別に単独で提示されたとしても、当該バイオリンとともに販売されるものは、バイオリンとしてその所属を決定する。,○×,×,"楽器であるバイオリンを収納するためのケースは楽器用ケースであり、バイオリンを収納するために特に製作され、長期間の使用に適し、収納するバイオリンとともに提示され、かつ、当該バイオリンとともに販売されるものは、当該バイオリンに含まれる(関税率表の解釈に関する通則5(a))。つまり、当該バイオリンとして所属を決定する。ここでいう「所属を決定する」とは、関税率表においてどこに分類されるかを決めるという意味である。しかし、ケースが、収納するバイオリンとは別に単独で提示された場合には、ケースとしてその所属を決定するので、バイオリンと同じ項や号に分類するのではなくなく、ケース単体として分類することとなる。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第2章（通則）-5.通則5]"
不服申立て、取消しの訴え,51-13-1,A,輸入しようとする貨物が商標権を侵害する貨物に該当すると認定された旨の税関長の通知を受けた当該貨物を輸入しようとする者は、当該通知に不服がある場合であっても、再調査の請求をすることができない。,○×,×,"輸入しようとする貨物が商標権を侵害する貨物に該当すると認定された旨の税関長の通知(関69条の12第6項、69条の11第1項9号)は、税関長が税関の名においてする処分であるから、不服申立ての対象となる税関長の処分である(関通89-1(1))。そうすると、この通知に不服がある場合、貨物を輸入しようとする者は、再調査の請求をすることができる(関89条1項)。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-1.税関長の処分と不服申立て-（1）税関長の処分、第2編（関税法）-第21章（不服申立て、取消しの訴え）-2.再調査の請求]"
不服申立て、取消しの訴え,51-13-2,A,関税の徴収に関する税関長の処分に不服がある者は、再調査の請求をすることができる。,○×,○,"関税の徴収に関する税関長の処分（例えば、納税告知）は、税関長が税関の名においてする処分であるから、不服申立ての対象となる税関長の処分である(関通89-1(1))。そうすると、この通知に不服がある場合、貨物を輸入しようとする者は、再調査の請求をすることができる(関89条1項)。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-1.税関長の処分と不服申立て-（1）税関長の処分、第2編（関税法）-第21章（不服申立て、取消しの訴え）-2.再調査の請求]"
不服申立て、取消しの訴え,51-13-3,A,関税法の規定による税関職員の処分は、同法第89条第1項(再調査の請求)及び第91条(審議会等への諮問)の規定の適用に関しては、当該職員の属する税関の税関長がした処分とみなされる。,○×,○,"税関職員が行なった処分が不服申立ての対象となる税関長の処分である場合、再調査の請求と、審査請求での諮問においては、その税関職員が行った処分はその職員が属する税関の税関長が行った処分とみなす(関89条、91条)。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-1.税関長の処分と不服申立て-（1）税関長の処分]"
不服申立て、取消しの訴え,51-13-4,A,関税法の規定による税関長の処分について審査請求があったときは、財務大臣は、当該審査請求が不適法であり、却下する場合であっても、関税等不服審査会に諮問しなければならない。,○×,×,"審査請求が不適法であり却下する場合は、関税等不服審査会に諮問することを要しない(関91条2号)。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-3.審査請求]"
不服申立て、取消しの訴え,51-13-5,A,輸入しようとする貨物が意匠権を侵害する貨物に該当すると認定された旨の税関長の通知の取消しの訴えは、当該通知についての審査請求に対する裁決を経た後でなければ、提起することができない。,○×,×,"輸入しようとする貨物が表現物（公安又は風俗を害すべき書籍、図画、彫刻物その他の物品や児童ポルノ）に該当すると認めるのに相当の理由がある旨の通知についての取消しの訴えは、審査請求に対する裁決を経た後でなければ提起することができないが(関93条2号)、意匠権はこの対象となっていないので、審査請求に対する裁決を経なくてもを提起できる。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-4.取消しの訴え]"
輸入してはならない貨物,51-14-1,A,税関長は、輸入されようとする貨物が回路配置利用権を侵害する物品に該当すると思料するときは、認定手続を執らなくてはならない。,○×,○,"税関長は、輸入されようとする貨物が回路配置利用権を侵害する物品に該当すると思料するときは、認定手続を執らなくてはならない(関69条の12第1項、69条の11第1項9号)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-2.認定手続]"
輸入してはならない貨物,51-14-2,A,輸入差止申立てが受理された特許権者が、当該申立てに係る貨物についての認定手続が執られている間に、税関長の承認を受けて見本の検査をする場合には、税関職員が立ち会うものとされている。,○×,○,"輸入差止申立てが受理された特許権者は、当該申立てに係る貨物について認定手続が執られている間に限り、税関長に対し、当該認定手続に係る疑義貨物について、これらの者がその見本の検査をすることを承認するよう申請することができる。この場合において、当該申請を受けた税関長は、その旨を当該疑義貨物を輸入しようとする者に通知しなければならない(関69条の16第1項)。そして、これにより承認を受けた申請者が見本の検査をする場合には、税関職員が立ち会う。この場合、当該見本に係る疑義貨物を輸入しようとする者は、税関長に申請し、これに立ち会うことができる(関69条の16第6項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-3.輸出入差止申立て-（5）差止申立てルート独自の規定-④見本の検査(輸入のみ)]"
輸入してはならない貨物,51-14-3,A,税関長は、輸入されようとする貨物が商標権を侵害する物品に該当すると思料し、認定手続を執る場合において、当該貨物を輸入しようとする者に対してのみ、当該貨物について認定手続を執る旨並びに当該貨物が商標権を侵害する物品に該当するか否かについて証拠を提出し、及び意見を述べることができる旨を通知しなければならない。,○×,×,"「当該貨物を輸入しようとする者に対してのみ」ではなく「当該貨物に係る商標権者及び当該貨物を輸入しようとする者に対して」である(関69条の12第1項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-2.認定手続]"
輸入してはならない貨物,51-14-4,A,税関長は、輸入されようとする貨物が意匠権を侵害する物品に該当すると思料するときは、認定手続を経る前であっても、当該貨物について没収して廃棄し、又は当該貨物を輸入しようとする者にその積戻しを命ずることができる。,○×,×,"「認定手続を経る前であっても」ではなく「認定手続を経た後に」である(関69条の12第5項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（4）決済手段のグループ、（7）税関長の措置]"
輸入してはならない貨物,51-14-5,A,特許権者は、自己の特許権を侵害すると認める貨物に関し、いずれかの税関長に対し、その侵害の事実を疎明するために必要な証拠を提出し、当該貨物が輸入されようとする場合は当該貨物について申立先税関長又は他の税関長が認定手続を執るべきことを申し立てることができる。,○×,○,"特許権者は、自己の特許権を侵害すると認める貨物に関し、いずれかの税関長に対し、その侵害の事実を疎明するために必要な証拠を提出し、当該貨物が輸入されようとする場合は当該貨物についていずれかの税関長（申立先税関長又は他の税関長）が認定手続を執るべきことを申し立てることができる(関69条の13第1項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-3.輸出入差止申立て-（2）差止申立て]"
輸出してはならない貨物,51-15-1,A,税関長は、商標権者から、自己の商標権を侵害すると認める貨物の輸出差止申立てがあったときは、提出された証拠が当該申立てに係る侵害の事実を疎明するに足りると認められるか否かについて、専門委員の意見を求めなければならない。,○×,×,"「専門委員の意見を求めなければならない」ではなく「必要があると認めるときは、専門委員の意見を求めることができる」である(関69条の5)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-3.輸出入差止申立て-（3）申立て受理の審査開始、疎明のための意見照会]"
輸出してはならない貨物,51-15-2,A,貨物を輸出しようとする際、税関長は、特許権を侵害する貨物に該当するか否かについての認定手続において、その認定をするために必要があると認めるときは、当該認定手続に係る貨物が当該貨物に係る特許権者の特許権を侵害する貨物に該当するか否かに関し、技術的範囲についての意見を特許庁長官に求めることができる。,○×,○,"税関長は、特許権を侵害する貨物に該当するか否かについての認定手続において、その認定をするために必要があると認めるときは、当該認定手続に係る貨物が当該貨物に係る特許権者の特許権権を侵害する貨物に該当するか否かに関し、技術的範囲についての意見を特許庁長官に求めることができる(関税法69条の7第9項)。なお、技術的範囲以外についての意見は専門委員に求めることができる(関税法69条の9)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-2.認定手続]"
輸出してはならない貨物,51-15-3,A,著作権を侵害する物品は、輸出してはならない貨物であるが、育成者権を侵害する物品は、輸出してはならない貨物ではない。,○×,×,"育成者権を侵害する物品も輸出してはならない貨物である(関69条の2第1項3号)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（6）知的財産侵害物品のグループ（⑪から⑬）]"
輸出してはならない貨物,51-15-4,A,意匠権者が、自己の意匠権を侵害すると認める貨物について輸出差止申立てを行う場合において、当該申立てが効力を有する期間として希望することができる期間は3年以内に限ることとされている。,○×,×,"「3年以内」ではなく「4年以内」である(関69条の4第3項、関令62条の3第5号)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-3.輸出入差止申立て-（2）差止申立て]"
輸出してはならない貨物,51-15-5,A,税関長は、輸出されようとする貨物のうちに、児童ポルノに該当すると認めるのに相当の理由がある貨物があるときは、当該貨物を輸出しようとする者に対し、その旨を通知しなければならない。,○×,○,"児童ポルノについて、税関長は、没収や廃棄を行うことはできず、貨物を輸出しようとする者に対し、児童ポルノに該当すると認めるのに相当の理由がある旨を通知しなければならない(関69条の2第1項2号、3項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（4）決済手段のグループ、（7）税関長の措置]"
課税物件確定時期と適用法令,51-16-1,A,課税物件の確定の時期に関して、保税蔵置場に置かれた外国貨物であるブランデーの原酒(アルコール分が60%で、100リットルの容器に入ったもの)については、当該保税蔵置場に置くことが承認された時の現況による。,○×,×,"課税物件確定の時期は原則として輸入申告の時であるが、保税蔵置場に置かれた外国貨物は、例外的に、置くことの承認がされた時が課税物件確定の時期とされる。しかし、ブランデーで、アルコール分が50%以上であり、かつ、2リットル未満の容器入りではないものについては、原則通り輸入申告の時が確定時期となる(関4条1項1号、関令2条1項1号、関率別表2208.20号)。そうすると、本問のブランデーは、原則通り輸入申告の時が課税物件確定の時期となる（輸入申告の時の現況による）ので、保税蔵置場に置くことが承認された時の現況によるのではない。
[参照　第2編（関税法）-第13章（課税要件1（課税要件、課税物件、課税物件確定時期と適用法令））-3.課税物件確定時期と適用法令-（2）原則、（3）例外-⑥蔵入承認又は総保入承認を受けた貨物]"
課税物件確定時期と適用法令,51-16-2,A,課税物件の確定の時期に関して、総合保税地域に入れられた外国貨物であって、販売又は消費を目的として輸入するものについては、当該総合保税地域に入れることの届出がされた時の現況による。,○×,×,"総合保税地域における販売又は消費を目的とする貨物の課税物件確定時期は、総合保税地域に販売用貨物等を入れることの届出の時である(関4条1項3号の2、62条の11)。しかしこれは、総合保税地域内で販売又は消費することを目的に総合保税地域に入れた外国貨物を指すので、本問のような外国貨物のことではない。本問は、総合保税地域に入れられた外国貨物のうち販売又は消費を目的として輸入する貨物であるから、総合保税地域から引き取った後、その外で販売又は消費することを目的としているので、総合保税地域内で販売又は消費することが目的ではない。したがって、原則通り輸入申告の時が課税物件確定時期となる(関4条1項)。
[参照　第2編（関税法）-第13章（課税要件1（課税要件、課税物件、課税物件確定時期と適用法令））-3.課税物件確定時期と適用法令-（2）原則、（3）例外-④保税展示場又は総合保税地域における販売又は消費を目的とする貨物、保税展示場又は総合保税地域において有償で観覧又は使用に供される貨物、保税展示場で加工又は製造した製品]"
課税物件確定時期と適用法令,51-16-3,A,課税物件の確定の時期に関して、総合保税地域に置くことの承認を受けた外国貨物であって、亡失したものについては、当該総合保税地域に置くことが承認された時の現況による。,○×,○,"総合保税地域に置くことの承認を受けた外国貨物であって、亡失したものについては、当該総合保税地域に置くことが承認された時が課税物件確定時期となる(関4条1項1号)。なお、置くことの承認を受けた場合は置くことが承認された時となるが、承認を受けずに亡失したときは亡失の時となる(関4条1項4号)。
[参照　第2編（関税法）-第13章（課税要件1（課税要件、課税物件、課税物件確定時期と適用法令））-3.課税物件確定時期と適用法令-（3）例外-⑥蔵入承認又は総保入承認を受けた貨物]"
課税物件確定時期と適用法令,51-16-4,A,課税物件の確定の時期に関して、輸入される郵便物のうち、日本郵便株式会社から税関長に提示されたものについては、日本郵便株式会社から名宛人に交付された時の現況による。,○×,×,"「日本郵便株式会社から名宛人に交付された時の現況」ではなく、「提示がされた時の現況」である(関4条1項6号、76条3項)。
[参照　第2編（関税法）-第13章（課税要件1（課税要件、課税物件、課税物件確定時期と適用法令））-3.課税物件確定時期と適用法令-（3）例外-⑬提示して輸入した郵便物]"
課税物件確定時期と適用法令,51-16-5,A,課税物件の確定の時期に関して、関税法第63条第1項(保税運送)の規定により運送の承認を受けて運送された外国貨物であって、その指定された運送の期間内に運送先に到着しないものについては、当該運送の承認に係る申告がされた時の現況による。,○×,×,"「当該運送の承認に係る申告がされた時の現況」ではなく「当該保税運送が承認された時の現況」である(関4条1項5号)。
[参照　第2編（関税法）-第13章（課税要件1（課税要件、課税物件、課税物件確定時期と適用法令））-3.課税物件確定時期と適用法令-（3）例外-⑨保税運送等の指定期間内に到着しない貨物]"
納税義務者,51-17-1,A,関税は、関税法又は関税定率法その他関税に関する法律に別段の規定がある場合を除き、貨物を輸入する者が納税義務を負う。,○×,○,"関税の納税義務者は、原則として貨物を輸入する者（輸入者）である(関6条)。
[参照　第2編（関税法）-第14章（納税義務者）-1.原則]"
納税義務者,51-17-2,A,輸入の許可前における貨物の引取りの承認を受けて引き取られた貨物について、納付された関税に不足額があった場合において、当該承認の際当該貨物の輸入者とされた者の住所及び居所が明らかでなく、かつ、当該貨物の輸入に際してその通関業務を取り扱った通関業者が、その通関業務の委託をした者を明らかにすることができなかったときは、当該通関業者は、当該貨物の輸入者と連帯して納税義務を負う。,○×,○,"輸入の許可又は輸入許可前引取承認を受けて引き取られた貨物について、納付された関税に不足額があった場合において、当該承認の際当該貨物の輸入者とされた者の住所及び居所が明らかでなく、又はその者が当該貨物の輸入者でないことを申し立てた場合であって、かつ、当該貨物の輸入に際してその通関業務を取り扱った通関業者が、その通関業務の委託をした者を明らかにすることができなかったときは、当該通関業者は、当該貨物の輸入者と連帯して当該関税を納める義務を負う(関13条の3)。関税の納付額に不足がある場合、一定要件を満たせば、納税義務が通関業者にも課されるのである。
[参照　第2編（関税法）-第14章（納税義務者）-2.例外-（2）連帯納税義務者-①通関業者]"
納税義務者,51-17-3,A,船用品又は機用品の積込みの承認を受けた外国貨物が、指定された期間内に当該承認に係る船舶又は航空機に積み込まれなかったときは、当該承認を受けた者が納税義務を負う。,○×,○,"外国から本邦に到着した外国貨物である船用品又は機用品は、税関長に申告し、その承認を受けて、保税地域から本邦と外国との間を往来する船舶又は航空機に積み込む場合に限り、外国貨物のまま積み込むことができる。このとき、税関長は、相当と認められる積込みの期間を指定しなければならない(関23条1項、4項)。そして、指定された期間内に船舶又は航空機に積み込まれなかったときは、当該承認を受けた者から、直ちにその関税を徴収する(関23条6項)。
[参照　第2編（関税法）-第3章（輸出入申告）-18.船用品、機用品の積込み、第2編（関税法）-第14章（納税義務者）-2.例外-（1）例外的納税義務者-②指定期間経過]"
納税義務者,51-17-4,A,保税蔵置場にある外国貨物(輸出の許可を受けた貨物を除く。)が亡失し、又は滅却されたときは、当該保税蔵置場の許可を受けた者が納税義務を負う。,○×,○,"保税蔵置場にある外国貨物（輸出の許可を受けた貨物を除く。）が亡失したときは、当該保税蔵置場の許可を受けた者から、直ちにその関税を徴収する(関45条1項)。
[参照　第2編（関税法）-第10章（保税地域）-7.共通ルール1（保税地域等に共通する事項）-（4）亡失、滅却、廃棄と関税の徴収、第2編（関税法）-第14章（納税義務者）-2.例外-（1）例外的納税義務者-①亡失又は滅却]"
納税義務者,51-17-5,A,総合保税地域の許可を受けた法人が、当該総合保税地域にある外国貨物が亡失したことにより当該貨物に係る関税を納める義務を負うこととなった場合において、当該貨物が亡失した時に当該総合保税地域において当該貨物を管理していた者が当該法人以外の者であるときは、当該貨物を管理していた者が、当該法人に代わり納税義務を負う。,○×,×,"「当該法人に代わり」ではなく「当該法人と連帯して」である(関62条の13)。
[第2編（関税法）-第10章（保税地域）-7.共通ルール1（保税地域等に共通する事項）-（4）亡失、滅却、廃棄と関税の徴収、第2編（関税法）-第14章（納税義務者）-2.例外-（2）連帯納税義務者-②総合保税地域の貨物管理者]"
関税の確定,51-18-1,A,申告納税方式が適用される貨物を輸入しようとする者は、関税が無税の貨物であっても、税関長に対し、当該貨物に係る関税の納付に関する申告をしなければならない。,○×,○,"納付すべき税額又は納付すべき税額がないことが納税義務者の申告により確定するのが申告納税方式における納税申告であるから、納付すべき税額がない場合（無税）でも申告を要する(関6条の2第1項1号、7条1項)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効））-1.申告納税方式-（1）申告納税方式の内容、（2）輸入者が行う手続-①納税申告（当初申告）]"
関税の確定,51-18-2,A,重加算税は、特別の手続を要しないで、納付すべき税額が確定する。,○×,×,"加算税は税関長による賦課決定の手続を経て確定する賦課課税方式であり、特別の手続を要しないで納付すべき税額が確定するのではない(関6条の2第1項2号へ)。特別の手続を要しないで納付すべき税額が確定する税は、延滞税である(関6条の2第2項)。 
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効））-概要、2.賦課課税方式-（2）賦課課税方式の適用範囲]"
関税の確定,51-18-3,A,納税申告が必要とされている貨物についてその輸入の時までに当該申告がないとして、当該貨物に係る課税標準又は納付すべき税額の決定を受けた者は、当該決定により納付すべき税額に不足額がある場合には、当該決定について更正があるまでは、当該決定に係る課税標準又は納付すべき税額を修正する申告をすることができる。,○×,○,"本問が述べているのは、課税標準又は納付すべき税額の決定を受けた者は、その決定により納付すべき税額に不足額がある場合は、更正があるまでは修正申告をすることができるということであり、正しい(関7条の14第1項)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅事項）-1.申告納税方式-（2）輸入者が行う手続-②修正申告]"
関税の確定,51-18-4,A,税関長は、更正の請求があった場合には、その請求に係る課税標準又は納付すべき税額について調査し、更正をし、又は更正をすべき理由がない旨をその請求をした者に通知することとされている。,○×,○,"税関長は、更正の請求があった場合には、更正の請求に係る課税標準や税額について調査した上で、減額更正をするか、又は減額更正をすべき理由がない旨（つまり更正しない旨）を請求をした者に通知する(関7条の15第2項)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-1.申告納税方式-（2）輸入者が行う手続-③更正の請求]"
関税の確定,51-18-5,A,税関長は、賦課課税方式が適用される貨物について関税を賦課しようとする場合であって、当該貨物の輸入申告に係る課税標準が税関長の調査したところと同じであるときは、当該貨物に係る納付すべき税額を決定することとされている。,○×,○,"税関長は、賦課課税方式が適用される貨物について関税を賦課しようとする場合、課税標準が税関長の調査したところと同じであるときは納付すべき税額を、輸入の時までに輸入申告がないときや課税標準が税関長の調査したところと異なるときは課税標準及び納付すべき税額を、それぞれ決定する。つまり、申告された課税標準が正しいときは税関長は納付すべき税額だけを決定すればよく、申告がないときや課税標準が誤っていたときは税関長は正しい課税標準と納付すべき税額の両方を決定する(関8条1項1号)。そうすると、本問は、課税標準が税関長の調査したところと同じであるときなので、納付すべき税額を決定するというのは正しい。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効））-2.賦課課税方式-（2）賦課課税方式の適用範囲、（3）賦課決定と納税告知]"
関税の納付,51-19-1,A,申告納税方式が適用される貨物に係る関税を納付しようとする者は、その税額が財務省令で定める金額以下である場合であって、納付書に基づき納付しようとするときは、納付受託者に納付を委託することができる。,○×,×,"納付受託者に納付委託する場合、金額が一定以下であることの他、インターネット等を使用して納付受託者に対し関税額や納付書の番号等を通知し、その通知に基づき納付しようとすることが要件となる(関9条の5第1項、2項、関規1条の8)。そのため、納付書の添付は不要であり、納付書に基づく納付ではない。したがって、誤りとなる。
[参照　第2編（関税法）-第17章（関税の納付、法定納期限と納期限、還付）-1.関税の納付-（3）納付受託者への納付委託]"
