カテゴリー,問題番号,問題,選択肢,正解,解説
外国為替及び外国貿易法,52-12-4,財務大臣が貨物の輸出を行う場合には、当該貨物が輸出貿易管理令別表第1の1の項の中欄に掲げる貨物に該当するときであっても、経済産業大臣の輸出の許可を受けることを要しない。,○×,×,経済産業大臣が貨物の輸出を行う場合は、輸出貿易管理令の規定は適用しないが(輸出貿易管理令13条1項)、財務大臣にはこの13条1項の対象外なのだから、同令の適用があり、同令別表第1の1の項の中欄に掲げる貨物（兵器）を輸出する場合は、経済産業大臣の輸出の許可を要する(同令1条)。
外国為替及び外国貿易法,52-12-5,外国為替及び外国貿易法48条に規定する経済産業大臣の輸出の承認の有効期間を延長する権限であって、経済産業大臣の指示する範囲内のものは、税関長に委任されるものとされている。,○×,○,経済産業大臣は、特に必要があると認めるときは、外為法48条1項の規定による許可について、同項の期間と異なる有効期間を定め、又はその有効期間を延長する権限を有するが(輸出貿易管理令8条2項)、この権限で、経済産業大臣の指示する範囲内のものは、税関長に委任される(同令12条2号ニ)。つまり、税関長が行使できるということである。
関税法（罰則）,52-13-1,関税法第110条第1項(関税を免れる等の罪)の犯罪に係る貨物について、その情を知って当該貨物を有償又は無償で取得した者は、関税法に基づき罰せられることがある。,○×,○,関税法110条1項（関税を免れる等の罪）の犯罪に係る貨物について、その情を知って当該貨物を有償又は無償で取得した者は、関税法112条1項で5年以下の拘禁刑若しくは500万円以下の罰金に処せられ、又はこれを併科されることがある。
関税法（罰則）,52-13-2,通関業者の偽りその他不正の行為により関税を免れた場合における当該行為をした通関業者については関税法に基づき罰せられることがあるが、当該行為により関税を免れようと実行に着手してこれを遂げない場合における当該行為をした通関業者については関税法に基づき罰せられることはない。,○×,×,通関業者の偽りその他不正の行為により関税を免れた場合における当該行為をした通関業者については関税法110条2項に基づき罰せられるし、当該行為により関税を免れようと実行に着手してこれを遂げない場合における当該行為をした通関業者についても同条3項に基づき罰せられる。ちなみに、「実行に着手してこれを遂げない」というのはいわゆる未遂犯というものである。犯罪を途中まで行ったけど最後までは出来なかったときに処罰する規定であり、刑罰にこのような未遂犯の規定が無い限りは、未遂の犯罪を処罰することはできない。また、この問題について、予備罪として罰せられるとする解説を見たことがあるが適切ではない。予備罪とは、犯罪の準備行為自体を罰する罪であり、確かに同条4項に予備罪が規定されている。しかし本問は、通関業者の偽りその他不正の行為により関税を免れようと実行に着手してこれを遂げない場合とされており、通関業者の偽りその他不正の行為により関税を免れる犯罪(同条2項)を途中まで行ったけど最後まではできなかった場合なので、そもそも同条2項の犯罪を行わず準備をしているだけの予備罪(4項)に当たらないからである。 
関税法（罰則）,52-13-3,関税法第109条(輸入してはならない貨物を輸入する罪)の犯罪に係る貨物については没収されることがあるが、その犯罪行為の用に供した船舶又は航空機については没収されることはない。,○×,×,関税法110条の罪を犯した場合には、原則として、当該犯罪に係る貨物の他、その犯罪行為の用に供した船舶又は航空機についても没収される(同法118条1項)。
関税法（罰則）,52-13-4,法人の従業者がその法人の業務について、関税法第111条第1項(許可を受けないで輸出入する等の罪)に該当する違反行為をした場合には、当該従業者が関税法に基づき罰せられることがあるほか、その法人に対しても罰金刑が科されることがある。,○×,○,関税法117条1項により「法人の代表者又は法人若しくは人の代理人、使用人その他の従業者がその法人又は人の業務又は財産について、108条の4から112条まで…に該当する違反行為…をしたときは、その行為者を罰するほか、その法人又は人に対して当該各条の罰金刑を科する。」とされており（両罰規定）、法人の従業者がその法人の業務について、関税法第111条第1項(許可を受けないで輸出入する等の罪)に該当する違反行為をした場合には、当該従業者が同法の規定に基づき罰せられることがあるほか、その法人に対しても罰金刑が科せられることがある。
関税法（罰則）,52-13-5,重大な過失により関税法第32条の規定に違反して税関長の許可を受けないで保税地域にある外国貨物を見本として一時持ち出した者は、関税法に基づき罰せられることはない。,○×,×,これは関税法115条の2第6号に規定する行為に該当することになるので、同法116条により過失犯として罰せられる。
関税法（輸入してはならない貨物）,52-14-1,税関長は、輸入されようとする貨物のうちに意匠権を侵害する物品に該当する貨物があると思料するときは、認定手続を執ることなく、当該貨物を没収して廃棄することができる。,○×,×,税関長は、意匠権等の知的財産権を侵害する貨物に該当する貨物があると思料するときは、没収して廃棄し、又は積戻しを命ずることができる(関税法69条の11第2項)が、認定手続を経た後でなければ、当該措置をとることはできない(同法69条の12第4項)。
関税法（輸入してはならない貨物）,52-14-2,税関長は、育成者権を侵害する貨物に該当するか否かについての認定手続において、その認定をするために必要があると認めるときは、経済産業大臣に対し、当該認定のための参考となるべき意見を求めることができる。,○×,×,育成者権を侵害する貨物に該当するか否かの認定手続なので、「経済産業大臣」ではなく「農林水産大臣」である(関税法69条の18第1項)。
関税法（輸入してはならない貨物）,52-14-3,輸入差止申立てが受理された商標権者は、当該申立てに係る貨物について認定手続が執られている間に限り、税関長に対し、当該認定手続に係る疑義貨物について、当該商標権者がその見本の検査をすることを承認するよう申請することができる。,○×,○,輸入差止申立てが受理された特許権者、実用新案権者、意匠権者、商標権者、著作権者、著作隣接権者若しくは育成者権者又は不正競争差止請求権者は、当該申立てに係る貨物について認定手続が執られている間に限り、税関長に対し、当該認定手続に係る疑義貨物について、当該商標権者がその見本の検査をすることを承認するよう申請することができる。この場合において、当該申請を受けた税関長は、その旨を当該疑義貨物を輸入しようとする者に通知しなければならない(関税法69条の16第1項)。
関税法（輸入してはならない貨物）,52-14-4,麻薬及び大麻は、政府が輸入するもの及び他の法令の規定により輸入することができることとされている者が当該他の法令の定めるところにより輸入するものを除き、輸入してはならない貨物に該当する。,○×,○,麻薬、向精神薬、大麻、あへん、けしがら、覚醒剤（覚醒剤取締法にいう覚醒剤原料を含む。）、あへん吸煙具は、政府が輸入するもの及び他の法令の規定により輸入することができることとされている者が当該他の法令の定めるところにより輸入するものを除いて、輸入してはならない貨物である(関税法69条の11第1項1号)。
関税法（輸入してはならない貨物）,52-14-5,税関長は、風俗を害すべき書籍で輸入されようとするものを没収して廃棄し、又は当該書籍を輸入しようとする者にその積戻しを命じなければならない。,○×,×,公安又は風俗を害すべき書籍、図画、彫刻物その他の物品、児童ポルノについては、没収・廃棄や、積戻しを命ずることはできず、当該貨物を輸入しようとする者に対し、これらに該当すると認めるのに相当の理由がある旨を通知しなければならない(関税法69条の11第3項、1項7号8号)。この通知を受けた者は、自発的に廃棄や滅却、積戻し（児童ポルノを除く）、該当箇所の修正や削除等を行い、通知に不服があれば不服申立てを行う(基本通達69の11-3)。
関税法（輸出してはならない貨物）,52-15-1,著作権を侵害する物品であっても、出国する者がその出国の際に携帯して輸出するものである場合には、輸出してはならない貨物に該当しない。,○×,×,著作権を侵害する物品であって、その侵害とみなされる行為をした場合には、出国する者がその出国の際に携帯して輸出するものであっても、輸出してはならない貨物に該当する。出国の際に携帯して輸出するからといって例外は無い(関税法69条の2第1項3号)。 
関税法（輸出してはならない貨物）,52-15-2,輸出してはならない貨物について、税関長は、商標権を侵害する貨物に該当するか否かについての認定手続において、その認定をするために必要があると認めるときは、専門委員に対し、当該認定のための参考となるべき意見を求めることができる。,○×,○,税関長は、特許権、実用新案権、意匠権、商標権、著作権又は著作隣接権を侵害する貨物に該当するか否かについての認定手続において、その認定をするために必要があると認めるときは、知的財産権に関し学識経験を有する者であってその認定手続に係る事案の当事者と特別の利害関係を有しないものを専門委員として委嘱し、当該認定のための参考となるべき意見を求めることができる。ただし、技術的範囲等については、意見を求めることはできない(関税法69条の9、69条の2第1項3号)。
関税法（輸出してはならない貨物）,52-15-3,税関長は、輸出されようとする貨物のうちに意匠権を侵害する物品に該当する貨物があると思料するときは、その意匠権に係る輸出差止申立てが行われている場合に限り、認定手続を執ることができる。,○×,×,税関長は、輸出されようとする貨物のうちに意匠権を侵害する物品に該当する貨物があると思料するときは、その意匠権に係る輸出差止申立てが行われているかどうかに拘わらず、認定手続を執らなければならない(関税法69条の3第1項)。というよりそもそも、輸出差止申立て手続において認定手続が行われるので(同法69条の4第1項)、輸出差止申立てが行われていれば認定手続も行われている。
関税法（輸出してはならない貨物）,52-15-4,税関長は、輸出されようとする貨物のうちに商標権を侵害する物品に該当する貨物があると思料するときは、認定手続を執ることなく、当該貨物を没収して廃棄することができる。,○×,×,税関長は、商標権を侵害する物品に該当する貨物があると思料するときは、認定手続を経た後でなければ、没収して廃棄することはできない(関税法第69条の3第4項、同法69条の2第2項)。
関税法（輸出してはならない貨物）,52-15-5,税関長は、輸出差止申立てを受理した場合において、当該申立てに係る貨物についての認定手続が終了するまでの間、当該貨物が輸出されないことにより当該貨物を輸出しようとする者が被るおそれがある損害の賠償を担保するため必要があると認めるときは、当該申立てをした者に対し、期限を定めて、相当と認める額の金銭をその指定する供託所に供託すべき旨を命ずることができる。,○×,○,関税法69条の6第1項にその通りの規定がある。ちなみに、供託所というのはお金などを預かる役所である。紛争が起きたときに担保となるお金などを預けておくことができる。本問のような事例であれば、輸出差止申立てがあった場合、輸出者は一定期間対象貨物を輸出できなくなり損害を被るおそれがあるが、もしその申立てが輸出者への嫌がらせ目的だったりすれば、申立人は後で損害を賠償しなければならない。その場合、申立人にお金がなくてやっぱり輸出者へ賠償できませんよと言わせないため先に担保を提供させるのだが、そこで担保を信頼して預けられる機関が供託所である。
関税法（関税の確定・納付）,52-16-1,特例輸入者が保税地域に入れることなく電子情報処理組織(NACCS)を使用して輸入申告をした貨物であって、輸入の許可を受けたものについては、当該輸入申告の日において適用される法令による。,○×,×,「当該輸入申告の日」ではなく「当該輸入の許可の時の属する日」である(関税法5条1号、同法4条1項5号の3)。
関税法（関税の確定・納付）,52-16-2,機用品として航空機に積み込むことについて税関長の承認を受けた外国貨物で、その承認の際に税関長が指定する期間内に当該航空機に積み込まれないものについては、当該指定された積込みの期間が経過した時の属する日において適用される法令による。,○×,×,「当該指定された積込みの期間が経過した時の属する日」ではなく「当該積込みが承認された時の属する日」である(関税法5条1号、同法4条1項5号)。
関税法（関税の確定・納付）,52-16-3,賦課課税方式が適用される郵便物であって日本郵便株式会社から税関長に提示がされたものについては、当該提示がされた時の属する日において適用される法令による。,○×,○,賦課課税方式が適用される郵便物であって日本郵便株式会社から税関長に提示がされたものについては、当該提示がされた時の属する日において適用される法令による(関税法5条1号、同法4条1項6号)。
関税法（関税の確定・納付）,52-16-4,収容された外国貨物で、公売に付されるものについては、当該収容の時の属する日において適用される法令による。,○×,×,「当該収容の時の属する日」ではなく「当該公売の時の属する日」である(関税法5条1号、同法4条1項7号)。
関税法（関税の確定・納付）,52-16-5,保税蔵置場に置かれた外国貨物で、輸入申告がされた後輸入の許可がされる前に当該貨物に適用される法令の改正があったものについては、その保税蔵置場に置くことが承認された日において適用される法令による。,○×,×,「その保税蔵置場に置くことが承認された日」ではなく「当該許可の日」である(関税法5条2号)。
関税法（関税の確定・納付）,52-17-1,"（※関税の納期限に関する問題である。）
無申告加算税に係る賦課決定通知書を受けた者は、当該通知書に記載された金額の無申告加算税を当該通知書が発せられた日の翌日から起算して1月を経過する日までに納付しなければならない。",○×,○,無申告加算税又はその重加算税（無申告重加算税）に係る賦課決定通知書を受けた者は、当該通知書に記載された金額の無申告加算税又は無申告重加算税を当該通知書が発せられた日の翌日から起算して1月を経過する日までに納付しなければならない(関税法9条4項)。
関税法（関税の確定・納付）,52-17-2,"（※関税の納期限に関する問題である。）
期限内特例申告書に記載された納付すべき税額については、特例申告書の提出期限までに納付しなければならない。",○×,○,関税法9条2項1号にその通りの規定がある。なお、特例申告書の提出期限は、輸入の許可の日の属する月の翌月末日である(同法7条の2第2項)。
関税法（関税の確定・納付）,52-17-3,"（※関税の納期限に関する問題である。）
輸入の許可後にされた更正に係る更正通知書に記載された納付すべき税額については、当該更正通知書が発せられた日の翌日から起算して1月を経過する日までに納付しなければならない。",○×,○,輸入の許可後にされた更正に係る更正通知書に記載された納付すべき税額については、当該更正通知書が発せられた日の翌日から起算して1月を経過する日までに納付しなければならない(関税法9条2項5号)。
関税法（関税の確定・納付）,52-17-4,"（※関税の納期限に関する問題である。）
過少申告加算税に係る賦課決定通知書を受けた者は、当該通知書に記載された金額の過少申告加算税を当該通知書が発せられた日の翌日から起算して1月を経過する日と当該過少申告加算税の納付の起因となった関税に係る貨物の輸入の許可の日とのいずれか遅い日までに納付しなければならない。",○×,○,過少申告加算税又はその重加算税（過少申告重加算税）に係る賦課決定通知書を受けた者は、当該通知書に記載された金額の過少申告加算税又は過少申告重加算税を当該通知書が発せられた日の翌日から起算して1月を経過する日と当該過少申告加算税の納付の起因となった関税に係る貨物の輸入の許可の日とのいずれか遅い日までに納付しなければならない(関税法9条3項)。
関税法（関税の確定・納付）,52-17-5,"（※関税の納期限に関する問題である。）
申告納税方式が適用される貨物を輸入しようとする者が輸入申告に併せて納税申告を行った場合において、当該申告に係る関税を納付すべき期限に関し、その延長を受けたい旨の申請書を当該申告に係る税関長に提出し、かつ、当該関税の額の一部に相当する額の担保を当該税関長に提供したときは、当該税関長は、当該提供された担保の額を超えない範囲内において、その納期限を2月以内に限り延長することができる。",○×,×,「2月以内」ではなく「3月以内」である(関税法9条の2第1項)。
関税法（輸出通関）,52-18-1,本邦の船舶により公海で採捕された水産物を洋上から直接外国に向けて送り出す場合には、関税法に基づく輸出の手続を要する。,○×,○,本邦の船舶により公海で採捕された水産物は内国貨物であるから、その貨物を洋上から外国に向けて送り出すことは輸出となるため、関税法に基づく輸出の手続(輸出申告等)を要する(関税法67条、2条1項2号4号)。
関税法（輸出通関）,52-18-2,外国貿易船に積み込んだ状態で輸出申告をすることが必要な貨物について、特定委託輸出申告を行う場合には、本船扱いの手続を要することなく特定委託輸出申告を行うことができる。,○×,○,貨物を外国貿易船に積み込んだ状態で輸出申告をする場合（本船扱い）には、原則として税関長の承認を受けて本船扱いの手続をしなければならないが(関税法67条の2第2項)、このような貨物について特定委託輸出申告を行う場合には、本船扱いの手続を要しない(同法67条の3第1項、同法基本通達67の2-1本文)。 
関税法（輸出通関）,52-18-3,輸出申告書に記載すべき貨物の数量は、財務大臣が貨物の種類ごとに定める単位による当該貨物の正味の数量とされている。,○×,○,輸出申告書には貨物の数量を記載する必要があるが、その数量は、財務大臣が貨物の種類ごとに定める単位による当該貨物の正味の数量とされている(関税法第67条、同法施行令第58条1号、59条の2第1項)。
関税法（輸出通関）,52-18-4,貨物(本邦から出国する者がその出国の際に携帯して輸出する貨物及び郵便物並びに特定輸出貨物を除く。)を業として輸出する者は、輸出申告に際して税関に提出したものを除き、当該貨物に係る製造者又は売渡人の作成した仕出人との間の取引についての書類を、当該貨物の輸出の許可の日の翌日から5年間保存しなければならない。,○×,○,関税法第94条1項2項、同法施行令61条1項、同令83条4項8項にその通りの規定がある。なお、令和4年法改正により、貨物に係る取引に関して作成し又は受領した書類その他の書類で政令で定めるものを「関税関係書類」と呼ぶこととなるため、本問中の「当該貨物に係る製造者又は売渡人の作成した仕出人との間の取引についての書類」も関税関係書類の一種なので、今後はそこの関係を理解していることを前提に作問される可能性もあるので注意。 
関税法（輸出通関）,52-18-5,特定委託輸出者が特定委託輸出申告を行う場合において、その申告に係る貨物が置かれている場所から当該貨物を外国貿易船に積み込もうとする開港までの運送については、当該申告に係る輸出の許可後を含め、一の特定保税運送者が一貫して行わなければならない。,○×,×,特定委託輸出者が特定委託輸出申告を行う場合において、その申告に係る貨物が置かれている場所から当該貨物を外国貿易船に積み込もうとする開港までの運送については、特定保税運送者に委託しなければならない(関税法67条の3第1項)。そして、この運送は原則として一の特定保税運送者が一貫して行わなければならないが、輸出の許可を得た後は例外的に他の特定保税運送者が運送を行うことができる(同法基本通達67の3-2-2)。 
関税法（関税の確定・納付）,52-19-1,特例申告を行う場合は、特例申告貨物で輸入の許可を受けたものについて、特例申告書を作成し、当該許可の日の属する月の翌月末日までに当該許可をした税関長に提出しなければならない。,○×,○,特例申告を行う場合は、特例申告貨物で輸入の許可を受けたものについて、特例申告書を作成し、当該許可の日の属する月の翌月末日までに当該許可をした税関長に提出しなければならない(関税法7条の2第2項)。
関税定率法（定義、関税率、その他）,52-19-2,本邦に入国する者がその入国の際に携帯して輸入する貨物であって、その課税標準となる価格の合計額が20万円以下のものに対する関税の率は、関税定率法第3条の3の規定に基づき少額輸入貨物に対する簡易税率によらなければならない。,○×,×,本邦に入国する者が携帯して輸入する貨物に対する関税の率は、「入国者の輸入貨物に対する簡易税率」が適用される(関税定率法3条の2)。そして、本邦に入国する者が携帯して輸入する貨物については、同法3条の3による少額輸入貨物に対する簡易税率の規定は適用されない(3条の3第1項本文)。したがって、「関税定率法第3条の3の規定に基づき少額輸入貨物に対する簡易税率によらなければならない」という部分が誤りとなる。なお、同法3条の2第1項ただし書により、入国者が簡易税率の適用を希望しない場合には一般の税率が適用されることを理由として誤りとした解説を見たことがあるが、問われているのは3条の3が適用されるかどうかなので、このような理由で誤りとするのは不正確である。本邦に入国する者が携帯して輸入する貨物なら、3条の3が適用されるかどうかを検討する余地は無い。
関税法（保税地域）,52-19-3,輸入しようとする外国貨物で保税地域にあるものを、輸入者が輸入申告に際し見本として一時持ち出そうとする場合には、税関長の許可を受けなければならない。,○×,○,保税地域にある外国貨物を見本として一時持ち出そうとする者は、税関長の許可を受けなければならない(関税法32条)。なお、この許可を受けようとする者は、その許可を受けようとする貨物の記号、番号、品名及び数量、その置かれている場所並びに一時持出の期間、持出先及び事由を記載した申請書を税関長に提出しなければならない。ただし、税関長は、当該貨物の価額が極めて少ないこと等により提出の必要がないと認めるときは、口頭で申請させることができる(同法施行令27条)。
関税法（輸入通関）,52-19-4,輸出の許可を受けた貨物の全部について、外国に向けて送り出すことが取止めになり、当該貨物の全部を本邦に引き取る場合は、関税法に基づく輸入の手続を要する。,○×,○,輸出の許可を受けた貨物は外国貨物なので、その貨物の全部について外国に向けて送り出すことが取止めになり、本邦に引き取る場合は、輸入申告をしてその許可を受けることを要する(関税法67条、2条1項1号3号)。
関税法（輸入通関）,52-19-5,本邦の船舶により外国の排他的経済水域の海域で採捕された水産物を本邦に引き取る場合は、その水産物について、関税法に基づく輸入の手続を要しない。,○×,○,本邦の船舶により外国の排他的経済水域の海域で採捕された水産物は内国貨物であるため、当該貨物を本邦に引き取る行為は輸入に該当しないので、関税法に基づく輸入の手続を要しない(関税法2条1項4号、2項)。
関税法（附帯税）,52-20-1,修正申告が、その申告に係る関税についての調査があったことにより当該関税について更正があるべきことを予知してされたものでない場合において、その申告に係る関税についての調査に係る税関による事前通知がある前に行われたものであるときは、過少申告加算税は課されない。,○×,○,"過少申告加算税の税率は、加重分や優良な電子帳簿に係る軽減措置を除いた基本的な部分について、時系列で早い段階から順に並べると、

①調査通知前の修正申告
→課されない

②調査通知後～調査があったことにより更正があるべきことを予知するまでの修正申告
→5%

③ 調査があったことにより更正があるべきことを予知した後の修正申告
→10%

となる(関12条の2第1項、5項)。"
関税法（附帯税）,52-20-2,更正に基づき過少申告加算税が課される場合において、当該更正により納付すべき税額の計算の基礎となった事実のうちに、当該更正前の税額の計算の基礎とされていなかったことについて正当な理由があると認められるものがある場合には、当該更正により納付すべき税額からその正当な理由があると認められる事実に基づく税額として計算した金額を控除した税額を基礎として計算した過少申告加算税を課する。,○×,○,関税法12条の2第4項1号にその通りの規定がある。間違った低い金額で納税してしまうのも仕方がないといえるような理由（正当な理由）によって納税しなかった部分の金額については、納税者が可哀想だから過少申告加算税は課さないであげようとの趣旨である。
関税法（附帯税）,52-20-3,"過少申告加算税の額の計算の基礎となる税額が10,000円未満である場合においては、過少申告加算税は課さず、当該税額に10,000円未満の端数がある場合においては、これを切り捨てて計算する。",○×,○,"過少申告加算税の額の計算の基礎となる税額が10,000円未満である場合においては、過少申告加算税は課さず、当該税額に10,000円未満の端数がある場合においては、これを切り捨てて計算する(関税法12条の2第6項、同法12条3項)。"
関税法（附帯税）,52-20-4,"無申告加算税の額が5,000円未満である場合においては、これを徴収せず、当該無申告加算税の額に100円未満の端数がある場合においては、これを切り捨てる。",○×,○,"無申告加算税の額が5,000円未満である場合においては、これを徴収せず、当該無申告加算税の額に100円未満の端数がある場合においては、これを切り捨てる(関税法12条の3第7項、同法12条4項)。"
関税法（附帯税）,52-20-5,過少申告加算税が課される場合において、納税義務者が納付すべき税額の計算の基礎となるべき事実の全部又は一部を隠蔽し、その隠蔽したところに基づき納税申告をしていたときは、当該納税義務者に対し、過少申告加算税の額の計算の基礎となるべき税額に係る過少申告加算税に代え、当該基礎となるべき税額に100分の30の割合を乗じて計算した金額に相当する重加算税が課される。,○×,×,「100分の30の割合」（30%）ではなく「100分の35の割合」（35%）である(関税法12条の4第1項)。
関税法（保税地域）,52-21-1,保税蔵置場の許可を受けた者は、当該保税蔵置場の貨物の収容能力を増加しようとするときは、あらかじめ税関長の承認を受けなければならない。,○×,×,「あらかじめ税関長の承認を受けなければならない」ではなく「あらかじめその旨を税関に届け出なければならない」である(関税法44条1項)。 
関税法（保税地域）,52-21-2,保税蔵置場に外国貨物を置くことができる期間は、当該貨物を最初に保税蔵置場に入れた日から1年である。,○×,×,「最初に保税蔵置場に入れた日から1年」ではなく「最初に保税蔵置場に置くことが承認された日から2年」である(関税法43条の2第1項)。
関税法（保税地域）,52-21-3,保税蔵置場の許可を受けていた者が、当該許可に基づく地位を承継することにつきあらかじめ税関長の承認を受け、当該保税蔵置場の業務を譲り渡した場合において、その譲渡しの際、当該保税蔵置場に外国貨物があるときは、当該業務を譲り渡した者は、当該外国貨物を当該保税蔵置場から出し終わるまでは、当該保税蔵置場についての義務を免れることができない。,○×,×,保税蔵置場の許可を受けた者がその業務を譲り渡した場合において、当該許可に基づく地位を承継することにつきあらかじめ税関長の承認を受けたときは、当該保税蔵置場の業務を譲り受けた者は、当該業務を譲り渡した者の当該許可に基づく地位を承継することができる(関税法48条の2第4項)。したがって、「当該業務を譲り渡した者は、当該外国貨物を当該保税蔵置場から出し終わるまでは、当該保税蔵置場についての義務を免れることができない。」という部分は誤りであり、当該業務を譲り渡した者は、譲り渡した時点で当該保税蔵置場についての義務を免れる。
関税法（保税地域）,52-21-4,保税蔵置場の許可を受けている者であらかじめ税関長の承認を受けた者(承認取得者)が、位置又は設備が財務省令で定める基準に適合する場所において、その場所を所轄する税関長に届け出て、外国貨物の積卸し若しくは運搬をし、又はこれを置こうとする場合には、その届出に係る場所については、当該届出が受理された時において、保税蔵置場の許可を受けたものとみなされる。,○×,○,関税法第50条1項2項、42条1項にその通りの規定がある。特定保税承認制度のことであり、特定保税承認者は、税関長の許可ではなく税関長への届出で保税蔵置場が設置できる。
関税法（保税地域）,52-21-5,保税蔵置場の許可を受けている者であらかじめ税関長の承認を受けた者(承認取得者)は、当該承認について、10年ごとに更新を受けなければ、その期間の経過によって、その効力を失う。,○×,×,「10年ごと」ではなく「8年ごと」である(関税法50条4項)。
関税法（輸出通関）,52-22-1,特定輸出者が貨物を保税地域に入れて輸出の許可を受けようとする場合には、その輸出申告を電子情報処理組織(NACCS)を使用して行うときであっても、当該輸出申告は当該保税地域の所在地を所轄する税関長に対してしなければならない。,○×,×,特定輸出者はNACCSを使用して特定輸出申告を行うことができ(関税法施行令59条の7第4項)、このときいずれの税関長に対しても輸出申告ができる(同法67条の3第1項)。
関税法（輸入通関）,52-22-2,輸入しようとする貨物について関税暫定措置法第8条に規定する加工又は組立てのため輸出された貨物を原材料とした製品の減税の適用を受けようとする場合には、当該貨物を輸入しようとする者が特例輸入者であって、その輸入申告を電子情報処理組織(NACCS)を使用して行うときであっても、当該輸入申告は当該貨物を入れる保税地域の所在地を所轄する税関長に対してしなければならない。,○×,×,特例申告ができない貨物は、関税暫定措置法別表第1の6に掲げる物品、同法7条の6第1項に規定する生きている豚及び豚肉等、同法7条の8第1項に規定する修正対象物品に限られており、同法8条に規定する加工又は組立て減税が適用される貨物は含まれていない。よって、特例輸入者は、当該貨物について、全国いずれかの税関長に対して輸入申告をすることができる(関税法67条の19、同法7条の2第4項、同法施行令4条の3)。（※特例申告が出来ない貨物については、出題当時からその後法改正によって変わっている） 
関税法（関税の確定・納付）,52-22-3,特例輸入者が行う特例申告については、当該申告に係る貨物を入れた保税地域の所在地を所轄する税関長に対してしなければならない。,○×,×,「当該申告に係る貨物を入れた保税地域の所在地を所轄する税関長」ではなく「輸入の許可をした税関長」である(関税法7条の2第2項)。
関税法（輸入通関）,52-22-4,特定輸出者が保税地域に入れた貨物を輸入しようとする場合において、その輸入申告を電子情報処理組織(NACCS)を使用して行うときは、当該輸入申告を認定通関業者に委託しないときであっても、いずれかの税関長に対して当該輸入申告をすることができる。,○×,×,輸入申告は、その申告に係る貨物を入れる保税地域等の所在地を所轄する税関長に対して行うのが原則であるが(関税法67条の2第1項)、特例輸入申告であれば例外的にいずれかの税関長に対して輸入申告を行うことができる(同法67条の19)。特例輸入申告は、特例輸入者か特例委託輸入者が行う必要がある。本問輸入申告は「当該輸入申告を認定通関業者に委託しない」とされているので、輸入者は特例委託輸入者ではない。また、特定輸出者であると書かれているが、特例輸入者でもあるのかは不明である。したがって、特例輸入者でなかったとすれば特例輸入申告はできないため、「いずれかの税関長に対して当該輸入申告をすることができる」と断言している部分が誤りとなる。
関税法（輸出通関）,52-22-5,特定輸出者は、特定輸出申告を行い税関長の輸出の許可を受けた特例輸出貨物が保税地域以外の場所にある場合において、当該貨物が亡失したときは、当該許可をした税関長に対し、当該許可を取り消すべき旨の申請をすることができる。,○×,×,「当該許可を取り消すべき旨の申請」ではない。特例輸出貨物が亡失した保税地域以外の場所で亡失した旨の届け出である(関税法67条の5、45条3項)。
関税定率法（軽減・免除・払戻し）,52-23-1,輸入の許可を受けて保税地域から引き取られた貨物について、その引き取り直後の輸送途上において、災害その他やむを得ない理由により当該貨物が損傷した場合には、当該貨物を速やかに当該保税地域に戻し、当該損傷の内容について税関長の確認を受けたときは、関税定率法第10条第2項(変質、損傷等の場合の減税又は戻し税等)の規定による関税の払戻しを受けることができる。,○×,×,関税定率法10条2項による払戻しは、輸入の許可後引き続き保税地域等に置かれている間の損傷が要件であるため、本問のように保税地域から一旦引き取られた貨物については適用がない。
関税定率法（軽減・免除・払戻し）,52-23-2,本邦に来遊する外国の元首の配偶者に属する物品については、関税定率法第14条第2号(無条件免税)の規定による関税の免除を受けることはできない。,○×,×,本邦に来遊する外国の元首若しくはその家族（配偶者、直系尊属、直系卑属及びこれらに準ずる地位にあると認められる親族）、又はこれらの者の随員（一緒に付いてきた人のこと）に属する物品について関税定率法14条2号による関税の免除を受けることができる。 
関税定率法（軽減・免除・払戻し）,52-23-3,関税定率法第13条第1項(製造用原料品の減税又は免税)の規定により製造用原料品に係る関税を免除する場合においては、税関長は、その免除に係る関税の額に相当する担保を提供させることができる。,○×,○,関税定率法第13条第1項(製造用原料品の減税又は免税)の規定により製造用原料品に係る関税を軽減し、又は免除する場合においては、税関長は、その軽減又は免除に係る関税の額に相当する担保を提供させることができる(関税定率法第13条3項)。
関税定率法（軽減・免除・払戻し）,52-23-4,本邦から輸出された貨物でその輸出の許可の日から2年を経過した後に輸入されるものについては、その輸出の許可の際の性質及び形状が変わっていないものであっても、関税定率法第14条第10号(無条件免税)の規定による関税の免除を受けることはできない。,○×,×,関税定率法14条10号の無条件免税適用の要件に、期間制限は無い。
関税定率法（軽減・免除・払戻し）,52-23-5,学術研究のため国が経営する研究所に寄贈された物品で輸入されるものついては、その輸入の許可の日から1年以内に学術研究以外の用途に供されないものに限り、関税定率法第15条(特定用途免税)の規定による関税の免除を受けることができる。,○×,×,「1年以内」ではなく「2年以内」である(関税定率法15条1項2号)。
