カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
輸出通関,57-8-2,A,税関長が、輸出申告があった場合において輸出の許可の判断のために必要があるときに、当該輸出申告の内容を確認するために輸出者に提出させることができる書類には、当該輸出申告に係る貨物の契約書、仕入書及び包装明細書が含まれることとされている。,○×,○,"税関長は、輸出申告又は輸入申告があった場合において、輸出又は輸入の許可の判断のために必要があるときには、契約書、仕入書、その他の申告の内容を確認するために必要な書類（＝運賃明細書、保険料明細書、包装明細書、価格表、製造者や売渡人の作成した仕出人との間の取引についての書類等）を提出させることができる(関68条、関令61条1項)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（1）添付書類の種類]"
輸出通関,57-8-3,B,コンテナーに詰められた状態で輸出の許可を受けるため保税地域に搬入される貨物について、輸出申告の後、当該貨物が当該保税地域に搬入される前であっても、輸出者からの申出があることをもって、税関職員は関税法第67条の規定による検査を行うことができることとされている。,○×,×,"コンテナー貨物について搬入前検査（保税地域等に搬入する前の貨物検査）を行う場合は、輸出者から申出があることに加えて、搬入前検査を実施することに支障がない貨物であること、積付状況説明書その他仕入書等により貨物の内容が明らかであること、搬入前検査終了後速やかに保税地域等に搬入されることが確実であることという要件も全て満たす必要がある(関67条、関通67-1-7(5))。したがって、輸出者からの申出があることをもって搬入前検査をできるとする本問は誤りとなる。
[参照　第2編（関税法）-第3章（輸出入申告）-7.審査、検査]"
輸出通関,57-8-4,B,再包装が困難な貨物で仕入書により当該貨物の内容が明らかであり、当該貨物が保税地域に搬入される前に関税法第67条の規定による検査を実施することについて支障がない場合は、輸出者からの申出により、税関職員は、輸出申告の後、当該貨物が当該保税地域に搬入される前に当該検査を行うことができることとされている。,○×,○,"貨物を保税地域等に搬入する前の検査を搬入前検査という。再包装が困難な貨物等（例えば、プラント貨物、美術品等）で仕入書、包装明細書、サーベイヤリスト等により貨物の内容が明らかである等、搬入前検査を実施することに支障がない場合に、輸出者からの申出により、輸出申告の後、搬入前検査を行うことができる(関67条、関通67-1-7(4))。
[参照　第2編（関税法）-第3章（輸出入申告）-7.審査、検査]"
輸出通関,57-8-5,A,外国貿易船により有償で輸出される貨物について輸出申告書に記載すべき貨物の価格は、当該貨物の本邦の輸出港における本船甲板渡し価格である。,○×,○,"その通りである(関令59条の2第2項)。つまりFOB価格のことであり、輸出申告の申告価格である。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告すべき数量と価格]"
輸入通関,57-9-1,A,外国貿易船に積み込んだ状態で輸入申告をすることが必要な貨物を輸入しようとする者は、当該貨物が他の貨物と混載されておらず、かつ、当該貨物の積付けの状況が検査を行うのに支障がない場合には、税関長の承認を受けることなく、当該貨物を保税地域に入れないで輸入申告をすることができる。,○×,×,"いわゆる本船扱いについて問われている(関67条の2第2項、関令59条の5)。まず、本船扱いをするためには税関長の承認を受けることを要するので、「承認を受けることなく」という部分が誤りとなる。更に、本船扱いをするためには①貨物を混載せずに外国貿易船に積み込んだ状態で検査及び許可を受けようとする場合であり、②貨物の性質、形状及び積付けの状況が検査を行うのに支障がなく、かつ、許可を受けるために当該貨物を保税地域等に入れることが不適当と認められる場合であることを要するが、②の後半部分である「許可を受けるために当該貨物を保税地域等に入れることが不適当と認められる場合」であることを要件としていないのに本船扱いができる旨の文章になっているため、その点も誤りとなる。
[参照　第2編（関税法）-第3章（輸出入申告）-1.申告先-（2）例外1 本船扱い、ふ中扱い]"
輸入申告の特例,57-9-2,A,特例委託輸入者でその特例申告に係る特例申告書をその提出期限までに提出していない者は、その提出期限後においては、税関長に特例申告書を提出することができない。,○×,×,"特例申告書はその提出期限（輸入許可の日の属する月の翌月末日まで）にその輸入許可をした税関長に提出しなければならないが(期限内特例申告 関7条の2第2項、3項)、提出期限後においても、税関長による税額等の決定があるまでは提出することができる(期限後特例申告 関7条の4)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（7）期限内特例申告と期限後特例申告]"
輸入通関,57-9-3,A,申告納税方式が適用される輸入貨物のうち、当該輸入貨物の課税標準となるべき価格が1万円以下の物品を輸入しようとする者は、税関長への輸入申告を行うことを要しないこととされている。,○×,×,"簡易手続の対象となる郵便物については課税標準となるべき価格（つまり課税価格）が20万円以下なら輸入申告不要とする規定は存在するものの(関76条1項)、本問のように申告納税方式が適用される貨物について輸入申告不要とする規定は存在しない。
[参照　第2編（関税法）-第6章（郵便物の輸出入）-1.簡易手続の対象となる郵便物]"
輸入通関,57-9-4,A,輸入(納税)申告をしようとする者は、その輸入しようとする貨物の種類にかかわらず、予備審査制に基づく輸入貨物に係る予備申告を行うことができることとされている。,○×,○,"予備申告の対象となるのは、全ての貨物である(平成12年蔵関第251号通達 「予備審査制について」記1)。
[参照　第2編（関税法）-第3章（輸出入申告）-12.予備審査制(輸入のみ)]"
輸入通関,57-9-5,A,外国貿易船により輸入される貨物に係る予備審査制に基づく予備申告は、輸入申告予定日における外国為替相場が公示された日又は当該貨物に係る船荷証券が発行された日のいずれか遅い日から行うことができることとされている。,○×,○,"予備申告は、輸入申告予定日における外国為替相場が公示された日か、貨物の船荷証券（航空貨物の場合はAir Waybill）が発行された日のいずれか遅い日以降に行う(平成12年蔵関第251号通達 「予備審査制について」記2(4))。本問は外国貿易船により輸入されるものであり、航空貨物ではないから正しい。
[参照　第2編（関税法）-第3章（輸出入申告）-12.予備審査制(輸入のみ)]"
輸入通関,57-10-1,A,原産地について誤認を生じさせる表示がされている外国貨物であっても、原産地について偽った表示がされているものでなければ、当該外国貨物について、輸入の許可を受けることができる。,○×,×,"原産地について直接若しくは間接に偽った表示又は誤認を生じさせる表示がされている外国貨物は、輸入の許可を受けることができない(関71条1項)。
[参照　第2編（関税法）-第3章（輸出入申告）-9.原産地虚偽・誤認表示(輸入のみ)]"
輸入通関,57-10-2,A,原産地について偽った表示がされている外国貨物を輸入しようとする者は、当該外国貨物の真正な原産地を証明する原産地証明書を税関長に提出した場合であっても、当該外国貨物について、輸入の許可を受けることができない。,○×,○,"原産地について直接・間接に偽った表示か誤認を生じさせる表示がされている外国貨物は輸入許可を受けることができず(関71条1項)、真正な原産地を証明できれば輸入許可を受けられるとする規定はない。原産地は貨物の安全性や信頼を示す情報であるため、原産地虚偽・誤認表示貨物を日本国内に流通させてしまうと消費者の信用を裏切ることになるので、税関長は輸入を許可しない。つまり、原産地について虚偽・誤認表示がされていること自体が消費者の信頼を裏切るため、真正な原産地が輸入の際に証明されているかどうかにかかわらず輸入許可されないのである。
[参照　第2編（関税法）-第3章（輸出入申告）-9.原産地虚偽・誤認表示(輸入のみ)]"
輸入通関,57-10-3,A,原産地について誤認を生じさせる表示がされている外国貨物を輸入しようとする者は、当該外国貨物の関税額に相当する担保を税関長に提供した場合には、当該外国貨物について、輸入の許可を受けることができる。,○×,×,"原産地について直接・間接に偽った表示か誤認を生じさせる表示がされている外国貨物は輸入許可を受けることができず(関71条1項)、関税額に相当する担保を税関長に提供したからといって輸入許可を受けられるとする規定はない。原産地は貨物の安全性や信頼を示す情報であるため、原産地虚偽・誤認表示貨物を日本国内に流通させてしまうと消費者の信用を裏切ることになるので、税関長は輸入を許可しない。関税額に相当する担保の提供は関税の徴収を確実にするための制度であるから、これにより関税が確実に払われたとしても原産地について虚偽・誤認表示がされていれば消費者の信頼を裏切ることには変わりがないため、担保提供によって輸入許可されるという規定は存在しないのである。
[参照　第2編（関税法）-第3章（輸出入申告）-9.原産地虚偽・誤認表示(輸入のみ)]"
輸入通関,57-10-4,A,原産地について偽った表示がされている外国貨物であっても、当該表示が当該外国貨物の容器にのみ間接的に表示されている場合には、当該外国貨物について、輸入の許可を受けることができる。,○×,×,"原産地について直接・間接に偽った表示か誤認を生じさせる表示がされている外国貨物は、輸入許可を受けることができない(関71条1項)。「直接…に」とは、偽った表示又は誤認を生じさせる表示が輸入貨物自体に表示されていることを指し、「間接に」とは、そのような表示が輸入貨物の容器、包装等に表示されていることを指す(関通71-3-1(2))。
[参照　第2編（関税法）-第3章（輸出入申告）-9.原産地虚偽・誤認表示(輸入のみ)]"
輸入通関,57-10-5,A,税関長は、原産地について偽った表示がされていることにより留置した外国貨物について、当該表示が消されると認められる場合には、当該外国貨物を返還することとされている。,○×,○,"原産地虚偽・誤認表示貨物が留置された場合、留置されてから四月を経過すれば税関長は貨物を公売か随意契約により売却できるが、公売や随意契約による売却がされるまでに表示の抹消、表示の訂正、貨物の積戻しのいずれかが行われると認められる場合、貨物は輸入申告をした者へ返還される(関84条、87条1項2項、88条)。
[参照　第2編（関税法）-第3章（輸出入申告）-9.原産地虚偽・誤認表示(輸入のみ)]"
輸入申告の特例,57-11-1,A,税関長は、関税、内国消費税及び地方消費税の保全のために必要があると認めるときは、特例輸入者に対し、金額及び期間を指定して、関税、内国消費税及び地方消費税につき担保の提供を命ずることができ、特例輸入者が過少申告加算税を課された場合は、税関長は直ちに担保の提供を命じなければならないこととされている。,○×,×,"税関長は、関税、内国消費税及び地方消費税の保全のために必要があると認めるときは、特例輸入者又は特例委託輸入者に対し、金額及び期間を指定して、担保の提供をさせることができる(関7条の8)。特例輸入者が過去1年間において過少申告加算税又は無申告加算税を課された場合はこの「保全のために必要があると認めるとき」に該当するが(関通7の8-1(1)イ)、本問では過去1年間という限定のない点が誤りとなる。また「保全のために必要があると認めるとき」に該当しても「担保の提供をさせることができる」だけであり、必ず担保提供をさせるわけではない。したがって、担保提供を命じなければならないという点も誤りとなる。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（1）特徴]"
輸出申告の特例,57-11-2,A,特定輸出者は、輸出しようとする貨物が置かれている場所から当該貨物を外国貿易船に積み込もうとする開港までの運送を特定保税運送者に委託することにより、輸出貿易管理令別表第1の1の項の中欄に掲げる貨物につき特定輸出申告を行うことができる。,○×,×,"輸出貿易管理令別表1の1の項の中欄に掲げる物品は輸出申告の特例が利用できない貨物の1つであり、具体的には銃、爆発物、火薬類、軍事用の物品等といった戦争やテロの道具となり得る物品がこれに該当する。輸出申告の特例が利用できない貨物については、何らかの要件を満たせばできるといった例外は規定されていない(関67条の3第1項、関令59条の8)。したがって、輸出しようとする貨物が置かれている場所から当該貨物を外国貿易船に積み込もうとする開港までの運送を特定保税運送者に委託することで特定輸出申告ができるわけではない。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-1.輸出申告の特例-（5）輸出申告の特例が利用できない貨物]"
輸出通関,57-11-3,A,税関長は、特定輸出申告書に記載された品名と特定輸出申告が行われ税関長の輸出の許可を受けた貨物が相違することが判明したことにより、当該貨物が外国貿易船に積み込まれるまでの間に当該貨物に係る輸出の許可を取り消す場合において必要があると認めるときは、税関職員に当該貨物の検査をさせることができることとされている。,○×,○,"輸出許可後貨物が船舶や航空機に積み込まれるまでの間に輸出をやめたいときは、輸出申告の特例を利用した貨物においては輸出許可取消申請書を提出して輸出許可取消しという手続を行い、税関長が必要がありと認めるときは検査となる(関67条の4、関通67の3-1-8、67の4-1、67の4-2)。
[参照　第2編（関税法）-第3章（輸出入申告）-17.撤回、取止め、取消し]"
輸入申告の特例,57-11-4,A,特例申告を行う場合は、特例申告に係る貨物で輸入の許可を受けたものについて、特例申告書を作成し、当該許可の日の属する月の翌月末日までに当該許可をした税関長に提出しなければならない。,○×,○,"その通りである(関7条の2第2項)。特例申告書の提出期限がいつかを問うている。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（7）期限内特例申告と期限後特例申告]"
輸入申告の特例,57-11-5,A,特例輸入者は、複数の輸入の許可に係る特例申告をまとめて行う場合には、当該許可をした税関長にあらかじめその旨を届け出なければならないこととされている。,○×,×,"同一の輸入者に係る複数の輸入の許可に係る特例申告をまとめて行うことを一括特例申告というが、一括特例申告を行うためにあらかじめ届け出を行う必要はない(関通7の2-1(2))。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（6）一括特例申告]"
減免戻し税,57-12-1,A,輸入貨物が、輸入申告の後、輸入の許可前に損傷した場合においては、関税定率法第10条第1項(変質、損傷等の場合の減税又は戻し税等)の規定により、当該貨物の損傷による価値の減少に基づく価格の低下率を基準として、その関税の軽減を受けることができない。,○×,×,"輸入貨物が、輸入申告の後、輸入の許可前に損傷した場合においては、関税定率法10条1項(変質、損傷等の場合の減税又は戻し税等)の規定により、当該貨物の損傷による価値の減少に基づく価格の低下率を基準として、関税の軽減を受けることができる。なお、輸入申告前の変質、損傷の場合は、従価税品であれば関税定率法4条の5により変質・損傷分の減価に相当する額を控除して課税価格を計算することとなる。
[参照　第3編（関税定率法、関税暫定措置法）-第3章（減免戻し税1（無条件））-1.変質、損傷の場合の減税、戻し税等（関率4条の5、10条1項、2項）-（1）要件]"
減免戻し税,57-12-2,A,輸入の許可を受けた貨物が、輸入の許可後引き続き、保税地域に置かれている間に、災害により滅失した場合においては、関税定率法第10条第2項(変質、損傷等の場合の減税又は戻し税等)の規定により、その関税(附帯税を除く。)の全部の払戻しを受けることができる。,○×,○,"輸入の許可を受けた貨物が、輸入の許可後引き続き、保税地域等に置かれている間に、災害その他やむを得ない理由により滅失し、又は変質し、若しくは損傷した場合においては、その関税の全部又は一部を払い戻すことができる(変質、損傷等の場合の戻し税 関率10条2項)。滅失した貨物の場合は、納付された関税の全額が払戻対象額となる(関率令2条の2第2項1号)。
[参照　第3編（関税定率法、関税暫定措置法）-第3章（減免戻し税1（無条件））-1.変質、損傷の場合の減税、戻し税等（関率4条の5、10条1項、2項）-（1）要件、（2）金額-③戻し税]"
減免戻し税,57-12-3,A,国際親善のため、国にその用に供するものとして寄贈される物品で輸入されるものは、その輸入の許可の日から2年以内にその用途以外の用途に供される場合であっても、関税定率法第15条第1項(特定用途免税)の規定により、その関税の免除を受けることができる。,○×,×,"国際親善のため、国又は地方公共団体にその用に供するものとして寄贈される物品で輸入されるもので、その輸入の許可の日から2年以内にその用途以外の用途に供されないものは、特定用途免税(関率15条1項3号の2)の対象物品であり関税の免除を受けることができる。しかし、その輸入の許可の日から2年以内にその用途以外の用途に供される場合は直ちに関税が徴収されるため、免税されない。
[参照　第3編（関税定率法、関税暫定措置法）-第4章（減免戻し税2（条件付き））-3.特定用途免税（関率15条）-（1）要件、金額、（2）用途外使用等と関税の徴収]"
減免戻し税,57-12-4,A,赤十字国際機関から日本赤十字社に寄贈された器具で、日本赤十字社が直接医療用に使用するものと認められるもので輸入され、その輸入の許可の日から2年以内にその用途以外の用途に供されないものについては、関税定率法第15条第1項(特定用途免税)の規定により、その関税の免除を受けることができる。,○×,○,"赤十字国際機関又は外国赤十字社から日本赤十字社に寄贈された機械及び器具で、日本赤十字社が直接医療用に使用するものと認められるもので輸入され、その輸入の許可の日から2年以内にその用途以外の用途に供されないものについては、関税定率法15条1項5号(特定用途免税)の規定により、その関税の免除を受けることができる。
[参照　第3編（関税定率法、関税暫定措置法）-第4章（減免戻し税2（条件付き））-3.特定用途免税（関率15条）-（1）要件、金額]"
減免戻し税,57-12-5,B,本邦にある外国の大使館又は公使館に属する公用品で輸入されるものについては、相互条件により関税の免除に制限がある場合を除き、関税定率法第16条第1項(外交官用貨物等の免税)の規定により、その関税の免除を受けることができる。,○×,○,"本邦にある外国の大使館又は公使館その他これらに準ずる機関に属する公用品で輸入されるものについては、相互条件により関税の免除に制限がある場合を除き、関税定率法16条1項1号(外交官用貨物等の免税)の規定により、その関税の免除を受けることができる。
[参照　第3編（関税定率法、関税暫定措置法）-第3章（減免戻し税1（無条件））-5.外交官用貨物等の免税（関率16条）-（1）要件、金額]"
課税価格の決定,57-13-1,A,輸入取引に係る契約において輸入貨物の輸入港までの運賃を買手が負担することとされている場合は、当該運賃は当該輸入貨物につき現実に支払われた又は支払われるべき価格に含まれていないものとして取り扱い、当該輸入貨物を輸入港まで運送するために実際に要した運送費用の額を買手が負担するときに限り、当該運送費用の額を当該輸入貨物につき現実に支払われた又は支払われるべき価格に加算することとされている。,○×,×,"輸入港までの運賃は現実支払価格に含まれない加算費用である。そして、買手により負担されるかどうかにかかわらず、現実支払価格に含まれていない限度において（つまり現実支払価格に含まれていない分の金額だけ）、当該現実支払価格に加算する。具体的には、輸入取引に係る契約において輸入貨物の輸入港までの運賃を買手が負担することとされている場合（FOB契約等の場合）は、その運賃は現実支払価格に含まれていないものとして取り扱うため、輸入貨物を輸入港まで運送するために実際に要した運送費用の額を、負担者を問わず（つまり誰が負担しようと）、現実支払価格に加算する(関率4条1項1号、関率通4-8(6))。本問は輸入貨物の輸入港までの運賃を買手が負担することとされている場合であるが、輸入港まで運送するために実際に要した運送費用の額を買手が負担するときに限り、当該運送費用の額を現実支払価格に加算することとされているという部分が誤りで、負担者を問わず現実支払価格に加算する。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（2）輸入港に到着するまでの運送に要する運賃、保険料その他当該運送に関連する費用-①運賃等（運賃、保険料その他当該運送に関連する費用）-ⅱ運賃等と現実支払価格]"
課税価格の決定,57-13-2,B,輸入貨物に係る輸入取引に関し、買手により負担される当該輸入貨物に係る仲介料その他の手数料として当該輸入貨物につき現実に支払われた又は支払われるべき価格に、その含まれていない限度において加算しなければならないものに該当するか否かの判断は、契約書等における名称のみによるものではなく、その手数料を受領する者が輸入取引において果たしている役割及び提供している役務の性質を考慮して行うものとされている。,○×,○,"買手により負担される仲介料その他の手数料は、買付手数料なら加算せず（控除費用）、それ以外なら加算する（加算費用）(関率4条1項2号イ)。そこで、課税価格を計算するためには手数料が買付手数料なのかそれ以外の手数料なのかを判断する必要がある。そしてその判断は、契約書等においてどのような名称で記されているかというような形式的なことだけではなく、その手数料を受領する者が輸入取引において果たしている役割及び提供している役務の性質というような実質的な内容も考慮して行う(関率通4-9(2))。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（3）買手により負担される手数料又は容器・包装の費用-①買手により負担される仲介料その他の手数料（買付手数料を除く）]"
課税価格の決定,57-13-3,C,関税定率法第4条第1項に規定する課税価格の決定の原則に基づき輸入貨物の課税価格を計算する場合に関する場合において、輸入貨物に係る輸入取引に関し、当該輸入貨物の売手と協力して販売を行う者に対し売手が支払う販売手数料は、当該輸入貨物の課税価格に含まれることとされている。,○×,×,"買手により負担される（つまり買手が支払う）仲介料その他の手数料は、買付手数料なら加算せず（控除費用）、それ以外なら加算する（加算費用）(関率4条1項2号イ)。本問をこの規定に当てはめると、輸入貨物の売手と協力して販売を行う者に対し売手が支払う販売手数料なので買付手数料以外の手数料ではあるが、売手が支払うものであるから買手により負担されるものではなく、加算費用とはならない。そうすると課税価格に含まれない。ただし、販売手数料相当分の額（つまり販売手数料と等しい額）は既に貨物の価格に含まれているので、課税価格に含まれている。売手は生産・仕入れや販売にかかったコストを含めた上で販売価格を設定するからである。買付手数料以外の仲介料その他の手数料のうち、買手により負担する部分だけが加算費用とされているのはこれが理由であり、売手が負担する部分と等しい額は既に貨物の価格に含まれているため別途加算費用とされていないのである。そこまで理解している受験生にとっては、少し判断が難しい問題だと思われるし、誤りとする公式解答にも疑義がある。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（3）買手により負担される手数料又は容器・包装の費用-①買手により負担される仲介料その他の手数料（買付手数料を除く）]"
課税価格の決定,57-13-4,A,輸入貨物の生産及び輸入取引に関連して、当該輸入貨物の生産のために使用された金型を買手が売手に無償で提供した場合において、買手が当該金型の提供に要した費用の額は当該輸入貨物の課税価格に含まれる。,○×,○,"輸入貨物の生産及び輸入取引に関連して、買手により無償で又は値引きをして直接又は間接に提供された物品のうち、輸入貨物の生産のために使用された工具、鋳型又はこれらに類するものに要する費用は加算費用であり、課税価格に含まれる(関率4条1項3号ロ)。そして、「工具、鋳型又はこれらに類するもの」には、機械、設備、金型、ダイス等を含む(関率通4-12(2))。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（4）無償提供物品・役務-①概要]"
課税価格の決定,57-13-5,A,輸入貨物の生産及び輸入取引に関連して、当該輸入貨物の買手が本邦以外で自ら開発した役務で、当該買手により無償で提供され、当該輸入貨物のみの生産に利用されたものについては、当該役務の開発に要した費用に当該役務を当該輸入貨物の生産に関連して提供するために要した運賃、保険料その他の費用であって買手により負担されるものを加算した費用の額が当該輸入貨物の課税価格に含まれる。,○×,○,"①「輸入貨物の生産及び輸入取引に関連して、当該輸入貨物の買手が本邦以外で自ら開発した役務で、当該買手により無償で提供され、当該輸入貨物のみの生産に利用されたもの」とは、無償提供した役務で、全てその輸入貨物の生産や輸入取引について使用され、他の輸入貨物に使用されていない費用を指している。そうすると、この役務の開発に要した費用は全額加算費用となる(関率4条1項3号ニ)。②さらに、「当該役務を当該輸⼊貨物の⽣産に関連して提供するために要した運賃、保険料その他の費⽤であって買⼿により負担されるもの」も加算費用となる(関率令1条の5第4項)。①は役務そのものの開発費用であり、②は役務を提供するために要した費用である。本問は、①に②を加算した費用の額（つまり①＋②）が課税価格に含まれると述べているから、正しい。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（4）無償提供物品・役務-①概要、②共通ルール-ⅱ提供するために要した費用]"
外国為替及び外国貿易法,57-14-1,B,輸出貿易管理令別表第2の33の項の中欄に掲げるうなぎの稚魚を、アメリカ合衆国を仕向地として輸出する場合において、その輸出する貨物の総価額が5万円以下のものであるときは、経済産業大臣の輸出の承認を受けることを要しない。,○×,○,"輸出令別表2の33の項の中欄に掲げるうなぎの稚魚は、どの地域に向けて輸出する場合でも、経済産業大臣の輸出の承認を要するのが原則である(外48条3項、輸出令2条1項1号)。ただし特例として、価格が5万円以下なら承認不要となる(輸出令4条3項、別表7の2の項)。
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（2）輸出承認-②輸出承認を要する場合（原則）、②輸出承認が不要な場合（特例）]"
外国為替及び外国貿易法,57-14-2,A,輸出貿易管理令別表第2の43の項の中欄に掲げる重要文化財を輸出しようとする場合において、文化財保護法の規定に基づく文化庁長官の許可を受けているときであっても、経済産業大臣の輸出の承認を受けなければならない。,○×,○,"輸出令別表2の中欄に掲げる貨物を同表下欄の地域を仕向地として輸出しようとする場合においては、経済産業大臣の輸出の承認を要するのが原則である(外48条3項、輸出令2条1項1号)。また、その貨物が重要文化財であれば、文化財保護法による文化庁長官の輸出許可も要する(輸出令2条3項、文化財保護法44条)。そうすると、経済産業大臣の輸出承認と文化庁長官の輸出許可は別の法律に基づく規制であるから、文化庁長官の許可を受けているからといって経済産業大臣の承認が不要とはならない。
[参照　第6編（外国為替及び外国貿易法）-1.外為法による規制、2.輸出の規制-（2）輸出承認-②輸出承認を要する場合（原則）]"
外国為替及び外国貿易法,57-14-3,B,輸出貿易管理令別表第1の1の項の中欄に掲げる軍用航空機の部分品のうち、修理を要するものを無償で輸出しようとする場合には、経済産業大臣の輸出の許可を受けることを要しない。,○×,×,"輸出令別表1の中欄に掲げる貨物を下欄に掲げる地域を仕向地として輸出とする場合、経済産業大臣の輸出の許可を要するのが原則である(外48条1項、輸出令1条)。特例として許可不要となる場合もいくつか存在するが、別表1の1の項の中欄に掲げる貨物の輸出については特例の例外として輸出許可を要する(輸出令4条1項)。特例の例外が適用されない物品もいくつか存在するが、それは無償で輸出すべきものとして無償で輸入した貨物であることが要件となっており、本問ではその要件を満たしている旨が書かれていないため、特例の例外が適用され輸出許可を要する。なお、本問が出題された当時は特例の例外が適用されないものというのは存在せず、別表1の1の項の中欄に掲げる貨物であれば全て輸出許可を要した。令和7年法改正によって特例の例外が適用されない物品がいくつか規定された。
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（1）輸出許可-②輸出許可を要する場合（原則）、④輸出許可を要する場合（特例の例外）]"
外国為替及び外国貿易法,57-14-4,B,輸出貿易管理令別表第1の16の項の中欄に掲げる関税定率法別表第95類に該当する玩具を、ドイツを仕向地として輸出しようとする場合には、原則として経済産業大臣の輸出の許可を受けなければならない。,○×,○,"別表1の中欄に掲げる貨物の輸出はどこの地域に向けて輸出する場合でも全て、原則輸出許可を要する(輸出令1条1項、3項)。なお、本問出題当時は輸出令別表1の中欄に掲げる95類の玩具をドイツに向けて輸出する場合経済産業大臣の輸出許可は不要であったため誤りとなっていたが、令和7年改正によって原則輸出許可を要することとなったので現在は正しい。
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（1）輸出許可-②輸出許可を要する場合（原則）]"
外国為替及び外国貿易法,57-14-5,A,経済産業大臣は、外国為替及び外国貿易法第48条第1項の規定により経済産業大臣の輸出の許可を受けなければならない貨物について、当該輸出の許可を受けないで貨物を輸出した者に対し、3年以内の期間を限り、輸出を行うことを禁止することができる。,○×,○,"外為法53条1項にその通りの規定がある。
[参照　第6編（外国為替及び外国貿易法）-4.制裁]"
輸入してはならない貨物,57-15-1,A,印紙の模造品は、印紙等模造取締法の規定により財務大臣の許可を受けて輸入するものを除き、輸入してはならない貨物に該当する。,○×,○,"印紙の模造品は印紙等模造取締法1条2項の規定により財務大臣の許可を受けて輸入するもの、郵便切手の模造品は郵便切手類模造等取締法1条2項の規定により総務大臣の許可を受けて輸入するものを除いて、輸入してはならない貨物である(関69条の11第1項6号)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（4）決済手段のグループ]"
輸入してはならない貨物,57-15-2,A,税関長は、公安又は風俗を害すべき書籍に該当する貨物で輸入されようとするものについて、没収して廃棄することができる。,○×,×,"税関長は、輸入してはならない貨物のうち表現物（公安又は風俗を害すべき書籍、図画、彫刻物その他の物品、児童ポルノ）について、これらに該当すると認めるのに相当の理由がある旨を通知しなければならないが、没収廃棄や積戻し命令をすることはできない(関69条の11第1項7号、8号、2項、3項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（7）税関長の措置]"
輸入してはならない貨物,57-15-3,A,税関長は、輸入されようとする貨物のうちに児童ポルノに該当すると認めるのに相当の理由がある貨物があるときであっても、当該貨物を輸入しようとする者に対し、その旨を通知することを要しない。,○×,×,"税関長は、輸入してはならない貨物のうち表現物（公安又は風俗を害すべき書籍、図画、彫刻物その他の物品、児童ポルノ）について、これらに該当すると認めるのに相当の理由があるときは、その旨を通知しなければならない(関69条の11第1項7号、8号、3項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（7）税関長の措置]"
輸入してはならない貨物,57-15-4,A,税関長は、輸入されようとする貨物が特許権を侵害する貨物に該当するか否かについての認定手続を執る場合には、当該貨物に係る特許権者及び当該貨物を輸入しようとする者に対し、当該貨物が当該特許権を侵害する貨物に該当するか否かについて意見を述べることができる旨を通知することを要しない。,○×,×,"税関長は、輸入されようとする貨物が特許権を侵害する貨物に該当するか否かについての認定手続を執る場合には、当該貨物に係る特許権者及び当該貨物を輸入しようとする者に対し、認定手続を執る旨と、当該貨物が当該特許権を侵害する貨物に該当するか否かについて証拠を提出し意見を述べることができる旨を通知しなければならない(関69条の12第1項)。したがって、「意見を述べることができる旨を通知することを要しない」とする部分が誤りであり、意見を述べることができる旨を通知しなければならない。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-2.認定手続]"
輸入してはならない貨物,57-15-5,A,著作権者は、自己の著作権を侵害すると認める貨物に関し、いずれかの税関長に対し、その侵害の事実を疎明するために必要な証拠を提出し、当該貨物が関税法第6章(通関)に定めるところに従い輸入されようとする場合は、当該貨物について当該税関長又は他の税関長が、当該貨物が当該著作権を侵害する貨物に該当するか否かについての認定手続を執るべきことを申し立てることができる。,○×,○,"著作権者は輸入差止申立てができるので、本問はその旨を述べており正しい(関69条の13第1項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-3.輸出入差止申立て-（2）差止申立て]"
