カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
関税関係帳簿等,55-9-5,B,特定輸出者は、特定輸出申告を行って輸出の許可を受けた場合に、当該特定輸出申告に関して作成した仕入書について税関長に提出したときであっても、当該仕入書の写しを当該輸出の許可の日の翌日から5年間保存しなければならない。,○×,×,"特定輸出者は、特定輸出申告を行って輸出の許可を受けた場合に、特定輸出申告に関して作成した仕入書を、輸出の許可の日の翌日から5年間保存しなければならない。なぜならこの仕入書は特定輸出関税関係書類だからである。しかし、特定輸出申告に際して税関長に提出したときは保存しなくてよい(関令59条の12第2項、4項、5項)。関税関係書類にも同様の制度があるので、特定輸出関税関係書類についても同じく考えれば正解できる問題になっている。
[参照　第2編（関税法）-第7章（関税関係帳簿等）-1.関税関係帳簿等-（1）関税関係帳簿、関税関係書類、電子取引の取引情報に係る電磁的記録、（3）保存義務者]"
輸入通関,55-10-1,A,税関長は、原産地について直接又は間接に偽った表示がされている外国貨物については、その原産地について偽った表示がある旨を輸入申告をした者に通知し、その表示を消させ、又は訂正させた上で積み戻させなければならないこととされている。,○×,×,"「その表示を消させ、又は訂正させた上で積み戻させなければならない」のではなく「その表示を消させ、若しくは訂正させ、又は当該貨物を積みもどさせなければならない」のである(関71条2項)。表示を消すか訂正をしたら、積み戻さなくてよい。
[参照　第2編（関税法）-第3章（輸出入申告）-9.原産地虚偽・誤認表示(輸入のみ)]"
輸入通関,55-10-2,A,外国貿易船に積み込んだ状態で輸入申告をすることが必要な貨物については、他の貨物と混載することなくその状態で関税法第67条の検査及び許可を受けようとする場合において、その貨物の性質、形状及び積付けの状況が当該検査を行うのに支障がなく、かつ、輸入の許可を受けるために当該貨物を保税地域等に入れることが不適当と認められるときは、税関長の承認を受けて、当該外国貿易船の係留場所を所轄する税関長に対して輸入申告をすることができることとされている。,○×,○,"輸入申告は原則として保税地域等に貨物を入れてから行うが、例外的に入れずに申告できる場合がいくつかある。そのうちの1つが本問のように外国貿易船に積み込んだ状態で輸入申告をする「本船扱い」の場合であり、このとき外国貿易船の係留場所を所轄する税関長に対して輸入申告をすることができる。(関67条の2第2項、関令59条の5第1項1号)。
[参照　第2編（関税法）-第3章（輸出入申告）-1.申告先-（2）例外1 本船扱い、ふ中扱い、第2編（関税法）-第3章（輸出入申告）-2.申告と保税地域等への搬入-（2）輸入申告と搬入の例外1 本船扱い、ふ中扱い]"
関税の確定,55-10-3,A,先にした納税申告により納付すべき税額に不足額がある場合において、当該納税申告に係る貨物の輸入の許可前にする修正申告は、当該納税申告に係る書面に記載した税額等を補正することにより行うことができることとされている。,○×,○,"修正申告は、輸入の許可後は修正申告書を提出して行うが、輸入の許可前は納税申告書の補正により行うことができる(関7条の14第1項、2項)。なお、通常の輸入手続においては貨物の引取りの申告書と納税の申告書を兼ねた輸入(納税)申告書を提出するので、納税申告書の補正というのは輸入(納税)申告書の補正を指す。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅事項）-1.申告納税方式-（2）輸入者が行う手続-②修正申告]"
定義（関税法等）,55-10-4,A,保税地域に蔵置されている外国貨物の輸入申告の前に、通関業者が当該貨物の関税定率法別表の適用上の所属区分を確認するため、当該保税地域において当該貨物を消費した場合には、当該通関業者がその消費の時に当該貨物を輸入するものとはみなされない。,○×,×,"外国貨物が輸入される前に本邦において消費される場合には、消費する者がその消費の時に当該貨物を輸入するものとみなすのが原則である(みなし輸入　関2条3項)。税関職員が採取した外国貨物の見本を検査のため使用又は消費する場合や、権限のある公務員が収去した外国貨物をその権限に基づいて使用又は消費する場合はみなし輸入とならないが(関令1条の2第3号)、本問の消費は通関業者が行っているため、この例外には当たらない。よって、原則どおりみなし輸入となる。
[参照　第2編（関税法）-第1章（関税法の定義）-1.定義-（9）みなし輸入-②使用又は消費によるみなし輸入]"
税関事務管理人,55-10-5,B,本邦に本店又は主たる事務所を有しない法人が輸入申告を行おうとする場合には、通関業者を税関事務管理人として定め、当該輸入申告に係る税関長にその旨を届け出なければならないこととされている。,○×,×,"税関事務管理人は通関業者に限定されていないため、通関業者でなくてもよい(関95条1項)。
[参照　第2編（関税法）-第22章（税関事務管理人）-5.その他]"
輸入申告の特例,55-11-1,A,特例輸入者が特例申告を行う場合は、当該特例申告に係る貨物で輸入の許可を受けたものについて、特例申告書を作成し、当該許可の日の属する月の翌月末日までに当該許可をした税関長に提出しなければならない。,○×,○,"特例申告を行う場合は、特例申告に係る貨物（特例申告貨物）で輸入の許可を受けたものについて、特例申告書を作成し、当該許可の日の属する月の翌月末日までに当該許可をした税関長に提出しなければならない(関7条の2第2項)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（7）期限内特例申告と期限後特例申告]"
輸入申告の特例,55-11-2,A,特例輸入者が貨物を保税地域に入れて輸入の許可を受けようとする場合には、当該貨物に係る輸入申告を電子情報処理組織(NACCS)を使用して行うときであっても、当該輸入申告は当該保税地域の所在地を所轄する税関長に対してしなければならない。,○×,×,"特例申告を行う場合は、特例申告に係る貨物（特例申告貨物）で輸入の許可を受けたものについて、特例申告書を作成し、当該許可の日の属する月の翌月末日までに当該許可をした税関長に提出しなければならない(関7条の2第2項)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（7）期限内特例申告と期限後特例申告]"
AEO事業者等になるための要件と失効・取消し等,55-11-3,B,関税法の規定に違反して通告処分を受け、その通告の旨を履行した日から3年を経過していない者は、特定輸出者の承認を受けることができない。,○×,○,"関税法、関税定率法、その他関税に関する法律、又はこれらの法律に基づく命令の規定に違反して、刑に処せられ、又は通告処分を受け、その刑の執行を終わり、若しくは執行を受けることがなくなった日又はその通告の旨を履行した日から3年を経過していない者は、特定輸出者の承認を受けることができない(関67条の6第1号イ)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-1.特定輸出者、特例輸入者-（1）要件-①概要、②要件1]"
輸出申告の特例,55-11-4,A,特定輸出者は、輸出しようとする貨物の種類にかかわらず、当該貨物を保税地域等に入れることなく、いずれかの税関長に対して特定輸出申告をすることができる。,○×,×,"①輸出令別表1の1の項の中欄に掲げる貨物、② 輸出令別表4に掲げる国又は地域を仕向地として輸出される物品で、外為法又は輸出貿易管理令による経済産業大臣の許可又は承認を要するもの、③日本国とアメリカ合衆国との間の相互防衛援助協定6条1aに規定する輸入される資材、需品又は装備については、輸出申告の特例が利用できない(関67条の3第1項、関令59条の8)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-1.輸出申告の特例-（5）輸出申告の特例が利用できない貨物]"
特恵関税、経済連携協定,55-11-5,A,特例輸入者に係る特例申告貨物について、経済連携協定における関税についての特別の規定による便益の適用を受けようとする場合において、その貨物の課税価格の総額が10万円を超えるときは、当該貨物の輸入申告の際に、当該貨物が当該経済連携協定の規定に基づき当該経済連携協定の締約国の原産品とされるものであることを証明した又は申告する書類を税関長に提出しなければならない。,○×,×,"特例輸入者に係る特例申告貨物についてEPA税率を適用するときは、締約国原産地証明書等の提出が不要となる(関令61条1項2号イ、関通67-3-4(4))。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
減免戻し税,55-12-1,B,修繕のため本邦から輸出され、その輸出の許可の日から1年以内に輸入される貨物について、関税定率法第11条(加工又は修繕のため輸出された貨物の減税)の規定により関税の軽減を受けようとする場合には、当該貨物の輸入申告は、当該貨物の輸出者の名をもってしなければならない。,○×,×,"加工又は修繕のため輸出された貨物の減税において、貨物の輸入申告は、輸出者の名をもってしなければならないとの規定は無い(関率11条、関率令5条の2)。
[参照　第3編（関税定率法、関税暫定措置法）-第5章（減免戻し税3（再輸入））-4.加工又は修繕のため輸出された貨物の減税（関率11条）-（1）要件、（3）手続]"
減免戻し税,55-12-2,A,本邦に住所を移転するため本邦に入国する者が別送して輸入する家具について、関税定率法第14条(無条件免税)の規定により関税の免除を受けて輸入した場合において、輸入の許可の日から2年以内に売却されたときは、その免除を受けた関税が直ちに徴収される。,○×,×,"無条件免税にいう「無条件」は、輸入時に免除の効果が確定し、輸入後の事情により免除された分の関税が徴収されないことを意味する。一旦適法に免除された以上、後で徴収されることはないのである。そのため、輸入許可日から2年以内に売却されたときに免除を受けた関税が直ちに徴収されるというような規定は無い(関率14条)。
[参照　第3編（関税定率法、関税暫定措置法）-第3章（減免戻し税1（無条件））-3.無条件免税（関率14条）]"
減免戻し税,55-12-3,C,国際的な運動競技会で使用するために関税定率法第17条第1項(再輸出免税)の規定により関税の免除を受けて輸入した物品について、当該運動競技会後に地方公共団体が経営する学校へ寄贈し当該学校において教育のために使用される場合であって、同法第20条の3第1項(関税の軽減、免除等を受けた物品の転用)に規定する税関長の確認を受けたときは、その免除された関税は徴収されない。,○×,○,"関税定率法第17条第1項(再輸出免税)の規定により関税の免除を受けて輸入した物品を、教育のため地方公共団体が経営する学校に寄贈された物品(関率15条1項2号)へ転用する場合であり、税関長の確認も受けているのであるから、転用の要件を満たす(関率20条の3第1項)。よって、免除された関税は徴収されない。
[参照　第3編（関税定率法、関税暫定措置法）-第7章（減免戻し税5（軽減税率、転用））-2.転用（関率20条の2、暫12条）]"
減免戻し税,55-12-4,B,本邦にある外国の大使館の公用品として、関税定率法第16条第1項(外交官用貨物等の免税)の規定により関税の免除を受けて輸入された自動車について、当該大使館の一等書記官の自用品として譲渡する場合には、その免除された関税は徴収されない。,○×,○,"本邦にある外国の大使館に属する公用品(関率16条1項1号)として関税の免除を受けて輸入された自動車を、本邦にある外国の大使館の職員に属する自用品でその職員が輸入するもの(関率16条項4号、関率令27条1号)として譲渡する場合である。そうすると、貨物が自動車であるから、輸入の許可の日から2年以内に用途以外の用途に供された場合は、その供した者から、免除を受けた関税を直ちに徴収することになりそうである(関率16条2項)。しかし「用途以外の用途に供された場合」とは、外交官用貨物等の免税の規定が適用される用途以外の用途に供される場合をいう。そのため、本問のように、外交官用貨物等の免税の規定が適用される用途相互間であれば、関税は徴収されない(関率通16-2(1))。
[参照　第3編（関税定率法、関税暫定措置法）-第3章（減免戻し税1（無条件））-5.外交官用貨物等の免税（関率16条）-（1）要件、金額、第3編（関税定率法、関税暫定措置法）-第4章（減免戻し税2（条件付き））-5.外交官用貨物等の免税（自動車、酒、たばこ）（関率16条）-（1）用途外使用と関税の徴収]"
減免戻し税,55-12-5,A,関税を納付して輸入された貨物のうち、数量が契約の内容と相違するため返送することがやむを得ないと認められるものでその輸入の時の性質及び形状に変更を加えないものについて、その輸入の許可の日から2年を経過した後に戻し税の適用があることを知った場合には、関税定率法第20条第1項(違約品等の再輸出又は廃棄の場合の戻し税等)の規定による関税の払戻しを受けることができる。,○×,×,"関税定率法20条1項の戻し税は、輸入の許可の日から6月以内（税関長の承認を受けたときは1年以内まで延長可。）に保税地域等に入れることが要件の1つとなっているので、輸入の許可の日から2年を経過した後に戻し税の適用があることを知った場合は、この期間を過ぎているので払戻しを受けられない。
[参照　第3編（関税定率法、関税暫定措置法）-第6章（減免戻し税4（再輸出））-6.違約品等の再輸出又は廃棄の場合の戻し税（関率20条）-（1）要件]"
課税価格の決定,55-13-1,A,輸入貨物が輸入港に到着するまでの運送に要する運賃、保険料その他当該運送に関連する費用は課税価格に算入することとされており、「その他当該運送に関連する費用」には、当該輸入貨物につき現実に支払われた又は支払われるべき価格に含まれていない限度において、輸出国において要したコンテナー・サービス・チャージが含まれる。,○×,○,"輸出国において要したコンテナー・サービス・チャージは、「その他当該運送に関連する費用」として加算費用なので、輸入貨物の現実支払価格に含まれていない分は、課税価格に算入される(関率4条1項1号、関率通4-8(5)ハ)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（2）輸入港に到着するまでの運送に要する運賃、保険料その他当該運送に関連する費用-④その他当該運送に関連する費用]"
課税価格の決定,55-13-2,A,売手が権利を所有する意匠が実施されているおもちゃの原型が輸入された場合において、買手が当該売手に対して、当該原型の代金とは別に当該原型を使用して同じおもちゃを本邦において製造する権利の対価を支払っているときは、当該対価は当該原型の課税価格に含まれる。,○×,×,"複製権を使用することの対価は課税価格に含まれない(関率4条1項4号)。意匠が実施されているおもちゃ（デザインが使われているおもちゃのこと。）の原型が輸入された場合において、その原型を使用して、同じものを本邦において製造する権利は、複製権の一例である(関率通4-13(5)ニ)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（5）特許権等-②複製権]"
課税価格の決定,55-13-3,A,委託販売契約ではない輸入貨物の輸入取引の条件として、買手による当該輸入貨物の再販売に係る収益の一部を買手が売手に支払う取決めがなされている場合において、当該売手に支払う当該収益の一部の額が明らかなときは、当該収益の一部の額は当該輸入貨物の課税価格に含まれる。,○×,○,"再販売により得られる売上代金で、売手に直接帰属するものはいわゆる売手帰属収益であり、課税価格に含まれる(関率4条1項5号、関率通4-14(1))。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（6）売手帰属収益]"
課税価格の決定,55-13-4,A,輸入貨物の生産及び輸入取引に関連して、買手により売手に無償で燃料が提供された場合において、当該燃料が当該輸入貨物の生産の過程で消費されたときは、当該燃料に要する費用の額は当該輸入貨物の課税価格に含まれない。,○×,×,"いわゆる無償提供物品のうち、輸入貨物の生産の過程で消費された物品として課税価格に含まれる(関率4条1項3号ハ、関率通達4-12(3))。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（4）無償提供物品・役務-①概要]"
課税価格の決定,55-13-5,A,関税定率法第4条第1項第1号に規定する輸入港までの運賃等は、輸入貨物(同法第4条の6第1項(航空運送貨物等に係る課税価格の決定の特例)に規定する貨物に該当するものを除く。)の運送が、当該輸入貨物の運送契約成立の時以後に、輸出者又は輸入者の責めに帰し難い理由に起因して当該契約に基づく運送方法及び運送経路以外の方法及び経路で運送されたことにより、当該輸入貨物の実際に要した当該輸入港までの運賃等の額が当該輸入貨物の通常必要とされる当該輸入港までの運賃等の額を著しく超えるものである場合には、当該通常必要とされる当該輸入港までの運賃等とすることとされている。,○×,○,"関税定率法施行令1条の5第1項をほぼそのまま抜き出したものであり、これは、輸⼊貨物の運送に特殊な事情が発⽣したため、輸⼊港までの運賃等（＝運賃、保険料、その他運送に関連する費⽤）の実費が、この輸⼊貨物の通常必要とされる輸⼊港までの運賃等の⾦額を著しく超える（＝とてもオーバーしている）場合は、この輸⼊貨物の通常必要とされる運賃等の額が加算費⽤となる、という意味の規定である。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（2）輸入港に到着するまでの運送に要する運賃、保険料その他当該運送に関連する費用-①運賃等（運賃、保険料、その他当該運送に関連する費用）-ⅰ概要]"
外国為替及び外国貿易法,55-14-1,B,仮に陸揚げした貨物のうち、本邦以外の地域を仕向地とする船荷証券により運送されたものを輸出する場合において、当該貨物が輸出貿易管理令別表第1の1の項の中欄に掲げる貨物に該当するときは、経済産業大臣の輸出の許可を受けることを要する。,○×,○,"輸出令別表1の1の項の中欄に掲げる貨物（兵器）を輸出する場合は、原則として経済産業大臣の輸出許可を要する(外為法48条1項、輸出令1条1項)。仮に陸揚げした貨物のうち、本邦以外の地域を仕向地とする船荷証券により運送されたものは特例に該当し経済産業大臣の輸出許可が不要となる場合があるものの(輸出令4条1項1号)、それが輸出令別表1の1の項の中欄に掲げる貨物であれば特例の例外に該当しやはり輸出許可を要する(輸出令4条1項)。特例の例外が適用されない物品もあるが、仮陸揚貨物はそれに該当しない(輸出令4条1項、2号ホ、通商産業省告示746号)。したがって、本問は正しい。
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（1）輸出許可-②輸出許可を要する場合（原則）、③輸出許可が不要な場合（特例）、④輸出許可を要する場合（特例の例外）]"
外国為替及び外国貿易法,55-14-2,B,本邦から輸出された貨物を本邦で修理するために輸入し、当該修理を行った後に再輸出する場合には、その再輸出が有償で行われるときであっても、経済産業大臣の輸出の許可を受けることを要しない。,○×,×,"経済産業大臣の輸出許可が不要となる特例として、無償で輸出すべきものとして無償で輸入した貨物であって、経済産業大臣が告示で定めるものというものが存在する(輸出令4条1項2号ホ)。この具体例として挙げられているものの1つに、本邦から輸出された貨物であって、本邦において修理された後再輸出されるものがある(通商産業省746号 1号1の項)。そうすると、「当該再輸出が有償で行われるときであっても」という部分は誤りであり「当該再輸出が無償で行われるときは」が正しい。よって、本問は誤りとなる。細かいようにも思えるが、過去に何度か出題されたので覚えておくとよい。
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（1）輸出許可-③輸出許可が不要な場合（特例）]"
外国為替及び外国貿易法,55-14-3,B,経済産業大臣の輸出の承認の有効期間は、その承認をした日から6月であるが、経済産業大臣は、特に必要があると認めるときは、当該承認について、6月と異なる有効期間を定め、又はその有効期間を延長することができる。,○×,○,"経済産業大臣の輸出の許可又は承認の有効期間は、その承認をした日から6月であるが、経済産業大臣は、特に必要があると認めるときは、当該許可又は承認について、6月と異なる有効期間を定め、 又はその有効期間を延長することができる(輸出令8条)。
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（3）手続]"
外国為替及び外国貿易法,55-14-4,B,国際郵便により送付され、かつ、受取人の個人的使用に供される身廻品を輸出しようとする場合において、その貨物が輸出貿易管理令別表第2の1の項の中欄に掲げるダイヤモンドであるときは、経済産業大臣の輸出の承認を受けることを要しない。,○×,×,"輸出令別表2の1項のダイヤモンドの輸出は、原則として経済産業大臣の輸出承認を要する(輸出令2条1項)。輸出承認を要する場合でも、国際郵便により送付され、かつ、受取人の個人的使用に供される身廻品を輸出しようとするときは、輸出承認の特例が適用され輸出承認が不要となる(輸出令4条2項2号、別表5第3号)。しかし、輸出承認の特例は、別表2の1項の貨物を輸出しようとするときは適用されない(輸出令4条2項2号イ)。よって、原則通り経済産業大臣の輸出承認を要する。
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（2）輸出承認-②輸出承認を要する場合（原則）、③輸出承認が不要な場合（特例）]"
外国為替及び外国貿易法,55-14-5,B,原産地を誤認させるべき貨物のうち、仮に陸揚げした貨物であって、「MADE IN JAPAN」又はこれと類似の表示を付した外国製のものを輸出しようとする場合には、経済産業大臣の輸出の承認を受けることを要しない。,○×,×,"原則として経済産業大臣の輸出承認を要する貨物であっても、仮陸揚貨物を輸出しようとするときは特例として不要となる(輸出令2条、4条2項1号)。しかし、特例の例外として、輸出令別表2の37から41まで及び43から45までの貨物については、やはり輸出承認を要する(輸出令4条2項)。そして、仮陸揚貨物であって「MADE IN JAPAN」又はこれと類似の表示をした外国製のものは、輸出令別表2の44項の「原産地を誤認させるべき貨物」に該当するため(経済産業省告示56号)、特例の例外が適用される。よって、経済産業大臣の輸出承認を受けることを要する。 
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（2）輸出承認-②輸出承認を要する場合（原則）、③輸出承認が不要な場合（特例）、④輸出承認を要する場合（特例の例外）]"
輸入してはならない貨物,55-15-1,A,税関長は、風俗を害すべき書籍に該当する貨物で輸入されようとするものについて、当該貨物を輸入しようとする者に対して、当該貨物の積戻しを命ずることができる。,○×,×,"税関長は、輸入してはならない貨物のうち表現物（公安又は風俗を害すべき書籍、図画、彫刻物その他の物品、児童ポルノ）について、これらに該当すると認めるのに相当の理由があるときは、その旨を通知しなければならず、没収廃棄や積戻しを命ずることはできない(関69条の11第1項7号、8号、3項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（7）税関長の措置]"
輸入してはならない貨物,55-15-2,A,税関長は、認定手続を経た後でなければ、回路配置利用権を侵害する物品で輸入されようとするものを没収して廃棄し、又はこれを輸入しようとする者にその積戻しを命ずることができない。,○×,○,"知的財産権侵害物品について、税関長は、認定手続を経た後でなければ、没収廃棄や積戻しを命ずることができない(関69条の11第1項9号から10号、第2項、69条の12第1項、5項)。回路利用配置権もこの知的財産権侵害物品に含まれている。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（6）知的財産侵害物品のグループ（⑪から⑬）、（7）税関長の措置]"
輸入してはならない貨物,55-15-3,A,税関長は、爆発物又は火薬類に該当する貨物で輸入されようとするものを没収して廃棄することができない。,○×,×,"爆発物や火薬類は輸入してはならない貨物であり、税関長は、没収廃棄や積戻しを命ずることができる(関69条の11第2項、1項3号、4号)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（3）武器、危険物のグループ（③から⑦）、（7）税関長の措置]"
輸入してはならない貨物,55-15-4,A,覚醒剤取締法に規定する覚醒剤原料は、政府が輸入するもの及び他の法令の規定により輸入することができることとされている者が当該他の法令の定めるところにより輸入するものを除き、輸入してはならない貨物に該当する。,○×,○,"麻薬、向精神薬、大麻、あへん、けしがら、覚醒剤（覚醒剤取締法にいう覚醒剤原料を含む。）、あへん吸煙具は輸入してはならない貨物である。ただし、政府が輸入するものと、他の法令の規定により輸入することができることとされている者が当該他の法令の定めるところにより輸入するものは、ここから除かれる(関69条の11第1項1号)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（2）大麻、薬物のグループ（①、②）]"
輸入してはならない貨物,55-15-5,A,郵便切手及び郵便切手以外の郵便に関する料金を表す証票の模造品は、郵便切手類模造等取締法の規定により総務大臣の許可を受けて輸入するものを除き、輸入してはならない貨物に該当する。,○×,○,"郵便切手（郵便切手以外の郵便に関する料金を表す証票を含む。）の偽造品、変造品又は模造品（郵便切手の模造品は郵便切手類模造等取締法1条2項の規定により総務大臣の許可を受けて輸入するものを除く。）は、輸入してはならない貨物であるので、正しい(関69条の11第1項6号)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（4）決済手段のグループ（⑧）]"
還付,55-16-1,C,関税定率法第10条第2項(変質、損傷等の場合の減税又は戻し税等)の規定による関税の払戻しが、当該払戻しを受ける者の申請に基づいて過大な額で行われた場合には、国税徴収の例により、その過大であった部分の金額に相当する関税額について、当該関税の払戻しを受けた者が納める義務を負う。,○×,○,"関税法13条の2によると、税関長は、関税に関する法律の規定による関税の払戻し又は還付が、これを受ける者の申請に基づいて過大な額で行なわれた場合には、国税徴収の例により、その過大であった部分の金額に相当する関税額を当該関税の払いもどし又は還付を受けた者から徴収するとされる。「国税徴収の例により…徴収する」とは、関税は国税に含まれないものの(国税通則法2条1号)、国税を徴収するときに適用される国税徴収法やその他の法律に従って徴収するよ、ということである。
[参照　第2編（関税法）-第14章（納税義務者）-2.例外-（1）例外的納税義務者-④過大な払戻し又は還付、第2編（関税法）-第17章（関税の納付、法定納期限と納期限、還付）-3.還付-（4）過大な払戻し又は還付]"
定義（関税法等）,55-16-2,A,本邦と外国との間を往来する船舶の乗組員がその携帯品である外国貨物を輸入する前にその個人的な用途に供するため使用した場合には、当該外国貨物を輸入したものとみなし、当該乗組員がその関税を納める義務を負う。,○×,×,"旅客又は乗組員がその携帯品である外国貨物をその個人的な用途に供するため使用し、又は消費する場合は、みなし輸入の例外となるため、輸入とみなされない(関2条3項、関令1条の2第2号)。
[参照　第2編（関税法）-第1章（関税法の定義）-1.定義-（9）みなし輸入-②使用又は消費によるみなし輸入]"
納税義務者,55-16-3,A,税関長からの検査が終了した旨の通知に係る郵便物が、名宛人に交付される前に亡失し、又は滅却されたときは、当該郵便物が災害その他やむを得ない事情により亡失した場合又はあらかじめ税関長の承認を受けて滅却された場合を除き、日本郵便株式会社がその関税を納める義務を負う。,○×,○,"簡易手続の対象となる郵便物が輸入される際に、税関の検査が終了したとき又は検査の必要がないと認めるときは、税関長は、日本郵便株式会社にその旨を通知する(関75条5項)。そして、この通知に係る郵便物で名宛人に交付される前のもの（交付前郵便物）が亡失し、又は滅却されたときは、日本郵便株式会社から、直ちにその関税を徴収する。つまり、日本郵便株式会社は、関税を納める義務を負う。ただし、交付前郵便物が災害その他やむを得ない事情により亡失した場合又はあらかじめ税関長の承認を受けて滅却された場合は、この限りでない(関76条の2第1項)。
[参照　第2編（関税法）-第6章（郵便物の輸出入）-3.関税の納付、交付、関税納付前受取承認-（1）関税の納付、交付、第2編（関税法）-第14章（納税義務者）-2.例外-（1）例外的納税義務者-①亡失又は滅却]"
納税義務者,55-16-4,A,指定保税地域にある外国貨物(輸出の許可を受けた貨物を除く。)が亡失し、又は滅却されたときは、当該外国貨物が災害その他やむを得ない事情により亡失した場合又はあらかじめ税関長の承認を受けて滅却された場合を除き、当該外国貨物を管理する者がその関税を納める義務を負う。,○×,○,"指定保税地域にある外国貨物(輸出の許可を受けた貨物を除く。)が亡失し、又は滅却されたときは、当該外国貨物が災害その他やむを得ない事情により亡失した場合又はあらかじめ税関長の承認を受けて滅却された場合を除き、当該外国貨物を管理する者がその関税を納める義務を負う(関45条1項、41条の3)。
[参照　第2編（関税法）-第10章（保税地域）-7.共通ルール1（保税地域等に共通する事項）-（4）亡失、滅却、廃棄と関税の徴収、第2編（関税法）-第14章（納税義務者）-2.例外-（1）例外的納税義務者-①亡失又は滅却]"
納税義務者,55-16-5,A,税関長に届け出て税関空港と保税地域との相互間を外国貨物のまま運送された郵便物(輸出されるものを除く。)が発送の日の翌日から起算して7日以内に運送先に到着しないときは、当該郵便物が災害その他やむを得ない事情により亡失した場合又はあらかじめ税関長の承認を受けて滅却された場合を除き、その届出をした者がその関税を納める義務を負う。,○×,○,"税関長に届け出て税関空港と保税地域との相互間を外国貨物のまま運送された郵便物(輸出されるものを除く。)が発送の日の翌日から起算して7日以内に運送先に到着しないときは、当該郵便物が災害その他やむを得ない事情により亡失した場合又はあらかじめ税関長の承認を受けて滅却された場合を除き、その届出をした者がその関税を納める義務を負う(関65条の2第1項、63条の9第1項)。
[参照　第2編（関税法）-第11章（保税運送）-6.運送期間の経過による関税の徴収、第2編（関税法）-第14章（納税義務者）-2.例外-（1）例外的納税義務者-②指定期間経過]"
関税の確定,55-17-1,A,納税申告が必要とされている貨物についてその輸入の時までに当該申告がないとして、当該貨物に係る課税標準又は納付すべき税額の決定を受けた者は、当該決定により納付すべき税額が過大である場合には、当該決定について更正があるまでは、当該決定に係る課税標準又は納付すべき税額を修正する申告をすることができる。,○×,×,"決定を受けたときに修正申告が出来るのは、納付すべき税額が過少であるときであり、過大であるときに修正申告はできない(関7条の14第1項)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-1.申告納税方式-（2）輸入者が行う手続-②修正申告]"
関税の確定,55-17-2,A,関税法第73条第1項の規定により輸入の許可前における貨物の引取りに係る税関長の承認を受けた者は、当該承認の日から起算して5年を経過する日と輸入の許可の日とのいずれか遅い日までの間に限り、その貨物の納税申告に係る課税標準につき更正をすべき旨の請求をすることができる。,○×,×,"「当該承認の日から起算して5年を経過する日」ではなく「当該承認の日の翌日から起算して5年を経過する日」である(関7条の15第1項)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-1.申告納税方式-（2）輸入者が行う手続-③更正の請求]"
関税の確定,55-17-3,A,特例申告をした者は、当該申告に係る納付すべき税額の計算に誤りがあったことにより、当該申告により納付すべき税額が過大である場合には、当該申告に係る特例申告書の提出期限から5年以内に限り、税関長に対し、その申告に係る納付すべき税額につき更正をすべき旨の請求をすることができる。,○×,○,"特例申告をした者は、当該申告に係る納付すべき税額の計算に誤りがあったことにより、当該申告により納付すべき税額が過大である場合には、当該申告に係る特例申告書の提出期限から5年以内に限り、税関長に対し、その申告に係る納付すべき税額につき更正をすべき旨の請求をすることができる(関7条の15第1項)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-1.申告納税方式-（2）輸入者が行う手続-③更正の請求]"
