カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
AEO事業者等になるための要件と失効・取消し等,53-10-2,B,税関長は、特定輸出者の承認をしようとするときは、その承認を受けようとする者が関税法若しくは関税定率法その他関税に関する法律又はこれらの法律に基づく命令の規定に違反して刑に処せられ、又は通告処分を受け、その刑の執行を終わり、若しくは執行を受けることがなくなった日又はその通告の旨を履行した日から3年を経過していない者であることに該当しないことに適合するかどうかを審査しなければならない。,○×,○,"特定輸出者の承認を受けようとする者が、関税法若しくは関税定率法その他関税に関する法律又はこれらの法律に基づく命令の規定に違反して刑に処せられ、又は通告処分を受け、その刑の執行を終わり、若しくは執行を受けることがなくなった日又はその通告の旨を履行した日から3年を経過していない者であれば、税関長は、特定輸出者の承認をしないことができるので(関67条の6第1号イ)、特定輸出者の承認申請があれば、これに当たらないかどうか審査しなければならない。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-1.特定輸出者、特例輸入者-（1）要件-①概要、②要件1-ⅰ概要、ⅱ法令違反のグループ]"
輸入申告の特例,53-10-3,A,特例申告を行う場合は、特例申告に係る貨物で輸入の許可を受けたものについて、特例申告書を作成し、当該許可の日の属する月の翌々月末日までに当該許可をした税関長に提出しなければならない。,○×,×,"「翌々月末日」ではなく「翌月末日」である(関7条の2第2項)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（7）期限内特例申告と期限後特例申告]"
輸入申告の特例,53-10-4,A,税関長は、関税、内国消費税及び地方消費税(関税等)の保全のために必要があると認めるときは、特例輸入者に対し、金額及び期間を指定して、関税等につき担保の提供を命ずることができることとされており、特例輸入者が過去1年間において期限後特例申告を行った場合は、この「保全のために必要があると認めるとき」に当たる。,○×,○,"税関長は、関税、内国消費税及び地方消費税（関税等）の保全のために必要があると認めるときは、特例輸入者に対し、金額及び期間を指定して、関税等につき担保の提供を命ずることができる。この「保全のために必要があると認めるとき」とは、①過去1年間において、過少申告加算税又は無申告加算税の加算税を課された場合、②過去1年間において、期限後特例申告を行った場合、③直近の決算時における流動比率が100%を下回り、かつ、自己資本比率が30%を下回っている場合をいう(関7条の8第1項、関通7の8-1(1))。本問は②であり、正しい。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（1）特徴]"
輸出申告の特例,53-10-5,A,特定輸出者は、輸出しようとする貨物の種類にかかわらず、特定輸出申告をすることができる。,○×,×,"①輸出貿易管理令別表1の1の項の中欄に掲げる貨物、②輸出貿易管理令別表4に掲げる国又は地域を仕向地として輸出される貨物であって経済産業大臣の許可又は承認を必要とするもの、③日本国とアメリカ合衆国との間の相互防衛援助協定6条1aに規定する輸出される資材、需品又は装備については、輸出申告の特例が利用できないとされる(関67条の3第1項、関令59条の8)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-1.輸出申告の特例-（5）輸出申告の特例が利用できない貨物]"
減免戻し税,53-11-1,A,関税暫定措置法第8条（加工又は組立てのため輸出された貨物を原材料とした製品の減税）の規定により関税の軽減を受けようとする貨物を輸出しようとする者は、その輸出の際に、加工又は組立てのため輸出する旨をその輸出申告書に付記するとともに、当該貨物の性質及び形状等を記載した申告書を添付して、当該申告書の記載事項につき税関長の確認を受けなければならない。,○×,○,"関税暫定措置法8条の規定により関税の軽減を受けようとする貨物を輸出しようとする者は、その輸出の際に、加工又は組立てのため輸出する旨をその輸出申告書に付記するとともに、貨物の性質及び形状等を記載した確認申告書を添付して、確認申告書の記載事項について税関長の確認を受けなければならない(暫令22条1項)。
[参照　第3編（関税定率法、関税暫定措置法）-第5章（減免戻し税3（再輸入））-5.加工又は組立てのため輸出された貨物を原材料とした製品の減税（暫8条）-（3）手続]"
減免戻し税,53-11-2,A,関税暫定措置法第8条（加工又は組立てのため輸出された貨物を原材料とした製品の減税）の規定により関税の軽減を受けようとする場合において、その原材料の輸出者がその輸出の際の輸出申告書に加工又は組立てのため輸出するものであることを証する書類を添付したときであっても、当該軽減を受けようとする製品の輸入の申告は、当該輸出者の名をもってしなければならない。,○×,×,"関税暫定措置法8条の規定により関税の軽減を受けようとする場合において、その原材料の輸出者がその輸出の際の輸出申告書に加工又は組立てのため輸出するものであることを証する書類を添付しなかったときは、当該軽減を受けようとする製品の輸入の申告は、当該輸出者の名をもってしなければならないとされる(暫令23条2項、22条2項)。よって、添付したときは、輸出者の名をもってする必要はない。
[参照　第3編（関税定率法、関税暫定措置法）-第5章（減免戻し税3（再輸入））-5.加工又は組立てのため輸出された貨物を原材料とした製品の減税（暫8条）-（3）手続]"
減免戻し税,53-11-3,B,関税暫定措置法第4条（航空機部分品等の免税）の規定により関税の免除を受けることができる物品は、本邦において製作することが困難と認められるものに限られる。,○×,○,"航空機部分品等の免税を受けることができる物品は、本邦において製作することが困難と認められるものであることが要件の1つとなる(暫4条)。
[参照　第3編（関税定率法、関税暫定措置法）-第4章（減免戻し税2（条件付き））-4.航空機部分品等の免税（暫4条）-（1）要件、金額]"
減免戻し税,53-11-4,A,特例申告貨物について関税暫定措置法第8条（加工又は組立てのため輸出された貨物を原材料とした製品の減税）の規定により関税の軽減を受けようとする者は、当該貨物の輸入申告書に、当該貨物について同条の規定により関税の軽減を受けようとする旨を付記することを要しない。,○×,×,"付記することを要する(暫令23条4項)。
[参照　第3編（関税定率法、関税暫定措置法）-第5章（減免戻し税3（再輸入））-5.加工又は組立てのため輸出された貨物を原材料とした製品の減税（暫8条）-（3）手続]"
減免戻し税,53-11-5,C,税関長は、必要があると認めるときは、関税暫定措置法第4条（航空機部分品等の免税）の規定により関税の免除を受けた物品の使用者に対し、当該物品の使用の状況に関する報告書の提出を求めることができる。,○×,○,"税関長は、必要があると認めるときは、関税暫定措置法4条の規定により関税の免除を受けた物品の使用者に対し、当該物品の使用の状況に関する報告書の提出を求めることができる(暫令10条)。
[参照　第3編（関税定率法、関税暫定措置法）-第4章（減免戻し税2（条件付き））-4.航空機部分品等の免税（暫4条）-（3）手続]"
課税価格の決定,53-12-1,B,航空機により運送された輸入貨物のうち、当該輸入貨物に係る契約において航空機による運送以外の運送方法により運送されることとされていた貨物で、当該貨物の輸入者の責めに帰することができない理由により当該貨物の本邦への到着が遅延し又は遅延するおそれが生じたため、その輸入者以外の者が運送方法の変更に伴う費用を負担することにより航空機によって運送されたものについての輸入港に到着するまでの運送に要する運賃及び保険料は、航空機による運送方法以外の通常の運送方法による運賃及び保険料によるものとされている。,○×,○,"航空運賃特例が適用される場合を説明したものであり、正しい(関率4条の6第1項、関率令1条の13第2項6号)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第4章（課税価格の決定（例外））-3.特別ルール-（3）航空運賃特例]"
課税価格の決定,53-12-2,B,航空機により運送された輸入貨物のうち、無償の見本であって、その航空機による運賃及び保険料により計算した場合の課税価格が30万円のものについての輸入港に到着するまでの運送に要する運賃及び保険料は、航空機による運送方法以外の通常の運送方法による運賃及び保険料によるものとされている。,○×,×,"航空機により運送された輸入貨物のうち、無償の見本であって、その航空機による運賃及び保険料により計算した場合の課税価格が20万円を超えないもの（つまり20万円以下のもの）についての輸入港に到着するまでの運送に要する運賃及び保険料は、航空機による運送方法以外の通常の運送方法による運賃及び保険料によるものとされている（航空運賃特例 関率4条の6第1項、関率令1条の13第1項)。したがって、「航空機による運賃及び保険料により計算した場合の課税価格が30万円」の場合においてはこの規定は適用されない。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第4章（課税価格の決定（例外））-3.特別ルール-（3）航空運賃特例]"
課税価格の決定,53-12-3,B,航空機により運送された輸入貨物のうち、外国に住所を有する者(外国に本店又は主たる事務所を有する法人を含む。)から本邦に住所を有する者にその個人的な使用に供するため寄贈された物品で、航空機による運賃及び保険料に基づいて算出した課税価格の総額が20万円のものについての輸入港に到着するまでの運送に要する運賃及び保険料は、航空機による運送方法以外の通常の運送方法による運賃及び保険料によるものとされている。,○×,×,"航空機により運送された輸入貨物のうち、外国に住所を有する者（外国に本店又は主たる事務所を有する法人を含む。）から本邦に住所を有する者にその個人的な使用に供するため寄贈された物品で、航空機による運賃及び保険料に基づいて算出した課税価格の総額が10万円以下のものについての輸入港に到着するまでの運送に要する運賃及び保険料は、航空機による運送方法以外の通常の運送方法による運賃及び保険料によるものとされている（航空運賃特例 関率4条の6第1項、関率令1条の13第2項1号）。したがって、「航空機による運賃及び保険料に基づいて算出した課税価格の総額が20万円」の場合においては、この規定は適用されない。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第4章（課税価格の決定（例外））-3.特別ルール-（3）航空運賃特例]"
課税価格の決定,53-12-4,B,航空機により運送された輸入貨物のうち、本邦に住所を移転するため以外の目的で本邦に入国する者がその入国の際に携帯して輸入する物品(自動車、船舶及び航空機を除く。)のうち、その個人的な使用に供するもの(関税定率法第14条第7号(無条件免税)の規定により関税の免除を受けることができるものを除く。)で、航空機による運賃及び保険料に基づいて算出した課税価格の総額が20万円のものについての輸入港に到着するまでの運送に要する運賃及び保険料は、航空機による運送方法以外の通常の運送方法による運賃及び保険料によるものとされている。,○×,○,"航空運賃特例が適用される場合であり、正しい(関率4条の6第1項、関率令1条の13第2項4号)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第4章（課税価格の決定（例外））-3.特別ルール-（3）航空運賃特例]"
課税価格の決定,53-12-5,B,航空機により運送された輸入貨物のうち、修繕のため無償で輸入される物品についての輸入港に到着するまでの運送に要する運賃及び保険料は、航空機による運送方法以外の通常の運送方法による運賃及び保険料によるものとされている。,○×,○,"修繕又は取替えのため無償で輸入される物品については航空運賃特例が適用されるので、正しい(関率4条の6第1項、関率令1条の13第2項7号)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第4章（課税価格の決定（例外））-3.特別ルール-（3）航空運賃特例]"
不服申立て、取消しの訴え,53-13-1,A,関税法又は他の関税に関する法律の規定による税関長の処分に不服がある者は、再調査の請求をすることができる。,○×,○,"関税法又は他の関税に関する法律の規定による税関長の処分に不服がある者は、再調査の請求をすることができる(関89条1項)。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-1.税関長の処分と不服申立て、2.再調査の請求]"
不服申立て、取消しの訴え,53-13-2,A,輸入しようとする貨物が商標権を侵害する貨物に該当すると認定した旨の税関長の通知の取消しの訴えは、当該通知についての審査請求をすることなく、当該取消しの訴えを提起することができる。,○×,○,"関税の確定・徴収に関する処分又は滞納処分と、輸出入してはならない貨物のうち公安又は風俗を害すべき書籍、図画、彫刻物その他の物品、児童ポルノに該当すると認めるのに相当の理由がある貨物がある旨の通知(関69条の2第3項、69条の11第3項) の取消しの訴えは、当該処分又は通知についての審査請求に対する裁決を経た後でなければ、提起することができないのが原則である(審査請求前置 関93条)。しかし、それ以外の取消しの訴えは、審査請求に対する裁決を経なくても提起できる。そうすると、輸入しようとする貨物が商標権を侵害する貨物に該当すると認定した旨の税関長の通知の取消しの訴えは、それ以外の取消しの訴えに当たるのだから、審査請求をすることなく提起できる。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-4.取消しの訴え]"
不服申立て、取消しの訴え,53-13-3,A,関税法の規定による税関長の処分について審査請求があった場合には、財務大臣は、当該審査請求が不適法であり、却下するときであっても、関税等不服審査会に諮問しなければならない。,○×,×,"審査請求が不適法であり、却下する場合は、関税等不服審査会(関令82条)へ諮問する必要はない(関91条2号)。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-3.審査請求]"
不服申立て、取消しの訴え,53-13-4,A,関税の更正の請求に対する更正をすべき理由がない旨の税関長の通知の取消しの訴えは、当該通知についての審査請求をすることなく、当該取消しの訴えを提起することができる。,○×,×,"関税の確定・徴収に関する処分又は滞納処分の取消しの訴えは、当該処分についての審査請求に対する裁決を経た後でなければ、提起することができないのが原則である(審査請求前置 関93条1号)。そして、関税の更正の請求に対する更正をすべき理由がない旨の税関長の通知は、これにより減額されない部分の関税額が確定するから、関税の確定に関する処分である。そうすると、この通知の取消しの訴えは、通知についての審査請求に対する裁決を経てからでないとできない。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-4.取消しの訴え]"
不服申立て、取消しの訴え,53-13-5,A,関税法の規定による税関長の処分について審査請求があった場合において、財務大臣は、その審査請求人から関税等不服審査会への諮問を希望しない旨の申出がされているときは、当該審査請求に参加する者から当該諮問をしないことについて反対する旨の申出がされているときであっても、当該諮問をすることを要することはない。,○×,×,"審査請求があったとき、財務大臣は、審査請求人から関税等不服審査会への諮問を希望しない旨の申出がされている場合は諮問を要しないが、参加人から、諮問をしないことについて反対する旨の申出がされている場合は諮問を要する(関91条1号、関令82条)。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-3.審査請求]"
NACCS法,53-14-1,A,関税法第7条の14第1項の規定による修正申告は、電子情報処理組織(NACCS)を使用して行うことができるが、同条第2項の規定による補正により行う修正申告(貨物の輸入許可前にする納税申告に係る書面を補正することにより行う修正申告)は、電子情報処理組織(NACCS)を使用して行うことができない。,○×,×,"関税法第7条の14第1項の規定による修正申告も、同条第2項の規定による補正により行う修正申告も、電子情報処理組織(NACCS)を使用して行うことができる(NACCS法2条第2号イ、NACCS令1条1項1号、別表2号)。
[参照　第4編（NACCS法）-1.NACCS法の目的と定義-（2）定義] "
NACCS法,53-14-2,A,関税法第7条の15第1項の規定による更正の請求は、電子情報処理組織(NACCS)を使用して行うことができる。,○×,○,"できる(NACCS法2条第2号イ、NACCS令1条1項1号、別表2号の2)。
[参照　第4編（NACCS法）-1.NACCS法の目的と定義-（2）定義]"
NACCS法,53-14-3,A,関税暫定措置法施行令第27条第1項の規定による関税暫定措置法第8条の2第1項の特恵関税に係る原産地証明書の提出は、電子情報処理組織(NACCS)を使用して行うことができる。,○×,○,"できる(NACCS法2条第2号イ、NACCS令1条1項1号、別表72号の3)。
[参照　第4編（NACCS法）-1.NACCS法の目的と定義-（2）定義]"
NACCS法,53-14-4,A,関税法第79条の3の規定による認定通関業者の認定を受けている必要がなくなった旨の届出は、電子情報処理組織(NACCS)を使用して行うことができる。,○×,○,"できる(NACCS法2条第2号イ、NACCS令1条1項1号、別表46号の6)。
[参照　第4編（NACCS法）-1.NACCS法の目的と定義-（2）定義]"
NACCS法,53-14-5,A,通関業者は、通関士が通関業務に従事している営業所における通関業務として他人の依頼に応じて税関官署に対してする輸入申告書の提出を電子情報処理組織(NACCS)を使用して行う場合において、その申告の入力の内容を通関士に審査させるときは、当該内容を紙面に出力して当該審査を行わなければならないこととされており、電子情報処理組織(NACCS)に係る入出力装置の表示装置に出力してこれを行うことはできない。,○×,×,"当該入力内容の審査は、紙面又は入出力装置の表示装置に出力して行うことができるとされているので(NACCS法5条、NACCS令6条)、「当該内容を紙面に出力して当該審査を行わなければならないこととされており、電子情報処理組織(NACCS)に係る入出力装置の表示装置に出力してこれを行うことはできない。」という点は誤りである。
[参照　第4編（NACCS法）-4.通関士の審査]"
輸入してはならない貨物,53-15-1,A,税関長は、認定手続を経た後でなければ、貨幣の偽造品で輸入されようとするものを没収して廃棄し、又はこれを輸入しようとする者にその積戻しを命ずることができない。,○×,×,"税関長は、認定手続を経なくとも、貨幣の偽造品で輸入されようとするものを没収して廃棄し、又はこれを輸入しようとする者にその積戻しを命ずることができる(関税法69条の11第2項、同1項6号、同法69条の12第1項4項)。認定手続が要るのは、知的財産侵害物品（特許権、実用新案権、意匠権、商標権、著作権、著作隣接権、回路配置利用権又は育成者権を侵害する物品と、不正競争防止法違反物品）である。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（7）税関長の措置]"
輸入してはならない貨物,53-15-2,A,輸入差止申立てが受理された育成者権者は、当該申立てに係る貨物について認定手続が執られている間に限り、税関長に対し、当該認定手続に係る疑義貨物について、当該育成者権者がその見本の検査をすることを承認するよう申請することができる。,○×,○,"輸入差止申立てが受理された育成者権者は、当該申立てに係る貨物について認定手続が執られている間に限り、税関長に対し、当該認定手続に係る疑義貨物について、当該育成者権者がその見本の検査をすることを承認するよう申請することができる(関69条の16第1項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-3.輸出入差止申立て-（5）差止申立てルート独自の規定-④見本の検査（輸入のみ）]"
輸入してはならない貨物,53-15-3,A,税関長は、風俗を害すべき書籍で輸入されようとするものを没収して廃棄し、又はこれを輸入しようとする者にその積戻しを命ずることができる。,○×,×,"風俗を害すべき書籍の輸入は禁じられているが(関69条の11第1項7号)、没収、廃棄、積戻しのいずれも命じることはできず、風俗を害すべき書籍に該当すると認めるのに相当の理由がある旨を輸入しようとする者に通知することしかできない(関69条の11第3項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（7）税関長の措置]"
輸入してはならない貨物,53-15-4,A,輸入してはならない貨物に関して、税関長は、育成者権を侵害する貨物に該当するか否かについての認定手続において、その認定をするために必要があると認めるときは、農林水産大臣に対し、当該認定のための参考となるべき意見を求めることができる。,○×,○,"育成者権を侵害する貨物に該当するか否かについての認定手続においての意見照会先は農林水産大臣である(関69条の18第1項)。なお、経済産業大臣に意見を求めるのは、不正競争防止法違反物品の認定手続の場合である。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-2.認定手続]"
輸入してはならない貨物,53-15-5,A,郵便切手の模造品にあっては、郵便切手類模造等取締法の規定により総務大臣の許可を受けて輸入するものを除き、輸入してはならない貨物に該当する。,○×,○,"郵便切手の模造品は、郵便切手類模造等取締法の規定により総務大臣の許可を受けて輸入するものを除き、輸入してはならない貨物に該当する(関69条の11第1項6号)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（4）決済手段のグループ]"
定義（関税法等）,53-16-1,A,保税工場において関税法により認められたところに従って外国貨物である原料が保税作業に使用される場合には、その使用する者がその使用の時に当該貨物を輸入するものとみなす。,○×,×,"外国貨物が輸入される前に本邦において使用又は消費される場合には、その使用又は消費の時に当該貨物を輸入するものとみなされる(みなし輸入 関2条3項)。しかし、保税地域において関税法により認められたところに従って外国貨物が使用又は消費される場合は、例外的にみなし輸入とならない。すると、「保税工場において関税法により認められたところに従って外国貨物である原料が保税作業に使用される場合」(関56条)には、みなし輸入とならないので、「その使用する者がその使用の時に当該貨物を輸入するものとみなす。」という部分は誤りである。
[参照　第2編（関税法）-第1章（関税法の定義）-1.定義-（9）みなし輸入-②使用又は消費によるみなし輸入]"
定義（関税法等）,53-16-2,A,旅客がその携帯品である外国貨物をその個人的な用途に供するため消費する場合には、その消費する者がその消費の時に当該貨物を輸入するものとみなす。,○×,×,"外国貨物が輸入される前に本邦において使用又は消費される場合には、その使用又は消費の時に当該貨物を輸入するものとみなされる(みなし輸入 関2条3項)。しかし、旅客又は乗組員がその携帯品である外国貨物をその個人的な用途に供するため使用し、又は消費する場合には、例外的にみなし輸入とされない(関令1条の2第2号)。
[参照　第2編（関税法）-第1章（関税法の定義）-1.定義-（9）みなし輸入-②使用又は消費によるみなし輸入]"
定義（関税法等）,53-16-3,A,保税展示場で開催される博覧会において展示される外国貨物である酒類を、当該博覧会の観覧者が試飲する場合には、当該観覧者がその消費の時に当該貨物を輸入するものとみなす。,○×,○,"外国貨物が輸入される前に本邦において使用又は消費される場合には、その使用又は消費の時に当該貨物を輸入するものとみなされるが(みなし輸入 関2条3項)、保税地域において関税法により認められたところに従って外国貨物が使用又は消費される場合は、例外的にみなし輸入とならない。本問の試飲は保税展示場における外国貨物の消費に当たるが、保税展示場における外国貨物の消費は行うことができない旨が関税法では規定されているので(関令51条の3第2項1号)、保税地域において関税法により認められたところに従って外国貨物が使用又は消費される場合には当たらない。したがって、みなし輸入となり、消費の時に輸入するものとみなされる。
[参照　第2編（関税法）-第1章（関税法の定義）-1.定義-（9）みなし輸入-②使用又は消費によるみなし輸入、第2編（関税法）-第10章（保税地域）-5.保税展示場-（2）保税展示場で可能な行為とみなし輸入]"
定義（関税法等）,53-16-4,A,関税法第2条第1項第1号(定義)に規定する「輸入」に関して、本邦の船舶により外国の排他的経済水域の海域で採捕された水産物を本邦に引き取ることは、輸入に該当する。,○×,×,"輸入とは、外国貨物を本邦に引き取ることをいう(関2条1項1号)。本邦の船舶により公海で採捕された水産物は内国貨物であり(関2条1項4号)、この公海で採捕された水産物には、外国の排他的経済水域の海域で採捕された水産物も含まれる(関2条2項)。したがって、本邦の船舶により外国の排他的経済水域の海域で採捕された水産物は内国貨物であるから、当該内国貨物である水産物を本邦に引き取ることは、輸入に該当しない。
[参照　第2編（関税法）-第1章（関税法の定義）-1.定義-（6）外国貨物、内国貨物、（8）輸入]"
定義（関税法等）,53-16-5,A,関税法第2条第1項第1号(定義)に規定する「輸入」に関して、本邦の船舶により公海で採捕された水産物を本邦に引き取ることは、輸入に該当する。,○×,×,"輸入とは、外国貨物を本邦に引き取ることをいう(関2条1項1号)。本邦の船舶により公海で採捕された水産物は内国貨物であるから(関2条1項4号)、当該内国貨物である水産物を本邦に引き取ることは、輸入に該当しない。
[参照　第2編（関税法）-第1章（関税法の定義）-1.定義-（6）外国貨物、内国貨物、（8）輸入]"
関税の確定,53-17-1,A,修正申告書で既に確定した納付すべき税額を増加させるものの提出は、既に確定した納付すべき税額に係る部分の関税についての納税義務に影響を及ぼさない。,○×,○,"修正申告の効力はこれにより増加する部分の税額（増差税額）についてのみ生ずるので、その修正がされる前の申告又は更正によって確定している納付すべき税額に係る部分の関税についての納税義務は、修正申告によって影響を受けることはない(関7条の14第3項、国税通則法20条)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-1.申告納税方式-（2）輸入者が行う手続-②修正申告]"
関税の確定,53-17-2,A,納税申告をした者は、当該申告に係る課税標準又は納付すべき税額の計算に誤りがあったことにより、当該申告により納付すべき税額が過大である場合には、当該申告の日から5年以内に限り、税関長に対し、その申告に係る課税標準又は納付すべき税額につき更正すべき旨の請求をすることができることとされている。,○×,×,"「当該申告の日から5年以内」ではなく「輸入の許可があるまで又は輸入の許可の日から5年以内」である(関7条の15第1項)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-1.申告納税方式-（2）輸入者が行う手続-③更正の請求]"
関税の確定,53-17-3,A,税関長は、輸入の許可前における貨物の引取りの承認を受けて引き取られた貨物の納税申告に係る課税標準又は納付すべき税額につき、当該申告に誤りがないと認めた場合には、当該申告に係る税額及びその税額を納付すべき旨(関税の納付を要しないときは、その旨)を書面により、当該引取りの承認を受けた者に通知する。,○×,○,"税関長は、輸入の許可前における貨物の引取りの承認を受けて引き取られた貨物の納税申告に係る課税標準又は納付すべき税額につき、当該申告に誤りがないと認めた場合には、当該申告に係る税額及びその税額を納付すべき旨（関税の納付を要しないときは、その旨）を書面により、当該引取りの承認を受けた者に通知する(関7条の17)。この書面は納付通知書（当初申告どおり免税となる場合又は納付すべき税額がない場合は輸入許可書）である(関通7の17-1(1)、(3))。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-1.申告納税方式-（4）輸入許可前引取承認を受ける貨物にかかる税額等の通知]"
関税の確定,53-17-4,A,税関長は、更正又は決定をした後、その更正又は決定をした課税標準又は納付すべき税額が過大又は過少であることを知ったときは、その調査により、当該更正又は決定に係る課税標準又は納付すべき税額を更正する。,○×,○,"税関長は、更正又は決定をした後、その更正又は決定をした課税標準又は納付すべき税額が過大又は過少であることを知ったときは、その調査により、当該更正又は決定に係る課税標準又は納付すべき税額を更正する(関7条の16第3項)。一度更正や決定をした後でも、課税標準又は納付すべき税額に誤りがあればまた更正できるので、再更正という。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-1.申告納税方式-（3）税関長が行う手続-①更正]"
関税の確定,53-17-5,A,納税申告に係る貨物の輸入の許可前にする修正申告は、先の納税申告に係る書面に記載した課税標準又は納付すべき税額を補正することにより行うことができることとされており、これを行おうとする者は、税関長にその旨を申し出て当該納税申告に係る書面の交付を受け、当該書面に記載した課税標準及び税額その他関係事項の補正をし、その補正をした箇所に押印をして、これを税関長に提出しなければならない。,○×,×,"納税申告に係る貨物の輸入の許可前にする修正申告は、先の納税申告に係る書面に記載した課税標準又は納付すべき税額を補正することにより行うことができることとされている(関7条の14第2項)。そして、これを行おうとする者は、税関長にその旨を申し出て当該納税申告に係る書面（輸入(納税)申告書のこと。）の交付を受け、当該書面に記載した課税標準及び税額等の補正をし、これを税関長に提出しなければならない(関令4条の16第2項)。補正をした箇所への押印規定は令和3年の法改正により削除されており、現在「その補正をした箇所に押印をして」という部分は誤りである。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-1.申告納税方式-（2）輸入者が行う手続-②修正申告]"
関税の確定,53-18-1,A,税関長は、重加算税を徴収しようとするときは、納税の告知をしなければならない。,○×,×,"加算税は賦課課税方式である(関6条の2第1項2号ヘ)。賦課課税方式によるときの徴収の手続は原則として納税告知書の送達による納税の告知を要するが、加算税の徴収の手続においては納税告知が不要となる(関9条の3第1項3号)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効））-2.賦課課税方式-（2）賦課課税方式の適用範囲、（3）賦課決定と納税告知]"
担保,53-18-2,B,関税の担保として金銭を提供した納税義務者は、担保として提供した金銭をもって関税の納付に充てることができる。,○×,○,"関税の担保として金銭を提供した納税義務者は、担保として提供した金銭をもって関税の納付に充てることができる(関10条1項)。担保にした金銭（お金）とは別に金銭を用意して納税しなくてもよく、担保にした金銭をそのまま納税に充ててよい、ということである。
[参照　第2編（関税法）-第18章（関税の徴収、担保）-2.担保-（6）担保の充当]"
関税の徴収,53-18-3,C,関税は、国税徴収法、地方税法その他の法令の規定にかかわらず、当該関税を徴収すべき外国貨物について、他の公課及び債権に先だって徴収する。,○×,○,"関税は、国税徴収法、地方税法その他の法令の規定にかかわらず、当該関税を徴収すべき外国貨物について、他の公課及び債権に先だって徴収する(関9条の10第1項)。関税を納付すべき者が、その関税以外に税金や借金といったようなお金の支払いを抱えていた場合、どれをどの順番で支払うべきかという問題が発生するため支払順序について各種の法令で規定されているが、納税者が関税の支払いを出来ないときに関税がかかった外国貨物を国が売り払って得たお金については、他の法令でどのように定めていても無視して、真っ先にその関税の支払いに充てる（徴収する）ことができるという意味である。
[参照　第2編（関税法）-第18章（関税の徴収、担保）-1.関税の徴収-（2）関税の徴収の順位]"
関税の徴収,53-18-4,C,国税徴収の例により徴収する場合における関税及びその滞納処分費の徴収の順位は、それぞれ国税徴収法に規定する国税及びその滞納処分費と同順位とする。,○×,○,"国税徴収の例により徴収する場合における関税及びその滞納処分費の徴収の順位は、それぞれ国税徴収法に規定する国税及びその滞納処分費と同順位とする(関9条の10第2項)。これは、徴収の対象が関税を滞納している外国貨物以外の場合（一般財産の場合）の規定である。
[参照　第2編（関税法）-第18章（関税の徴収、担保）-1.関税の徴収-（2）関税の徴収の順位]"
関税の徴収,53-18-5,C,税関長は、必要があると認めるときは、その徴収する関税について、他の税関長に徴収の引継ぎをすることができる。,○×,○,"関税法10条の2第1項にその通りの規定がある。徴収よろしくね、と他の税関長にお願いして引き継ぐことができる。
[参照　第2編（関税法）-第18章（関税の徴収、担保）-1.関税の徴収-（3）関税の徴収の引継ぎ]"
延滞税,53-19-1,A,納税義務者が法定納期限までに関税を完納しなかったことにより、その未納に係る関税額に対し、延滞税を納付しなければならない場合において、その納税義務者が納付した税額が当該未納に係る関税額に達していないときであっても、その納付した税額は、まず当該延滞税に充てられたものとすることとされている。,○×,×,"関税の未納と延滞税の未納が両方あるときは、納めた税額は先に未納の関税の支払いに充てられて、関税の未納がなくなれば次に延滞税の支払いに充てられる(関12条5項)。したがって、まず延滞税に充てられたものとはされない。
[参照　第2編（関税法）-第19章（附帯税1（延滞税））-1.延滞税-（1）延滞税が課される場合]"
