カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
特恵関税、経済連携協定,54-11-2,A,中華人民共和国は、関税暫定措置法施行令第25条第1項の規定に基づき関税暫定措置法第8条の2第1項の特恵関税を適用することが適当である国として財務大臣が指定する国(同項に規定する特恵受益国等)に該当する。,○×,×,中国は過去には特恵受益国であったが、2019年4月1日に卒業したため現在は特恵受益国ではない(暫令25条1項1号ロ、3項1号、令和2年財務省告示74号)。具体的に特恵受益国等に該当する国や地域を全て覚えておく必要はないし、数が多いので覚えるのは難しいが、通関士試験の申告書問題では有名な国からの輸入事例が多いので、中国についてはもう特恵受益国ではないと覚えておこう。通関士試験の輸入申告で中国からの輸入事例が何度か出題されている。
特恵関税、経済連携協定,54-11-3,A,関税暫定措置法第8条の2第1項の特恵関税に係る原産地証明書は、その証明に係る物品についての輸入申告の日において、その発給の日から1年以上を経過したものであってはならないが、災害その他やむを得ない理由によりその期間を経過した場合において、税関長の承認を受けたときは、この限りでない。,○×,○,"特恵関税に係る原産地証明書の有効期限は、輸入申告の日において、その発給の日から1年以上を経過したものであってはならないが、災害その他やむを得ない理由によりその期間を経過した場合において、税関長の承認を受けたときは、この限りでない(暫令29条)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,54-11-4,A,関税暫定措置法第8条の2第1項に規定する特恵受益国等を原産地とする物品のうち、その原産地である特恵受益国等から非原産国(当該特恵受益国等以外の地域)を経由して本邦へ向けて運送される物品で、当該非原産国において、当該非原産国の保税地域その他これに準ずる場所で当該非原産国の税関の監督の下に行われる運送上の理由による積替えのみがされたものについては、同項の特恵関税の適用を受けることができる。,○×,○,"特恵関税の積送基準についての説明である。非原産国を経由する場合であっても、非原産国の保税地域その他これに準ずる場所で、その非原産国の税関監督下で行われる運送上の理由による積替え又は一時蔵置以外の取扱いがされなかったものについては、積送基準を満たす(暫令31条1項2号、3号、2項)。
[参照　第3編（関税定率法、関税暫定措置法）-第8章（特恵関税、経済連携協定、WTO協定）-4.積送基準-（1）特恵関税]"
特恵関税、経済連携協定,54-11-5,A,関税暫定措置法第8条の2第1項に規定する特恵受益国等を原産地とする物品について、同項の特恵関税の適用を受けようとする場合であっても、当該物品が特例申告貨物(特恵受益国等を原産地とする物品であることを確認するために当該特恵関税に係る原産地証明書の提出の必要があると税関長が認めるものを除く。)であるときは、当該原産地証明書を税関長に提出することを要しない。,○×,○,"特恵関税の適用を受けようとする物品が特例申告貨物（特恵受益国等を原産地とする物品であることを確認するために当該特恵関税に係る原産地証明書の提出の必要があると税関長が認めるものを除く。）であるときは、当該原産地証明書を税関長に提出することを要しない(暫令27条1項3号)。特例申告貨物について特恵関税の適用を受ける場合の原産地証明書は、特例輸入者が輸入するときは不要であり、特例委託輸入者が輸入するときは、関税の徴収の確保に支障があると認められる場合は必要だがそれ以外は不要である(暫通8の2-4の2(2))。関税暫定措置法施行令27条1項3号の「特恵受益国等を原産地とする物品であることを確認するために当該特恵関税に係る原産地証明書の提出の必要があると税関長が認めるものを除く。」という表現は、特例委託輸入者が輸入するときで関税の徴収の確保に支障があると認められる場合は必要であることを意味する。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
課税価格の決定,54-12-1,A,関税定率法第4条第1項に規定する課税価格の決定の原則に基づき輸入貨物の課税価格を計算する場合において、輸入貨物に係る輸入取引に関し買手により負担される手数料のうち、専ら買手の管理の下で買手の計算と危険負担により、買付けに係るクレーム処理に関する交渉を行う業務をする者に対し、当該業務の対価として支払われるものの額は課税価格に含まれない。,○×,○,"専ら買手の管理の下で買手の計算と危険負担により、買付けに係るクレーム処理に関する交渉を行う業務をする者に対し支払う手数料であるから、買付手数料であり課税価格に含まれない(関率4条1項2号イ)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（3）買手により負担される手数料又は容器・包装の費用-①買手により負担される仲介料その他の手数料（買付手数料を除く）]"
課税価格の決定,54-12-2,A,関税定率法第4条第1項に規定する課税価格の決定の原則に基づき輸入貨物の課税価格を計算する場合において、輸入貨物である繊維製品の生産及び輸入取引に関連して、買手により無償で提供された物品のうち、当該繊維製品に縫い付けられている我が国の法律に基づき表示することが義務付けられている事項のみが表示されているラベルに要する費用の額は課税価格に含まれない。,○×,○,"買⼿により無償提供された、輸⼊貨物に組み込まれている材料、部分品⼜はこれらに類するものは原則として加算費⽤である(関率4条1項3号イ)。ただし、⾷品衛⽣法に基づく品名、原産国、原材料等の表⽰ラベル、家庭⽤品品質表⽰法に基づく繊維製品に対する品質、洗濯ラベル等我が国の法律等に基づき表⽰することが義務付けられている事項のみが表⽰されているラベルは加算費用ではない(関率通4-12(1))。本問のラベルは、買⼿により無償提供された、輸⼊貨物に組み込まれている材料あるいは部分品であるが、我が国の法律に基づき表示することが義務付けられている事項のみが表示されているものであるから、加算費用ではなく課税価格に含まれない。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（4）無償提供物品・役務-①概要]"
課税価格の決定,54-12-3,A,関税定率法第4条第1項に規定する課税価格の決定の原則に基づき輸入貨物の課税価格を計算する場合において、輸入貨物の生産及び輸入取引に関連して、買手により値引きをして提供された役務のうち、当該輸入貨物の生産のために必要とされた意匠であって本邦において開発されたものに要する費用の額は課税価格に含まれる。,○×,×,"値引きをした分の意匠（役務）は無償提供しているが、この意匠は「本邦において開発された」ものだから無償提供役務としての加算費用には該当せず、課税価格に含まれない(関率4条1項3号ニ、関率令1条の5第3項)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（4）無償提供物品・役務-①概要]"
課税価格の決定,54-12-4,A,関税定率法第4条第1項に規定する課税価格の決定の原則に基づき輸入貨物の課税価格を計算する場合において、輸入貨物の生産及び輸入取引に関連して、買手により無償で提供された当該輸入貨物に組み込まれている部分品について、その部分品の取得に係る業務を当該買手が代理人に委託した場合において、当該買手により当該代理人に対し、当該取得に係る業務の対価として支払われる手数料の額は課税価格に含まれない。,○×,×,"買付手数料なので加算しないと誤解がちだが、それは輸入貨物自体の買付手数料の場合である。本問の部分品は無償提供物品であり輸入貨物自体ではないから、本問買付手数料は無償提供物品の買付手数料である。すると、本問買付手数料は無償提供物品を輸入貨物の生産や輸入取引に関連して提供するための費用として加算費用となり、課税価格に含まれる(関率通4-12(6)ニ)。 
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（4）無償提供物品・役務-②共通ルール-ⅱ提供するために要した費用]"
課税価格の決定,54-12-5,A,関税定率法第4条第1項に規定する課税価格の決定の原則に基づき輸入貨物の課税価格を計算する際、輸入貨物が航空機により運送された貨物である場合において、当該貨物が公衆の衛生の保持のため緊急に輸入する必要があると認められるものであるときは、当該貨物についての輸入港に到着するまでの運送に要する運賃及び保険料は、航空機による運送方法以外の通常の運送方法による運賃及び保険料によるものとされている。,○×,○,"いわゆる航空運賃特例であり、関税定率法4条の6第1項にその通りの規定がある。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第4章（課税価格の決定（例外））-3.特別ルール-（3）航空運賃特例]"
通則,54-13-1,B,関税率表の解釈に関する通則の備考1においては、関税率表の各号に掲げる物品の細分として関税率表の品名の欄に掲げる物品は、当該各号に掲げる物品の範囲内のものとし、当該物品について限定がある場合には、別段の定めがあるものを除くほか、細分として掲げる物品にも同様の限定があるものとされている。,○×,○,"その通りである。つまり、号の細分として関税率表の「品名」欄に書かれている物品は、その号の範囲内のものであり、その号の物品に条件がついていれば、特に例外的な定めがない限りはその下の細分にも同じ条件がつくということである。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第2章（通則）-7.備考]"
通則,54-13-2,B,関税率表の解釈に関する通則2(a)においては、関税率表の各項に記載するいずれかの物品には、完成した物品で、提示の際に組み立ててないもの及び分解してあるものを含むこととされているが、組立て方法が複雑なものについては、この規定は適用しないこととされている。,○×,×,"関税率表の解釈に関する通則2(a)においては、関税率表の各項に記載するいずれかの物品には、完成した物品で、提示の際に組み立ててないもの及び分解してあるものを含むこととされている点は正しいが、組立て方法が複雑なものについてはこの規定は適用しないこととする規定は存在しない。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第2章（通則）-2.通則2-（2）解説-②2(a)後段 組み立ててないもの・分解したもの]"
通則,54-13-3,B,関税率表の解釈に関する通則3(c)においては、2以上の項に属するとみられる物品であって、関税率表の解釈に関する通則3(a)及び(b)の規定により所属を決定することができないものは、等しく考慮に値する項のうち数字上の配列において最後となる項に属することとされている。,○×,○,"その通りである。2以上の項に属するとみられる物品であって、通則3(a)、通則3(b)と進んでも項を1つに絞れない物品は、どれも分類の答えとして正しそうだと考えられる複数の項のうち、関税率表の中で最後に数字が出てくる項、つまり数字が一番大きな項に分類されますよ、という意味である。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第2章（通則）-3.通則3-（2）解説-④3(c)その他]"
通則,54-13-4,A,関税率表の解釈に関する通則1においては、関税率表の適用に当たっては、物品の所属は、項の規定及びこれに関係する部又は類の注の規定に従い、かつ、これらの項又は注に別段の定めがある場合を除くほか、通則2から6までの原則に定めるところに従って決定することとされている。,○×,○,"その通りである。関税率表の解釈に関する通則1においては、関税率表において物品を分類する際に項、部注又は類注の規定に従って行うことと、項又は注に別段の定めがある場合は除いて、通則2から6までに従って決定するとされている。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第2章（通則）-1.通則1]"
通則,54-13-5,B,関税率表の解釈に関する通則5(b)においては、物品とともに提示し、かつ、当該物品の包装に通常使用する包装材料及び包装容器は、反復使用に適することが明らかなものであっても、当該物品に含まれることとされている。,○×,×,"通則5(b)では、「物品とともに提示し、かつ、当該物品の包装通常使用する包装材料及び包装容器は、当該物品に含まれる。ただし、この(b)の規定は、反復使用に適することが明らかな包装材料及び包装容器については、適用しない。」とされている。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第2章（通則）-5.通則5]"
外国為替及び外国貿易法,54-14-1,B,経済産業大臣の輸入の承認の有効期間は、その承認をした日から6か月であり、経済産業大臣は、特に必要があると認めるときは、6か月と異なる有効期間を定め、又はその有効期間を延長することができる。,○×,○,"経済産業大臣の輸入の承認の有効期間は、原則としてその承認をした日から6か月であり、経済産業大臣は、特に必要があると認めるときは、6か月と異なる有効期間を定め、又はその有効期間を延長することができる(輸入令5条)。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（2）手続]"
外国為替及び外国貿易法,54-14-2,B,経済産業大臣の輸入の承認を受けるべきものとして公表された品目に該当する貨物を仮に陸揚げしようとするときは、経済産業大臣の輸入の承認を受けることを要する。,○×,×,"経済産業大臣の輸入の承認を受けるべきものとして公表された品目に該当する貨物であっても、仮に陸揚げしようとするときであれば、特例として経済産業大臣の輸入の承認は不要となる(輸入令14条3号)。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-③輸入承認及び輸入割当てが不要な場合（特例、逆委託加工貿易）-ⅰ特例]"
外国為替及び外国貿易法,54-14-3,B,経済産業大臣の輸入の承認を受けるべきものとして公表された品目に該当する貨物を輸入する場合には、当該貨物の輸入を政府機関が行うときであっても、経済産業大臣の輸入の承認を受けることを要する。,○×,×,"政府機関が経済産業大臣の定める貨物の輸入を行う場合には、輸入貿易管理令の規定は、適用しない(輸入令19条)。ただし、経済産業大臣以外の政府機関は、当該輸入について、あらかじめ、経済産業大臣に協議しなければならない(輸入令19条)。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（2）手続]"
外国為替及び外国貿易法,54-14-4,B,本邦から出漁した船舶が外国の領海において採捕した水産動植物であって、当該船舶により輸入される貨物については、当該貨物が経済産業大臣の輸入割当てを受けるべきものとして公表された品目に該当する場合であっても、経済産業大臣の輸入割当てを受けることを要しない。,○×,○,"本邦から出漁した船舶が外国の領海において採捕した水産動植物であって、当該船舶又はこれに附属する船舶により輸入されるものについては、特例として経済産業大臣の輸入割当ては不要である(輸入令14条1号、別表1の17号)。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-③輸入承認及び輸入割当てが不要な場合（特例、逆委託加工貿易）-ⅰ特例]"
外国為替及び外国貿易法,54-14-5,A,経済産業大臣は、貨物の輸入に関し、外国為替及び外国貿易法に基づく命令に違反した者に対し、期間を限り、輸入を行うことを禁止することができる。,○×,○,"経済産業大臣は、貨物の輸入に関し、外為法に基づく命令に違反した者に対し、1年以内の期間（例外的に3年以内の期間とされる事由もあり）を定めて輸入を行うことを禁止することができる(外53条2項)。
[参照　第6編（外国為替及び外国貿易法）-4.制裁]"
輸出してはならない貨物,54-15-1,A,輸出差止申立てをしようとする特許権者は、自己の権利の内容、自己の権利を侵害すると認める貨物の品名、当該貨物が自己の権利を侵害すると認める理由、その申立てが効力を有する期間として希望する期間を記載した申立書に、自己の特許権の侵害の事実を疎明するために必要な証拠を添えて、税関長に提出しなければならない。,○×,○,"輸出差止申立てをしようとする特許権者は、自己の権利の内容、自己の権利を侵害すると認める貨物の品名、当該貨物が自己の権利を侵害すると認める理由、その申立てが効力を有する期間として希望する期間（4年以内に限る。）、その他参考となるべき事項を記載した申立書に、自己の特許権の侵害の事実を疎明するために必要な証拠を添えて、税関長に提出しなければならない(関69条の4第1項、関令62条の3)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-3.輸出入差止申立て-（2）差止申立て]"
輸出してはならない貨物,54-15-2,A,税関長は、著作権者から輸出差止申立てがあった場合において、必要があると認めるときは、知的財産権に関し学識経験を有する者であって、その申立てに係る事案の当事者と特別の利害関係を有しないものを専門委員として委嘱し、当該専門委員に対し、当該著作権者からその申立ての手続に際し提出された著作権の侵害の事実を疎明するために必要な証拠が、当該事実を疎明するに足りると認められるか否かについて、意見を求めることができる。,○×,○,"関税法69条の5にその通りの規定がある。ただし、経済産業大臣の意見又は認定を求めるべき事項については除かれる。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-3.輸出入差止申立て-（3）申立て受理の審査開始、疎明のための意見照会]"
輸出してはならない貨物,54-15-3,A,貨物を輸出しようとする際、税関長は、特許権を侵害する貨物に該当するか否かについての認定手続において、その認定をするために必要があると認めるときは、経済産業大臣に当該認定のための参考となるべき意見を求めることができることとされている。,○×,×,"「経済産業大臣に」ではなく「技術的範囲については特許庁長官に、それ以外の事項について税関長が委嘱した専門委員に」である(関69条の7第9項、69条の9)。経済産業大臣に意見を求めるのは、不正競争防止法違反物品の認定手続においてである(関69条の7第9項、69条の8第1項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-2.認定手続]"
輸出してはならない貨物,54-15-4,A,税関長は、関税法第69条の2第2項の規定により、拳銃(他の法令の規定により輸出することができることとされている者が当該他の法令の定めるところにより輸出するものを除く。)で輸出されようとするものを没収して、廃棄することができる。,○×,×,"拳銃は輸入してはならない貨物であるが(関69条の11第1項2号)、輸出してはならない貨物には該当しないため(関69条の2第1項)、没収や廃棄はできない。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（3）武器、危険物のグループ（③から⑦）]"
輸出してはならない貨物,54-15-5,A,税関長は、関税法第6章(通関)に定めるところに従い輸出されようとする貨物のうちに児童ポルノに該当すると認めるのに相当の理由がある貨物があるときは、当該貨物を輸出しようとする者に対し、その旨を通知しなければならない。,○×,○,"児童ポルノについて、税関長は、没収又は廃棄を行うことはできず、当該貨物を輸出しようとする者に対し、児童ポルノに該当すると認めるのに相当の理由がある旨を通知しなければならない(関69条の2第1項2号、3項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（7）税関長の措置]"
納税義務者,54-16-1,A,税関長に届け出て税関空港と保税地域との相互間を外国貨物のまま運送された郵便物(輸出されるものを除く。)が、発送の日の翌日から起算して7日以内に運送先に到着しないときにおけるその関税を納める義務は、その届出をした者が負う。,○×,○,"郵便物の保税運送(関63条の9第1項)の規定により届け出て運送された郵便物（輸出されるものを除く。）が発送の日の翌日から起算して7日以内に運送先に到着しないときは、当該届出をした者から、直ちにその関税を徴収する。ただし、当該郵便物が災害その他やむを得ない事情により亡失した場合又はあらかじめ税関長の承認を受けて滅却された場合は、徴収されない(関65条の2第1項)。
[参照　第2編（関税法）-第11章（保税運送）-6.運送期間の経過による関税の徴収、第2編（関税法）-第14章（納税義務者）-2.例外-（1）例外的納税義務者-②指定期間経過]"
納税義務者,54-16-2,A,許可の期間の満了により保税展示場の許可が失効した場合において、当該許可の失効の際、当該保税展示場にある外国貨物について、税関長が当該保税展示場の許可を受けた者に対し、期間を定めて当該外国貨物の搬出その他の処置を求め、当該期間内に当該処置がされないときにおけるその関税を納める義務は、当該外国貨物を管理する者が負う。,○×,×,"このとき関税を納める義務を負うのは「当該外国貨物を管理する者」ではなく「当該保税展示場の許可を受けた者」である(関62条の6第1項)。
[参照　第2編（関税法）-第10章（保税地域）-5.保税展示場-（5）許可失効の際、保税展示場にある外国貨物、第2編（関税法）-第14章（納税義務者）-2.例外-（1）例外的納税義務者-②指定期間経過]"
納税義務者,54-16-3,B,船用品として外国貿易船に積み込むことについて税関長の承認を受けた外国貨物が、その承認の際に税関長が指定する積込みの期間内に当該承認に係る外国貿易船に積み込まれなかったときにおけるその関税を納める義務は、当該承認を受けた者が負う。,○×,○,"外国から本邦に到着した外国貨物である船用品又は機用品は、税関長に申告し、その承認を受けて、保税地域から本邦と外国との間を往来する船舶又は航空機に積み込む場合に限り、外国貨物のまま積み込むことができる。このとき、税関長は、相当と認められる積込みの期間を指定しなければならない(関23条1項、4項)。そして、指定された期間内に船舶又は航空機に積み込まれなかったときは、当該承認を受けた者から、直ちにその関税を徴収する(関23条6項)。
[参照　第2編（関税法）-第3章（輸出入申告）-18.船用品、機用品の積込み、第2編（関税法）-第14章（納税義務者）-2.例外-（1）例外的納税義務者-②指定期間経過]"
納税義務者,54-16-4,A,保税工場にある外国貨物について保税作業をするため、税関長が期間及び場所を指定し、これを当該保税工場以外の場所に出すことを許可した場合において、その指定された期間が経過した後、その指定された場所に当該外国貨物があるときにおけるその関税を納める義務は、当該保税工場の許可を受けた者が負う。,○×,○,"税関長は、貿易の振興に資し、かつ、関税法の実施を確保する上に支障がないと認めるときは、期間及び場所を指定し、保税工場にある外国貨物について保税作業をするため、これを当該保税工場以外の場所に出すことを許可することができる(場外作業の許可 関61条1項)。指定された期間が経過した場合において、その指定された場所に許可を受けた外国貨物又はその製品があるときは、保税工場の許可を受けた者から、直ちにその関税を徴収する(関61条5項)。
[第2編（関税法）-第10章（保税地域）-4.保税工場-（4）場外作業、第2編（関税法）-第14章（納税義務者）-2.例外-（1）例外的納税義務者-②指定期間経過]"
納税義務者,54-16-5,A,総合保税地域にある外国貨物が亡失し、当該総合保税地域の許可を受けた法人が当該外国貨物に係る関税を納める義務を負うこととなった場合において、当該外国貨物が亡失した時に当該総合保税地域において当該外国貨物を管理していた者が当該法人以外の者であるときは、当該管理していた者は、当該法人と連帯して当該関税を納める義務を負う。,○×,○,"総合保税地域にある外国貨物（輸出の許可を受けた貨物を除く。）が亡失し、又は滅却されたときと、総合保税地域外の作業の許可を受けた際に指定された期間を経過しているのにもかかわらず、総合保税地域外に外国貨物又はその製品を置いているときは、総合保税地域の許可を受けた法人から、直ちに関税が徴収される。そして、当該貨物が亡失し、若しくは滅却された時又は当該貨物が当該総合保税地域から出された時に当該総合保税地域において当該貨物を管理していた者が当該法人以外の者であれば、当該管理していた者は、当該法人と連帯して当該関税を納める義務を負う(関62条の13)。
[第2編（関税法）-第10章（保税地域）-7.共通ルール1（保税地域等に共通する事項）-（4）亡失、滅却、廃棄と関税の徴収、第2編（関税法）-第14章（納税義務者）-2.例外-（2）連帯納税義務者-②総合保税地域の貨物管理者]"
関税の確定,54-17-1,A,納税申告に係る貨物の輸入の許可前にする更正については、当該貨物に係る関税の納付前にするもので課税標準又は納付すべき税額を増額するものに限り、更正通知書の送達に代えて、納税申告をした者に当該納税申告に係る書面に記載した課税標準又は納付すべき税額を是正させ、又はこれを是正してその旨を当該納税申告をした者に通知することによってすることができる。,○×,×,"「課税標準又は納付すべき税額を増額するものに限り」ではなく「課税標準又は納付すべき税額を減額するものに限り」である(関7条の16第4項)。本来は更正通知書を送達するのだが、課税標準や税額を減額する場合は税金が減るのだから納税者にとって有利にはなっても不利にはならないため、更正通知書の送達という正式な手続で知らせるまでの必要はないので、このように規定されている。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効））-1.申告納税方式-（3）税関長が行う手続-①更正]"
関税の確定,54-17-2,A,修正申告をすることができる者は、納税申告をした者に限られており、決定を受けた者については修正申告を行うことができない。,○×,×,"貨物に係る課税標準や税額の決定を受けた者も修正申告ができる(関7条の14第1項)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効））-1.申告納税方式-（2）輸入者が行う手続-②修正申告]"
関税の確定,54-17-3,A,税関長は、納税申告に係る課税標準又は納付すべき税額を更正した場合には、その更正をした課税標準又は納付すべき税額が過大であるときであっても、当該納税申告をした者から当該更正後の課税標準又は納付すべき税額につき更正をすべき旨の請求がなければ、当該更正に係る課税標準又は納付すべき税額を更正することはできない。,○×,×,"関税法7条の16第3項では、税関長は、課税標準や納付すべき税額の更正をした後、その更正をした課税標準や税額が過大又は過少であることを知ったときは、その調査により、当該更正に係る課税標準や税額を更正するとされている。つまり、過大であるときも更正できる。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効））-1.申告納税方式-（3）税関長が行う手続-①更正]"
関税の確定,54-17-4,A,納税申告に係る課税標準又は納付すべき税額に関し更正があった場合において、当該更正後の納付すべき税額が過大であるときは、当該納税申告をした者は、当該更正のあった日から5年以内に限り、税関長に対し、当該更正後の課税標準又は納付すべき税額につき更正すべき旨の請求をすることができる。,○×,×,"「当該更正のあった日から5年以内」ではなく「当該申告に係る貨物の輸入の許可の日から5年以内」である(関7条の15第1項)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効））-1.申告納税方式-（2）輸入者が行う手続-③更正の請求]"
関税の確定,54-17-5,A,税関長は、決定をした後、その決定をした課税標準又は納付すべき税額が過大又は過少であることを知ったときは、その調査により、当該決定に係る課税標準又は納付すべき税額を更正する。,○×,○,"税関長は、更正又は決定をした後、その決定をした課税標準又は納付すべき税額が過大又は過少であることを知ったときは、その調査により、当該更正又は決定に係る課税標準又は納付すべき税額を更正する(再更正 関7条の16第3項)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効））-1.申告納税方式-（3）税関長が行う手続-①更正]"
法定納期限と納期限,54-18-1,A,賦課課税方式が適用される関税を納付すべき物を内容とする郵便物であって、税関長が当該郵便物に係る関税の課税標準及び税額を、書面により、日本郵便株式会社を経て名宛人に通知したものを、受け取ろうとする者は、当該郵便物を受け取る前に、当該書面に記載された税額に相当する関税を納付し、又はその納付を日本郵便株式会社に委託しなければならない。,○×,○,"賦課課税方式が適用される関税を納付すべき物を内容とする郵便物であって、税関長が当該郵便物に係る関税の課税標準及び税額を、書面により、日本郵便株式会社を経て名宛人に通知しなければならない(関77条1項)。そして、この郵便物を受け取ろうとする者は、当該郵便物を受け取る前に、当該書面に記載された税額に相当する関税を納付し、又はその納付を日本郵便株式会社に委託しなければならない(関77条3項)。
[参照　第2編（関税法）-第17章（関税の納付、法定納期限と納期限、還付）-2.法定納期限と納期限-（3）例外-⑨簡易手続対象となる郵便物]"
法定納期限と納期限,54-18-2,A,期限内特例申告書に記載された納付すべき税額に相当する関税については、その特例申告書の提出期限までに納付しなければならない。,○×,○,"期限内特例申告書に記載された納付すべき税額に相当する関税の納期限は、その特例申告書の提出期限である(関9条2項1号)。
[参照　第2編（関税法）-第17章（関税の納付、法定納期限と納期限、還付）-2.法定納期限と納期限-（2）原則、（3）例外-②特例申告貨物]"
法定納期限と納期限,54-18-3,A,輸入の許可後にされた更正に基づき過少申告加算税が課された場合において、当該過少申告加算税に係る賦課決定通知書を受けた者は、その通知書に記載された金額の過少申告加算税を当該通知書が発せられた日の翌日から起算して1月を経過する日までに納付しなければならない。,○×,○,"加算税の納期限について問われているが、これは、賦課決定通知書が発せられた日の翌日から起算して1月を経過する日と輸入の許可の日とのいずれか遅い日である(関9条3項)。しかし、本問は輸入許可後の更正であるため時系列としては必ず、輸入許可→更正→過少申告加算税に係る賦課決定通知書が発せられる→発せられた日の翌日から起算して1月を経過する日、となる。したがって、この場合は輸入許可の日が、発せられた日の翌日から起算して1月を経過する日より遅くなることは有り得ない。そのため、賦課決定通知書が発せられた日の翌日から起算して1月を経過する日までに納付しなければならないこととなる。よって、本問は正しい。
[参照　第2編（関税法）-第17章（関税の納付、法定納期限と納期限、還付）-2.法定納期限と納期限-（2）原則、（3）例外-⑬加算税]"
法定納期限と納期限,54-18-4,A,輸入の許可後にした修正申告に係る書面に記載された納付すべき税額に相当する関税については、当該修正申告をした日の翌日から起算して1月を経過する日までに納付しなければならない。,○×,×,"「当該修正申告をした日の翌日から起算して1月を経過する日」ではなく「当該修正申告をした日」である(関9条2項4号)。
[参照　第2編（関税法）-第17章（関税の納付、法定納期限と納期限、還付）-2.法定納期限と納期限-（2）原則、（3）例外-④輸入許可後の修正申告]"
法定納期限と納期限,54-18-5,A,無申告加算税に係る賦課決定通知書を受けた者は、その通知書に記載された金額の無申告加算税を当該通知書が発せられた日の翌日から起算して1月を経過する日までに納付しなければならない。,○×,○,"無申告加算税や無申告加算税に代えて課される重加算税に係る賦課決定通知書を受けた者は、その通知書に記載された金額の加算税を、当該通知書が発せられた日の翌日から起算して1月を経過する日までに納付しなければならない(関9条4項)。
[参照　第2編（関税法）-第17章（関税の納付、法定納期限と納期限、還付）-2.法定納期限と納期限-（2）原則、（3）例外-⑬加算税]"
保税地域,54-19-1,A,保税蔵置場にある特定輸出申告が行われ税関長の輸出の許可を受けた貨物が亡失した場合には、当該貨物に係る特定輸出者が、直ちにその旨を税関長に届け出なければならない。,○×,×,"保税蔵置場にある外国貨物が亡失した場合には、当該保税蔵置場の許可を受けた者は、直ちにその旨を税関長に届け出なければならない(関45条3項)。したがって、「当該貨物に係る特定輸出者」ではなく「当該保税蔵置場の許可を受けた者」である。
[参照　第2編（関税法）-第10章（保税地域）-7.共通ルール1（保税地域等に共通する事項）-（4）亡失、滅却、廃棄と関税の徴収]"
輸出通関,54-19-2,A,仮に陸揚げされた貨物を本邦から外国に向けて積戻ししようとする者は、当該貨物が外国為替及び外国貿易法第48条第1項の規定による許可を受けなければならないものであるときは、当該貨物についての必要な事項を税関長に申告し、当該貨物につき必要な検査を経て、税関長の許可を受けなければならない。,○×,○,"外国貨物の積戻しには原則として輸出申告の手続が準用されるため、輸出申告をして貨物の検査や輸出許可を受けることを要するが、仮陸揚貨物の積戻しであれば例外的に不要となる。しかし、仮陸揚貨物の積戻しであっても、外為法48条1項により経済産業大臣の輸出の許可を要する貨物については、例外の例外として輸出申告の手続が準用される(関75条)。本問は例外の例外に当たるので、貨物についての必要な事項を税関長に申告し（輸出申告をし）、必要な検査を経て、税関長の輸出許可を受けなければならない。したがって、正しい。
[参照　第2編（関税法）-第3章（輸出入申告）-16.積戻し]"
