カテゴリー,問題番号,問題,選択肢,正解,解説
関税法（輸出通関）,57-8-3,コンテナーに詰められた状態で輸出の許可を受けるため保税地域に搬入される貨物について、輸出申告の後、当該貨物が当該保税地域に搬入される前であっても、輸出者からの申出があることをもって、税関職員は関税法第67条の規定による検査を行うことができることとされている。,○×,×,コンテナー貨物について搬入前検査（保税地域等に搬入する前の貨物検査）を行う場合は、輸出者から申出があることに加えて、搬入前検査を実施することに支障がない貨物であること、積付状況説明書その他仕入書等により貨物の内容が明らかであること、搬入前検査終了後速やかに保税地域等に搬入されることが確実であることという条件も全て満たす必要がある(関税法67条、同法基本通達67-1-7(5))。したがって、輸出者からの申出があることをもって搬入前検査をできるとする本問は誤りとなる。
関税法（輸出通関）,57-8-4,再包装が困難な貨物で仕入書により当該貨物の内容が明らかであり、当該貨物が保税地域に搬入される前に関税法第67条の規定による検査を実施することについて支障がない場合は、輸出者からの申出により、税関職員は、輸出申告の後、当該貨物が当該保税地域に搬入される前に当該検査を行うことができることとされている。,○×,○,貨物を保税地域等に搬入する前の検査を搬入前検査というが、これを行うには条件がある。再包装が困難な貨物等(例えば、プラント貨物、美術品等)で仕入書、包装明細書、サーベイヤリスト等により貨物の内容が明らかである等、搬入前検査を実施することに支障がない場合は、輸出者からの申出により、輸出申告の後、搬入前検査を行うことができる(関税法67条、同法基本通達67-1-7(4))。
関税法（輸出通関）,57-8-5,外国貿易船により有償で輸出される貨物について輸出申告書に記載すべき貨物の価格は、当該貨物の本邦の輸出港における本船甲板渡し価格である。,○×,○,その通りである(関税法施行令59条の2第2項)。つまりFOB価格のことであり、輸出申告の申告価格である。
関税法（輸入通関）,57-9-1,外国貿易船に積み込んだ状態で輸入申告をすることが必要な貨物を輸入しようとする者は、当該貨物が他の貨物と混載されておらず、かつ、当該貨物の積付けの状況が検査を行うのに支障がない場合には、税関長の承認を受けることなく、当該貨物を保税地域に入れないで輸入申告をすることができる。,○×,×,いわゆる本船扱いについて問われている(関税法67条の2第2項、同法施行令59条の5)。まず、本船扱いをするためには税関長の承認を受けることを要するので、「承認を受けることなく」という部分が誤りとなる。更に、本船扱いをするためには①貨物を混載せずに外国貿易船に積み込んだ状態で検査及び許可を受けようとする場合であり、②貨物の性質、形状及び積付けの状況が検査を行うのに支障がなく、かつ、許可を受けるために当該貨物を保税地域等に入れることが不適当と認められる場合であることを要するが、②の後半部分、許可を受けるために当該貨物を保税地域等に入れることが不適当と認められる場合であるという点を要件としていないのに本船扱いができる旨の文章になっているため、その点も誤りとなる。
関税法（輸入通関）,57-9-2,特例委託輸入者でその特例申告に係る特例申告書をその提出期限までに提出していない者は、その提出期限後においては、税関長に特例申告書を提出することができない。,○×,×,特例申告書はその提出期限（輸入許可の日の属する月の翌月末日まで）にその輸入許可をした税関長に提出しなければならないが(期限内特例申告  関税法7条の2第2項3項)、提出期限後においても、税関長による税額等の決定があるまでは提出することができる(期限後特例申告  同法7条の4)。
関税法（輸入通関）,57-9-3,申告納税方式が適用される輸入貨物のうち、当該輸入貨物の課税標準となるべき価格が1万円以下の物品を輸入しようとする者は、税関長への輸入申告を行うことを要しないこととされている。,○×,×,簡易手続の対象となる郵便物については課税標準となるべき価格（つまり課税価格）が20万円以下なら輸入申告不要とする規定が存在するものの(関税法76条1項)、本問のように申告納税方式が適用される貨物について輸入申告不要とする規定は存在しない。
関税法（輸入通関）,57-9-4,輸入(納税)申告をしようとする者は、その輸入しようとする貨物の種類にかかわらず、予備審査制に基づく輸入貨物に係る予備申告を行うことができることとされている。,○×,○,予備申告の対象となるのは、全ての貨物である(平成12年蔵関第251号通達 「予備審査制について」記1)。
関税法（輸入通関）,57-9-5,外国貿易船により輸入される貨物に係る予備審査制に基づく予備申告は、輸入申告予定日における外国為替相場が公示された日又は当該貨物に係る船荷証券が発行された日のいずれか遅い日から行うことができることとされている。,○×,○,予備申告は、輸入申告予定日における外国為替相場が公示された日か、貨物の船荷証券（航空貨物の場合はAir Waybill）が発行された日のいずれか遅い日以降に行う(平成12年蔵関第251号通達 「予備審査制について」記2(4))。本問は外国貿易船により輸入されるものであり、航空貨物ではないから正しい。
関税法（原産地表示）,57-10-1,原産地について誤認を生じさせる表示がされている外国貨物であっても、原産地について偽った表示がされているものでなければ、当該外国貨物について、輸入の許可を受けることができる。,○×,×,原産地について直接若しくは間接に偽った表示か誤認を生じさせる表示がされている外国貨物は、輸入の許可を受けることができない(関税法71条1項)。
関税法（原産地表示）,57-10-2,原産地について偽った表示がされている外国貨物を輸入しようとする者は、当該外国貨物の真正な原産地を証明する原産地証明書を税関長に提出した場合であっても、当該外国貨物について、輸入の許可を受けることができない。,○×,○,正しい。原産地について直接・間接に偽った表示か誤認を生じさせる表示がされている外国貨物は輸入許可を受けることができず(関税法71条1項)、真正な原産地を証明できたからといって輸入許可を受けられるとする規定がない。原産地は貨物の安全性や信頼を示す情報であるため、原産地虚偽・誤認表示貨物を日本国内に流通させてしまうと消費者の信用を裏切ることになるので、税関長は輸入を許可しない。つまり、原産地について虚偽・誤認表示がされていること自体が消費者の信頼を裏切るため、真正な原産地が輸入の際に証明されているかどうかにかかわらず輸入許可されないのである。
関税法（原産地表示）,57-10-3,原産地について誤認を生じさせる表示がされている外国貨物を輸入しようとする者は、当該外国貨物の関税額に相当する担保を税関長に提供した場合には、当該外国貨物について、輸入の許可を受けることができる。,○×,×,原産地について直接・間接に偽った表示か誤認を生じさせる表示がされている外国貨物は輸入許可を受けることができず(関税法71条1項)、その関税額に相当する担保を税関長に提供したからといって輸入許可を受けられるとする規定はない。原産地は貨物の安全性や信頼を示す情報であるため、原産地虚偽・誤認表示貨物を日本国内に流通させてしまうと消費者の信用を裏切ることになるので、税関長は輸入を許可しない。関税額に相当する担保の提供は関税の徴収を確実にするための制度であるから、これにより関税が確実に払われたとしても原産地について虚偽・誤認表示がされていれば消費者の信頼を裏切ることには変わりがないため、担保提供によって輸入許可されるという規定は存在しないのである。
関税法（原産地表示）,57-10-4,原産地について偽った表示がされている外国貨物であっても、当該表示が当該外国貨物の容器にのみ間接的に表示されている場合には、当該外国貨物について、輸入の許可を受けることができる。,○×,×,原産地について直接・間接に偽った表示か誤認を生じさせる表示がされている外国貨物は、輸入許可を受けることができない(関税法71条1項)。「直接…に」とは、偽った表示又は誤認を生じさせる表示が輸入貨物自体に表示されていることを指し、「間接に」とは、そのような表示が輸入貨物の容器、包装等に表示されていることを指す(同法基本通達71-3-1(2))。
関税法（原産地表示）,57-10-5,税関長は、原産地について偽った表示がされていることにより留置した外国貨物について、当該表示が消されると認められる場合には、当該外国貨物を返還することとされている。,○×,○,原産地虚偽・誤認表示貨物が留置された場合、留置されてから四月を経過すれば税関長は貨物を公売か随意契約により売却できるが、公売や随意契約による売却がされるまでに表示の抹消、表示の訂正、貨物の積戻しのいずれかが行われると認められる場合のみ、貨物が輸入申告をした者へ返還される(関税法84条、87条1項2項、88条)。
関税法（輸入通関）,57-11-1,税関長は、関税、内国消費税及び地方消費税の保全のために必要があると認めるときは、特例輸入者に対し、金額及び期間を指定して、関税、内国消費税及び地方消費税につき担保の提供を命ずることができ、特例輸入者が過少申告加算税を課された場合は、税関長は直ちに担保の提供を命じなければならないこととされている。,○×,×,"税関長は、関税、内国消費税及び地方消費税の保全のために必要があると認めるときは、特例輸入者又は特例委託輸入者に対し、金額及び期間を指定して、担保の提供をさせることができる（関税法7条の8）。
この「保全のため必要があると認めるとき」とは、特例輸入者においては、①過去1年間において過少申告加算税又は無申告加算税を課された場合（つまり税金をきっちりはらっていない。）、②過去1年間において期限後特例申告を行った場合（つまり税金の支払いが遅れた。）、③直近の決算時における流動比率が100%を下回り、かつ、自己資本比率が 30%を下回っている場合（つまりお金が無い。）のどれかを指す(同法基本通達7の8-1(1))。流動比率や自己資本比率の意味については通関士試験で問われないので正確な説明は省略するが、③は負債が大きくて自己資金の少ない貧しい輸入者である。①から③はどれも、特例申告により先に貨物を引き取らせて納税を後回しにすると、きっちり関税等を払える信用がない場合となっている。
そうすると、特例輸入者が過少申告加算税を課された場合でもそれが過去1年以内に課されたものでなければ①には当たらないし、そもそも仮に①に当たって「保全のために必要があると認めるとき」に該当したとしても、「担保の提供をさせることができる」に過ぎず必ず担保提供をさせるわけではない。したがって、担保提供を命じなければならないという点が誤りとなる。
通関士試験においては、関税等の徴収を確保するために担保の提供をさせる場合がいくつか規定されている。前もってお金等を国に預けておくのである。"
関税法（輸出通関）,57-11-2,特定輸出者は、輸出しようとする貨物が置かれている場所から当該貨物を外国貿易船に積み込もうとする開港までの運送を特定保税運送者に委託することにより、輸出貿易管理令別表第1の1の項の中欄に掲げる貨物につき特定輸出申告を行うことができる。,○×,×,"輸出貿易管理令別表第1の1の項の中欄に掲げる物品は特例輸出申告ができない貨物のうちの1つであり、具体的には銃、爆発物、火薬類、軍事用の物品等といった戦争やテロの道具となり得る物品がこれに該当する。特例輸出申告ができない貨物については、何らかの要件を満たせば特例輸出申告ができるようになるような例外は規定されていない(関税法67条の3第1項、同法施行令59条の8)。したがって、輸出しようとする貨物が置かれている場所から当該貨物を外国貿易船に積み込もうとする開港までの運送を特定保税運送者に委託することで特例輸出申告ができるわけではない。
なお、輸出貿易管理令別表第1の1の項の中欄に掲げる物品とは、必ず経済産業大臣の許可を得ないと輸出できない貨物でもある(外為法48条1項、輸出令4条1項)。これは外為法の分野で学習する。"
関税法（輸出通関）,57-11-3,税関長は、特定輸出申告書に記載された品名と特定輸出申告が行われ税関長の輸出の許可を受けた貨物が相違することが判明したことにより、当該貨物が外国貿易船に積み込まれるまでの間に当該貨物に係る輸出の許可を取り消す場合において必要があると認めるときは、税関職員に当該貨物の検査をさせることができることとされている。,○×,○,輸出許可後貨物が船舶や航空機に積み込まれるまでの間に輸出をやめたいときは、特例輸出申告した貨物においては輸出許可取消申請書を提出して輸出取消しという手続を行い、税関長が必要がありと認めるときは検査となる(関税法67条の4、同法基本通達67の3-1-8、67の4-1、67の4-2)。
関税法（輸入通関）,57-11-4,特例申告を行う場合は、特例申告に係る貨物で輸入の許可を受けたものについて、特例申告書を作成し、当該許可の日の属する月の翌月末日までに当該許可をした税関長に提出しなければならない。,○×,○,その通りである(関税法7条の2第2項)。特例申告書の提出期限がいつかを問うている。
関税法（輸入通関）,57-11-5,特例輸入者は、複数の輸入の許可に係る特例申告をまとめて行う場合には、当該許可をした税関長にあらかじめその旨を届け出なければならないこととされている。,○×,×,同一の輸入者に係る複数の輸入の許可に係る特例申告をまとめて行うことを一括特例申告というが、一括特例申告を行うためにあらかじめ届け出を行う必要はない(関税法基本通達7の2-1(2))。
関税定率法（軽減・免除・払戻し）,57-12-1,輸入貨物が、輸入申告の後、輸入の許可前に損傷した場合においては、関税定率法第10条第1項(変質、損傷等の場合の減税又は戻し税等)の規定により、当該貨物の損傷による価値の減少に基づく価格の低下率を基準として、その関税の軽減を受けることができない。,○×,×,"輸入貨物が、輸入申告の後、輸入の許可前に損傷した場合においては、関税定率法第10条第1項(変質、損傷等の場合の減税又は戻し税等)の規定により、当該貨物の損傷による価値の減少に基づく価格の低下率を基準として、関税の軽減を受けることができる。
なお、輸入申告前の変質、損傷の場合は、従価税品であれば関税定率法4条の5により変質・損傷分の減価に相当する額を控除して課税価格を計算することとなる。"
関税定率法（軽減・免除・払戻し）,57-12-2,輸入の許可を受けた貨物が、輸入の許可後引き続き、保税地域に置かれている間に、災害により滅失した場合においては、関税定率法第10条第2項(変質、損傷等の場合の減税又は戻し税等)の規定により、その関税(附帯税を除く。)の全部の払戻しを受けることができる。,○×,○,"輸入の許可を受けた貨物が、輸入の許可後引き続き、保税地域等に置かれている間に、災害その他やむを得ない理由により滅失し、又は変質し、若しくは損傷した場合においては、その関税の全部又は一部を払い戻すことができる(変質、損傷等の場合の戻し税  関税定率法第10条第2項)。
滅失した貨物の場合は、納付された関税の全額が払戻対象額となる(関税法施行令2条の2第2項1号)。滅失した以上、貨物の価値が全く無いからである。
変質し、又は損傷した貨物の場合は、①輸入貨物の変質又は損傷による価値の減少に基く価格の低下分に対応する関税の額と、②輸入貨物の関税の額からその変質又は損傷後における性質及び数量により課税した場合における関税の額を控除した額のうち、いずれか多い額が払戻対象額となる(同項2号)。②は定率法10条1項による変質、損傷の場合の減税額と同じ算定方法である。
本問は①の場合を説明しているのであり、正しい。
なお「全部又は一部」という表現は通関士試験において他の規定でもよく出てくるが、全部の場合もあれば一部の場合もあるという意味であるから、問題文に「全部」や「一部」としか書かれていないから誤りというわけではない。受験生がよく間違える表現である。"
関税定率法（軽減・免除・払戻し）,57-12-3,国際親善のため、国にその用に供するものとして寄贈される物品で輸入されるものは、その輸入の許可の日から2年以内にその用途以外の用途に供される場合であっても、関税定率法第15条第1項(特定用途免税)の規定により、その関税の免除を受けることができる。,○×,×,国際親善のため、国又は地方公共団体にその用に供するものとして寄贈される物品で輸入されるもので、その輸入の許可の日から2年以内にその用途以外の用途に供されないものは、特定用途免税(関税定率法15条1項3号の2)の対象物品であり関税の免除を受けることができる。その輸入の許可の日から2年以内にその用途以外の用途に供される場合は、特定用途免税の対象とならない。
関税定率法（軽減・免除・払戻し）,57-12-4,赤十字国際機関から日本赤十字社に寄贈された器具で、日本赤十字社が直接医療用に使用するものと認められるもので輸入され、その輸入の許可の日から2年以内にその用途以外の用途に供されないものについては、関税定率法第15条第1項(特定用途免税)の規定により、その関税の免除を受けることができる。,○×,○,赤十字国際機関又は外国赤十字社から日本赤十字社に寄贈された機械及び器具で、日本赤十字社が直接医療用に使用するものと認められるもので輸入され、その輸入の許可の日から2年以内にその用途以外の用途に供されないものについては、関税定率法15条1項(特定用途免税)の規定により、その関税の免除を受けることができる(同項5号)。
関税定率法（軽減・免除・払戻し）,57-12-5,本邦にある外国の大使館又は公使館に属する公用品で輸入されるものについては、相互条件により関税の免除に制限がある場合を除き、関税定率法第16条第1項(外交官用貨物等の免税)の規定により、その関税の免除を受けることができる。,○×,○,本邦にある外国の大使館又は公使館その他これらに準ずる機関に属する公用品で輸入されるものについては、相互条件により関税の免除に制限がある場合を除き、関税定率法16条1項(外交官用貨物等の免税)の規定により、その関税の免除を受けることができる(同項1号)。
関税定率法（課税価格の決定）,57-13-1,輸入取引に係る契約において輸入貨物の輸入港までの運賃を買手が負担することとされている場合は、当該運賃は当該輸入貨物につき現実に支払われた又は支払われるべき価格に含まれていないものとして取り扱い、当該輸入貨物を輸入港まで運送するために実際に要した運送費用の額を買手が負担するときに限り、当該運送費用の額を当該輸入貨物につき現実に支払われた又は支払われるべき価格に加算することとされている。,○×,×,"輸入港までの運賃は現実支払価格に含まれない加算費用である。そして、買手により負担されるかどうかにかかわらず、現実支払価格に含まれていない限度において（つまり現実支払価格に含まれていない分の金額だけ）、当該現実支払価格に加算する。
具体的には、輸入取引に係る契約において輸入貨物の輸入港までの運賃を買手が負担することとされている場合(FOB契約等の場合)は、当該運賃は現実支払価格に含まれていないものとして取り扱うため、当該輸入貨物を輸入港まで運送するために実際に要した運送費用の額を、その負担者を問わず（つまり誰が負担しようと）、当該現実支払価格に加算する(関税定率法4条1項1号、同法基本通達4-8(6))。
本問では輸入貨物の輸入港までの運賃を買手が負担することとされている場合であるが、輸入港まで運送するために実際に要した運送費用の額を買手が負担するときに限り、当該運送費用の額を現実支払価格に加算することとされているという部分が誤りで、負担者を問わず現実支払価格に加算する。"
関税定率法（課税価格の決定）,57-13-2,輸入貨物に係る輸入取引に関し、買手により負担される当該輸入貨物に係る仲介料その他の手数料として当該輸入貨物につき現実に支払われた又は支払われるべき価格に、その含まれていない限度において加算しなければならないものに該当するか否かの判断は、契約書等における名称のみによるものではなく、その手数料を受領する者が輸入取引において果たしている役割及び提供している役務の性質を考慮して行うものとされている。,○×,○,"買手により負担される仲介料その他の手数料は、買付手数料なら加算せず（控除費用）、それ以外なら加算する（加算費用）(関税定率法4条1項2号イ)。そこで、課税価格を計算するためには手数料が買付手数料なのかそれ以外の手数料なのかを判断する必要がある。
そしてその判断は、契約書等においてどのような名称で記されているかというような形式的なことだけではなく、その手数料を受領する者が輸入取引において果たしている役割及び提供している役務の性質というような実質的な内容も考慮して行う(同法基本通達4-9(2))。例えば買付手数料という契約書に書かれていても、買手と売手双方の仲介をするような業務内容についての手数料なら仲介手数料という判断に傾く。ここは課税価格の決定の分野であるから通関実務においても出題されるが、試験との関係で言えば答えがはっきりしないものは出題できないため細かいことは知らなくてもよい。買付手数料か否かが明らかなものしか出題されない。
形式的な名称だけではなく、手数料受領者の役割や提供している役務の性質といったような実質的な内容も併せて考慮した上で判断するということだけ知っていればよい。"
関税定率法（課税価格の決定）,57-13-3,関税定率法第4条第1項に規定する課税価格の決定の原則に基づき輸入貨物の課税価格を計算する場合に関する場合において、輸入貨物に係る輸入取引に関し、当該輸入貨物の売手と協力して販売を行う者に対し売手が支払う販売手数料は、当該輸入貨物の課税価格に含まれることとされている。,○×,×,"買手により負担される（つまり買手が支払う）仲介料その他の手数料は、買付手数料なら加算せず（控除費用）、それ以外なら加算する（加算費用）(関税定率法4条1項2号イ)。本問をこの規定に当てはめると、輸入貨物の売手と協力して販売を行う者に対し売手が支払う販売手数料なので買付手数料以外の手数料ではあるが、売手が支払うものであるから買手により負担されるものではなく、加算費用とはならない。そうすると課税価格に含まれない。
ただし、販売手数料相当分の額（つまり販売手数料と等しい額）は既に貨物の価格に含まれているので、課税価格に含まれている。売手は生産・仕入れや販売に掛かったコストを含めた上で販売価格を設定するからである。買付手数料以外の仲介料その他の手数料のうち、買手により負担する部分だけが加算費用とされているのはこれが理由であり、売手が負担する部分と等しい額は既に貨物の価格に含まれているため別途加算費用とされていないのである。そこまで理解している受験生にとっては、少し判断が難しい問題だと思われる。"
関税定率法（課税価格の決定）,57-13-4,輸入貨物の生産及び輸入取引に関連して、当該輸入貨物の生産のために使用された金型を買手が売手に無償で提供した場合において、買手が当該金型の提供に要した費用の額は当該輸入貨物の課税価格に含まれる。,○×,○,輸入貨物の生産及び輸入取引に関連して、買手により無償で又は値引きをして直接又は間接に提供された物品のうち、輸入貨物の生産のために使用された工具、鋳型又はこれらに類するものに要する費用は加算費用であり、課税価格に含まれる(関税定率法4条1項3号ロ)。そして、「工具、鋳型又はこれらに類するもの」には、機械、設備、金型、ダイス等を含む(同法基本通達4-12(2))。
関税定率法（課税価格の決定）,57-13-5,輸入貨物の生産及び輸入取引に関連して、当該輸入貨物の買手が本邦以外で自ら開発した役務で、当該買手により無償で提供され、当該輸入貨物のみの生産に利用されたものについては、当該役務の開発に要した費用に当該役務を当該輸入貨物の生産に関連して提供するために要した運賃、保険料その他の費用であって買手により負担されるものを加算した費用の額が当該輸入貨物の課税価格に含まれる。,○×,○,"①「輸入貨物の生産及び輸入取引に関連して、当該輸入貨物の買手が本邦以外で自ら開発した役務で、当該買手により無償で提供され、当該輸入貨物のみの生産に利用されたもの」とは、無償提供した役務で、全てその輸入貨物の生産や輸入取引について使用され、他の輸入貨物に使用されていない費用を指している。そうすると、この役務の開発に要した費用は全額加算費用となる(関税定率法4条1項3号ニ)。②さらに、「当該役務を当該輸⼊貨物の⽣産に関連して提供するために要した運賃、保険料その他の費⽤であって買⼿により負担されるもの」も加算費用となる(同法施行令1条の5第4項)。①は役務そのものの開発費用であり、②は役務提供に要した費用である。
本問は、①に②を加算した費用の額（つまり①＋②）が課税価格に含まれると述べており、正しい。"
外国為替及び外国貿易法,57-14-1,輸出貿易管理令別表第2の33の項の中欄に掲げるうなぎの稚魚を、アメリカ合衆国を仕向地として輸出する場合において、その輸出する貨物の総価額が5万円以下のものであるときは、経済産業大臣の輸出の承認を受けることを要しない。,○×,○,輸出令別表第2の33の項の中欄に掲げるうなぎの稚魚は、どの地域に向けて輸出する場合でも、経済産業大臣の輸出の承認を要するのが原則である(外為法48条3項、輸出令2条1項1号)。ただし例外として、価格が5万円以下なら承認不要となる(同令4条3項、別表第7の2の項)。
外国為替及び外国貿易法,57-14-2,輸出貿易管理令別表第2の43の項の中欄に掲げる重要文化財を輸出しようとする場合において、文化財保護法の規定に基づく文化庁長官の許可を受けているときであっても、経済産業大臣の輸出の承認を受けなければならない。,○×,○,"輸出令別表第2の中欄に掲げる貨物を同表下欄の地域を仕向地として輸出しようとする場合においては、経済産業大臣の輸出の承認を要するのが原則である(外為法48条3項、輸出令2条1項1号)。例外として、承認不要となる場合もいくつか存在するが、輸出令別表第2の43の項の中欄に掲げる重要文化財を輸出しようとする場合において、文化財保護法の規定に基づく文化庁長官の許可を受けているときはこの例外に該当しない(同令4条2項から4項)。
外為法とそれ以外の方では規制目的が異なるため、文化財保護法の規定に基づく文化庁長官の許可を受けているからといって、外為法や輸出令による経済産業大臣の承認が不要とはならないのである。"
外国為替及び外国貿易法,57-14-3,輸出貿易管理令別表第1の1の項の中欄に掲げる軍用航空機の部分品のうち、修理を要するものを無償で輸出しようとする場合には、経済産業大臣の輸出の許可を受けることを要しない。,○×,×,輸出令別表第1中欄に掲げる貨物を同表下欄に掲げる地域を仕向地として輸出とする場合、経済産業大臣の輸出の許可を要するのが原則である(外為法48条1項、輸出令1条)。例外として許可不要となる場合もいくつか存在するが、輸出令別表第1の1の項の中欄に掲げる貨物の輸出については例外なく輸出許可を要する(同令4条1項)。輸出令別表第1の1の項には武器、爆発物、火薬、軍事用品等が掲げられているが、これらは直接戦争やテロに使われ重大な危険を引き起こす可能性が高いため、いかなる場合も無許可輸出は認められていないのである。
外国為替及び外国貿易法,57-14-4,輸出貿易管理令別表第1の16の項の中欄に掲げる関税定率法別表第95類に該当する玩具を、ドイツを仕向地として輸出しようとする場合には、経済産業大臣の輸出の許可を受けなければならない。,○×,×,"輸出令別表第1中欄に掲げる貨物を同表下欄に掲げる地域を仕向地として輸出とする場合、経済産業大臣の輸出の許可を要するのが原則である(外為法48条1項、輸出令1条)。輸出令別表第1は1から16までの項が存在するが、1の項から15の項までの中欄に掲げる貨物については、どの地域に向けて輸出する場合でも経済産業大臣の輸出の許可を要する。16の項の中欄に掲げる貨物については、別表第3に掲げる地域以外の地域に向けて輸出する場合に経済産業大臣の輸出の許可を要する。別表第3に掲げる地域とは、アルゼンチン、オーストラリア、オーストリア、ベルギー、ブルガリア、カナダ、チェコ、デンマーク、フィンランド、フランス、ドイツ、ギリシャ、ハンガリー、アイルランド、イタリア、大韓民国、ルクセンブルク、オランダ、ニュージーランド、ノルウェー、ポーランド、ポルトガル、スペイン、スウェーデン、スイス、英国、アメリカ合衆国である。
そうすると、輸出貿易管理令別表第1の16の項の中欄に掲げる貨物を、ドイツを仕向地として輸出しようとする場合には、経済産業大臣の輸出の許可を受けなくてもよいことになる。"
外国為替及び外国貿易法,57-14-5,経済産業大臣は、外国為替及び外国貿易法第48条第1項の規定により経済産業大臣の輸出の許可を受けなければならない貨物について、当該輸出の許可を受けないで貨物を輸出した者に対し、3年以内の期間を限り、輸出を行うことを禁止することができる。,○×,○,外為法53条1項にその通りの規定がある。
関税法（輸入してはならない貨物）,57-15-1,印紙の模造品は、印紙等模造取締法の規定により財務大臣の許可を受けて輸入するものを除き、輸入してはならない貨物に該当する。,○×,○,印紙の模造品は印紙等模造取締法1条2項の規定により財務大臣の許可を受けて輸入するもの、郵便切手の模造品は郵便切手類模造等取締法1条2項の規定により総務大臣の許可を受けて輸入するものを除いて、輸入してはならない貨物である(関税法69条の11第1項6号)。
関税法（輸入してはならない貨物）,57-15-2,税関長は、公安又は風俗を害すべき書籍に該当する貨物で輸入されようとするものについて、没収して廃棄することができる。,○×,×,税関長は、輸入してはならない貨物のうち表現物（公安又は風俗を害すべき書籍、図画、彫刻物その他の物品、児童ポルノ）について、これらに該当すると認めるのに相当の理由がある旨を通知しなければならないが、没収廃棄や積戻し命令をすることはできない(関税法69条の11第1項7号8号、2項3項)。
関税法（輸入してはならない貨物）,57-15-3,税関長は、輸入されようとする貨物のうちに児童ポルノに該当すると認めるのに相当の理由がある貨物があるときであっても、当該貨物を輸入しようとする者に対し、その旨を通知することを要しない。,○×,×,税関長は、輸入してはならない貨物のうち表現物（公安又は風俗を害すべき書籍、図画、彫刻物その他の物品、児童ポルノ）について、これらに該当すると認めるのに相当の理由があるときは、その旨を通知しなければならない(関税法69条の11第1項7号8号、3項)。
関税法（輸入してはならない貨物）,57-15-4,税関長は、輸入されようとする貨物が特許権を侵害する貨物に該当するか否かについての認定手続を執る場合には、当該貨物に係る特許権者及び当該貨物を輸入しようとする者に対し、当該貨物が当該特許権を侵害する貨物に該当するか否かについて意見を述べることができる旨を通知することを要しない。,○×,×,税関長は、輸入されようとする貨物が特許権を侵害する貨物に該当するか否かについての認定手続を執る場合には、当該貨物に係る特許権者及び当該貨物を輸入しようとする者に対し、認定手続を執る旨と、当該貨物が当該特許権を侵害する貨物に該当するか否かについて証拠を提出し意見を述べることができる旨を通知しなければならない(関税法69条の12第1項)。したがって、「意見を述べることができる旨を通知することを要しない」とする部分が誤りであり、意見を述べることができる旨を通知しなければならないのである。
関税法（輸入してはならない貨物）,57-15-5,著作権者は、自己の著作権を侵害すると認める貨物に関し、いずれかの税関長に対し、その侵害の事実を疎明するために必要な証拠を提出し、当該貨物が関税法第6章(通関)に定めるところに従い輸入されようとする場合は、当該貨物について当該税関長又は他の税関長が、当該貨物が当該著作権を侵害する貨物に該当するか否かについての認定手続を執るべきことを申し立てることができる。,○×,○,著作権者は輸入差止申立てができるので、本問はその旨を述べており正しい(関税法69条の13第1項)。
関税法（関税の確定・納付）,57-16-1,関税の課税物件の確定の時期について、保税展示場に入れられた外国貨物のうち、当該保税展示場における販売又は消費を目的とするもの(関税法第4条第1項第3号の2に掲げるもの)に対し関税を課する場合の基礎となる当該貨物の性質及び数量は、当該貨物を当該保税展示場において展示又は使用の行為をすることが税関長により承認された時における現況による。,○×,○,保税展示場に入れられた外国貨物は、①積卸し、運搬、蔵置、②内容の点検、改装、仕分け、その他の手入れ、③展示、使用ができるが、外国貨物を保税展示場に入れる者は、税関長に申告して①から③の行為をすることについての承認を受ける必要がある（展示等の承認）。そして、保税展示場における販売又は消費を目的とする外国貨物についての課税物件確定時期は、展示等の承認がされた時である(関税法4条1項3号の2、62条の3第1項)。
