カテゴリー,問題番号,問題,選択肢,正解,解説
関税定率法（通則）,51-12-4,項又は注に別段の定めがある場合を除くほか、各項に記載するいずれかの材料又は物質には、当該材料又は物質に他の材料又は物質を混合し又は結合した物品を含む。,○×,○,関税率表の解釈に関する通則2(b)にその通りの規定があり、材料・物質が記載された項の物品には、他の材料・物質を混合（まぜる）・結合（くっつける）したものも含むという意味である。なお、「項又は注に別段の定めがある場合を除くほか」というのは、項の規定、部注、類注に特別な定めがあるときは項の規定、部注、類注によって分類するという通則1のみが適用されるので通則2(b)は適用されないという意味である。
関税定率法（通則）,51-12-5,楽器であるバイオリンを収納するために特に製作され、長期間の使用に適するケースは、収納するバイオリンとは別に単独で提示されたとしても、当該バイオリンとともに販売されるものは、バイオリンとしてその所属を決定する。,○×,×,バイオリンを収納するために特に製作されたケースは、収納するバイオリンとともに提示され、かつ、当該バイオリンとともに販売されるものは、当該バイオリンに含まれる。しかし、ケースが、収納するバイオリンとは別に単独で提示された場合には、ケースとしてその所属を決定する(関税率表の解釈に関する通則5(a))。
関税法（不服申立て）,51-13-1,輸入しようとする貨物が商標権を侵害する貨物に該当すると認定された旨の税関長の通知を受けた当該貨物を輸入しようとする者は、当該通知に不服がある場合であっても、再調査の請求をすることができない。,○×,×,輸入しようとする貨物が商標権を侵害する貨物に該当すると認定された旨の税関長の通知(関税法69条の12第5項本文、同法69条の11第1項9号)を受けた当該貨物を輸入しようとする者は、当該通知に不服がある場合、「この法律…の規定による税関長の処分に不服がある者」となるため再調査の請求をすることができる(同法89条1項)。
関税法（不服申立て）,51-13-2,関税の徴収に関する税関長の処分に不服がある者は、再調査の請求をすることができる。,○×,○,「この法律…の規定による税関長の処分に不服がある者」となるため再調査の請求をすることができる(同法89条1項)。
関税法（不服申立て）,51-13-3,関税法の規定による税関職員の処分は、同法第89条第1項(再調査の請求)及び第91条(審議会等への諮問)の規定の適用に関しては、当該職員の属する税関の税関長がした処分とみなされる。,○×,○,関税法又は他の関税に関する法律の規定による税関長の処分に不服がある者は、再調査の請求をすることができる(関税法89条1項)。そして、関税法又は他の関税に関する法律の規定による税関職員の処分に不服がある者は、当該処分を当該職員の属する税関の税関長がした処分とみなし、再調査の請求や審議会等への諮問をすることができる(関税法89条、91条)。
関税法（不服申立て）,51-13-4,関税法の規定による税関長の処分について審査請求があったときは、財務大臣は、当該審査請求が不適法であり、却下する場合であっても、関税等不服審査会に諮問しなければならない。,○×,×,当該審査請求が不適法であり却下する場合は、関税等不服審査会に諮問することを要しない(関税法91条2号)。
関税法（不服申立て）,51-13-5,輸入しようとする貨物が意匠権を侵害する貨物に該当すると認定された旨の税関長の通知の取消しの訴えは、当該通知についての審査請求に対する裁決を経た後でなければ、提起することができない。,○×,×,輸入しようとする貨物が公安風俗を害すべき書籍等や児童ポルノに該当する旨の税関長の通知に関するものは、その審査請求に対する裁決を経た後でなければ提起することができないが(関税法93条2号)、意匠権はこの対象となっていないので、審査請求に対する裁決を経なくてもを提起できる。
関税法（輸入してはならない貨物）,51-14-1,税関長は、輸入されようとする貨物が特許権、実用新案権、意匠権、商標権、著作権、著作隣接権、回路配置利用権又は育成者権を侵害する物品に該当すると思料するときは、認定手続を執らなくてはならない。,○×,○,税関長は、輸入されようとする貨物が特許権、実用新案権、意匠権、商標権、著作権、著作隣接権、回路配置利用権又は育成者権を侵害する物品に該当すると思料するときは、認定手続を執らなくてはならない(関税法69条の12第1項、同法69条の11第1項9号、9号の2)。なお、本問が出題された当時はここにいう意匠権と商標権を侵害する物品とは業として輸入するもの（つまり事業として、仕事で輸入するもの）に限られていたが、その後令和4年に法改正がされ、9号で業として輸入するものを、9号の2で個人的に輸入するもの（持ち込み行為）を規制対象とすることになった。第57回試験以降は、輸入してはならない貨物やその認定手続についての問題において、意匠権や商標権について問われたときは、業として輸入するものと持ち込み行為で輸入するものを区別して問われる可能性がある。
関税法（輸入してはならない貨物）,51-14-2,輸入差止申立てが受理された特許権者が、当該申立てに係る貨物についての認定手続が執られている間に、税関長の承認を受けて見本の検査をする場合には、税関職員が立ち会うものとされている。,○×,○,輸入差止申立が受理された特許権者、実用新案権者、意匠権者、商標権者、著作権者、著作隣接権者若しくは育成者権者又は不正競争差止請求権者は、当該申立てに係る貨物について認定手続が執られている間に限り、税関長に対し、当該認定手続に係る疑義貨物について、これらの者がその見本の検査をすることを承認するよう申請することができる。この場合において、当該申請を受けた税関長は、その旨を当該疑義貨物を輸入しようとする者に通知しなければならない(関税法69条の16第1項)。そして、これにより承認を受けた申請者が見本の検査をする場合には、税関職員が立ち会う。この場合、当該見本に係る疑義貨物を輸入しようとする者は、税関長に申請し、これに立ち会うことができる(同条6項)。
関税法（輸入してはならない貨物）,51-14-3,税関長は、輸入されようとする貨物が商標権を侵害する物品に該当すると思料し、認定手続を執る場合において、当該貨物を輸入しようとする者に対してのみ、当該貨物について認定手続を執る旨並びに当該貨物が商標権を侵害する物品に該当するか否かについて証拠を提出し、及び意見を述べることができる旨を通知しなければならない。,○×,×,「当該貨物を輸入しようとする者に対してのみ」ではなく「当該貨物を輸入しようとする者のほか、当該貨物に係る商標権者に対しても」である(関税法69条の12第1項後段)。
関税法（輸入してはならない貨物）,51-14-4,税関長は、輸入されようとする貨物が意匠権を侵害する物品に該当すると思料するときは、認定手続を経る前であっても、当該貨物について没収して廃棄し、又は当該貨物を輸入しようとする者にその積戻しを命ずることができる。,○×,×,「認定手続を経る前であっても」ではなく「認定手続を経た後に」である(関税法69条の12第4項)。
関税法（輸入してはならない貨物）,51-14-5,特許権者は、自己の特許権を侵害すると認める貨物に関し、いずれかの税関長に対し、その侵害の事実を疎明するために必要な証拠を提出し、当該貨物が輸入されようとする場合は当該貨物について申立先税関長又は他の税関長が認定手続を執るべきことを申し立てることができる。,○×,○,特許権者、実用新案権者、意匠権者、商標権者、著作権者、著作隣接権者若しくは育成者権者又は不正競争差止請求権者は、自己の特許権、実用新案権、意匠権、商標権、著作権、著作隣接権若しくは育成者権又は営業上の利益を侵害すると認める貨物に関し、いずれかの税関長に対し、その侵害の事実を疎明するために必要な証拠を提出し、当該貨物が輸入されようとする場合は当該貨物について当該税関長（申立先税関長）又は他の税関長が認定手続を執るべきことを申し立てることができる(関税法69条の13第1項前段)。
関税法（輸出してはならない貨物）,51-15-1,税関長は、商標権者から、自己の商標権を侵害すると認める貨物の輸出差止申立てがあったときは、提出された証拠が当該申立てに係る侵害の事実を疎明するに足りると認められるか否かについて、専門委員の意見を求めなければならない。,○×,×,「意見を求めなければならない」ではなく「意見を求めることができる」である(関税法69条の5本文)。
関税法（輸出してはならない貨物）,51-15-2,輸出してはならない貨物に関して、税関長は、特許権を侵害する貨物に該当するか否かについての認定手続において、その認定をするために必要があると認めるときは、当該認定手続に係る貨物が当該貨物に係る特許権者の特許権を侵害する貨物に該当するか否かに関し、技術的範囲についての意見を特許庁長官に求めることができる。,○×,○,税関長は、特許権、実用新案権又は意匠権を侵害する貨物に該当するか否かについての認定手続において、その認定をするために必要があると認めるときは、当該認定手続に係る貨物が当該貨物に係る特許権者等の特許権、実用新案権又は意匠権を侵害する貨物に該当するか否かに関し、技術的範囲等についての意見を特許庁長官に求めることができる(関税法69条の7第9項)。
関税法（輸出してはならない貨物）,51-15-3,輸出してはならない貨物に関して、著作権を侵害する物品は、輸出してはならない貨物であるが、育成者権を侵害する物品は、輸出してはならない貨物ではない。,○×,×,育成者権を侵害する物品も輸出してはならない貨物である(関税法69条の2第1項3号)。
関税法（輸出してはならない貨物）,51-15-4,意匠権者が、自己の意匠権を侵害すると認める貨物について輸出差止申立てを行う場合において、当該申立てが効力を有する期間として希望することができる期間は3年以内に限ることとされている。,○×,×,「3年以内」ではなく「4年以内」である(関税法69条の4第3項、同法施行令62条の3第5号)。
関税法（輸出してはならない貨物）,51-15-5,税関長は、輸出されようとする貨物のうちに、児童ポルノに該当すると認めるのに相当の理由がある貨物があるときは、当該貨物を輸出しようとする者に対し、その旨を通知しなければならない。,○×,○,児童ポルノについて、税関長は、没収又は廃棄を行うことはできず、当該貨物を輸出しようとする者に対し、児童ポルノに該当すると認めるのに相当の理由がある旨を通知しなければならない(関税法69条の2第1項2号、3項)。
関税法（関税の確定・納付）,51-16-1,課税物件の確定の時期に関して、保税蔵置場に置かれた外国貨物であるブランデーの原酒(アルコール分が60%で、100リットルの容器に入ったもの)については、当該保税蔵置場に置くことが承認された時の現況による。,○×,×,課税物件確定の時期は、原則として輸入申告の時であるが、保税蔵置場に置かれた外国貨物は、例外的に、置くことの承認がされた時が課税物件確定の時期とされる。しかし、通常置かれる期間が長期にわたり、その間に欠減が生じるもの等については例外の例外として、原則通り輸入申告の時となる。ブランデーの原酒であれば、関税定率法別表2208.90号の一の(二)のＢの(b)に掲げる物品であるから、アルコール分が50パーセント以上のものであれば、例外の例外に当たるが、本問のブランデーの原酒はこれに当たるため、例外の例外として、輸入申告の時の現況による(関税法4条1項1号、同法施行令2条1項5号)。 
関税法（関税の確定・納付）,51-16-2,課税物件の確定の時期に関して、総合保税地域に入れられた外国貨物であって、販売又は消費を目的として輸入するものについては、当該総合保税地域に入れることの届出がされた時の現況による。,○×,×,総合保税地域に入れられた外国貨物であって、販売又は消費を目的として輸入するものの課税物件の確定の時期は、総合保税地域に置くことの承認がされたものについては当該承認がされた時であり(関税法4条1項1号、同法62条の10)、置くことの承認を受けずに輸入されるものについては原則通り輸入申告の時である(同法4条1項本文)。総合保税地域に入れることの届出がされた時の現況とされるのは、当該総合保税地域において外国貨物のまま販売・消費することを目的とするときであり(同法4条1項3号の2、同法62条の11)、設問は販売・消費を目的として輸入するためこれには当たらないので注意。
関税法（関税の確定・納付）,51-16-3,課税物件の確定の時期に関して、総合保税地域に置くことの承認を受けた外国貨物であって、亡失したものについては、当該総合保税地域に置くことが承認された時の現況による。,○×,○,関税法4条1項1号にその通りの規定がある。なお、置くことの承認を受けた場合は置くことの承認を受けた時となるが、承認を受けずに亡失したときは4号が適用されるので亡失の時となる。
関税法（関税の確定・納付）,51-16-4,課税物件の確定の時期に関して、輸入される郵便物のうち、日本郵便株式会社から税関長に提示されたものについては、日本郵便株式会社から名宛人に交付された時の現況による。,○×,×,「日本郵便株式会社から名宛人に交付された時の現況」ではなく、この場合、原則として当該提示がされた時の現況である(関税法4条1項6号、76条3項)
関税法（関税の確定・納付）,51-16-5,課税物件の確定の時期に関して、関税法第63条第1項(保税運送)の規定により運送の承認を受けて運送された外国貨物であって、その指定された運送の期間内に運送先に到着しないものについては、当該運送の承認に係る申告がされた時の現況による。,○×,×,「当該運送の承認に係る申告がされた時の現況」ではなく「当該保税運送が承認された時の現況」である(関税法4条1項5号)。
関税法（関税の確定・納付）,51-17-1,関税は、関税法又は関税定率法その他関税に関する法律に別段の規定がある場合を除き、貨物を輸入する者が納税義務を負う。,○×,○,基本的には納税義務を負うのは輸入者である(関税法6条)。
関税法（関税の確定・納付）,51-17-2,輸入の許可前における貨物の引取りの承認を受けて引き取られた貨物について、納付された関税に不足額があった場合において、当該承認の際当該貨物の輸入者とされた者の住所及び居所が明らかでなく、かつ、当該貨物の輸入に際してその通関業務を取り扱った通関業者が、その通関業務の委託をした者を明らかにすることができなかったときは、当該通関業者は、当該貨物の輸入者と連帯して納税義務を負う。,○×,○,①輸入の許可(関税法67条)又は輸入許可前引取承認(同法73条1項)を受けて引き取られた貨物について、納付された関税に不足額があった場合において、②その輸入の許可か輸入許可前引取承認の際、貨物の輸入者とされた者の住所及び居所が明らかでないか、その者が当該貨物の輸入者でないことを申し立てた場合であって、③当該貨物の輸入に際してその通関業務を取り扱った通関業者が、その通関業務の委託をした者を明らかにすることができなかったとき、当該通関業者は、当該貨物の輸入者と連帯して関税を納める義務を負う(通関業者の補完的納税義務 関税法6条、同法13条の3)。
関税法（関税の確定・納付）,51-17-3,船用品又は機用品の積込みの承認を受けた外国貨物が、指定された期間内に当該承認に係る船舶又は航空機に積み込まれなかったときは、当該承認を受けた者が納税義務を負う。,○×,○,船用品又は機用品の積込みの承認を受けた外国貨物が、指定された期間内に当該承認に係る船舶又は航空機に積み込まれなかったときは、当該承認を受けた者が納税義務を負う。ただし、当該船用品又は機用品が保税地域に入れられた場合、災害その他やむを得ない理由により亡失した場合又はあらかじめ税関長の承認を受けて滅却された場合は、当該承認を受けた者は納税義務を負わない(関税法23条6項)。
関税法（関税の確定・納付）,51-17-4,保税蔵置場にある外国貨物(輸出の許可を受けた貨物を除く。)が亡失し、又は滅却されたときは、当該保税蔵置場の許可を受けた者が納税義務を負う。,○×,○,保税蔵置場にある外国貨物（輸出の許可を受けた貨物を除く。）が亡失し、又は滅却されたときは、当該保税蔵置場の許可を受けた者から、直ちにその関税を徴収する。ただし、外国貨物が災害その他やむを得ない事情により亡失した場合又はあらかじめ税関長の承認を受けて滅却された場合は、この限りでない(関税法45条1項)。
関税法（関税の確定・納付）,51-17-5,総合保税地域の許可を受けた法人が、当該総合保税地域にある外国貨物が亡失したことにより当該貨物に係る関税を納める義務を負うこととなった場合において、当該貨物が亡失した時に当該総合保税地域において当該貨物を管理していた者が当該法人以外の者であるときは、当該貨物を管理していた者が、当該法人に代わり納税義務を負う。,○×,×,「当該法人に代わり」ではなく「当該法人と連帯して」である(関税法6条、同法62条の13)。
関税法（関税の確定・納付）,51-18-1,申告納税方式が適用される貨物を輸入しようとする者は、関税が無税の貨物であっても、税関長に対し、当該貨物に係る関税の納付に関する申告をしなければならない。,○×,○,申告納税方式が適用される貨物を輸入する場合は、無税の貨物であれば、「納付すべき…税額がないことが納税義務者のする申告により確定する」(関税法6条の2第1項1号)のであるから、納税申告を要する(同法7条1項)。
関税法（関税の確定・納付）,51-18-2,重加算税は、特別の手続を要しないで、納付すべき税額が確定する。,○×,×,税関長による賦課決定の手続を経て確定するため、特別の手続を要しないで納付すべき税額が確定するのではない(関税法6条の2第1項2号へ)。特別の手続を要しないで納付すべき税額が確定する税というのは、例えば延滞税である。 
関税法（関税の確定・納付）,51-18-3,納税申告が必要とされている貨物についてその輸入の時までに当該申告がないとして、当該貨物に係る課税標準又は納付すべき税額の決定を受けた者は、当該決定により納付すべき税額に不足額がある場合には、当該決定について更正があるまでは、当該決定に係る課税標準又は納付すべき税額を修正する申告をすることができる。,○×,○,納税の申告をした者又は税額等の決定を受けた者は、①先にした納税申告（修正申告含む。）、更正又は決定により納付すべき税額に不足額があるときと、②先の納税申告（修正申告含む。）、更正又は決定により納付すべき税額がないこととされた場合において、その納付すべき税額があるときは、当該申告、更正又は決定について更正があるまでは、当該申告、更正又は決定に係る課税標準又は納付すべき税額の修正申告ができる(関税法7条の14第1項)。本問は①の場合である。
関税法（関税の確定・納付）,51-18-4,税関長は、更正の請求があった場合には、その請求に係る課税標準又は納付すべき税額について調査し、更正をし、又は更正をすべき理由がない旨をその請求をした者に通知することとされている。,○×,○,税関長は、更正の請求があった場合には、その請求に係る課税標準又は納付すべき税額について調査し、更正をし、又は更正をすべき理由がない旨をその請求をした者に通知する(関税法7条の15第2項)。
関税法（関税の確定・納付）,51-18-5,税関長は、賦課課税方式が適用される貨物について関税を賦課しようとする場合であって、当該貨物の輸入申告に係る課税標準が税関長の調査したところと同じであるときは、当該貨物に係る納付すべき税額を決定することとされている。,○×,○,税関長は、輸入申告を要し、かつ、賦課課税方式が適用される貨物について関税を賦課しようとする場合、①輸入申告に係る課税標準が税関長の調査したところと同じであるときは、納付すべき税額を、②輸入の時までに輸入申告がないとき、又は当該申告があった場合において、当該申告に係る課税標準が税関長の調査したところと異なるときは課税標準及び納付すべき税額を、それぞれ決定する(関税法8条1項1号)。本問は①である。
関税法（関税の確定・納付）,51-19-1,申告納税方式が適用される貨物に係る関税を納付しようとする者は、その税額が財務省令で定める金額以下である場合であって、納付書に基づき納付しようとするときは、納付受託者に納付を委託することができる。,○×,○,本問は、出題当時は×であったが、その後の令和3年法改正により現在では意味が変わってくる。令和3年改正で新設されたキャッシュレス納付の手続きでは、一定金額以下(関税法施行規則1条の8第1項)の納付手続きにおいて、「納税告知書、納付書その他の関税の納付に係る書類の番号又は関税を納付しようとする者を特定するに足りる事項」を納付受託者に通知するとされており(1条の8第2項1号ロ)、納付書に基づく関税の納付を納付受託者に委託できるとされているため、一応○となる。しかし、本問は改正前の法を基に作っており、問題の趣旨からすると「納付書に基づき納付」というのは、現金＋納付書で納付することをイメージしてると考えられる。すると、キャッシュレス納付＋納付書を前提として作られた先程の施行規則1条の8とは意味が異なるため、今後同類の出題があるとすれば、現金納付なのかキャッシュレス決済納付なのかがはっきりするような記載が問題文にあると思われる。
関税法（関税の確定・納付）,51-19-2,税関長は、賦課課税方式による関税で、関税法第77条第3項(郵便物の関税の納付等)の規定により納付される郵便物の関税を徴収しようとするときは、納税の告知をしなければならない。,○×,×,関税法9条の3第1項1号により、例外的に告知不要とされる。
関税法（関税の確定・納付）,51-19-3,税関長は、必要があると認めるときであっても、その徴収する関税について、他の税関長に徴収の引継ぎをすることができない。,○×,×,税関長は、必要があると認めるときは、その徴収する関税について、他の税関長に徴収の引継ぎをすることができる(関税法10条の2第1項)。
関税法（関税の確定・納付）,51-19-4,関税法又は関税定率法その他関税に関する法律の規定により、関税の担保として税関長が確実と認める保証人の保証が提供された場合であっても、当該保証人は、国税徴収法第10章(罰則)の規定の適用について、納税者とはみなされない。,○×,×,関税法又は関税定率法その他関税に関する法律の規定により、関税の担保として税関長が確実と認める保証人の保証が提供された場合には、当該保証人は、国税徴収法第10章(罰則)の規定の適用について、納税者とみなされる(関税法9条の11第1項、同法10条3項、国税通則法50条6号)。
関税法（関税の確定・納付）,51-19-5,関税の担保を提供した者は、税関長の承認を受けた場合に限り、担保物又は保証人を変更することができる。,○×,○,関税の担保を提供した者は、税関長の承認を受けた場合に限り、担保物又は保証人を変更することができる(関税法施行令8条の3第3項)。
関税法（輸入通関）,51-20-1,原産地について直接若しくは間接に偽った表示又は誤認を生じさせる表示がされている外国貨物については、輸入を許可しない。,○×,○,関税法71条1項にその通りの規定がある。「直接に」とは、輸入貨物自体に直接的に偽った表示や誤認を生じさせる表示されている場合で、「間接に」とは、これらの表示が輸入貨物の容器、包装等に間接的に表示されている場合をいう。
関税法（輸入通関）,51-20-2,外国貨物(特例申告貨物を除く。)を輸入申告の後輸入の許可前に引き取ろうとする者は、関税額(過少申告加算税及び重加算税に相当する額を除く。)に相当する担保を提供して税関長の承認を受けなければならない。,○×,○,輸入許可前引取承認を受けて貨物を輸入の許可前に引き取ろうとする者は、関税額（過少申告加算税及び重加算税に相当する額を除く。）に相当する担保を提供して税関長の承認を受けなければならない（関税法73条1項）。
関税法（輸入通関）,51-20-3,課税標準となるべき価格が20万円を超える輸入郵便物であっても、当該輸入郵便物が寄贈物品であり、かつ、当該輸入郵便物を輸入しようとする者から当該輸入郵便物につき輸入申告を行う旨の申し出がなかった場合には、輸入申告を要しない。,○×,○,寄贈物品である輸入郵便物は、課税価格に関係なく、郵便物の簡易手続により輸入できるのが原則である。しかし、簡易手続により輸入できる郵便物であっても、その輸入郵便物を輸入しようとする者から当該輸入郵便物につき輸入申告を行う旨の申し出があった場合は、例外的に通常の輸入手続によることとなり、輸入申告を要する(関税法76条1項、3項)。本問は、課税標準となるべき価格が20万円を超える輸入郵便物であるが、寄贈物品である。そして、当該輸入郵便物を輸入しようとする者から当該輸入郵便物につき輸入申告を行う旨の申し出がなかった場合なので、例外にも当たらない。したがって、原則通り、輸入申告を要しない。
関税関係特例法,51-20-4,コンテナーに関する通関条約の規定により関税及び消費税の免除を受けてコンテナーを輸入しようとする者が、その輸入申告に際し、積卸コンテナー一覧表を税関長に提出した場合には、税関長は、関税法第67条(輸出又は輸入の許可)の規定による申告があったものとみなすことができる。,○×,○,コンテナーに関する通関条約及び国際道路運送手帳による担保の下で行なう貨物の国際運送に関する通関条約（TIR条約）の実施に伴う関税法等の特例に関する法律施行令2条にその通りの規定がある。
関税法（関税の確定・納付）,51-20-5,特例申告を行う場合は、特例申告貨物で輸入の許可を受けたものについて、特例申告書を作成し、当該許可の日の属する月の末日までに当該特例申告貨物の輸入地を所轄する税関長に提出しなければならない。,○×,×,「当該許可の日の属する月の末日までに当該特例申告貨物の輸入地を所轄する」ではなく「当該許可の日の属する月の翌月末日までに当該許可をした」である(関税法7条の2第2項)。 
関税法（附帯税）,51-21-1,過少申告加算税の額が1万円未満である場合には、過少申告加算税は徴収されない。,○×,×,「1万円未満」ではなく「5千円未満」である(関税法12条の2第5項、同法12条4項) 。
関税法（附帯税）,51-21-2,修正申告が、その申告に係る関税についての調査があったことにより当該関税について更正があるべきことを予知してされたものでない場合において、その申告に係る関税についての調査に係る税関による通知がある前に行われたものであるときは、過少申告加算税は課されない。,○×,○,調査通知前の修正申告なので、過少申告加算税は課されない(関税法第12条の2第5項)。
関税法（附帯税）,51-21-3,納付すべき税額の計算の基礎となるべき事実で隠蔽されたものに基づき修正申告が行われ重加算税を課する場合において、当該修正申告があった日の前日から起算して5年前の日までの間に、関税について、無申告加算税を課されたことがあっても、重加算税として課される関税の額の加算は行われない。,○×,×,納付すべき税額の計算の基礎となるべき事実で隠蔽等されたものに基づき修正申告が行われ重加算税を課す場合において、当該修正申告があった日の前日から起算して5年前の日までの間に、関税について無申告加算税又は重加算税を課されたことがあるときは、重加算税の額は、計算の基礎となる金額に10％の割合を乗じて計算した金額を加算した金額となる(関税法12条の4第4項1号)。
関税法（附帯税）,51-21-4,修正申告が、その申告に係る関税についての税関による調査があったことにより当該関税について更正があるべきことを予知してされたものであっても、当該修正申告が更正の前にされたときは、過少申告加算税は課されない。,○×,×,修正申告が、その申告に係る関税についての税関の調査があったことにより当該関税について更正があるべきことを予知してされたのなら、当該修正申告が更正の前に行われたとしても、10％の過少申告加算税が課される(関税法12条の2第1項)。
関税法（附帯税）,51-21-5,過少申告加算税の計算の基礎となる関税額が5万円未満である場合には、過少申告加算税は課されない。,○×,×,「5万円未満」ではなく「1万円未満」である(関税法12条の2第5項、同法12条3項)。
関税法（輸入通関）,51-22-1,経済連携協定における関税についての特別の規定による便益を適用する場合、課税価格の総額が20万円以下の貨物については、締約国原産地証明書を提出する必要はない。,○×,○,経済連携協定における関税についての特別の規定による便益を適用する場合（つまりEPA税率の適用を受ける場合）、原則として締約国原産地証明書や締約国原産地申告書等を税関長に提出しなければならない。ただし、①税関長が物品の種類又は形状によりその原産地が明らかであると認めた物品（インドネシア協定又は東南アジア諸国連合協定における関税についての特別の規定による便益の適用を受けるものを除く。）、②課税価格の総額が20万円以下の物品、③特例申告貨物の3つについては、提出不要である(関税法68条、同法施行令61条1項2号イ、同法基本通達67-3-4(4))。本問は②である。
関税法（輸入通関）,51-22-2,経済連携協定の規定に基づき関税の譲許の便益を適用する場合において、締約国原産地証明書は、輸入申告の日において、その発給又は作成の日から一年以上を経過したものであってはならない。ただし、災害その他やむを得ない理由によりその期間を経過した場合においては、この限りではない。,○×,○,締約国原産地証明書及び締約国原産品申告書は、これらに係る貨物の輸入申告の日（簡易手続により輸入する郵便物については、日本郵便株式会社から税関長への提示の日）において、その発給又は作成の日から1年以上を経過したものであってはならない。ただし、災害その他やむを得ない理由によりその期間を経過したものであるときは、この限りでない(関税法施行令61条5項)。
関税法（輸入通関）,51-22-3,税関長は、輸入申告がされた貨物について、経済連携協定の規定に基づき関税の譲許の便益を適用する場合において、当該貨物が締約国原産品であるかどうかの確認をするために必要があるときは、当該経済連携協定の規定に基づき、当該貨物の輸入者に対して、締約国原産品であることを明らかにする資料の提供を求めることができる。,○×,○,締約国原産品申告書を提出するときは、税関長がその提出の必要がないと認めるときを除いて、当該貨物の契約書、仕入書、価格表、総部品表、製造工程表その他の当該貨物が締約国原産品であることを明らかにする書類も提出する(関税法68条、同法施行令61条1項2号)。
関税法（輸入通関）,51-22-4,世界貿易機関を設立するマラケシュ協定(WTO協定)の規定による関税についての便益の適用を受けるための原産地認定基準については、関税法令に規定はなく、WTO協定の規定が直接適用されている。,○×,×,世界貿易機関を設立するマラケシュ協定（WTO協定）の規定による関税についての便益の適用を受けるための原産地認定基準については、関税法施行令、同法施行規則及び同法基本通達に規定されており、WTO協定の規定が直接適用されるわけではない(関税法施行令4条の2第4項、同法施行規則1条の6、1条の7、同法基本通達68-3-5)。
関税法（輸入通関）,51-22-5,経済連携協定における関税についての特別の規定による便益の適用を受けようとする特例申告貨物を輸入する特例輸入者は、当該特例申告貨物に係る締約国原産地証明書を保存しなければならない。,○×,○,特例申告貨物に係る締約国原産地証明書は、特例申告貨物に係る取引に関して作成し又は受領した書類その他の書類で政令で定めるものに当たるためこれを保存しなければならない(関税法7条の9第1項、同法施行令4条の12第2項5号、同令4条の2第1項7号)。
関税法（保税地域）,51-23-1,保税地域にある外国貨物を廃棄しようとする者は、当該外国貨物の滅却について税関長の承認を受けている場合を除き、あらかじめその旨を税関に届け出なければならない。,○×,○,保税地域にある外国貨物を廃棄しようとする者は、当該外国貨物の滅却について税関長の承認を受けている場合を除き、あらかじめその旨を税関に届け出なければならない(関税法34条)。
関税法（保税地域）,51-23-2,許可を受けて保税地域外に置かれている外国貨物については、内容の点検、改装、仕分けその他の手入れを行うことはできない。,○×,×,税関長の許可を受けて保税地域外に置かれている外国貨物については、あらかじめその旨を税関に届け出れば、内容の点検又は改装、仕分けその他の手入れをすることができる(関税法36条2項)。
関税法（保税地域）,51-23-3,保税工場において保税作業をしようとする者は、その開始の際、その旨を税関に届け出る必要があるが、保税作業の終了の際については、届け出る必要はない。,○×,×,保税工場において保税作業をしようとする者は、その開始及び終了の際、その旨を税関に届け出なければならない(関税法58条本文)。
関税法（保税地域）,51-23-4,指定保税地域の指定が取り消された場合において、その取消しの際、当該保税地域に外国貨物があるときは、税関長は当該貨物を直ちに収容しなければならない。,○×,×,指定保税地域の指定が取り消された場合において、その取消しの際に当該指定保税地域にある外国貨物を直ちに収容することはできるとする規定は無い。
関税法（保税地域）,51-23-5,保税工場の許可を受けた者は、当該保税工場で使用する輸入貨物を当該保税工場に入れた日から2年間、保税蔵置場の許可を併せて受けているものとみなす。,○×,×,「2年間」ではなく「3月までの期間に限り」である(関税法56条2項)。
関税法（認定通関業者）,51-24-1,関税法第79条第1項(通関業者の認定)に規定する認定を受けようとする者は、現に受けている通関業法第3条第1項(通関業の許可)の許可について、その許可を受けた日から3年を経過していない者である場合には、当該認定を受けることができない。,○×,○,関税法79条第1項(通関業者の認定)に規定する認定を受けようとする者は、現に受けている通関業法第3条第1項(通関業の許可)の許可について、その許可を受けた日から3年を経過していない者である場合には、当該認定を受けることができない(関税法79条1項、3項1号ロ)。
関税法（認定通関業者）,51-24-2,関税法第79条第1項に規定する認定を受けようとする者は、特例申告貨物に係る輸入申告において、輸入申告書に記載する事項が当該申告に係る貨物の現況と一致することを、当該貨物及び関係書類により的確に確認するための体制が整備されていない者である場合には、当該認定を受けることができない。,○×,○,関税法79条第1項に規定する認定を受けようとする者は、特例申告貨物に係る輸入申告において、輸入申告書に記載する事項が当該申告に係る貨物の現況と一致することを、当該貨物及び関係書類により的確に確認するための体制が整備されていない者である場合には、当該認定を受けることができない(関税法79条3項2号、同法施行規則9条の7第1号)。
関税法（認定通関業者）,51-24-3,関税法第79条第1項に規定する認定を受けようとする者は、通関業法第6条第1号(欠格事由)に規定する成年被後見人又は被保佐人に該当する場合には、当該認定を受けることができない。,○×,×,本問が出題された当時は○であったが、令和2年法改正により通関業法6条1号（欠格事由）で「成年被後見人又は被保佐人」という呼び名が撤廃され、代わって「心身の故障により通関業務を適正に行うことができない者として財務省令で定めるもの」とされた。したがって、その点は現在は誤りであるが、その点以外は正しい(関税法79条3項1号ニ) 。
